context: Those are Covers... response:	Run, everyone! Run!
context: No way! Ryuko's the daughter of the director?!\I'm being pulled up!\Mako!\Sis!\Mako!\Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help! response:	Mankanshoku!
context: I'm being pulled up!\Mako!\Sis!\Mako!\Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help!\Mankanshoku! response:	Shut up!
context: Mako!\Sis!\Mako!\Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help!\Mankanshoku!\Shut up! response:	My dad is Isshin Matoi!
context: Sis!\Mako!\Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help!\Mankanshoku!\Shut up!\My dad is Isshin Matoi! response:	You can't be my mother! That's impossible!
context: Mako!\Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help!\Mankanshoku!\Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible! response:	If I'm not, how else do you explain your body?
context: Cut the thread! Escape, Mankanshoku!\Mankanshoku!\Some-bo-dy-help!\Mankanshoku!\Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body? response:	I said, shut up!
context: Mankanshoku!\Some-bo-dy-help!\Mankanshoku!\Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up! response:	Calm yourself, Ryuko!
context: Some-bo-dy-help!\Mankanshoku!\Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko! response:	Stay out of this!
context: Mankanshoku!\Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko!\Stay out of this! response:	How very, very interesting!
context: Shut up!\My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko!\Stay out of this!\How very, very interesting! response:	I knew there was something special about you!
context: My dad is Isshin Matoi!\You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko!\Stay out of this!\How very, very interesting!\I knew there was something special about you! response:	You're the greatest, Ryuko!
context: You can't be my mother! That's impossible!\If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko!\Stay out of this!\How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko! response:	I'm... not... done just yet...
context: If I'm not, how else do you explain your body?\I said, shut up!\Calm yourself, Ryuko!\Stay out of this!\How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet... response:	- Lady Satsuki! - Lady Satsuki!
context: I said, shut up!\Calm yourself, Ryuko!\Stay out of this!\How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki! response:	Satsuki!
context: Calm yourself, Ryuko!\Stay out of this!\How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki! response:	EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD
context: Stay out of this!\How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD response:	ONE MONTH LATER
context: How very, very interesting!\I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER response:	Hurry, Guts!
context: I knew there was something special about you!\You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts! response:	Get out of my way, you stinking business suit!
context: You're the greatest, Ryuko!\I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit! response:	How ya like that?!
context: I'm... not... done just yet...\- Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?! response:	Oh, crap! Is this the end of the line for Mataro Mankanshoku?!
context: - Lady Satsuki! - Lady Satsuki!\Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?! response:	Turn into a rotten dust cloth!
context: Satsuki!\EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth! response:	You're that Elite Four chick!
context: EPISODE 19 RAINDROPS KEEP FALLING ON MY HEAD\ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick! response:	Oh, you're that slacker's
context: ONE MONTH LATER\Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's response:	The streets are crawling with these scraps of cloth...
context: Hurry, Guts!\Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth... response:	Let's get out of here!
context: Get out of my way, you stinking business suit!\How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here! response:	Then follow me!
context: How ya like that?!\Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me! response:	So you kids have survived on your own this past month, huh?
context: Oh, crap! Is this the end of the line for Mataro Mankanshoku?!\Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh? response:	You're that slacker's kid brother, all right.
context: Turn into a rotten dust cloth!\You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right. response:	Your ability to survive is the one impressive thing about you.
context: You're that Elite Four chick!\Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you. response:	The name's Mataro!
context: Oh, you're that slacker's\The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro! response:	Come on, my ride's waiting over there.
context: The streets are crawling with these scraps of cloth...\Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there. response:	NORTHERN KANTO, SUSUKIGAHARA
context: Let's get out of here!\Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA response:	Run! Run!
context: Then follow me!\So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run! response:	Hurry! Just across this hill, there's a chopper waiting!
context: So you kids have survived on your own this past month, huh?\You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting! response:	Damn, they caught up, huh?
context: You're that slacker's kid brother, all right.\Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh? response:	Hold together...
context: Your ability to survive is the one impressive thing about you.\The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together... response:	Blade Regalia MKIII!
context: The name's Mataro!\Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII! response:	THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII
context: Come on, my ride's waiting over there.\NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII response:	Damn, it's finally reached its limit?
context: NORTHERN KANTO, SUSUKIGAHARA\Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit? response:	Boss! We'll hold'em off here!
context: Run! Run!\Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here! response:	You guys...
context: Hurry! Just across this hill, there's a chopper waiting!\Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys... response:	The Northern Kanto Gang Leader Alliance has some pride, too!
context: Damn, they caught up, huh?\Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too! response:	Understood. Show those scrap cloth bastards what human beings will do
context: Hold together...\Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do response:	when their backs are against the wall!
context: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall! response:	Okay, guys, cut loose!
context: THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose! response:	Tear'em a new one from the inside!
context: Damn, it's finally reached its limit?\Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside! response:	Hurry! Get aboard while they're keeping them busy!
context: Boss! We'll hold'em off here!\You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy! response:	I'm sorry, guys...
context: You guys...\The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys... response:	I saw your Northern Kanto hooligans prove their resolve.
context: The Northern Kanto Gang Leader Alliance has some pride, too!\Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve. response:	This is a war of attrition. I know that it won't last long.
context: Understood. Show those scrap cloth bastards what human beings will do\when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long. response:	True.
context: when their backs are against the wall!\Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True. response:	Even so, we did manage to save a few lives.
context: Okay, guys, cut loose!\Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives. response:	Their sacrifice wasn't in vain.
context: Tear'em a new one from the inside!\Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain. response:	OSAKA
context: Hurry! Get aboard while they're keeping them busy!\I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA response:	NUDIST BEACH SECRET BASE
context: I'm sorry, guys...\I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE response:	Show the people we rescued to the living quarters area!
context: I saw your Northern Kanto hooligans prove their resolve.\This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area! response:	Good work. Looks like you guys had it rough, too.
context: This is a war of attrition. I know that it won't last long.\True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too. response:	Yeah.
context: True.\Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah. response:	Is that Mankanshoku's little brother?
context: Even so, we did manage to save a few lives.\Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother? response:	He said he and his friends had been living in the sewers under Honnou Town.
context: Their sacrifice wasn't in vain.\OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town. response:	They're an impressive pack of rats.
context: OSAKA\NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats. response:	I said the name's Mataro Mankanshoku, Elite Four chick!
context: NUDIST BEACH SECRET BASE\Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick! response:	I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!
context: Show the people we rescued to the living quarters area!\Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior! response:	If you want others to call you by name, address them properly first, Jakuzure.
context: Good work. Looks like you guys had it rough, too.\Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure. response:	I'm ever so sorry, Mr. Disciplinary Committee Chair.
context: Yeah.\Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair. response:	Northern Kanto Gang Leader Alliance has now fallen, too.
context: Is that Mankanshoku's little brother?\He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too. response:	NUDIST BEACH COMMAND CENTER
context: He said he and his friends had been living in the sewers under Honnou Town.\They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER response:	This means that all academies that were under Honnouji Academy's control
context: They're an impressive pack of rats.\I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control response:	have all been destroyed by the Covers.
context: I said the name's Mataro Mankanshoku, Elite Four chick!\I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers. response:	Which means that the bastions of the resistance
context: I'm Nonon Jakuzure. Call me Lady Nonon, slacker junior!\If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance response:	movement Satsuki built to fight the Life Fibers
context: If you want others to call you by name, address them properly first, Jakuzure.\I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers response:	have been lost.
context: I'm ever so sorry, Mr. Disciplinary Committee Chair.\Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost. response:	Sanageyama also lost his Goku Uniform, which was the last we had left.
context: Northern Kanto Gang Leader Alliance has now fallen, too.\NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left. response:	All we have left now are Jakuzure's Bakuzan-Gako
context: NUDIST BEACH COMMAND CENTER\This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako response:	and Gamagoori's Bakuzan-Kouryu.
context: This means that all academies that were under Honnouji Academy's control\have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu. response:	Both were reforged from Lady Satsuki's shattered Bakuzan.
context: have all been destroyed by the Covers.\Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan. response:	And my Tailor's Glove and your Dotonbori Robo.
context: Which means that the bastions of the resistance\movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo. response:	DTR.
context: movement Satsuki built to fight the Life Fibers\have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR. response:	Whatever.
context: have been lost.\Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever. response:	DTR, got it?
context: Sanageyama also lost his Goku Uniform, which was the last we had left.\All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever.\DTR, got it? response:	I only hope that the item that Iori is frantically
context: All we have left now are Jakuzure's Bakuzan-Gako\and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever.\DTR, got it?\I only hope that the item that Iori is frantically response:	working on is ready in time.
context: and Gamagoori's Bakuzan-Kouryu.\Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever.\DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time. response:	If they hadn't been destroyed by you people,
context: Both were reforged from Lady Satsuki's shattered Bakuzan.\And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever.\DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people, response:	we would have more proper facilities.
context: And my Tailor's Glove and your Dotonbori Robo.\DTR.\Whatever.\DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities. response:	If you were planning to rebel against Ragyo,
context: DTR.\Whatever.\DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo, response:	I think you could have at least considered the
context: Whatever.\DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the response:	option of joining forces with Nudist Beach.
context: DTR, got it?\I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach. response:	When many people know a secret, it's going to get out.
context: I only hope that the item that Iori is frantically\working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out. response:	Even at Honnouji Academy,
context: working on is ready in time.\If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy, response:	the only people who were aware of her real intentions
context: If they hadn't been destroyed by you people,\we would have more proper facilities.\If you were planning to rebel against Ragyo,\I think you could have at least considered the\option of joining forces with Nudist Beach.\When many people know a secret, it's going to get out.\Even at Honnouji Academy,\the only people who were aware of her real intentions response:	were we of the Elite Four,
