context: Shinonome Institute response:	Nichijou ED
context: Section Titles: Nichijou\Characters\Naganohara Mio - Schoolgirl, Blue hair twin tails.\Aioi Yuuko - Schoolgirl, Chin length light brown hair. (Nickname = Yukko)\Minakami Mai - Schoolgirl, Long dark hair, glasses.\Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't). response:	Nano/Professor/Sakamoto's House: Shinonome Institute
context: Characters\Naganohara Mio - Schoolgirl, Blue hair twin tails.\Aioi Yuuko - Schoolgirl, Chin length light brown hair. (Nickname = Yukko)\Minakami Mai - Schoolgirl, Long dark hair, glasses.\Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute response:	Notes
context: Naganohara Mio - Schoolgirl, Blue hair twin tails.\Aioi Yuuko - Schoolgirl, Chin length light brown hair. (Nickname = Yukko)\Minakami Mai - Schoolgirl, Long dark hair, glasses.\Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes response:	Always use OK and all right, nyan
context: Aioi Yuuko - Schoolgirl, Chin length light brown hair. (Nickname = Yukko)\Minakami Mai - Schoolgirl, Long dark hair, glasses.\Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan response:	Shinonome Institute
context: Minakami Mai - Schoolgirl, Long dark hair, glasses.\Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan\Shinonome Institute response:	> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <
context: Shinonome Nano - Schoolgirl, Robot\Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) < response:	ep05
context: Professor - Nano's Inventor. No formal name (yet...)\Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05 response:	START OP
context: Sakamoto - Their cat. (Nano uses the -san honorific, the doctor doesn't).\Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP response:	END OP
context: Nano/Professor/Sakamoto's House: Shinonome Institute\Notes\Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP\END OP response:	Sign 15 Nichijou 22
context: Notes\Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP\END OP\Sign 15 Nichijou 22 response:	Sign 15 Mini-test English
context: Always use OK and all right, nyan\Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP\END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English response:	Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk
context: Shinonome Institute\> A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP\END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk response:	Sign 20 Word of the Day
context: > A humble request to all TLs... When you TL a sign, can you please leave a timecode with it, so we can find it without having to search through the entire vid. Cheers! :) <\ep05\START OP\END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day response:	Sign 20 The next day
context: ep05\START OP\END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day response:	sign 21 Mini-test English
context: START OP\END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English response:	Start ED
context: END OP\Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English\Start ED response:	End ED
context: Sign 15 Nichijou 22\Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English\Start ED\End ED response:	Sign 23 Narration Koyama Rikiya
context: Sign 15 Mini-test English\Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English\Start ED\End ED\Sign 23 Narration Koyama Rikiya response:	Shinonome Institute
context: Sign 20 15:40 In front of the 1-Q lectern Naganohara Mio: Sunk\Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English\Start ED\End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute response:	It's Nyan
context: Sign 20 Word of the Day\Sign 20 The next day\sign 21 Mini-test English\Start ED\End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan response:	Grave
context: Sign 20 The next day\sign 21 Mini-test English\Start ED\End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan\Grave response:	Grave
context: sign 21 Mini-test English\Start ED\End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan\Grave\Grave response:	Mt. Osore
context: Start ED\End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan\Grave\Grave\Mt. Osore response:	Nichijou 19
context: End ED\Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan\Grave\Grave\Mt. Osore\Nichijou 19 response:	Nichijou 19
context: Sign 23 Narration Koyama Rikiya\Shinonome Institute\It's Nyan\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19 response:	Spiritualist
context: Shinonome Institute\It's Nyan\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist response:	Daruma Otoshi
context: It's Nyan\Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Daruma Otoshi response:	100 Points
context: Grave\Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Daruma Otoshi\100 Points response:	Nichijou 20
context: Grave\Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Daruma Otoshi\100 Points\Nichijou 20 response:	2nd Period Self Study
context: Mt. Osore\Nichijou 19\Nichijou 19\Spiritualist\Daruma Otoshi\100 Points\Nichijou 20\2nd Period Self Study response:	Shinonome Institute
context: Nichijou 19\Nichijou 19\Spiritualist\Daruma Otoshi\100 Points\Nichijou 20\2nd Period Self Study\Shinonome Institute response:	Nichijou 21
context: Nichijou 19\Spiritualist\Daruma Otoshi\100 Points\Nichijou 20\2nd Period Self Study\Shinonome Institute\Nichijou 21 response:	You can't have too much ice cream and juice!
context: Spiritualist\Daruma Otoshi\100 Points\Nichijou 20\2nd Period Self Study\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice! response:	Kokkuri-san
context: Daruma Otoshi\100 Points\Nichijou 20\2nd Period Self Study\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san response:	Nichijou 22
context: 100 Points\Nichijou 20\2nd Period Self Study\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22 response:	Mini-test English
context: Nichijou 20\2nd Period Self Study\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test English response:	Piss off!
context: 2nd Period Self Study\Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test English\Piss off! response:	In front of the 1-Q lectern
context: Shinonome Institute\Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test English\Piss off!\In front of the 1-Q lectern response:	Naganohara Mio: Sunk
context: Nichijou 21\You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test English\Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk response:	Word Of The Day
context: You can't have too much ice cream and juice!\Kokkuri-san\Nichijou 22\Mini-test English\Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day response:	The Next Day
context: Kokkuri-san\Nichijou 22\Mini-test English\Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day\The Next Day response:	English
context: Nichijou 22\Mini-test English\Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day\The Next Day\English response:	Narration Koyama Rikiya
context: Mini-test English\Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day\The Next Day\English\Narration Koyama Rikiya response:	shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!
context: Piss off!\In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day\The Next Day\English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah! response:	ko nna... ko to... ha ji me te da yo
context: In front of the 1-Q lectern\Naganohara Mio: Sunk\Word Of The Day\The Next Day\English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo response:	I just realized for the first time that I had fallen in love
context: Naganohara Mio: Sunk\Word Of The Day\The Next Day\English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love response:	All day long, it's only you, you, you; I just couldn't avoid it
context: Word Of The Day\The Next Day\English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it response:	Somehow, somehow I'm different from usual when I'm with you
context: The Next Day\English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you response:	Do we converse awkwardly? mutual love?
context: English\Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love? response:	Nope, it's an unrequited love, whoops, we made eye contact
context: Narration Koyama Rikiya\shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact response:	Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay
context: shi kou kai wa gu cha gu cha ko n ran shaa ba dee bee doo bee, yeah!\ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay response:	My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!
context: ko nna... ko to... ha ji me te da yo\I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah! response:	This... is the... very first time for me
context: I just realized for the first time that I had fallen in love\All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me response:	Do I have a fever, I wonder?
context: All day long, it's only you, you, you; I just couldn't avoid it\Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder? response:	The awakening of love that you induced it was without pride
context: Somehow, somehow I'm different from usual when I'm with you\Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride response:	T-T-These stupid hands are shaking and from here, we'll proceed
context: Do we converse awkwardly? mutual love?\Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed response:	No no no, I've messed up my words a bit and so there's an awkward silence
context: Nope, it's an unrequited love, whoops, we made eye contact\Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence response:	About your about your feelings I really want to know, it's an u-u-un-unrequited love
context: Something's making my heart beat faster sha ba da ba de bee doo wa ba dee ay\My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love response:	First love always in the school zone
context: My train of thought derails with a *splat* *splat* shaaba deebee doobee, yeah!\This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone response:	A glittering light I will fall in love
context: This... is the... very first time for me\Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love response:	I'm flying through the sky
context: Do I have a fever, I wonder?\The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky response:	U-U-U-U-Unrequited love!
context: The awakening of love that you induced it was without pride\T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love! response:	DREAMS COME TRUE
context: T-T-These stupid hands are shaking and from here, we'll proceed\No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE response:	Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.
context: No no no, I've messed up my words a bit and so there's an awkward silence\About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm. response:	Today also, we laughed a whole lot; we had a great time.
context: About your about your feelings I really want to know, it's an u-u-un-unrequited love\First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time. response:	With my friends, I played the fool, and we all played around.
context: First love always in the school zone\A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around. response:	And when the blood began to run, we wished it was a coincidence.
context: A glittering light I will fall in love\I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence. response:	I can't talk about the first time, it wouldn't be in-character.
context: I'm flying through the sky\U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character. response:	Hey, we can meet again tomorrow, right?
context: U-U-U-U-Unrequited love!\DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right? response:	As my eyelids close, I see you glittering.
context: DREAMS COME TRUE\Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering. response:	Today was fun too, wasn't it? Silly me.
context: Wake up in the morning, brush my teeth and in the blink of an eye, it's 10pm.\Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me. response:	DREAMS COME TRUE
context: Today also, we laughed a whole lot; we had a great time.\With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE response:	So happy, so happy, how do you do? It's an unrequited love.
context: With my friends, I played the fool, and we all played around.\And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love. response:	We'll meet again tomorrow, goodnight!
context: And when the blood began to run, we wished it was a coincidence.\I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight! response:	I'll soon be dreaming, goodnight!
context: I can't talk about the first time, it wouldn't be in-character.\Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight! response:	Nano!
context: Hey, we can meet again tomorrow, right?\As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano! response:	Nano?
context: As my eyelids close, I see you glittering.\Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano!\Nano? response:	Naaano!
context: Today was fun too, wasn't it? Silly me.\DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano!\Nano?\Naaano! response:	Nano!
context: DREAMS COME TRUE\So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano!\Nano?\Naaano!\Nano! response:	Yes?
context: So happy, so happy, how do you do? It's an unrequited love.\We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano!\Nano?\Naaano!\Nano!\Yes? response:	Nano, Nano!
context: We'll meet again tomorrow, goodnight!\I'll soon be dreaming, goodnight!\Nano!\Nano?\Naaano!\Nano!\Yes?\Nano, Nano! response:	Yes?
context: I'll soon be dreaming, goodnight!\Nano!\Nano?\Naaano!\Nano!\Yes?\Nano, Nano!\Yes? response:	Nano!
context: Nano!\Nano?\Naaano!\Nano!\Yes?\Nano, Nano!\Yes?\Nano! response:	Yes, yes.
context: Nano?\Naaano!\Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes. response:	Nano!
context: Naaano!\Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano! response:	Look, look!
context: Nano!\Yes?\Nano, Nano!\Yes?\Nano!\Yes, yes.\Nano!\Look, look! response:	It's Professor nyan!
