context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: The council has decided to award one of the two empty council seats to her in perpetuity.\And name Erza Scarlet as one of the 10 Wizard Saints.\Home.\Screw this!\What the hell is everyone doing?\Natsu...\Stop this, Natsu!\Natsu, stop! response:	Why, you...
context: And name Erza Scarlet as one of the 10 Wizard Saints.\Home.\Screw this!\What the hell is everyone doing?\Natsu...\Stop this, Natsu!\Natsu, stop!\Why, you... response:	Erza ain't dead!
context: Home.\Screw this!\What the hell is everyone doing?\Natsu...\Stop this, Natsu!\Natsu, stop!\Why, you...\Erza ain't dead! response:	Please, Natsu... Stop...
context: Screw this!\What the hell is everyone doing?\Natsu...\Stop this, Natsu!\Natsu, stop!\Why, you...\Erza ain't dead!\Please, Natsu... Stop... response:	There's no way in hell she's dead!
context: What the hell is everyone doing?\Natsu...\Stop this, Natsu!\Natsu, stop!\Why, you...\Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead! response:	Face reality, Natsu!
context: Natsu...\Stop this, Natsu!\Natsu, stop!\Why, you...\Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu! response:	Lemme go!
context: Stop this, Natsu!\Natsu, stop!\Why, you...\Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu!\Lemme go! response:	Erza's alive!
context: Natsu, stop!\Why, you...\Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu!\Lemme go!\Erza's alive! response:	I did this for your future and everyone else's, Natsu...
context: Why, you...\Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu!\Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu... response:	And yet...
context: Erza ain't dead!\Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu!\Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet... response:	This isn't the future I wanted to see...
context: Please, Natsu... Stop...\There's no way in hell she's dead!\Face reality, Natsu!\Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see... response:	I just...
context: There's no way in hell she's dead!\Face reality, Natsu!\Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see...\I just... response:	I wanted to see everyone smile...
context: Face reality, Natsu!\Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see...\I just...\I wanted to see everyone smile... response:	Where am I?
context: Lemme go!\Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see...\I just...\I wanted to see everyone smile...\Where am I? response:	Erza!
context: Erza's alive!\I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see...\I just...\I wanted to see everyone smile...\Where am I?\Erza! response:	What happened?
context: I did this for your future and everyone else's, Natsu...\And yet...\This isn't the future I wanted to see...\I just...\I wanted to see everyone smile...\Where am I?\Erza!\What happened? response:	I'm... alive?
context: And yet...\This isn't the future I wanted to see...\I just...\I wanted to see everyone smile...\Where am I?\Erza!\What happened?\I'm... alive? response:	Natsu?
context: This isn't the future I wanted to see...\I just...\I wanted to see everyone smile...\Where am I?\Erza!\What happened?\I'm... alive?\Natsu? response:	You... saved me...
context: I just...\I wanted to see everyone smile...\Where am I?\Erza!\What happened?\I'm... alive?\Natsu?\You... saved me... response:	He found me inside that vortex of magical power?
context: I wanted to see everyone smile...\Where am I?\Erza!\What happened?\I'm... alive?\Natsu?\You... saved me...\He found me inside that vortex of magical power? response:	Incredible...
context: Where am I?\Erza!\What happened?\I'm... alive?\Natsu?\You... saved me...\He found me inside that vortex of magical power?\Incredible... response:	We're the same.
context: Erza!\What happened?\I'm... alive?\Natsu?\You... saved me...\He found me inside that vortex of magical power?\Incredible...\We're the same. response:	I couldn't have lived without Fairy Tail.
context: What happened?\I'm... alive?\Natsu?\You... saved me...\He found me inside that vortex of magical power?\Incredible...\We're the same.\I couldn't have lived without Fairy Tail. response:	A world without my friends is unthinkable.
context: I'm... alive?\Natsu?\You... saved me...\He found me inside that vortex of magical power?\Incredible...\We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable. response:	We're all the same.
context: Natsu?\You... saved me...\He found me inside that vortex of magical power?\Incredible...\We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same. response:	Never do something like that again.
context: You... saved me...\He found me inside that vortex of magical power?\Incredible...\We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same.\Never do something like that again. response:	Natsu...
context: He found me inside that vortex of magical power?\Incredible...\We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same.\Never do something like that again.\Natsu... response:	Never again!
context: Incredible...\We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same.\Never do something like that again.\Natsu...\Never again! response:	Okay.
context: We're the same.\I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same.\Never do something like that again.\Natsu...\Never again!\Okay. response:	Natsu... Thank you.
context: I couldn't have lived without Fairy Tail.\A world without my friends is unthinkable.\We're all the same.\Never do something like that again.\Natsu...\Never again!\Okay.\Natsu... Thank you. response:	That's right.
context: A world without my friends is unthinkable.\We're all the same.\Never do something like that again.\Natsu...\Never again!\Okay.\Natsu... Thank you.\That's right. response:	You don't die for your friends.
context: We're all the same.\Never do something like that again.\Natsu...\Never again!\Okay.\Natsu... Thank you.\That's right.\You don't die for your friends. response:	You live for your friends!
context: Never do something like that again.\Natsu...\Never again!\Okay.\Natsu... Thank you.\That's right.\You don't die for your friends.\You live for your friends! response:	Because that's how you create a happy future!
context: Natsu...\Never again!\Okay.\Natsu... Thank you.\That's right.\You don't die for your friends.\You live for your friends!\Because that's how you create a happy future! response:	Is he okay?
context: Never again!\Okay.\Natsu... Thank you.\That's right.\You don't die for your friends.\You live for your friends!\Because that's how you create a happy future!\Is he okay? response:	He's slept for three days straight...
context: Okay.\Natsu... Thank you.\That's right.\You don't die for your friends.\You live for your friends!\Because that's how you create a happy future!\Is he okay?\He's slept for three days straight... response:	That's what the freak gets for eating Etherion.
context: Natsu... Thank you.\That's right.\You don't die for your friends.\You live for your friends!\Because that's how you create a happy future!\Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion. response:	What'd you just say, Gray?!
context: That's right.\You don't die for your friends.\You live for your friends!\Because that's how you create a happy future!\Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?! response:	He's awake!
context: You don't die for your friends.\You live for your friends!\Because that's how you create a happy future!\Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake! response:	He's asleep!
context: You live for your friends!\Because that's how you create a happy future!\Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake!\He's asleep! response:	If you don't have it in you to pick a fight, don't get up!
context: Because that's how you create a happy future!\Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up! response:	I really caused everyone a lot of trouble this time, didn't I?
context: Is he okay?\He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I? response:	Come on, how many times have you said that already?
context: He's slept for three days straight...\That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already? response:	Speaking of which, what happened to her?
context: That's what the freak gets for eating Etherion.\What'd you just say, Gray?!\He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her? response:	Oh, you mean Juvia?
context: What'd you just say, Gray?!\He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia? response:	She's headed back already.
context: He's awake!\He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already. response:	She said something about wanting to join Fairy Tail as soon as possible, or something...
context: He's asleep!\If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something... response:	I see.
context: If you don't have it in you to pick a fight, don't get up!\I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see. response:	I apologize, Erza.
context: I really caused everyone a lot of trouble this time, didn't I?\Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza. response:	Sorry, Er-chan.
context: Come on, how many times have you said that already?\Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza.\Sorry, Er-chan. response:	No. It was I who was not able to do anything for you for eight years.
context: Speaking of which, what happened to her?\Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years. response:	I am truly sorry...
context: Oh, you mean Juvia?\She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry... response:	It's not your fault, Sister!
context: She's headed back already.\She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister! response:	If I had done something sooner, then Simon might have...
context: She said something about wanting to join Fairy Tail as soon as possible, or something...\I see.\I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have... response:	Simon was a true man!
context: I see.\I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man! response:	He wanted to protect you.
context: I apologize, Erza.\Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you. response:	He always...
context: Sorry, Er-chan.\No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you.\He always... response:	Wally!
context: No. It was I who was not able to do anything for you for eight years.\I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you.\He always...\Wally! response:	I know well his feelings.
context: I am truly sorry...\It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you.\He always...\Wally!\I know well his feelings. response:	As well as the feelings of those left behind.
context: It's not your fault, Sister!\If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you.\He always...\Wally!\I know well his feelings.\As well as the feelings of those left behind. response:	But we must continue on.
context: If I had done something sooner, then Simon might have...\Simon was a true man!\He wanted to protect you.\He always...\Wally!\I know well his feelings.\As well as the feelings of those left behind.\But we must continue on. response:	To the future that Simon left for us.
context: Simon was a true man!\He wanted to protect you.\He always...\Wally!\I know well his feelings.\As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us. response:	If you have no other place to go, then come to Fairy Tail.
context: He wanted to protect you.\He always...\Wally!\I know well his feelings.\As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail. response:	Us?
context: He always...\Wally!\I know well his feelings.\As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us? response:	It might be different than the freedom you sought, but...
context: Wally!\I know well his feelings.\As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but... response:	Salamander did say something like that.
context: I know well his feelings.\As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but...\Salamander did say something like that. response:	That it was one super spiffy guild!
context: As well as the feelings of those left behind.\But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild! response:	And I'd like to stay together with you all.
context: But we must continue on.\To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all. response:	Come now, let's go back.
context: To the future that Simon left for us.\If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back. response:	I have to introduce you all properly to Natsu and the others.
context: If you have no other place to go, then come to Fairy Tail.\Us?\It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others. response:	You've really gotten strong, Erza...
context: Us?\It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza... response:	Jellal?
context: It might be different than the freedom you sought, but...\Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal? response:	It... couldn't be...
context: Salamander did say something like that.\That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal?\It... couldn't be... response:	After that, Erza said something to me quietly in private.
context: That it was one super spiffy guild!\And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private. response:	She said that it might actually have been Jellal who prevented the tower from exploding.
context: And I'd like to stay together with you all.\Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding. response:	Freed from Zeref's possession, he had returned to the kind Jellal he once was.
context: Come now, let's go back.\I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was. response:	He then fused with Etherion in Erza's place and directed the magical power up into the sky.
context: I have to introduce you all properly to Natsu and the others.\You've really gotten strong, Erza...\Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky. response:	It does make a lot of sense when you think of it that way.
context: You've really gotten strong, Erza...\Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way. response:	But it's kind of sad...
context: Jellal?\It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad... response:	It means Jellal was just another victim of Zeref's spirit.
context: It... couldn't be...\After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit. response:	Lucy!
context: After that, Erza said something to me quietly in private.\She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy! response:	Have you seen Sho or the others?
context: She said that it might actually have been Jellal who prevented the tower from exploding.\Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others? response:	No, I haven't...
context: Freed from Zeref's possession, he had returned to the kind Jellal he once was.\He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others?\No, I haven't... response:	I can't find them anywhere.
context: He then fused with Etherion in Erza's place and directed the magical power up into the sky.\It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere. response:	Could they have left without telling anyone?
context: It does make a lot of sense when you think of it that way.\But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone? response:	I see...
context: But it's kind of sad...\It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone?\I see... response:	What happened?
context: It means Jellal was just another victim of Zeref's spirit.\Lucy!\Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone?\I see...\What happened? response:	Tell Natsu and Gray to prepare fireworks.
context: Lucy!\Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone?\I see...\What happened?\Tell Natsu and Gray to prepare fireworks. response:	Huh?
context: Have you seen Sho or the others?\No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone?\I see...\What happened?\Tell Natsu and Gray to prepare fireworks.\Huh? response:	Wait...
context: No, I haven't...\I can't find them anywhere.\Could they have left without telling anyone?\I see...\What happened?\Tell Natsu and Gray to prepare fireworks.\Huh?\Wait... response:	Do you really think we can make it on our own?
context: I can't find them anywhere.\Could they have left without telling anyone?\I see...\What happened?\Tell Natsu and Gray to prepare fireworks.\Huh?\Wait...\Do you really think we can make it on our own? response:	In the outside world?
context: Could they have left without telling anyone?\I see...\What happened?\Tell Natsu and Gray to prepare fireworks.\Huh?\Wait...\Do you really think we can make it on our own?\In the outside world? response:	We have to!
context: I see...\What happened?\Tell Natsu and Gray to prepare fireworks.\Huh?\Wait...\Do you really think we can make it on our own?\In the outside world?\We have to! response:	We can't bother Sister any more...
context: What happened?\Tell Natsu and Gray to prepare fireworks.\Huh?\Wait...\Do you really think we can make it on our own?\In the outside world?\We have to!\We can't bother Sister any more... response:	Everyone!
context: Tell Natsu and Gray to prepare fireworks.\Huh?\Wait...\Do you really think we can make it on our own?\In the outside world?\We have to!\We can't bother Sister any more...\Everyone! response:	Sister!
context: Huh?\Wait...\Do you really think we can make it on our own?\In the outside world?\We have to!\We can't bother Sister any more...\Everyone!\Sister! response:	We were raised in the tower our entire lives.
context: Wait...\Do you really think we can make it on our own?\In the outside world?\We have to!\We can't bother Sister any more...\Everyone!\Sister!\We were raised in the tower our entire lives. response:	There's a lot we don't understand, that we're uncertain of...
context: Do you really think we can make it on our own?\In the outside world?\We have to!\We can't bother Sister any more...\Everyone!\Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of... response:	But we want to see the outside world for ourselves.
context: In the outside world?\We have to!\We can't bother Sister any more...\Everyone!\Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves. response:	We don't want to live relying on others any longer...
context: We have to!\We can't bother Sister any more...\Everyone!\Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer... response:	We've had enough of living for someone else!
context: We can't bother Sister any more...\Everyone!\Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else! response:	From now on, we'll live for ourselves!
context: Everyone!\Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves! response:	We want to find our own reason to live!
context: Sister!\We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves!\We want to find our own reason to live! response:	That is our freedom!
context: We were raised in the tower our entire lives.\There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves!\We want to find our own reason to live!\That is our freedom! response:	If you keep that strong will, you can accomplish anything.
context: There's a lot we don't understand, that we're uncertain of...\But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves!\We want to find our own reason to live!\That is our freedom!\If you keep that strong will, you can accomplish anything. response:	It reassures me.
context: But we want to see the outside world for ourselves.\We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves!\We want to find our own reason to live!\That is our freedom!\If you keep that strong will, you can accomplish anything.\It reassures me. response:	However...
context: We don't want to live relying on others any longer...\We've had enough of living for someone else!\From now on, we'll live for ourselves!\We want to find our own reason to live!\That is our freedom!\If you keep that strong will, you can accomplish anything.\It reassures me.\However... response:	There are three conditions for anyone who leaves Fairy Tail!
