context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Huh?\What the...\I can't use magic all of a sudden!\Is it this thing's fault?\I hate impostor cats!\That's as far as you go, Salamander.\Die!\This ain't good! response:	Oops. I almost forgot to say my dandy catch phrase.
context: What the...\I can't use magic all of a sudden!\Is it this thing's fault?\I hate impostor cats!\That's as far as you go, Salamander.\Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase. response:	From the moment you met me...
context: I can't use magic all of a sudden!\Is it this thing's fault?\I hate impostor cats!\That's as far as you go, Salamander.\Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me... response:	Happy!
context: Is it this thing's fault?\I hate impostor cats!\That's as far as you go, Salamander.\Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy! response:	Natsu, I'm so glad you're safe!
context: I hate impostor cats!\That's as far as you go, Salamander.\Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy!\Natsu, I'm so glad you're safe! response:	And wait, what's with the helmet?
context: That's as far as you go, Salamander.\Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet? response:	Whatever, just help me get free!
context: Die!\This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free! response:	Aye!
context: This ain't good!\Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free!\Aye! response:	Why that... How dare you interrupt my catch phrase!
context: Oops. I almost forgot to say my dandy catch phrase.\From the moment you met me...\Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase! response:	Don't!
context: From the moment you met me...\Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase!\Don't! response:	Don't bully kitty-cats!
context: Happy!\Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats! response:	Cats can't fly!
context: Natsu, I'm so glad you're safe!\And wait, what's with the helmet?\Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats!\Cats can't fly! response:	I'll let the talking slide, but the flying?
context: And wait, what's with the helmet?\Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying? response:	Happy, now's our chance!
context: Whatever, just help me get free!\Aye!\Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance! response:	Aye, sir!
context: Aye!\Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir! response:	Not on your life!
context: Why that... How dare you interrupt my catch phrase!\Don't!\Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir!\Not on your life! response:	I said don't!
context: Don't!\Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir!\Not on your life!\I said don't! response:	Let me go!
context: Don't bully kitty-cats!\Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir!\Not on your life!\I said don't!\Let me go! response:	Hurry up, Happy!
context: Cats can't fly!\I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir!\Not on your life!\I said don't!\Let me go!\Hurry up, Happy! response:	This thing's not coming off so easy!
context: I'll let the talking slide, but the flying?\Happy, now's our chance!\Aye, sir!\Not on your life!\I said don't!\Let me go!\Hurry up, Happy!\This thing's not coming off so easy! response:	Damn it... I'm gonna have to do that!
context: Happy, now's our chance!\Aye, sir!\Not on your life!\I said don't!\Let me go!\Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that! response:	Secret Move!
context: Aye, sir!\Not on your life!\I said don't!\Let me go!\Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move! response:	Cat in Distress.
context: Not on your life!\I said don't!\Let me go!\Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress. response:	Whoa, it worked!
context: I said don't!\Let me go!\Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress.\Whoa, it worked! response:	What are you doing, Millianna?
context: Let me go!\Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress.\Whoa, it worked!\What are you doing, Millianna? response:	But the kitty-cat was...
context: Hurry up, Happy!\This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress.\Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was... response:	No buts!
context: This thing's not coming off so easy!\Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress.\Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was...\No buts! response:	All righty then!
context: Damn it... I'm gonna have to do that!\Secret Move!\Cat in Distress.\Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was...\No buts!\All righty then! response:	Go forth, Natsu!
context: Secret Move!\Cat in Distress.\Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was...\No buts!\All righty then!\Go forth, Natsu! response:	Wing Slash of the Fire Dragon!
context: Cat in Distress.\Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was...\No buts!\All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon! response:	My revenge on the blockhead is complete!
context: Whoa, it worked!\What are you doing, Millianna?\But the kitty-cat was...\No buts!\All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete! response:	How long do you plan on wearing that?
context: What are you doing, Millianna?\But the kitty-cat was...\No buts!\All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that? response:	I can't get it off...
context: But the kitty-cat was...\No buts!\All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off... response:	Sho and Simon have turned against me.
context: No buts!\All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me. response:	Wally and Millianna have fallen to Salamander.
context: All righty then!\Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander. response:	This is how it should be. There is nothing more boring than a one-sided game.
context: Go forth, Natsu!\Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game. response:	Lord Jellal, let us hurry and capture Erza to begin the ceremony.
context: Wing Slash of the Fire Dragon!\My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony. response:	This is no longer the time to be playing around.
context: My revenge on the blockhead is complete!\How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around. response:	Then why don't you go, Vidaldus?
context: How long do you plan on wearing that?\I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus? response:	Are you sure?
context: I can't get it off...\Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure? response:	It's our turn next, yes?
context: Sho and Simon have turned against me.\Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes? response:	The Assassin's Guild, Death's Head Caucus.
context: Wally and Millianna have fallen to Salamander.\This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus. response:	Vidaldus Taka.
context: This is how it should be. There is nothing more boring than a one-sided game.\Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka. response:	Go to hell!
context: Lord Jellal, let us hurry and capture Erza to begin the ceremony.\This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell! response:	Hell! I'll show you the lowest pits of the ultimate hell!
context: This is no longer the time to be playing around.\Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell! response:	Fukuro.
context: Then why don't you go, Vidaldus?\Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro. response:	And their commander, Ikaruga.
context: Are you sure?\It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga. response:	Love and life are fated to be broken asunder, yes?
context: It's our turn next, yes?\The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes? response:	This eve shall be a festival.
context: The Assassin's Guild, Death's Head Caucus.\Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival. response:	We are from the Death's Head Caucus of the Assassin's Guild.
context: Vidaldus Taka.\Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild. response:	The Special Guerrilla Squad: Trinity Raven, have arrived.
context: Go to hell!\Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived. response:	It's your turn now.
context: Hell! I'll show you the lowest pits of the ultimate hell!\Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now. response:	Go.
context: Fukuro.\And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go. response:	H-Happy!
context: And their commander, Ikaruga.\Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go.\H-Happy! response:	What?
context: Love and life are fated to be broken asunder, yes?\This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go.\H-Happy!\What? response:	P-Pull harder!
context: This eve shall be a festival.\We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go.\H-Happy!\What?\P-Pull harder! response:	I'm pulling as hard as I can!
context: We are from the Death's Head Caucus of the Assassin's Guild.\The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go.\H-Happy!\What?\P-Pull harder!\I'm pulling as hard as I can! response:	You're gonna tear my head off!
context: The Special Guerrilla Squad: Trinity Raven, have arrived.\It's your turn now.\Go.\H-Happy!\What?\P-Pull harder!\I'm pulling as hard as I can!\You're gonna tear my head off! response:	It came off!
context: It's your turn now.\Go.\H-Happy!\What?\P-Pull harder!\I'm pulling as hard as I can!\You're gonna tear my head off!\It came off! response:	Now it's the blockhead who's trapped!
context: Go.\H-Happy!\What?\P-Pull harder!\I'm pulling as hard as I can!\You're gonna tear my head off!\It came off!\Now it's the blockhead who's trapped! response:	I wonder what's with that mask's head-hole?
