context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: You're the one who gives me my future\If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls response:	Boy, please chase after me
context: If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me response:	Because it won't be over after this
context: I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this response:	I can't say I'm sorry, sorry
context: I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry response:	Even though I believe you, my lips are pouting
context: I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting response:	I can't be cute, sorry
context: Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry response:	Catch me in the town where a drizzle is falling
context: I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling response:	Because I'll turn around and give you a make-up kiss
context: Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss response:	In your warm arms
context: Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms response:	The Familiar's Mark
context: Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark response:	The Familiar's Mark
context: I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark\The Familiar's Mark response:	Next Time
context: Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark\The Familiar's Mark\Next Time response:	Fairy in the Forest
context: I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark\The Familiar's Mark\Next Time\Fairy in the Forest response:	Louise...
context: Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark\The Familiar's Mark\Next Time\Fairy in the Forest\Louise... response:	Saito...
context: Because I'll turn around and give you a make-up kiss\In your warm arms\The Familiar's Mark\The Familiar's Mark\Next Time\Fairy in the Forest\Louise...\Saito... response:	S-Stop... staring so much.
context: In your warm arms\The Familiar's Mark\The Familiar's Mark\Next Time\Fairy in the Forest\Louise...\Saito...\S-Stop... staring so much. response:	You idiot!
context: The Familiar's Mark\The Familiar's Mark\Next Time\Fairy in the Forest\Louise...\Saito...\S-Stop... staring so much.\You idiot! response:	Y-You dog!
context: The Familiar's Mark\Next Time\Fairy in the Forest\Louise...\Saito...\S-Stop... staring so much.\You idiot!\Y-You dog! response:	Sorry.
context: Next Time\Fairy in the Forest\Louise...\Saito...\S-Stop... staring so much.\You idiot!\Y-You dog!\Sorry. response:	Don't apologise.
context: Fairy in the Forest\Louise...\Saito...\S-Stop... staring so much.\You idiot!\Y-You dog!\Sorry.\Don't apologise. response:	You finally come back, and what's this?
context: Louise...\Saito...\S-Stop... staring so much.\You idiot!\Y-You dog!\Sorry.\Don't apologise.\You finally come back, and what's this? response:	It's wrong to look at your master with that kind of eyes.
context: Saito...\S-Stop... staring so much.\You idiot!\Y-You dog!\Sorry.\Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes. response:	I'm sorry! I can't hold it in anymore!
context: S-Stop... staring so much.\You idiot!\Y-You dog!\Sorry.\Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore! response:	I-It's still light!
context: You idiot!\Y-You dog!\Sorry.\Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light! response:	Th -
context: Y-You dog!\Sorry.\Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light!\Th - response:	When it gets dark, then?
context: Sorry.\Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light!\Th -\When it gets dark, then? response:	A-After asking the primogenitor, Brimir, and Mother.
context: Don't apologise.\You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light!\Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother. response:	Louise...
context: You finally come back, and what's this?\It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light!\Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise... response:	Saito...
context: It's wrong to look at your master with that kind of eyes.\I'm sorry! I can't hold it in anymore!\I-It's still light!\Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito... response:	Good morning!
context: I'm sorry! I can't hold it in anymore!\I-It's still light!\Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito...\Good morning! response:	How long do you two intend to sleep?
context: I-It's still light!\Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito...\Good morning!\How long do you two intend to sleep? response:	H-Hi! Good morning, Siesta!
context: Th -\When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito...\Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta! response:	I wasn't doing anything.
context: When it gets dark, then?\A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito...\Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything. response:	I didn't ask anything.
context: A-After asking the primogenitor, Brimir, and Mother.\Louise...\Saito...\Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything. response:	What?
context: Louise...\Saito...\Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything.\What? response:	You... Your hand...
context: Saito...\Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything.\What?\You... Your hand... response:	My hand?
context: Good morning!\How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything.\What?\You... Your hand...\My hand? response:	The rune is fading!
context: How long do you two intend to sleep?\H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything.\What?\You... Your hand...\My hand?\The rune is fading! response:	No way.
context: H-Hi! Good morning, Siesta!\I wasn't doing anything.\I didn't ask anything.\What?\You... Your hand...\My hand?\The rune is fading!\No way. response:	As you all know, after the Gallian Kingdom joined the fight,
context: I wasn't doing anything.\I didn't ask anything.\What?\You... Your hand...\My hand?\The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight, response:	the Albion army surrendered and the eight-month war ended.
context: I didn't ask anything.\What?\You... Your hand...\My hand?\The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended. response:	Students. The peace we have now is a result of countless sacrifices.
context: What?\You... Your hand...\My hand?\The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices. response:	Let us give prayer to those who have given their lives for this country.
context: You... Your hand...\My hand?\The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country. response:	Why? Why?
context: My hand?\The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why? response:	A moment of silence.
context: The rune is fading!\No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence. response:	For the rune to be gone... Does that mean he's not my familiar anymore?
context: No way.\As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore? response:	What's wrong? Did you eat something to upset your stomach?
context: As you all know, after the Gallian Kingdom joined the fight,\the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach? response:	Be quiet. Leave me alone.
context: the Albion army surrendered and the eight-month war ended.\Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone. response:	What's with that attitude when I'm actually worried about you?
context: Students. The peace we have now is a result of countless sacrifices.\Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you? response:	Okay.
context: Let us give prayer to those who have given their lives for this country.\Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay. response:	Next, regarding our plan for classes,
context: Why? Why?\A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes, response:	first-years will go through basic spell...
context: A moment of silence.\For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes,\first-years will go through basic spell... response:	It's really gone.
context: For the rune to be gone... Does that mean he's not my familiar anymore?\What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone. response:	Hey, Del. Will it ever come back?
context: What's wrong? Did you eat something to upset your stomach?\Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back? response:	I'm not sure.
context: Be quiet. Leave me alone.\What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back?\I'm not sure. response:	But Partner, doesn't this take a load off your shoulders?
context: What's with that attitude when I'm actually worried about you?\Okay.\Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders? response:	You don't have to get yelled at by that aristocrat girl anymore.
context: Okay.\Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore. response:	You're a free man.
context: Next, regarding our plan for classes,\first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man. response:	Oh, yeah.
context: first-years will go through basic spell...\It's really gone.\Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah. response:	You're right.
context: It's really gone.\Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah.\You're right. response:	I should be happy, right?
context: Hey, Del. Will it ever come back?\I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah.\You're right.\I should be happy, right? response:	Yeah. There's nothing to be sad about.
context: I'm not sure.\But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah.\You're right.\I should be happy, right?\Yeah. There's nothing to be sad about. response:	Saito-san.
context: But Partner, doesn't this take a load off your shoulders?\You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah.\You're right.\I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san. response:	I am glad to see you are well.
context: You don't have to get yelled at by that aristocrat girl anymore.\You're a free man.\Oh, yeah.\You're right.\I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well. response:	It's been a while, um...
context: You're a free man.\Oh, yeah.\You're right.\I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well.\It's been a while, um... response:	I'm glad to see you're doing well too, Cattleya-san.
context: Oh, yeah.\You're right.\I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san. response:	You too, Eleonore-san.
context: You're right.\I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san. response:	Forget it!
context: I should be happy, right?\Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it! response:	We're here just to get Louise.
context: Yeah. There's nothing to be sad about.\Saito-san.\I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it!\We're here just to get Louise. response:	What?!
context: Saito-san.\I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it!\We're here just to get Louise.\What?! response:	The rune's gone?!
context: I am glad to see you are well.\It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it!\We're here just to get Louise.\What?!\The rune's gone?! response:	Hey, not so loud.
context: It's been a while, um...\I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it!\We're here just to get Louise.\What?!\The rune's gone?!\Hey, not so loud. response:	Seriously?
context: I'm glad to see you're doing well too, Cattleya-san.\You too, Eleonore-san.\Forget it!\We're here just to get Louise.\What?!\The rune's gone?!\Hey, not so loud.\Seriously? response:	It disappeared?
context: You too, Eleonore-san.\Forget it!\We're here just to get Louise.\What?!\The rune's gone?!\Hey, not so loud.\Seriously?\It disappeared? response:	See? Everyone heard.
context: Forget it!\We're here just to get Louise.\What?!\The rune's gone?!\Hey, not so loud.\Seriously?\It disappeared?\See? Everyone heard. response:	But why? Why did it disappear?
context: We're here just to get Louise.\What?!\The rune's gone?!\Hey, not so loud.\Seriously?\It disappeared?\See? Everyone heard.\But why? Why did it disappear? response:	So Saito is a mere plebeian now.
context: What?!\The rune's gone?!\Hey, not so loud.\Seriously?\It disappeared?\See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now. response:	But isn't it strange? There must be a reason.
context: The rune's gone?!\Hey, not so loud.\Seriously?\It disappeared?\See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason. response:	Don't know. Unheard of.
context: Hey, not so loud.\Seriously?\It disappeared?\See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of. response:	Could such a thing happen?
context: Seriously?\It disappeared?\See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen? response:	Isn't a contract with a familiar a lifelong thing?
context: It disappeared?\See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing? response:	Is it something that can disappear that easily?
context: See? Everyone heard.\But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily? response:	Louise.
context: But why? Why did it disappear?\So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise. response:	We're going home.
context: So Saito is a mere plebeian now.\But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise.\We're going home. response:	The war's over, so you need a respite.
context: But isn't it strange? There must be a reason.\Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise.\We're going home.\The war's over, so you need a respite. response:	Eleonore-oneesama.
context: Don't know. Unheard of.\Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise.\We're going home.\The war's over, so you need a respite.\Eleonore-oneesama. response:	If you need a familiar, just summon another one that is more suitable for a Valliere.
context: Could such a thing happen?\Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise.\We're going home.\The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere. response:	Onee-sama!
context: Isn't a contract with a familiar a lifelong thing?\Is it something that can disappear that easily?\Louise.\We're going home.\The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama! response:	First of all, I hate that plebeian's dog-like vulgar face!
context: Is it something that can disappear that easily?\Louise.\We're going home.\The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face! response:	But he is my dog.
context: Louise.\We're going home.\The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog. response:	I like him.
context: We're going home.\The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him. response:	You're attached to this familiar that much?
context: The war's over, so you need a respite.\Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him.\You're attached to this familiar that much? response:	T-That's none of your concern.
context: Eleonore-oneesama.\If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him.\You're attached to this familiar that much?\T-That's none of your concern. response:	What did you just say to me?
context: If you need a familiar, just summon another one that is more suitable for a Valliere.\Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him.\You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me? response:	I'm sorry.
context: Onee-sama!\First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him.\You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me?\I'm sorry. response:	Eleonore-neesama...
context: First of all, I hate that plebeian's dog-like vulgar face!\But he is my dog.\I like him.\You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me?\I'm sorry.\Eleonore-neesama... response:	Does my opinion matter?
context: But he is my dog.\I like him.\You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me?\I'm sorry.\Eleonore-neesama...\Does my opinion matter? response:	I'm sorry when you're occupied.
context: I like him.\You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me?\I'm sorry.\Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied. response:	I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.
context: You're attached to this familiar that much?\T-That's none of your concern.\What did you just say to me?\I'm sorry.\Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen. response:	Louise FranCoise Le Blanc de La Valliere.
context: T-That's none of your concern.\What did you just say to me?\I'm sorry.\Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere. response:	Her familiar, Hiraga Saito.
context: What did you just say to me?\I'm sorry.\Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito. response:	Report to the castle at once.
context: I'm sorry.\Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once. response:	The Princess?
context: Eleonore-neesama...\Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess? response:	Hey, Louise.
context: Does my opinion matter?\I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess?\Hey, Louise. response:	Make up your mind.
context: I'm sorry when you're occupied.\I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess?\Hey, Louise.\Make up your mind. response:	If you don't want to be with me, just say so.
context: I, captain of the Musketeer Force, Agnes, am here to convey the words of the Queen.\Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess?\Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so. response:	I won't stop you.
context: Louise FranCoise Le Blanc de La Valliere.\Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess?\Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so.\I won't stop you. response:	You're free.
context: Her familiar, Hiraga Saito.\Report to the castle at once.\The Princess?\Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so.\I won't stop you.\You're free. response:	What is this all of a sudden?
context: Report to the castle at once.\The Princess?\Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so.\I won't stop you.\You're free.\What is this all of a sudden? response:	Well, you are!
context: The Princess?\Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so.\I won't stop you.\You're free.\What is this all of a sudden?\Well, you are! response:	If the rune's gone, it means your contract as my familiar is over!
context: Hey, Louise.\Make up your mind.\If you don't want to be with me, just say so.\I won't stop you.\You're free.\What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over! response:	So there's nothing that ties us together!
context: Make up your mind.\If you don't want to be with me, just say so.\I won't stop you.\You're free.\What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together! response:	You don't like being bossed around by a master like me, do you?
context: If you don't want to be with me, just say so.\I won't stop you.\You're free.\What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you? response:	What are you saying?
context: I won't stop you.\You're free.\What is this all of a sudden?\Well, you are!\If the rune's gone, it means your contract as my familiar is over!\So there's nothing that ties us together!\You don't like being bossed around by a master like me, do you?\What are you saying? response:	Do as you like.
