context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	First Storm
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm response:	Why?
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm\Why? response:	Why did my face get so hot?
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm\Why?\Why did my face get so hot? response:	Why did my heart beat so fast?
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm\Why?\Why did my face get so hot?\Why did my heart beat so fast? response:	My face is hot.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm\Why?\Why did my face get so hot?\Why did my heart beat so fast?\My face is hot. response:	How weird...
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\First Storm\Why?\Why did my face get so hot?\Why did my heart beat so fast?\My face is hot.\How weird... response:	I'm so pissed!
context: ikiga tomarisou desu I can't breathe\First Storm\Why?\Why did my face get so hot?\Why did my heart beat so fast?\My face is hot.\How weird...\I'm so pissed! response:	The boys in class 4 are slacking on the culture festival preparations
context: First Storm\Why?\Why did my face get so hot?\Why did my heart beat so fast?\My face is hot.\How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations response:	and ranking the first year girls in beauty!
context: Why?\Why did my face get so hot?\Why did my heart beat so fast?\My face is hot.\How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty! response:	They should look in the mirror, before talking.
context: Why did my face get so hot?\Why did my heart beat so fast?\My face is hot.\How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking. response:	Sounds like fun!
context: Why did my heart beat so fast?\My face is hot.\How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun! response:	We should do a boys ranking too, Nanoka.
context: My face is hot.\How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka. response:	Na-no-ka!
context: How weird...\I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka! response:	Why are you so out of it?
context: I'm so pissed!\The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it? response:	Who's your top choice of the boys?
context: The boys in class 4 are slacking on the culture festival preparations\and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys? response:	I don't really know the boys in the other classes.
context: and ranking the first year girls in beauty!\They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes. response:	How about Miyauchi?
context: They should look in the mirror, before talking.\Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi? response:	I heard you went home with him the other day!
context: Sounds like fun!\We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day! response:	When did you get so close to him?
context: We should do a boys ranking too, Nanoka.\Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him? response:	Yeah, when?
context: Na-no-ka!\Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him?\Yeah, when? response:	That's not it!
context: Why are you so out of it?\Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him?\Yeah, when?\That's not it! response:	That day, we had to stay late to finish up some executive committee work!
context: Who's your top choice of the boys?\I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him?\Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work! response:	The way you desperately defend yourself makes it even more suspicious.
context: I don't really know the boys in the other classes.\How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him?\Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious. response:	That's not it!
context: How about Miyauchi?\I heard you went home with him the other day!\When did you get so close to him?\Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it! response:	Sorry. It must be embarrassing for you.
context: I heard you went home with him the other day!\When did you get so close to him?\Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you. response:	Everyone... everyone's just kidding around.
context: When did you get so close to him?\Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around. response:	Its fine. I don't really mind.
context: Yeah, when?\That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind. response:	Hey... would you read this later?
context: That's not it!\That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later? response:	This?
context: That day, we had to stay late to finish up some executive committee work!\The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later?\This? response:	It's something like a love letter.
context: The way you desperately defend yourself makes it even more suspicious.\That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later?\This?\It's something like a love letter. response:	But... I just spoke to you for the first time the other day... It's so sudden...
context: That's not it!\Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later?\This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden... response:	It's not from me.
context: Sorry. It must be embarrassing for you.\Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later?\This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me. response:	It's from this guy named Asano in my class.
context: Everyone... everyone's just kidding around.\Its fine. I don't really mind.\Hey... would you read this later?\This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class. response:	Oh... It is... I see...
context: Its fine. I don't really mind.\Hey... would you read this later?\This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see... response:	but it doesn't mean I dislike you, Miyauchi-kun.
context: Hey... would you read this later?\This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun. response:	How should I put this... umm...
context: This?\It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm... response:	Then, please take care of it.
context: It's something like a love letter.\But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it. response:	Well he doesn't look like a bad guy.
context: But... I just spoke to you for the first time the other day... It's so sudden...\It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy. response:	I think he's nice, though he has a pretty plain face.
context: It's not from me.\It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face. response:	Hey, Nanoka, come here too!
context: It's from this guy named Asano in my class.\Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too! response:	Hey, let's stop spying on him.
context: Oh... It is... I see...\but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him. response:	So you say, but it actually bothers you, right?
context: but it doesn't mean I dislike you, Miyauchi-kun.\How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right? response:	Why don't you go talk to him?
context: How should I put this... umm...\Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him? response:	He's probably just playing around with me.
context: Then, please take care of it.\Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me. response:	I'm sure that's not true.
context: Well he doesn't look like a bad guy.\I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true. response:	Umm...
context: I think he's nice, though he has a pretty plain face.\Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true.\Umm... response:	Why did you run away? It was your chance to talk to him!
context: Hey, Nanoka, come here too!\Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him! response:	Yeah.
context: Hey, let's stop spying on him.\So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him!\Yeah. response:	But there's always tomorrow.
context: So you say, but it actually bothers you, right?\Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow. response:	You're going to look around the festival with him, right?
context: Why don't you go talk to him?\He's probably just playing around with me.\I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right? response:	But...
context: He's probably just playing around with me.\I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right?\But... response:	Try going out with him for a day, and see if you want to go out with him for real after that.
context: I'm sure that's not true.\Umm...\Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that. response:	But... but what... do you do when you'go out' with someone?
context: Umm...\Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone? response:	Well, there's a whole bunch of things!
context: Why did you run away? It was your chance to talk to him!\Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things! response:	Like walk home together, visit each others houses or walk through a park...
context: Yeah.\But there's always tomorrow.\You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park... response:	A park?
context: But there's always tomorrow.\You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park? response:	Maybe if you get a boyfriend you'll be able to grow out of your brother complex.
context: You're going to look around the festival with him, right?\But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex. response:	I don't have a brother complex!
context: But...\Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex! response:	What's wrong?
context: Try going out with him for a day, and see if you want to go out with him for real after that.\But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong? response:	Umm... About tomorrow's culture festival...
context: But... but what... do you do when you'go out' with someone?\Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival... response:	I don't mind if you come too, brother...
context: Well, there's a whole bunch of things!\Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother... response:	Sorry, I have to work.
context: Like walk home together, visit each others houses or walk through a park...\A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work. response:	What is it?
context: A park?\Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work.\What is it? response:	You don't look happy.
context: Maybe if you get a boyfriend you'll be able to grow out of your brother complex.\I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work.\What is it?\You don't look happy. response:	That's not true.
context: I don't have a brother complex!\What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work.\What is it?\You don't look happy.\That's not true. response:	Brother, you won't get mad?
context: What's wrong?\Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work.\What is it?\You don't look happy.\That's not true.\Brother, you won't get mad? response:	He doesn't seem like a bad person, but the letter seems so easygoing...
context: Umm... About tomorrow's culture festival...\I don't mind if you come too, brother...\Sorry, I have to work.\What is it?\You don't look happy.\That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing... response:	I was thinking that maybe he's just making fun of me.
context: I don't mind if you come too, brother...\Sorry, I have to work.\What is it?\You don't look happy.\That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me. response:	I shouldn't go out with a boy I've never even talked to before, right?
context: Sorry, I have to work.\What is it?\You don't look happy.\That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right? response:	I don't really know this boy very well...
context: What is it?\You don't look happy.\That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well... response:	So he's saying you should try hanging out with him.
context: You don't look happy.\That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him. response:	Futaba-chan said the same thing.
context: That's not true.\Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing. response:	Don't show me letters like this.
context: Brother, you won't get mad?\He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this. response:	It may look like he's just being casual but he might be pretty serious.
context: He doesn't seem like a bad person, but the letter seems so easygoing...\I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious. response:	Should you show such important letters so casually to a third person?
context: I was thinking that maybe he's just making fun of me.\I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person? response:	I just wanted to talk to someone about it
context: I shouldn't go out with a boy I've never even talked to before, right?\I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it response:	because I don't know what to do!
context: I don't really know this boy very well...\So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do! response:	So, if he doesn't seem like a bad guy, try going out with him once.
context: So he's saying you should try hanging out with him.\Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once. response:	So, if he doesn't seem like a bad guy, try going out with him once.
context: Futaba-chan said the same thing.\Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once. response:	And if you think you guys would click, go out with him.
context: Don't show me letters like this.\It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him. response:	Maybe it'll go well.
context: It may look like he's just being casual but he might be pretty serious.\Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well. response:	Is it okay?
context: Should you show such important letters so casually to a third person?\I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay? response:	Don't ask me such things...
context: I just wanted to talk to someone about it\because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay?\Don't ask me such things... response:	But... you got really mad the other time when Miyauchi-kun just walked me home.
context: because I don't know what to do!\So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home. response:	I'm sorry about that. I won't treat you like a kid anymore.
context: So, if he doesn't seem like a bad guy, try going out with him once.\So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore. response:	Do as you like.
context: So, if he doesn't seem like a bad guy, try going out with him once.\And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like. response:	I see. I guess you're right.
context: And if you think you guys would click, go out with him.\Maybe it'll go well.\Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right. response:	It's my own problem. I can decide on my own.
context: Maybe it'll go well.\Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own. response:	Thanks for listening to me.
context: Is it okay?\Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me. response:	That's right.
context: Don't ask me such things...\But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right. response:	Besides... my brother... has nothing to do with it.
context: But... you got really mad the other time when Miyauchi-kun just walked me home.\I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right.\Besides... my brother... has nothing to do with it. response:	Umm... I can't really think about going out with anyone right now...
context: I'm sorry about that. I won't treat you like a kid anymore.\Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right.\Besides... my brother... has nothing to do with it.\Umm... I can't really think about going out with anyone right now... response:	I was just thinking that it'd be cool if we could hang out together, today.
context: Do as you like.\I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right.\Besides... my brother... has nothing to do with it.\Umm... I can't really think about going out with anyone right now...\I was just thinking that it'd be cool if we could hang out together, today. response:	But...
context: I see. I guess you're right.\It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right.\Besides... my brother... has nothing to do with it.\Umm... I can't really think about going out with anyone right now...\I was just thinking that it'd be cool if we could hang out together, today.\But... response:	Is there someone else you like?
context: It's my own problem. I can decide on my own.\Thanks for listening to me.\That's right.\Besides... my brother... has nothing to do with it.\Umm... I can't really think about going out with anyone right now...\I was just thinking that it'd be cool if we could hang out together, today.\But...\Is there someone else you like? response:	No... it's not like that!
