context: EPISODE 12: HEMORRHAGIC SHOCK (PART 1) response:	Hemorrhagic Shock. Part 1.
context: all day every day.\ANTIBODY ENCYCLOPEDIA\24 hours and 365 days.\WHITE BLOOD CELL\They are all working very hard.\UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body. response:	We will collect your carbon dioxide here.
context: ANTIBODY ENCYCLOPEDIA\24 hours and 365 days.\WHITE BLOOD CELL\They are all working very hard.\UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here. response:	OXYGEN GAS
context: 24 hours and 365 days.\WHITE BLOOD CELL\They are all working very hard.\UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS response:	Thank you for waiting.
context: WHITE BLOOD CELL\They are all working very hard.\UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting. response:	Please take your oxygen.
context: They are all working very hard.\UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting.\Please take your oxygen. response:	All righty! Next, I'll deliver this oxygen to everyone in the liver.
context: UNDER CONSTRUCTION\PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver. response:	Okay!
context: PLATELETS\This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay! response:	FRAGILE CONDENSED GAS
context: This is the inside of a human body.\We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS response:	Here I go!
context: We will collect your carbon dioxide here.\OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS\Here I go! response:	Hey, someone's working hard.
context: OXYGEN GAS\Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard. response:	Senpai!
context: Thank you for waiting.\Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard.\Senpai! response:	I see you're starting to get the hang of it.
context: Please take your oxygen.\All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it. response:	Though you're still making blunders.
context: All righty! Next, I'll deliver this oxygen to everyone in the liver.\Okay!\FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders. response:	You really think so?
context: Okay!\FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so? response:	Senpai, it's all thanks to your warm guidance every
context: FRAGILE CONDENSED GAS\Here I go!\Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every response:	Oh, forget that. I'm not one to stand on ceremony.
context: Here I go!\Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony. response:	Oh, so soft!
context: Hey, someone's working hard.\Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft! response:	Anyway, there's something I'd like you to do for me.
context: Senpai!\I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me. response:	Wh-What could that be?
context: I see you're starting to get the hang of it.\Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be? response:	I'd like you to take on this rookie Red Blood Cell, and train her.
context: Though you're still making blunders.\You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her. response:	Nice to meet you.
context: You really think so?\Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you. response:	- So there you have it. - Huh?
context: Senpai, it's all thanks to your warm guidance every\Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh? response:	I'm counting on you. Okay, good lu
context: Oh, forget that. I'm not one to stand on ceremony.\Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu response:	W-Wait!
context: Oh, so soft!\Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait! response:	H-Hold up a second, Senpai!
context: Anyway, there's something I'd like you to do for me.\Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai! response:	I-I can't do that!
context: Wh-What could that be?\I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai!\I-I can't do that! response:	Not when I'm not even full-fledged myself!
context: I'd like you to take on this rookie Red Blood Cell, and train her.\Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself! response:	Don't be like that! This is part of your job!
context: Nice to meet you.\- So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job! response:	When you were a rookie,
context: - So there you have it. - Huh?\I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie, response:	you had other Red Blood Cells looking after you, too, didn't you?
context: I'm counting on you. Okay, good lu\W-Wait!\H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you? response:	Th-That's right.
context: W-Wait!\H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right. response:	So think of this as your way of paying them back.
context: H-Hold up a second, Senpai!\I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back. response:	That's how it was for me, too.
context: I-I can't do that!\Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too. response:	Got it? Try to get along!
context: Not when I'm not even full-fledged myself!\Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along! response:	And if anything happens, let me know right away!
context: Don't be like that! This is part of your job!\When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away! response:	O-Okay!
context: When you were a rookie,\you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay! response:	PULMONARY VEIN
context: you had other Red Blood Cells looking after you, too, didn't you?\Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN response:	N-Nice to meet you!
context: Th-That's right.\So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN\N-Nice to meet you! response:	Likewise...
context: So think of this as your way of paying them back.\That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN\N-Nice to meet you!\Likewise... response:	Senpai.
context: That's how it was for me, too.\Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN\N-Nice to meet you!\Likewise...\Senpai. response:	Jeez, she's so calm and collected!
context: Got it? Try to get along!\And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN\N-Nice to meet you!\Likewise...\Senpai.\Jeez, she's so calm and collected! response:	Senpai?
context: And if anything happens, let me know right away!\O-Okay!\PULMONARY VEIN\N-Nice to meet you!\Likewise...\Senpai.\Jeez, she's so calm and collected!\Senpai? response:	Why are you speaking so formally to me?
context: O-Okay!\PULMONARY VEIN\N-Nice to meet you!\Likewise...\Senpai.\Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me? response:	I am your kouhai, aren't I? Theoretically.
context: PULMONARY VEIN\N-Nice to meet you!\Likewise...\Senpai.\Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically. response:	Oh, that's right, you are!
context: N-Nice to meet you!\Likewise...\Senpai.\Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are! response:	Th-That's right!
context: Likewise...\Senpai.\Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right! response:	Now I've gone and thrown my kouhai into a state of confusion!
context: Senpai.\Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion! response:	Jeez, I'm such an idiot!
context: Jeez, she's so calm and collected!\Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot! response:	I'm the senpai here, so I need to be strong!
context: Senpai?\Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong! response:	It would only cause her misery if she sees me as a flaky senpai,
context: Why are you speaking so formally to me?\I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai, response:	so take charge!
context: I am your kouhai, aren't I? Theoretically.\Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge! response:	I'm her senpai! Okay!
context: Oh, that's right, you are!\Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay! response:	Now then, l-let me show you all kinds of things!
context: Th-That's right!\Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things! response:	Yes, I look forward to your guidance.
context: Now I've gone and thrown my kouhai into a state of confusion!\Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance. response:	Um, first off, my notes...
context: Jeez, I'm such an idiot!\I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes... response:	Huh? Huh?
context: I'm the senpai here, so I need to be strong!\It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh? response:	Listen, let me start by explaining what it is we do.
context: It would only cause her misery if she sees me as a flaky senpai,\so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do. response:	Oh, right.
context: so take charge!\I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right. response:	The six functions of the blood.
context: I'm her senpai! Okay!\Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood. response:	One, retaining moisture. Two, exchanging gases.
context: Now then, l-let me show you all kinds of things!\Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases. response:	Three, transporting nutrients and such. Four, regulating body temperature.
context: Yes, I look forward to your guidance.\Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature. response:	Five, protecting the body. Six, repairing wounds.
context: Um, first off, my notes...\Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds. response:	Of these six, our main job as Red Blood Cells is the exchange of gases, right?
context: Huh? Huh?\Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right? response:	Although we also take on the extra task of transporting nutrients
context: Listen, let me start by explaining what it is we do.\Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients response:	which isn't really our job.
context: Oh, right.\The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job. response:	After we deliver oxygen to the tissue cells, they burn up glucose,
context: The six functions of the blood.\One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose, response:	producing energy, carbon dioxide and water.
context: One, retaining moisture. Two, exchanging gases.\Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water. response:	And since carbon dioxide is toxic to the body and must be expelled,
context: Three, transporting nutrients and such. Four, regulating body temperature.\Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled, response:	we transport it to the pulmonary alveoli,
context: Five, protecting the body. Six, repairing wounds.\Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli, response:	and exchange it for oxygen.
context: Of these six, our main job as Red Blood Cells is the exchange of gases, right?\Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen. response:	Then rinse, lather and repeat, I hear.
context: Although we also take on the extra task of transporting nutrients\which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear. response:	And that's why we, Red Blood Cells, are indispensable
context: which isn't really our job.\After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable response:	What can I teach this kid... no, I mean this hotshot?
context: After we deliver oxygen to the tissue cells, they burn up glucose,\producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot? response:	for maintaining the cycle of life, correct?
context: producing energy, carbon dioxide and water.\And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct? response:	And I am honored to be charged with such a job.
context: And since carbon dioxide is toxic to the body and must be expelled,\we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job. response:	Uh, Senpai?
context: we transport it to the pulmonary alveoli,\and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai? response:	I see, so you already know all that, huh?
context: and exchange it for oxygen.\Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh? response:	Then...
context: Then rinse, lather and repeat, I hear.\And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh?\Then... response:	for now, let's go circulate for real!
context: And that's why we, Red Blood Cells, are indispensable\What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh?\Then...\for now, let's go circulate for real! response:	It's okay if you don't understand. Just try to learn stuff as you go along!
context: What can I teach this kid... no, I mean this hotshot?\for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh?\Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along! response:	Just do it!
context: for maintaining the cycle of life, correct?\And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh?\Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it! response:	Oh right, I suppose.
context: And I am honored to be charged with such a job.\Uh, Senpai?\I see, so you already know all that, huh?\Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose. response:	Huh? Come to think of it, what should I say to a kouhai?
context: Uh, Senpai?\I see, so you already know all that, huh?\Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai? response:	Introduce myself?
context: I see, so you already know all that, huh?\Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself? response:	If only she'd save the job descriptions and all for when we're on the move.
context: Then...\for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move. response:	This one's a little inefficient, I see.
context: for now, let's go circulate for real!\It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see. response:	Um...
context: It's okay if you don't understand. Just try to learn stuff as you go along!\Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um... response:	Turn right here? Is that the path?
context: Just do it!\Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um...\Turn right here? Is that the path? response:	Hey, you! This is the lymphatic vessel!
context: Oh right, I suppose.\Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel! response:	No Red Blood Cell brats allowed!
context: Huh? Come to think of it, what should I say to a kouhai?\Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed! response:	I-I made a wrong turn!
context: Introduce myself?\If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn! response:	That was scary!
context: If only she'd save the job descriptions and all for when we're on the move.\This one's a little inefficient, I see.\Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary! response:	Sorry to shock you like that.
context: This one's a little inefficient, I see.\Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary!\Sorry to shock you like that. response:	Oh, you didn't.
context: Um...\Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary!\Sorry to shock you like that.\Oh, you didn't. response:	I'm always making wrong turns.
context: Turn right here? Is that the path?\Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary!\Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns. response:	I'm such an airhead.
context: Hey, you! This is the lymphatic vessel!\No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary!\Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead. response:	No.
context: No Red Blood Cell brats allowed!\I-I made a wrong turn!\That was scary!\Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead.\No. response:	But that person right now was more aggressive than he needed to be.
context: I-I made a wrong turn!\That was scary!\Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be. response:	That was what didn't sit well with me.
context: That was scary!\Sorry to shock you like that.\Oh, you didn't.\I'm always making wrong turns.\I'm such an airhead.\No.\But that person right now was more aggressive than he needed to be.\That was what didn't sit well with me. response:	After all,
