context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Vector Arrow!\And so the battle began.\We went after Medusa with a strategy in mind.\But...\they also had a few tricks hidden up their sleeves.\This is the end.\Now die!\Medusa!!! response:	Maka!
context: And so the battle began.\We went after Medusa with a strategy in mind.\But...\they also had a few tricks hidden up their sleeves.\This is the end.\Now die!\Medusa!!!\Maka! response:	Stein!
context: We went after Medusa with a strategy in mind.\But...\they also had a few tricks hidden up their sleeves.\This is the end.\Now die!\Medusa!!!\Maka!\Stein! response:	Medusa!
context: But...\they also had a few tricks hidden up their sleeves.\This is the end.\Now die!\Medusa!!!\Maka!\Stein!\Medusa! response:	What took you so long, you idiot!
context: they also had a few tricks hidden up their sleeves.\This is the end.\Now die!\Medusa!!!\Maka!\Stein!\Medusa!\What took you so long, you idiot! response:	For a moment there I really thought we were dead!
context: This is the end.\Now die!\Medusa!!!\Maka!\Stein!\Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead! response:	Sorry, Crona...
context: Now die!\Medusa!!!\Maka!\Stein!\Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona... response:	for taking so long.
context: Medusa!!!\Maka!\Stein!\Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long. response:	Maka.
context: Maka!\Stein!\Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long.\Maka. response:	Unforgivable.
context: Stein!\Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long.\Maka.\Unforgivable. response:	No, Maka!
context: Medusa!\What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long.\Maka.\Unforgivable.\No, Maka! response:	Injuring Medusa would mean that you'd also be injuring Rachel!
context: What took you so long, you idiot!\For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long.\Maka.\Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel! response:	More importantly,
context: For a moment there I really thought we were dead!\Sorry, Crona...\for taking so long.\Maka.\Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly, response:	people from Shibusen shouldn't be able to lay a finger on me.
context: Sorry, Crona...\for taking so long.\Maka.\Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me. response:	Those things...
context: for taking so long.\Maka.\Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things... response:	Who gives a damn?!
context: Maka.\Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?! response:	This brat, what a pain!
context: Unforgivable.\No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?!\This brat, what a pain! response:	Needless to say, we don't have a plan this time either, right?
context: No, Maka!\Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right? response:	You should know too, right?
context: Injuring Medusa would mean that you'd also be injuring Rachel!\More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right? response:	Medusa is someone you can't beat if you hold back.
context: More importantly,\people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back. response:	Eventually the chance will come if we go at her full force.
context: people from Shibusen shouldn't be able to lay a finger on me.\Those things...\Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force. response:	Not cool at all, but that's how we do things.
context: Those things...\Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things. response:	Stop saying such useless things.
context: Who gives a damn?!\This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things. response:	I'm just going to kick her ass!
context: This brat, what a pain!\Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass! response:	I'm just going to kick her ass!
context: Needless to say, we don't have a plan this time either, right?\You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass! response:	Excuse me,
context: You should know too, right?\Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me, response:	but that would only mess up the whole plan...
context: Medusa is someone you can't beat if you hold back.\Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan... response:	The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?
context: Eventually the chance will come if we go at her full force.\Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter? response:	What she's doing is too reckless,
context: Not cool at all, but that's how we do things.\Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless, response:	but I know what she's doing is right.
context: Stop saying such useless things.\I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right. response:	The combination of the most troublesome witch,
context: I'm just going to kick her ass!\I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch, response:	and the strongest weapon Technician.
context: I'm just going to kick her ass!\Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician. response:	It won't end well if we drag out this fight.
context: Excuse me,\but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight. response:	Since that's the case, there's only one thing to do.
context: but that would only mess up the whole plan...\The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do. response:	We'll use our numbers to our advantage...
context: The Anti-demon Wavelength. Fierce Attack, Hatred of the Demon Hunter?\What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage... response:	and strike them hard at once.
context: What she's doing is too reckless,\but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once. response:	Come, let's get the party started.
context: but I know what she's doing is right.\The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started. response:	Crona.
context: The combination of the most troublesome witch,\and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started.\Crona. response:	Marie-sensei.
context: and the strongest weapon Technician.\It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started.\Crona.\Marie-sensei. response:	Follow me...
context: It won't end well if we drag out this fight.\Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started.\Crona.\Marie-sensei.\Follow me... response:	Resonance of Souls!
context: Since that's the case, there's only one thing to do.\We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started.\Crona.\Marie-sensei.\Follow me...\Resonance of Souls! response:	I'll leave them to you, Stein.
context: We'll use our numbers to our advantage...\and strike them hard at once.\Come, let's get the party started.\Crona.\Marie-sensei.\Follow me...\Resonance of Souls!\I'll leave them to you, Stein. response:	Please step aside, Professor Stein.
context: and strike them hard at once.\Come, let's get the party started.\Crona.\Marie-sensei.\Follow me...\Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein. response:	I can hear the noise.
context: Come, let's get the party started.\Crona.\Marie-sensei.\Follow me...\Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise. response:	What could possibly be making it?
context: Crona.\Marie-sensei.\Follow me...\Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it? response:	Looking at it, it would seem repairing it is not an option.
context: Marie-sensei.\Follow me...\Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option. response:	It's hurting my ears.
context: Follow me...\Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears. response:	If you destroy it, the noise will stop.
context: Resonance of Souls!\I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop. response:	Destroy it?
context: I'll leave them to you, Stein.\Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it? response:	Yes, destroy it.
context: Please step aside, Professor Stein.\I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it. response:	Destroy it.
context: I can hear the noise.\What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it.\Destroy it. response:	Destroy it!
context: What could possibly be making it?\Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it.\Destroy it.\Destroy it! response:	Maka!
context: Looking at it, it would seem repairing it is not an option.\It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it.\Destroy it.\Destroy it!\Maka! response:	Crona!
context: It's hurting my ears.\If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it.\Destroy it.\Destroy it!\Maka!\Crona! response:	Maka, are you alright?
context: If you destroy it, the noise will stop.\Destroy it?\Yes, destroy it.\Destroy it.\Destroy it!\Maka!\Crona!\Maka, are you alright? response:	Somehow...
context: Destroy it?\Yes, destroy it.\Destroy it.\Destroy it!\Maka!\Crona!\Maka, are you alright?\Somehow... response:	We'll deal with Stein first.
context: Yes, destroy it.\Destroy it.\Destroy it!\Maka!\Crona!\Maka, are you alright?\Somehow...\We'll deal with Stein first. response:	Huh?
context: Destroy it.\Destroy it!\Maka!\Crona!\Maka, are you alright?\Somehow...\We'll deal with Stein first.\Huh? response:	I need you two to stop Stein's movement.
context: Destroy it!\Maka!\Crona!\Maka, are you alright?\Somehow...\We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement. response:	I'll handle the rest.
context: Maka!\Crona!\Maka, are you alright?\Somehow...\We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement.\I'll handle the rest. response:	But how?
context: Crona!\Maka, are you alright?\Somehow...\We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement.\I'll handle the rest.\But how? response:	I'll think of something.
context: Maka, are you alright?\Somehow...\We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement.\I'll handle the rest.\But how?\I'll think of something. response:	He's coming!
context: Somehow...\We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement.\I'll handle the rest.\But how?\I'll think of something.\He's coming! response:	It's so noisy.
context: We'll deal with Stein first.\Huh?\I need you two to stop Stein's movement.\I'll handle the rest.\But how?\I'll think of something.\He's coming!\It's so noisy. response:	Yahoo!
context: Huh?\I need you two to stop Stein's movement.\I'll handle the rest.\But how?\I'll think of something.\He's coming!\It's so noisy.\Yahoo! response:	Which way is it, Tsubaki?
context: I need you two to stop Stein's movement.\I'll handle the rest.\But how?\I'll think of something.\He's coming!\It's so noisy.\Yahoo!\Which way is it, Tsubaki? response:	Straight ahead.
context: I'll handle the rest.\But how?\I'll think of something.\He's coming!\It's so noisy.\Yahoo!\Which way is it, Tsubaki?\Straight ahead. response:	Alright!
context: But how?\I'll think of something.\He's coming!\It's so noisy.\Yahoo!\Which way is it, Tsubaki?\Straight ahead.\Alright! response:	Be careful, Black Star.
context: I'll think of something.\He's coming!\It's so noisy.\Yahoo!\Which way is it, Tsubaki?\Straight ahead.\Alright!\Be careful, Black Star. response:	The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.
context: He's coming!\It's so noisy.\Yahoo!\Which way is it, Tsubaki?\Straight ahead.\Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter. response:	The number of traps will also increase.
context: It's so noisy.\Yahoo!\Which way is it, Tsubaki?\Straight ahead.\Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase. response:	Good to hear!
context: Yahoo!\Which way is it, Tsubaki?\Straight ahead.\Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear! response:	If they can think I can be stopped just like that, then they can try as long as they want!
context: Which way is it, Tsubaki?\Straight ahead.\Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want! response:	Right there!
context: Straight ahead.\Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there! response:	I got you!
context: Alright!\Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you! response:	Marie-sensei!
context: Be careful, Black Star.\The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you!\Marie-sensei! response:	Noisy little kids.
context: The closer you get to the Castle of Baba Yaga, the more enemies you're bound to encounter.\The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you!\Marie-sensei!\Noisy little kids. response:	Seems like you still can't eliminate your nervousness when facing Stein.
context: The number of traps will also increase.\Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you!\Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein. response:	Wake up, Professor Stein!
context: Good to hear!\If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you!\Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein! response:	Everyone is waiting for you to return.
context: If they can think I can be stopped just like that, then they can try as long as they want!\Right there!\I got you!\Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return. response:	Professor.
context: Right there!\I got you!\Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor. response:	Professor Stein!
context: I got you!\Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor.\Professor Stein! response:	The noise just won't go away.
context: Marie-sensei!\Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor.\Professor Stein!\The noise just won't go away. response:	It's just the repetition of a meaningless struggle.
context: Noisy little kids.\Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor.\Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle. response:	Let's end it, shall we?
context: Seems like you still can't eliminate your nervousness when facing Stein.\Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor.\Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we? response:	Farewell, Maka Albarn.
context: Wake up, Professor Stein!\Everyone is waiting for you to return.\Professor.\Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn. response:	Crona!!
context: Everyone is waiting for you to return.\Professor.\Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn.\Crona!! response:	Crona!!
context: Professor.\Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn.\Crona!!\Crona!! response:	Crona!
context: Professor Stein!\The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn.\Crona!!\Crona!!\Crona! response:	Hang in there, Crona!
context: The noise just won't go away.\It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn.\Crona!!\Crona!!\Crona!\Hang in there, Crona! response:	Crona!
context: It's just the repetition of a meaningless struggle.\Let's end it, shall we?\Farewell, Maka Albarn.\Crona!!\Crona!!\Crona!\Hang in there, Crona!\Crona! response:	Crona!
