context: Greabe: Cooking response:	Greabe: Cooking Contest
context: TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\Greabe: Poster: Yamakan\Greabe: Poster: Nagi-sama's manservant\Greabe: Poster: aaa\Let's see...\Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said response:	Greabe: Hageshima means bald island.
context: Greabe: Poster: Yamakan\Greabe: Poster: Nagi-sama's manservant\Greabe: Poster: aaa\Let's see...\Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island. response:	Name: Takanashi Eri(female)
context: Greabe: Poster: Nagi-sama's manservant\Greabe: Poster: aaa\Let's see...\Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female) response:	Greabe: Height: OOOcm
context: Greabe: Poster: aaa\Let's see...\Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm response:	Greabe: Three-sizes:???
context: Let's see...\Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:??? response:	Greabe: Likes: Cucumber
context: Greabe: Student Counseling Room\Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber response:	Greabe: Hobby: Growing the morning glory.
context: Greabe: Image\Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory. response:	Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?
context: Typesetter note : What he said\Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where? response:	Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.
context: Greabe: Hageshima means bald island.\Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further. response:	Greabe: Intruding on her home is bad manners
context: Name: Takanashi Eri(female)\Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners response:	Greabe: As students of the same school, let's practice moderation and have manners in our relationships.
context: Greabe: Height: OOOcm\Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships. response:	Greabe: Act 6: Nagi-tan's Heart-stopping Craziness
context: Greabe: Three-sizes:???\Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness response:	TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.
context: Greabe: Likes: Cucumber\Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet. response:	TL-Note: Hageshima means bald island.
context: Greabe: Hobby: Growing the morning glory.\Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island. response:	TS Note: On screen text is what he says.
context: Greabe: TL note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin where?\Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says. response:	TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!
context: Greabe: Nagi-sama has a younger brother, but her family's situation is complicated, so please don't probe any further.\Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?! response:	Handcuffs: Image
context: Greabe: Intruding on her home is bad manners\Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image response:	Book title: 50 Recipes for Dummies
context: Greabe: As students of the same school, let's practice moderation and have manners in our relationships.\Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies response:	Sign: Cooking Contest
context: Greabe: Act 6: Nagi-tan's Heart-stopping Craziness\TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest response:	Well then, let's have her speak for one last time. Zange-chan!
context: TL Note: Yamakan, the director of Kannagi, was previously sacked by Kyoto Animation after directing Lucky Star for 4 episodes. Kyo-ani's official stand was that he has not reached the level of a director yet.\TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan! response:	Roger!
context: TL-Note: Hageshima means bald island.\TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger! response:	May you have Zange-chan's blessing tomorrow too!
context: TS Note: On screen text is what he says.\TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too! response:	Amazing, this is my first time meeting a celebrity!
context: TL-Note: Our beloved author of the Kannagi comic. She is a Type-moon staff and is known for producing doujins of her group's work. Kannagi doujin, where?!\Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity! response:	What did you come here for? We won't serve you tea.
context: Handcuffs: Image\Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea. response:	Don't feel bothered by me.
context: Book title: 50 Recipes for Dummies\Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me. response:	I have no business with you today, Onee-sama.
context: Sign: Cooking Contest\Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama. response:	Huh? Nee-sama? You know each other?
context: Well then, let's have her speak for one last time. Zange-chan!\Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other? response:	The person I'm looking for is...
context: Roger!\May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is... response:	Jin-kun!
context: May you have Zange-chan's blessing tomorrow too!\Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun! response:	You're so indecent!
context: Amazing, this is my first time meeting a celebrity!\What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun!\You're so indecent! response:	Hakua's heart is beating fast. How cute.
context: What did you come here for? We won't serve you tea.\Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute. response:	I heard from Onee-sama that all you've been having is unhealthy food.
context: Don't feel bothered by me.\I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food. response:	Yeah... well...
context: I have no business with you today, Onee-sama.\Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well... response:	So I made some food for you.
context: Huh? Nee-sama? You know each other?\The person I'm looking for is...\Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you. response:	Food that's high in nutritional value.
context: The person I'm looking for is...\Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you.\Food that's high in nutritional value. response:	Woah, looks delicious.
context: Jin-kun!\You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious. response:	Delicious!
context: You're so indecent!\Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious.\Delicious! response:	Dont eat without asking. This is for Jin-kun.
context: Hakua's heart is beating fast. How cute.\I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun. response:	Here, say aah.
context: I heard from Onee-sama that all you've been having is unhealthy food.\Yeah... well...\So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah. response:	It's really good.
context: Yeah... well...\So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good. response:	Hey, Jin-kun.
context: So I made some food for you.\Food that's high in nutritional value.\Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good.\Hey, Jin-kun. response:	Why don't you chase Onee-sama out and live with me instead?
context: Food that's high in nutritional value.\Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead? response:	I'm more caring than Onee-sama, and you get to eat...
context: Woah, looks delicious.\Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat... response:	But...
context: Delicious!\Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But... response:	Hey, Jin-kun...
context: Dont eat without asking. This is for Jin-kun.\Here, say aah.\It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun... response:	No, you can't!
context: Here, say aah.\It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun...\No, you can't! response:	What's with you, intruding on us like that?!
context: It's really good.\Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?! response:	Oh my, who are you?
context: Hey, Jin-kun.\Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you? response:	I'm... Jin's guardian!
context: Why don't you chase Onee-sama out and live with me instead?\I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian! response:	I won't allow such improper conduct for high school students!
context: I'm more caring than Onee-sama, and you get to eat...\But...\Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students! response:	She's right! Jin is mine!
context: But...\Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine! response:	Where am I to go if I get chased out?
context: Hey, Jin-kun...\No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out? response:	Nagi-san, please don't treat Jin as an object!
context: No, you can't!\What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object! response:	What a bother.
context: What's with you, intruding on us like that?!\Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother. response:	Why don't the three of us have a match then?
context: Oh my, who are you?\I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then? response:	Each of us will prepare today's dinner separately, and who does it best, wins.
context: I'm... Jin's guardian!\I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins. response:	That's so unfair. Won't Zange-chan have the advantage?
context: I won't allow such improper conduct for high school students!\She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage? response:	That sounds interesting. I accept your challenge!
context: She's right! Jin is mine!\Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge! response:	Nagi-san, give me a moment.
context: Where am I to go if I get chased out?\Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment. response:	There's no way we can win! What are you thinking-
context: Nagi-san, please don't treat Jin as an object!\What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking- response:	Don't worry.
context: What a bother.\Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry. response:	We stand a chance of winning.
context: Why don't the three of us have a match then?\Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning. response:	Just leave it to me.
context: Each of us will prepare today's dinner separately, and who does it best, wins.\That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning.\Just leave it to me. response:	No way...
context: That's so unfair. Won't Zange-chan have the advantage?\That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning.\Just leave it to me.\No way... response:	Well then, let's go shopping.
context: That sounds interesting. I accept your challenge!\Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning.\Just leave it to me.\No way...\Well then, let's go shopping. response:	Hey, wait for me!
context: Nagi-san, give me a moment.\There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning.\Just leave it to me.\No way...\Well then, let's go shopping.\Hey, wait for me! response:	Nagi-san, there's something I want to get from home.
context: There's no way we can win! What are you thinking-\Don't worry.\We stand a chance of winning.\Just leave it to me.\No way...\Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home. response:	What about my opinion?
context: Don't worry.\We stand a chance of winning.\Just leave it to me.\No way...\Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion? response:	Are both of you ready?
context: We stand a chance of winning.\Just leave it to me.\No way...\Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready? response:	Yup.
context: Just leave it to me.\No way...\Well then, let's go shopping.\Hey, wait for me!\Nagi-san, there's something I want to get from home.\What about my opinion?\Are both of you ready?\Yup. response:	Yes!
