context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: This is ridiculous!\And finally,\we succeeded in recapturing the Kishin.\Pardon me,\but you're still as reckless as ever, huh?\We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense. response:	Just standing here, it feels as if my heart will be consumed by the madness.
context: And finally,\we succeeded in recapturing the Kishin.\Pardon me,\but you're still as reckless as ever, huh?\We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness. response:	Shinigami-sama, in his finest state wielding a Deathscythe,
context: we succeeded in recapturing the Kishin.\Pardon me,\but you're still as reckless as ever, huh?\We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe, response:	and the Kishin who escaped from his eternal confinement, Asura.
context: Pardon me,\but you're still as reckless as ever, huh?\We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura. response:	In the end, who is superior?
context: but you're still as reckless as ever, huh?\We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior? response:	I'm sorry to tell you that there's no running away this time.
context: We meet again, Asura.\If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time. response:	In order to leave this room, you'd need my permission.
context: If possible, I would've wanted to live my life without ever seeing you again.\The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission. response:	So in other words, I will be able to leave this room if I defeat you, right?
context: The mood is getting tense.\Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right? response:	Eh? Are you serious?
context: Just standing here, it feels as if my heart will be consumed by the madness.\Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious? response:	By any chance, do you really think you can defeat me?
context: Shinigami-sama, in his finest state wielding a Deathscythe,\and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me? response:	It's unfortunate, however,
context: and the Kishin who escaped from his eternal confinement, Asura.\In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however, response:	the moment you were swallowed and brought to this room,
context: In the end, who is superior?\I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room, response:	the winner was already decided.
context: I'm sorry to tell you that there's no running away this time.\In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided. response:	Well, why don't we end this quickly?
context: In order to leave this room, you'd need my permission.\So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly? response:	It's starting...
context: So in other words, I will be able to leave this room if I defeat you, right?\Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly?\It's starting... response:	The battle between gods.
context: Eh? Are you serious?\By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly?\It's starting...\The battle between gods. response:	The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?
context: By any chance, do you really think you can defeat me?\It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly?\It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness? response:	Hey, Maka, what is going on out there?
context: It's unfortunate, however,\the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly?\It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there? response:	Why is Death City moving?
context: the moment you were swallowed and brought to this room,\the winner was already decided.\Well, why don't we end this quickly?\It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving? response:	What happened to the Kishin?
context: the winner was already decided.\Well, why don't we end this quickly?\It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin? response:	I can tell, even without using my Soul Perception.
context: Well, why don't we end this quickly?\It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception. response:	The Kishin is inside the Death Room.
context: It's starting...\The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room. response:	What did you say?
context: The battle between gods.\The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say? response:	Shinigami-sama is there too.
context: The Shinigami-sama With A Deathscythe Towards Uncertainty, Filled With Darkness?\Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too. response:	Then...
context: Hey, Maka, what is going on out there?\Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too.\Then... response:	Let's hurry up, Soul.
context: Why is Death City moving?\What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too.\Then...\Let's hurry up, Soul. response:	Are we heading to the Death Room?
context: What happened to the Kishin?\I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too.\Then...\Let's hurry up, Soul.\Are we heading to the Death Room? response:	We have other targets, right?
context: I can tell, even without using my Soul Perception.\The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too.\Then...\Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right? response:	Arachne, and the destruction of the manipulator.
context: The Kishin is inside the Death Room.\What did you say?\Shinigami-sama is there too.\Then...\Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator. response:	We'll just do whatever we can for now.
context: What did you say?\Shinigami-sama is there too.\Then...\Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now. response:	First, we'll have to meet up with Black Star and the others.
context: Shinigami-sama is there too.\Then...\Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others. response:	Is that okay with you?
context: Then...\Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you? response:	Yeah, understood.
context: Let's hurry up, Soul.\Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood. response:	Which way?
context: Are we heading to the Death Room?\We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood.\Which way? response:	Make a left from where you are.
context: We have other targets, right?\Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood.\Which way?\Make a left from where you are. response:	Left?
context: Arachne, and the destruction of the manipulator.\We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood.\Which way?\Make a left from where you are.\Left? response:	Which way is left?!
context: We'll just do whatever we can for now.\First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood.\Which way?\Make a left from where you are.\Left?\Which way is left?! response:	Calm down, Black Star.
context: First, we'll have to meet up with Black Star and the others.\Is that okay with you?\Yeah, understood.\Which way?\Make a left from where you are.\Left?\Which way is left?!\Calm down, Black Star. response:	It's the side you hold a teacup on.
context: Is that okay with you?\Yeah, understood.\Which way?\Make a left from where you are.\Left?\Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on. response:	Alright!
context: Yeah, understood.\Which way?\Make a left from where you are.\Left?\Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on.\Alright! response:	Please, Black Star, that's the side you hold your chopsticks on!
context: Which way?\Make a left from where you are.\Left?\Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on! response:	I did that on purpose!
context: Make a left from where you are.\Left?\Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose! response:	Oh, I see...
context: Left?\Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see... response:	Sorry about that, Black Star.
context: Which way is left?!\Calm down, Black Star.\It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see...\Sorry about that, Black Star. response:	It didn't look like he did that on purpose to me.
context: Calm down, Black Star.\It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me. response:	Hey, Kid, what the hell is this?
context: It's the side you hold a teacup on.\Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this? response:	What in the world... They haven't even begun to move yet!
context: Alright!\Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet! response:	No, they've already made their move.
context: Please, Black Star, that's the side you hold your chopsticks on!\I did that on purpose!\Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move. response:	Well then, it's my turn to make a move.
context: I did that on purpose!\Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move. response:	Spirit, how's the preparation?
context: Oh, I see...\Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation? response:	Anytime is okay.
context: Sorry about that, Black Star.\It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay. response:	Then let us go with a bang!
context: It didn't look like he did that on purpose to me.\Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang! response:	He did it!
context: Hey, Kid, what the hell is this?\What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang!\He did it! response:	Fools!
context: What in the world... They haven't even begun to move yet!\No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang!\He did it!\Fools! response:	He doesn't feel anything!
context: No, they've already made their move.\Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang!\He did it!\Fools!\He doesn't feel anything! response:	Could this be... a dummy?!
context: Well then, it's my turn to make a move.\Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang!\He did it!\Fools!\He doesn't feel anything!\Could this be... a dummy?! response:	Honorable father!
context: Spirit, how's the preparation?\Anytime is okay.\Then let us go with a bang!\He did it!\Fools!\He doesn't feel anything!\Could this be... a dummy?!\Honorable father! response:	Is that all you've got?
context: Anytime is okay.\Then let us go with a bang!\He did it!\Fools!\He doesn't feel anything!\Could this be... a dummy?!\Honorable father!\Is that all you've got? response:	Are you sure you've undergone enough rehabilitation sessions?
context: Then let us go with a bang!\He did it!\Fools!\He doesn't feel anything!\Could this be... a dummy?!\Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions? response:	That way of speech is very irritating.
context: He did it!\Fools!\He doesn't feel anything!\Could this be... a dummy?!\Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating. response:	Can you do something about it?
context: Fools!\He doesn't feel anything!\Could this be... a dummy?!\Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it? response:	If that's the case, how about letting me finish you quickly?
context: He doesn't feel anything!\Could this be... a dummy?!\Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly? response:	I will make it painless!
context: Could this be... a dummy?!\Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless! response:	Why don't we have a little talk about the past?
context: Honorable father!\Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past? response:	Ever since I was sealed up by you,
context: Is that all you've got?\Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you, response:	I thought about a lot of things.
context: Are you sure you've undergone enough rehabilitation sessions?\That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things. response:	I can't help it, you see.
context: That way of speech is very irritating.\Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see. response:	Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.
context: Can you do something about it?\If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things. response:	Oh, sorry, sorry.
context: If that's the case, how about letting me finish you quickly?\I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry. response:	This time, I'll do a proper job in killing you.
context: I will make it painless!\Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you. response:	Shinigami-sama's choice of words has become radical.
context: Why don't we have a little talk about the past?\Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical. response:	In the depth of darkness,
context: Ever since I was sealed up by you,\I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical.\In the depth of darkness, response:	I had the chance to think about all kinds of things.
context: I thought about a lot of things.\I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical.\In the depth of darkness,\I had the chance to think about all kinds of things. response:	That even includes the creation of everything in this world.
context: I can't help it, you see.\Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical.\In the depth of darkness,\I had the chance to think about all kinds of things.\That even includes the creation of everything in this world. response:	And at that time, I realized something...
context: Ever since you sealed me up inside my own skin, my only freedom was to think about all kinds of things.\Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical.\In the depth of darkness,\I had the chance to think about all kinds of things.\That even includes the creation of everything in this world.\And at that time, I realized something... response:	How unstable this world is.
context: Oh, sorry, sorry.\This time, I'll do a proper job in killing you.\Shinigami-sama's choice of words has become radical.\In the depth of darkness,\I had the chance to think about all kinds of things.\That even includes the creation of everything in this world.\And at that time, I realized something...\How unstable this world is. response:	Yes, this world is covered by only the thinnest layer of skin.
