context: Strawberry Custard Danish response:	Green Tea
context: Long Homeroom\Seating change\Tanaka... Don't be so openly listless right after changing your seat.\You're going to make me cry.\I think he's probably drooping, actually, not being listless.\Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano. response:	So does this mean I can't see anything at all from this seat?!
context: Seating change\Tanaka... Don't be so openly listless right after changing your seat.\You're going to make me cry.\I think he's probably drooping, actually, not being listless.\Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?! response:	Sorry, Miyano... I never thought I'd be seated in front of you, of all people.
context: Tanaka... Don't be so openly listless right after changing your seat.\You're going to make me cry.\I think he's probably drooping, actually, not being listless.\Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people. response:	I'll be in the way of your studies if I stay here.
context: You're going to make me cry.\I think he's probably drooping, actually, not being listless.\Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here. response:	If you'd like, we can
context: I think he's probably drooping, actually, not being listless.\Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can response:	Miyano-san,
context: Teacher, this is dreadful!\This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san, response:	you can switch with me and take the front seat.
context: This seat is abnormally close to the blackboard!\Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san,\you can switch with me and take the front seat. response:	Really, Master?!
context: Calm down. That's not a blackboard, it's Ohta's back, Miyano.\So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san,\you can switch with me and take the front seat.\Really, Master?! response:	Of course.
context: So does this mean I can't see anything at all from this seat?!\Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san,\you can switch with me and take the front seat.\Really, Master?!\Of course. response:	Thank you! Yes, I would like to switch with you!
context: Sorry, Miyano... I never thought I'd be seated in front of you, of all people.\I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san,\you can switch with me and take the front seat.\Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you! response:	You're so kind, Master!
context: I'll be in the way of your studies if I stay here.\If you'd like, we can\Miyano-san,\you can switch with me and take the front seat.\Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master! response:	Miyano-san, thank you for being small!
context: If you'd like, we can\Miyano-san,\you can switch with me and take the front seat.\Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small! response:	I get it now, Ohta.
context: Miyano-san,\you can switch with me and take the front seat.\Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta. response:	It's not how far back the seat is that matters.
context: you can switch with me and take the front seat.\Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters. response:	The best seat is the one right behind you.
context: Really, Master?!\Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you. response:	You provide a defensive barrier and a sense of security.
context: Of course.\Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security. response:	I have mixed feelings about that, but thanks.
context: Thank you! Yes, I would like to switch with you!\You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks. response:	Still, I can't believe a series of coincidences
context: You're so kind, Master!\Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences response:	resulted in such an ideal ending, even though I had all but lost hope.
context: Miyano-san, thank you for being small!\I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope. response:	This must be a reward for my consistently good conduct.
context: I get it now, Ohta.\It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct. response:	It's not because of the spell you cast?
context: It's not how far back the seat is that matters.\The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast? response:	Tanaka-kun Is Always Listless
context: The best seat is the one right behind you.\You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless response:	Episode 12
context: You provide a defensive barrier and a sense of security.\I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12 response:	Tanaka-kun's Happiness
context: I have mixed feelings about that, but thanks.\Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness response:	It's been a few days since I was seated next to Tanaka-kun.
context: Still, I can't believe a series of coincidences\resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun. response:	Now that our physical distance has shortened,
context: resulted in such an ideal ending, even though I had all but lost hope.\This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened, response:	I have a chance to get emotionally closer, too.
context: This must be a reward for my consistently good conduct.\It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too. response:	I'll try my best to talk to him more!
context: It's not because of the spell you cast?\Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more! response:	Later, Shiraishi.
context: Tanaka-kun Is Always Listless\Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi. response:	Ah, yeah. See you tomorrow.
context: Episode 12\Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow. response:	I only said, Ah, yeah...
context: Tanaka-kun's Happiness\It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah... response:	And it was to Ohta-kun...
context: It's been a few days since I was seated next to Tanaka-kun.\Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun... response:	Mathematics I
context: Now that our physical distance has shortened,\I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I response:	I can't let this go on.
context: I have a chance to get emotionally closer, too.\I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I\I can't let this go on. response:	It'll be time for the next seat change before anything happens, and that'll be the end!
context: I'll try my best to talk to him more!\Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end! response:	I need to come up with a plan.
context: Later, Shiraishi.\Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan. response:	Grasp a Teenage Boy's Heart 10 Methods
context: Ah, yeah. See you tomorrow.\I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods response:	Morning greetings first!
context: I only said, Ah, yeah...\And it was to Ohta-kun...\Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first! response:	Morning greetings...
context: And it was to Ohta-kun...\Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings... response:	I guess it is the most natural way to communicate.
context: Mathematics I\I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate. response:	I see... So making eye contact is the key...
context: I can't let this go on.\It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key... response:	My chance to put it into practice!
context: It'll be time for the next seat change before anything happens, and that'll be the end!\I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice! response:	T-Tanaka-kun, good morning!
context: I need to come up with a plan.\Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning! response:	Morning...
context: Grasp a Teenage Boy's Heart 10 Methods\Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning... response:	No good! His eyes are still closed more often than not at this hour!
context: Morning greetings first!\Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour! response:	Get his attention with your femininity!
context: Morning greetings...\I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity! response:	Brush your hair back with your fingers
context: I guess it is the most natural way to communicate.\I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers response:	Overly long sleeves
context: I see... So making eye contact is the key...\My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves response:	The cuffs will stretch out...
context: My chance to put it into practice!\T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out... response:	Sex appeal
context: T-Tanaka-kun, good morning!\Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out...\Sex appeal response:	Even an amateur like me knows this is probably the least likely to work,
context: Morning...\No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work, response:	but I'll give it a shot...
context: No good! His eyes are still closed more often than not at this hour!\Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot... response:	G-Gosh, it's so hot today.
context: Get his attention with your femininity!\Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today. response:	He's looking...
context: Brush your hair back with your fingers\Overly long sleeves\The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking... response:	That's the most piercing look he's ever given me!
context: Overly long sleeves\The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me! response:	This was the only thing he reacted to, but it's more than I can bear.
context: The cuffs will stretch out...\Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear. response:	I don't want to capture a teenage boy's heart...
context: Sex appeal\Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart... response:	I just want to capture Tanaka-kun's heart.
context: Even an amateur like me knows this is probably the least likely to work,\but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart. response:	I know! Tanaka-kun tends to zone out a lot,
context: but I'll give it a shot...\G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot, response:	so maybe emphasizing my devotion would work best!
context: G-Gosh, it's so hot today.\He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best! response:	My feminine appeal is gonna burst!
context: He's looking...\That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst! response:	Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.
context: That's the most piercing look he's ever given me!\This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin. response:	Ta
context: This was the only thing he reacted to, but it's more than I can bear.\I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta response:	Thanks.
context: I don't want to capture a teenage boy's heart...\I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks. response:	I didn't take notes on the last English class...
context: I just want to capture Tanaka-kun's heart.\I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks.\I didn't take notes on the last English class... response:	Here, I'll lend you mine so you can copy them.
context: I know! Tanaka-kun tends to zone out a lot,\so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them. response:	Tana
context: so maybe emphasizing my devotion would work best!\My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana response:	Classical Japanese
context: My feminine appeal is gonna burst!\Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese response:	I forgot the handout were using in classical Japanese this afternoon...
context: Here's a tissue. It's the moisturizing kind, so it's gentle on the skin.\Ta\Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon... response:	Okay, I'll go make a copy.
context: Ta\Thanks.\I didn't take notes on the last English class...\Here, I'll lend you mine so you can copy them.\Tana\Classical Japanese\I forgot the handout were using in classical Japanese this afternoon...\Okay, I'll go make a copy. response:	Stupid Ohta-kun!
