context: Episode 13: Memories to Come response:	Shisogapo, Lumpur International Airport
context: Please, the list.\First, I need to find someone with an ability to search.\I guess I'll ask their leader.\A city in the Philippines\It's got to be this one.\Now... What kind of an ability will he have...\This guy?\Let's see... response:	If you move, I'll burn everything including you.
context: First, I need to find someone with an ability to search.\I guess I'll ask their leader.\A city in the Philippines\It's got to be this one.\Now... What kind of an ability will he have...\This guy?\Let's see...\If you move, I'll burn everything including you. response:	You're the leader, right?
context: I guess I'll ask their leader.\A city in the Philippines\It's got to be this one.\Now... What kind of an ability will he have...\This guy?\Let's see...\If you move, I'll burn everything including you.\You're the leader, right? response:	Who are you?
context: A city in the Philippines\It's got to be this one.\Now... What kind of an ability will he have...\This guy?\Let's see...\If you move, I'll burn everything including you.\You're the leader, right?\Who are you? response:	Um...
context: It's got to be this one.\Now... What kind of an ability will he have...\This guy?\Let's see...\If you move, I'll burn everything including you.\You're the leader, right?\Who are you?\Um... response:	An ability-wielder, just like you.
context: Now... What kind of an ability will he have...\This guy?\Let's see...\If you move, I'll burn everything including you.\You're the leader, right?\Who are you?\Um...\An ability-wielder, just like you. response:	Why can't I read his mind?
context: This guy?\Let's see...\If you move, I'll burn everything including you.\You're the leader, right?\Who are you?\Um...\An ability-wielder, just like you.\Why can't I read his mind? response:	Um... Why can't I read...
context: Let's see...\If you move, I'll burn everything including you.\You're the leader, right?\Who are you?\Um...\An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read... response:	He stole my ability?
context: If you move, I'll burn everything including you.\You're the leader, right?\Who are you?\Um...\An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read...\He stole my ability? response:	Let's see...
context: You're the leader, right?\Who are you?\Um...\An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read...\He stole my ability?\Let's see... response:	That's right!
context: Who are you?\Um...\An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read...\He stole my ability?\Let's see...\That's right! response:	This really is a useful ability...
context: Um...\An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read...\He stole my ability?\Let's see...\That's right!\This really is a useful ability... response:	Question: How do you look for ability-wielders?
context: An ability-wielder, just like you.\Why can't I read his mind?\Um... Why can't I read...\He stole my ability?\Let's see...\That's right!\This really is a useful ability...\Question: How do you look for ability-wielders? response:	Don't think... Don't think... Don't think...
context: Why can't I read his mind?\Um... Why can't I read...\He stole my ability?\Let's see...\That's right!\This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think... response:	Angelo?
context: Um... Why can't I read...\He stole my ability?\Let's see...\That's right!\This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo? response:	So that guy's sis is finding the ability-wielders for you, huh? Thank you!
context: He stole my ability?\Let's see...\That's right!\This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you! response:	Damn you...
context: Let's see...\That's right!\This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you... response:	Goddammit!
context: That's right!\This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit! response:	Door, open up!
context: This really is a useful ability...\Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit!\Door, open up! response:	What?
context: Question: How do you look for ability-wielders?\Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit!\Door, open up!\What? response:	Are you Angelo?
context: Don't think... Don't think... Don't think...\Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit!\Door, open up!\What?\Are you Angelo? response:	Who are you?
context: Angelo?\So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit!\Door, open up!\What?\Are you Angelo?\Who are you? response:	What do you want from me?
context: So that guy's sis is finding the ability-wielders for you, huh? Thank you!\Damn you...\Goddammit!\Door, open up!\What?\Are you Angelo?\Who are you?\What do you want from me? response:	Your ability is an sickness.
context: Damn you...\Goddammit!\Door, open up!\What?\Are you Angelo?\Who are you?\What do you want from me?\Your ability is an sickness. response:	You don't have to use it anymore.
context: Goddammit!\Door, open up!\What?\Are you Angelo?\Who are you?\What do you want from me?\Your ability is an sickness.\You don't have to use it anymore. response:	Oh gosh...
context: Door, open up!\What?\Are you Angelo?\Who are you?\What do you want from me?\Your ability is an sickness.\You don't have to use it anymore.\Oh gosh... response:	I see. You just have to look at the map.
context: What?\Are you Angelo?\Who are you?\What do you want from me?\Your ability is an sickness.\You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map. response:	This is amazing...
context: Are you Angelo?\Who are you?\What do you want from me?\Your ability is an sickness.\You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map.\This is amazing... response:	His ability to seek ability-wielders is perfect.
context: Who are you?\What do you want from me?\Your ability is an sickness.\You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect. response:	Northern South Africa
context: What do you want from me?\Your ability is an sickness.\You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa response:	Earlier this morning, the UN announced that the democratic revolutionary army,
context: Your ability is an sickness.\You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army, response:	an organization based in various parts of Asia, had been subjugated.
context: You don't have to use it anymore.\Oh gosh...\I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated. response:	The UN Chairman Brian Jackson reported that a young
context: Oh gosh...\I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young response:	man suspected to be the ringleader, and that everyone has been apprehended unhurt.
context: I see. You just have to look at the map.\This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt. response:	Ouch!
context: This is amazing...\His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch! response:	For what is to come, he answered, We will look out for attacks from remaining forces.
context: His ability to seek ability-wielders is perfect.\Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces. response:	There even is a useful ability like this?
context: Northern South Africa\Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this? response:	I hope there will be a quick, peaceful resolution.
context: Earlier this morning, the UN announced that the democratic revolutionary army,\an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution. response:	It looks like there are other places that are gathering ability-wielders...
context: an organization based in various parts of Asia, had been subjugated.\The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders... response:	A city in Egypt
context: The UN Chairman Brian Jackson reported that a young\man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt response:	Be careful of the One-Eyed Grim Reaper!
context: man suspected to be the ringleader, and that everyone has been apprehended unhurt.\Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper! response:	T-The One-Eyed Grim Reaper!
context: Ouch!\For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper! response:	What an embarrassing nickname...
context: For what is to come, he answered, We will look out for attacks from remaining forces.\There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname... response:	I didn't think I would be called that of all people...
context: There even is a useful ability like this?\I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people... response:	What was that? That image just now...
context: I hope there will be a quick, peaceful resolution.\It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now... response:	I guess I became able to learn what the plundered ability is without knowing it.
context: It looks like there are other places that are gathering ability-wielders...\A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it. response:	Big Brother, I plundered every ability of yet another country.
context: A city in Egypt\Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country. response:	I took an ability to translate languages, and an ability to be active without sleeping at all.
context: Be careful of the One-Eyed Grim Reaper!\T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all. response:	That's amazing. But, don't overexert yourself too much, Yu.
context: T-The One-Eyed Grim Reaper!\What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu. response:	No... I have to finish off the next country as soon as possible. Time is precious.
context: What an embarrassing nickname...\I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious. response:	You're right... It may be rough, but I'm counting on you to be done before you lose your ability.
context: I didn't think I would be called that of all people...\What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability. response:	Yeah...
context: What was that? That image just now...\I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah... response:	An ability to make illnesses worse...?
context: I guess I became able to learn what the plundered ability is without knowing it.\Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...? response:	Northern Afghanistan Mountains
context: Big Brother, I plundered every ability of yet another country.\I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains response:	The ability-wielders are all clumped up again...
context: I took an ability to translate languages, and an ability to be active without sleeping at all.\That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again... response:	To make children do something like that...
context: That's amazing. But, don't overexert yourself too much, Yu.\No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that... response:	One clump only has one glimmer... What does this mean?
context: No... I have to finish off the next country as soon as possible. Time is precious.\You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean? response:	What the..? No images are popping up...
context: You're right... It may be rough, but I'm counting on you to be done before you lose your ability.\Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up... response:	What kind of a facility is this?
context: Yeah...\An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this? response:	Carriers?
context: An ability to make illnesses worse...?\Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this?\Carriers? response:	Oh, so that's what this means.
context: Northern Afghanistan Mountains\The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this?\Carriers?\Oh, so that's what this means. response:	I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.
context: The ability-wielders are all clumped up again...\To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this?\Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers. response:	But, I can't plunder an ability before it breaks out...
context: To make children do something like that...\One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this?\Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out... response:	What should I do?
context: One clump only has one glimmer... What does this mean?\What the..? No images are popping up...\What kind of a facility is this?\Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do? response:	Exactly. The special abilities are truly a disease.
context: What the..? No images are popping up...\What kind of a facility is this?\Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease. response:	So, before particles are spread all over Earth again, we need to vaccinate every person in the world.
context: What kind of a facility is this?\Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world. response:	That's right...
context: Carriers?\Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right... response:	If it's an illness, I can make it worse, and have the ability break out.
context: Oh, so that's what this means.\I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out. response:	Wouldn't that make plundering possible?
context: I get it. They've been infected, but the ability hasn't broken out yet, so they're carriers.\But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible? response:	All right, that went well...
context: But, I can't plunder an ability before it breaks out...\What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well... response:	So that new ability-wielders don't show up from countries after I leave them...
context: What should I do?\Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them... response:	I need to plunder from all carriers as well from now on...
context: Exactly. The special abilities are truly a disease.\So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on... response:	Eastern India
context: So, before particles are spread all over Earth again, we need to vaccinate every person in the world.\That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India response:	Shoot until you're out of ammo!
context: That's right...\If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo! response:	Peru Republic
context: If it's an illness, I can make it worse, and have the ability break out.\Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo!\Peru Republic response:	Well, thank you very much.
context: Wouldn't that make plundering possible?\All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo!\Peru Republic\Well, thank you very much. response:	So there was someone with an ability to heal...
context: All right, that went well...\So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo!\Peru Republic\Well, thank you very much.\So there was someone with an ability to heal... response:	I'm glad you got all better.
context: So that new ability-wielders don't show up from countries after I leave them...\I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo!\Peru Republic\Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better. response:	I'm sorry. Even if you were using your ability for good, I have to plunder it from you...
context: I need to plunder from all carriers as well from now on...\Eastern India\Shoot until you're out of ammo!\Peru Republic\Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you... response:	This hand... If I put this hand on my right eye right now...
context: Eastern India\Shoot until you're out of ammo!\Peru Republic\Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now... response:	I can regain my stature as wielder of the time-leap ability...
context: Shoot until you're out of ammo!\Peru Republic\Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability... response:	With this, I might be even able to save Kumagami.
context: Peru Republic\Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami. response:	No, that's not it. I didn't plunder abilities for something like that.
context: Well, thank you very much.\So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that. response:	I can't allow for acts that break human reason any longer...
context: So there was someone with an ability to heal...\I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer... response:	I'm going to turn this world into one with zero ability-wielders.
context: I'm glad you got all better.\I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders. response:	That is my only mission.
context: I'm sorry. Even if you were using your ability for good, I have to plunder it from you...\This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission. response:	A city in Cuba
context: This hand... If I put this hand on my right eye right now...\I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba response:	Shut up! Shut up! Shut up!
context: I can regain my stature as wielder of the time-leap ability...\With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up! response:	Incoming call - Shunsuke Otosaka
context: With this, I might be even able to save Kumagami.\No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka response:	Shut up!
context: No, that's not it. I didn't plunder abilities for something like that.\I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up! response:	SHUT UP!
context: I can't allow for acts that break human reason any longer...\I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP! response:	Hey, are you all right?
context: I'm going to turn this world into one with zero ability-wielders.\That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP!\Hey, are you all right? response:	Are you the enemy...
context: That is my only mission.\A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP!\Hey, are you all right?\Are you the enemy... response:	So are you my enemy?
context: A city in Cuba\Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP!\Hey, are you all right?\Are you the enemy...\So are you my enemy? response:	Anything but my life!
context: Shut up! Shut up! Shut up!\Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP!\Hey, are you all right?\Are you the enemy...\So are you my enemy?\Anything but my life! response:	That's right... Calm down... Calm down... I shouldn't kill anyone...
context: Incoming call - Shunsuke Otosaka\Shut up!\SHUT UP!\Hey, are you all right?\Are you the enemy...\So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone... response:	Western Saudi Arabia
context: Shut up!\SHUT UP!\Hey, are you all right?\Are you the enemy...\So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia response:	They have announced that they have captured Mayor Muscle of their capital Hassan.
context: SHUT UP!\Hey, are you all right?\Are you the enemy...\So are you my enemy?\Anything but my life!\That's right... Calm down... Calm down... I shouldn't kill anyone...\Western Saudi Arabia\They have announced that they have captured Mayor Muscle of their capital Hassan. response:	According to government insiders, an attack at the mayor's mansion by the coup d'etat army has started,
