context: Spring is almost here, isn't it? response:	Yeah, spring...
context: I want to spend my days waving to you Itsumademo te o furitai hibi\This is my proof that I was here with you Koko ni tashika ni kimi to ita akashi\An eternal spiral Zutto supiraare\There's a path which stretches on ahead Kono saki mo tsuzuiteru michi ga aru\When you climb the next hill, Tsugi no saka o nobottara\Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through! response:	Wow, Junior! You're really projecting your voice today.
context: This is my proof that I was here with you Koko ni tashika ni kimi to ita akashi\An eternal spiral Zutto supiraare\There's a path which stretches on ahead Kono saki mo tsuzuiteru michi ga aru\When you climb the next hill, Tsugi no saka o nobottara\Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today. response:	That was amazing, Alice!
context: An eternal spiral Zutto supiraare\There's a path which stretches on ahead Kono saki mo tsuzuiteru michi ga aru\When you climb the next hill, Tsugi no saka o nobottara\Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice! response:	I had a revelation.
context: There's a path which stretches on ahead Kono saki mo tsuzuiteru michi ga aru\When you climb the next hill, Tsugi no saka o nobottara\Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation. response:	Oh?
context: When you climb the next hill, Tsugi no saka o nobottara\Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation.\Oh? response:	While watching Athena work, I thought about a number of things.
context: Let's meet again Mata aimashou\That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation.\Oh?\While watching Athena work, I thought about a number of things. response:	From this day forward, I'm Neo-Alice!
context: That Imminent Spring Breeze...\Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation.\Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice! response:	Sounds like you were inspired by your mentor during Carnevale, too.
context: Gondola coming through!\Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation.\Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too. response:	Yes.
context: Wow, Junior! You're really projecting your voice today.\That was amazing, Alice!\I had a revelation.\Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes. response:	You too, Aika?
context: That was amazing, Alice!\I had a revelation.\Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika? response:	Yeah, I guess so. But...
context: I had a revelation.\Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika?\Yeah, I guess so. But... response:	Oh, Aika.
context: Oh?\While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika?\Yeah, I guess so. But...\Oh, Aika. response:	You're both really sleepy-heads...
context: While watching Athena work, I thought about a number of things.\From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika?\Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads... response:	Well, it is spring, after all.
context: From this day forward, I'm Neo-Alice!\Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika?\Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all. response:	Say, why don't we get some coffee at the cafe up ahead?
context: Sounds like you were inspired by your mentor during Carnevale, too.\Yes.\You too, Aika?\Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead? response:	Agreed! Agreed!
context: Yes.\You too, Aika?\Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed! response:	It's Al.
context: You too, Aika?\Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al. response:	Huh? Al?
context: Yeah, I guess so. But...\Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al.\Huh? Al? response:	You're right.
context: Oh, Aika.\You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al.\Huh? Al?\You're right. response:	I wonder if he's having tea by himself...
context: You're both really sleepy-heads...\Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al.\Huh? Al?\You're right.\I wonder if he's having tea by himself... response:	No... He's with Pony-boy...
context: Well, it is spring, after all.\Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al.\Huh? Al?\You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy... response:	Yay!
context: Say, why don't we get some coffee at the cafe up ahead?\Agreed! Agreed!\It's Al.\Huh? Al?\You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay! response:	Al, Akatsuki!
context: Agreed! Agreed!\It's Al.\Huh? Al?\You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay!\Al, Akatsuki! response:	How nice to see you all! Good morning.
context: It's Al.\Huh? Al?\You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay!\Al, Akatsuki!\How nice to see you all! Good morning. response:	Good morning.
context: Huh? Al?\You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay!\Al, Akatsuki!\How nice to see you all! Good morning.\Good morning. response:	It's unusual to see you both having tea at this hour.
context: You're right.\I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay!\Al, Akatsuki!\How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour. response:	We're having a study session today.
context: I wonder if he's having tea by himself...\No... He's with Pony-boy...\Yay!\Al, Akatsuki!\How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today. response:	Indeed.
context: No... He's with Pony-boy...\Yay!\Al, Akatsuki!\How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed. response:	If I can't defeat this fiendish promotion exam, I won't be able to complete my training.
context: Yay!\Al, Akatsuki!\How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training. response:	But what's with all these difficult words, one after another?
context: Al, Akatsuki!\How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another? response:	It's a pain just reading it.
context: How nice to see you all! Good morning.\Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it. response:	Now, now, don't say that. It's a pain just reading it.
context: Good morning.\It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it. response:	Now, now, don't say that.
context: It's unusual to see you both having tea at this hour.\We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that. response:	It's important for Salamanders to learn the workings of Aqua, Akatsuki.
context: We're having a study session today.\Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki. response:	I know that!
context: Indeed.\If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that! response:	This doesn't look like a study session... It's more like Al's just tutoring you.
context: If I can't defeat this fiendish promotion exam, I won't be able to complete my training.\But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you. response:	What did you say, Gachapen?!
context: But what's with all these difficult words, one after another?\It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?! response:	Don't call me Gachapen, Pony-boy!
context: It's a pain just reading it.\Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy! response:	I'll go buy us some coffee.
context: Now, now, don't say that. It's a pain just reading it.\Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee. response:	Sideburns.
context: Now, now, don't say that.\It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns. response:	Get another cup for us, too.
context: It's important for Salamanders to learn the workings of Aqua, Akatsuki.\I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns.\Get another cup for us, too. response:	Okay... Get another cup for us, too.
context: I know that!\This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too. response:	Okay...
context: This doesn't look like a study session... It's more like Al's just tutoring you.\What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too.\Okay... response:	Well then, study hard!
context: What did you say, Gachapen?!\Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too.\Okay...\Well then, study hard! response:	Will do.
context: Don't call me Gachapen, Pony-boy!\I'll go buy us some coffee.\Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too.\Okay...\Well then, study hard!\Will do. response:	Take care. Will do.
context: I'll go buy us some coffee.\Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too.\Okay...\Well then, study hard!\Will do.\Take care. Will do. response:	Take care.
context: Sideburns.\Get another cup for us, too.\Okay... Get another cup for us, too.\Okay...\Well then, study hard!\Will do.\Take care. Will do.\Take care. response:	Promotion exam, huh?
context: Get another cup for us, too.\Okay... Get another cup for us, too.\Okay...\Well then, study hard!\Will do.\Take care. Will do.\Take care.\Promotion exam, huh? response:	You two will probably have yours soon, too.
context: Okay... Get another cup for us, too.\Okay...\Well then, study hard!\Will do.\Take care. Will do.\Take care.\Promotion exam, huh?\You two will probably have yours soon, too. response:	Eh? You think so?
context: Okay...\Well then, study hard!\Will do.\Take care. Will do.\Take care.\Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so? response:	Yeah, I do.
context: Well then, study hard!\Will do.\Take care. Will do.\Take care.\Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do. response:	I guess... we might?
context: Will do.\Take care. Will do.\Take care.\Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do.\I guess... we might? response:	Why are you being so doubtful?
context: Take care. Will do.\Take care.\Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do.\I guess... we might?\Why are you being so doubtful? response:	We're practicing hard like this to prepare for when that day comes, aren't we?
context: Take care.\Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do.\I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we? response:	Yeah.
context: Promotion exam, huh?\You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do.\I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah. response:	I can't lose to Pony-boy, that's for sure!
context: You two will probably have yours soon, too.\Eh? You think so?\Yeah, I do.\I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure! response:	Akari, President Aria, let's have lunch.
context: Eh? You think so?\Yeah, I do.\I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch. response:	Yes!
context: Yeah, I do.\I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes! response:	I heard the involtino from this shop is really delicious.
context: I guess... we might?\Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious. response:	Oh?
context: Why are you being so doubtful?\We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious.\Oh? response:	You're right! They look delicious!
context: We're practicing hard like this to prepare for when that day comes, aren't we?\Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious! response:	My, my. You're right! They look delicious!
context: Yeah.\I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious!\My, my. You're right! They look delicious! response:	My, my.
context: I can't lose to Pony-boy, that's for sure!\Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious!\My, my. You're right! They look delicious!\My, my. response:	Let's eat! Let's eat!
context: Akari, President Aria, let's have lunch.\Yes!\I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious!\My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat! response:	The salmon is delicious!
context: Yes!\I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious!\My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat!\The salmon is delicious! response:	We don't have any bookings for this afternoon, so maybe we can call it a day.
context: I heard the involtino from this shop is really delicious.\Oh?\You're right! They look delicious!\My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day. response:	There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?
context: Oh?\You're right! They look delicious!\My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it? response:	Oh, no! President Aria!
context: You're right! They look delicious!\My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria! response:	Oh, my! Water, water!
context: My, my. You're right! They look delicious!\My, my.\Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water! response:	Here's a glass of water, Akari.
context: My, my.\Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari. response:	Okay.
context: Let's eat! Let's eat!\The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari.\Okay. response:	Here, President Aria.
context: The salmon is delicious!\We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari.\Okay.\Here, President Aria. response:	Looks like he'll be okay.
context: We don't have any bookings for this afternoon, so maybe we can call it a day.\There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari.\Okay.\Here, President Aria.\Looks like he'll be okay. response:	Please eat slowly, President Aria.
context: There aren't many people around after Carnevale, so it feels a little lonely, doesn't it?\Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari.\Okay.\Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria. response:	Delivery for the Aria Company!
context: Oh, no! President Aria!\Oh, my! Water, water!\Here's a glass of water, Akari.\Okay.\Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company! response:	Coming!
context: Oh, my! Water, water!\Here's a glass of water, Akari.\Okay.\Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming! response:	Woody, thank...
context: Here's a glass of water, Akari.\Okay.\Here, President Aria.\Looks like he'll be okay.\Please eat slowly, President Aria.\Delivery for the Aria Company!\Coming!\Woody, thank... response:	Huh?
