context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Evening Shower
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower response:	Hey.
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower\Hey. response:	Are you all right?
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower\Hey.\Are you all right? response:	What?
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower\Hey.\Are you all right?\What? response:	Your face.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower\Hey.\Are you all right?\What?\Your face. response:	It's terrible!
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Evening Shower\Hey.\Are you all right?\What?\Your face.\It's terrible! response:	Did you get a good rest on your day off?
context: ikiga tomarisou desu I can't breathe\Evening Shower\Hey.\Are you all right?\What?\Your face.\It's terrible!\Did you get a good rest on your day off? response:	Yeah.
context: Evening Shower\Hey.\Are you all right?\What?\Your face.\It's terrible!\Did you get a good rest on your day off?\Yeah. response:	You look so out of it to me.
context: Hey.\Are you all right?\What?\Your face.\It's terrible!\Did you get a good rest on your day off?\Yeah.\You look so out of it to me. response:	That's not true.
context: Are you all right?\What?\Your face.\It's terrible!\Did you get a good rest on your day off?\Yeah.\You look so out of it to me.\That's not true. response:	You have to fix yourself up for the events at least.
context: What?\Your face.\It's terrible!\Did you get a good rest on your day off?\Yeah.\You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least. response:	I know.
context: Your face.\It's terrible!\Did you get a good rest on your day off?\Yeah.\You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least.\I know. response:	Are you still brooding over it?
context: It's terrible!\Did you get a good rest on your day off?\Yeah.\You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least.\I know.\Are you still brooding over it? response:	Your break-up?
context: Did you get a good rest on your day off?\Yeah.\You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least.\I know.\Are you still brooding over it?\Your break-up? response:	No way.
context: Yeah.\You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least.\I know.\Are you still brooding over it?\Your break-up?\No way. response:	Well, it's fine then.
context: You look so out of it to me.\That's not true.\You have to fix yourself up for the events at least.\I know.\Are you still brooding over it?\Your break-up?\No way.\Well, it's fine then. response:	In truth
context: That's not true.\You have to fix yourself up for the events at least.\I know.\Are you still brooding over it?\Your break-up?\No way.\Well, it's fine then.\In truth response:	I don't have any regrets or attachments about getting dumped.
context: You have to fix yourself up for the events at least.\I know.\Are you still brooding over it?\Your break-up?\No way.\Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped. response:	Koshiro, have you ever felt a yearning for someone from the bottom of your heart?
context: I know.\Are you still brooding over it?\Your break-up?\No way.\Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart? response:	No.
context: Are you still brooding over it?\Your break-up?\No way.\Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No. response:	I'm terrible at getting the gist of things.
context: Your break-up?\No way.\Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things. response:	You don't look that way.
context: No way.\Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things.\You don't look that way. response:	And then I fell down.
context: Well, it's fine then.\In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down. response:	Odagiri!
context: In truth\I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down.\Odagiri! response:	Yes.
context: I don't have any regrets or attachments about getting dumped.\Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down.\Odagiri!\Yes. response:	But usually I'm pretty calm.
context: Koshiro, have you ever felt a yearning for someone from the bottom of your heart?\No.\I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down.\Odagiri!\Yes.\But usually I'm pretty calm. response:	What should we do about today's after-party?
context: No.\I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down.\Odagiri!\Yes.\But usually I'm pretty calm.\What should we do about today's after-party? response:	The chief said it's on him.
context: I'm terrible at getting the gist of things.\You don't look that way.\And then I fell down.\Odagiri!\Yes.\But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him. response:	Really? Yes!
context: You don't look that way.\And then I fell down.\Odagiri!\Yes.\But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him.\Really? Yes! response:	Of course I'm in!
context: And then I fell down.\Odagiri!\Yes.\But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him.\Really? Yes!\Of course I'm in! response:	I made a promise today so I'll be leaving first.
context: Odagiri!\Yes.\But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him.\Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first. response:	Promise?
context: Yes.\But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him.\Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first.\Promise? response:	A movie. I'm watching a movie.
context: But usually I'm pretty calm.\What should we do about today's after-party?\The chief said it's on him.\Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie. response:	Is it with Nanoka-san?
context: What should we do about today's after-party?\The chief said it's on him.\Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san? response:	What's your point?
context: The chief said it's on him.\Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point? response:	I can't help it. She forced me to promise her.
context: Really? Yes!\Of course I'm in!\I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her. response:	I'd love to go with you!
context: Of course I'm in!\I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you! response:	Shut up! You just go and drink with the chief!
context: I made a promise today so I'll be leaving first.\Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief! response:	Koshiro,
context: Promise?\A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro, response:	Before when we had a meeting here didn't you flirt with a high school girl?
context: A movie. I'm watching a movie.\Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl? response:	Was that...?
context: Is it with Nanoka-san?\What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...? response:	Flirt?!
context: What's your point?\I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?! response:	With a high school girl?
context: I can't help it. She forced me to promise her.\I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?!\With a high school girl? response:	Idiot! NO!
context: I'd love to go with you!\Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?!\With a high school girl?\Idiot! NO! response:	That was...
context: Shut up! You just go and drink with the chief!\Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?!\With a high school girl?\Idiot! NO!\That was... response:	That was Nanoka-chan wasn't it?
context: Koshiro,\Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?!\With a high school girl?\Idiot! NO!\That was...\That was Nanoka-chan wasn't it? response:	Why didn't you just say she was your sister in the first place?
context: Before when we had a meeting here didn't you flirt with a high school girl?\Was that...?\Flirt?!\With a high school girl?\Idiot! NO!\That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place? response:	Odagiri. Help me carry this.
context: Was that...?\Flirt?!\With a high school girl?\Idiot! NO!\That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this. response:	Yes.
context: Flirt?!\With a high school girl?\Idiot! NO!\That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes. response:	What do you mean flirting with Nanoka san?
context: With a high school girl?\Idiot! NO!\That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san? response:	No idea.
context: Idiot! NO!\That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san?\No idea. response:	I don't really get it either.
context: That was...\That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san?\No idea.\I don't really get it either. response:	Why?
context: That was Nanoka-chan wasn't it?\Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san?\No idea.\I don't really get it either.\Why? response:	Don't look at me like it's so unusual.
context: Why didn't you just say she was your sister in the first place?\Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san?\No idea.\I don't really get it either.\Why?\Don't look at me like it's so unusual. response:	But, why?
context: Odagiri. Help me carry this.\Yes.\What do you mean flirting with Nanoka san?\No idea.\I don't really get it either.\Why?\Don't look at me like it's so unusual.\But, why? response:	You had a beard this morning!
context: Yes.\What do you mean flirting with Nanoka san?\No idea.\I don't really get it either.\Why?\Don't look at me like it's so unusual.\But, why?\You had a beard this morning! response:	We have to look clean for our events or else we would get scolded.
context: What do you mean flirting with Nanoka san?\No idea.\I don't really get it either.\Why?\Don't look at me like it's so unusual.\But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded. response:	Look clean?
context: No idea.\I don't really get it either.\Why?\Don't look at me like it's so unusual.\But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean? response:	Is it weird?
context: I don't really get it either.\Why?\Don't look at me like it's so unusual.\But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird? response:	You look cool!
context: Why?\Don't look at me like it's so unusual.\But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird?\You look cool! response:	But it looks painful!
context: Don't look at me like it's so unusual.\But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird?\You look cool!\But it looks painful! response:	What are you saying...?
context: But, why?\You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird?\You look cool!\But it looks painful!\What are you saying...? response:	This movie is...
context: You had a beard this morning!\We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird?\You look cool!\But it looks painful!\What are you saying...?\This movie is... response:	Don't get so close!
context: We have to look clean for our events or else we would get scolded.\Look clean?\Is it weird?\You look cool!\But it looks painful!\What are you saying...?\This movie is...\Don't get so close! response:	Thank you very much.
context: Look clean?\Is it weird?\You look cool!\But it looks painful!\What are you saying...?\This movie is...\Don't get so close!\Thank you very much. response:	What are you pondering about?
context: Is it weird?\You look cool!\But it looks painful!\What are you saying...?\This movie is...\Don't get so close!\Thank you very much.\What are you pondering about? response:	Nothing.
context: You look cool!\But it looks painful!\What are you saying...?\This movie is...\Don't get so close!\Thank you very much.\What are you pondering about?\Nothing. response:	Take out your student ID.
context: But it looks painful!\What are you saying...?\This movie is...\Don't get so close!\Thank you very much.\What are you pondering about?\Nothing.\Take out your student ID. response:	Oh yeah.
context: What are you saying...?\This movie is...\Don't get so close!\Thank you very much.\What are you pondering about?\Nothing.\Take out your student ID.\Oh yeah. response:	What's wrong?
context: This movie is...\Don't get so close!\Thank you very much.\What are you pondering about?\Nothing.\Take out your student ID.\Oh yeah.\What's wrong? response:	I'm going to go buy the tickets.
context: Don't get so close!\Thank you very much.\What are you pondering about?\Nothing.\Take out your student ID.\Oh yeah.\What's wrong?\I'm going to go buy the tickets. response:	What is he thinking, making you come home all alone at this hour?
context: Thank you very much.\What are you pondering about?\Nothing.\Take out your student ID.\Oh yeah.\What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour? response:	He said it doesn't matter; just go home first.
context: What are you pondering about?\Nothing.\Take out your student ID.\Oh yeah.\What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first. response:	That guy is hopeless.
context: Nothing.\Take out your student ID.\Oh yeah.\What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless. response:	He went off somewhere on his way home right after the movie ended.
context: Take out your student ID.\Oh yeah.\What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended. response:	Where did that bum go?
context: Oh yeah.\What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go? response:	I don't know. He didn't say anything.
context: What's wrong?\I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything. response:	Hey.
context: I'm going to go buy the tickets.\What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything.\Hey. response:	Your uniform's going to get wrinkled.
context: What is he thinking, making you come home all alone at this hour?\He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled. response:	I don't care.
context: He said it doesn't matter; just go home first.\That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled.\I don't care. response:	So?
context: That guy is hopeless.\He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled.\I don't care.\So? response:	About earlier.
context: He went off somewhere on his way home right after the movie ended.\Where did that bum go?\I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled.\I don't care.\So?\About earlier. response:	That was my younger sister.
context: Where did that bum go?\I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled.\I don't care.\So?\About earlier.\That was my younger sister. response:	I don't think I ever told you, but
context: I don't know. He didn't say anything.\Hey.\Your uniform's going to get wrinkled.\I don't care.\So?\About earlier.\That was my younger sister.\I don't think I ever told you, but response:	she's my younger sister whom I've been living apart from until now.
context: Hey.\Your uniform's going to get wrinkled.\I don't care.\So?\About earlier.\That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now. response:	You know my parents are divorced right?
context: Your uniform's going to get wrinkled.\I don't care.\So?\About earlier.\That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right? response:	And she's been with my mom the whole time.
context: I don't care.\So?\About earlier.\That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time. response:	We've been living together since this spring because her high school is nearby.
context: So?\About earlier.\That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby. response:	That's it?
context: About earlier.\That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it? response:	Is that really all?
context: That was my younger sister.\I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it?\Is that really all? response:	Yeah.
context: I don't think I ever told you, but\she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it?\Is that really all?\Yeah. response:	What?
context: she's my younger sister whom I've been living apart from until now.\You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it?\Is that really all?\Yeah.\What? response:	You said you had something to tell me so I was wondering what it was.
context: You know my parents are divorced right?\And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it?\Is that really all?\Yeah.\What?\You said you had something to tell me so I was wondering what it was. response:	It's not a laughing matter!
context: And she's been with my mom the whole time.\We've been living together since this spring because her high school is nearby.\That's it?\Is that really all?\Yeah.\What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter! response:	I didn't want you to think I started going after high school girls after I got dumped.
context: We've been living together since this spring because her high school is nearby.\That's it?\Is that really all?\Yeah.\What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped. response:	I was worried for nothing.
context: That's it?\Is that really all?\Yeah.\What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing. response:	It's so like you to worry about stupid appearances and dating high school girls though.
context: Is that really all?\Yeah.\What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though. response:	Well, I'm sorry.
context: Yeah.\What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry. response:	I'll never come again.
context: What?\You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again. response:	Dinner..
context: You said you had something to tell me so I was wondering what it was.\It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again.\Dinner.. response:	Have you eaten yet?
context: It's not a laughing matter!\I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again.\Dinner..\Have you eaten yet? response:	Suddenly, a stupid thought passed through my mind.
context: I didn't want you to think I started going after high school girls after I got dumped.\I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again.\Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind. response:	Which reminds me, it's been 3 months since I last had sex.
context: I was worried for nothing.\It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again.\Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex. response:	But who cares because you can drink.
context: It's so like you to worry about stupid appearances and dating high school girls though.\Well, I'm sorry.\I'll never come again.\Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink. response:	That's not true.
context: Well, I'm sorry.\I'll never come again.\Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true. response:	It is! You're way stronger than me!
context: I'll never come again.\Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true.\It is! You're way stronger than me! response:	Isn't it good?
context: Dinner..\Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true.\It is! You're way stronger than me!\Isn't it good? response:	It's my favorite restaurant.
context: Have you eaten yet?\Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true.\It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant. response:	Yeah.
context: Suddenly, a stupid thought passed through my mind.\Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true.\It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant.\Yeah. response:	I come here a lot by myself
context: Which reminds me, it's been 3 months since I last had sex.\But who cares because you can drink.\That's not true.\It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant.\Yeah.\I come here a lot by myself response:	What are you saying, stupid?
context: But who cares because you can drink.\That's not true.\It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant.\Yeah.\I come here a lot by myself\What are you saying, stupid? response:	I'm not stupid. I'm serious.
context: That's not true.\It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant.\Yeah.\I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious. response:	I don't believe you!
context: It is! You're way stronger than me!\Isn't it good?\It's my favorite restaurant.\Yeah.\I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you! response:	I don't joke around about things like that.
context: Isn't it good?\It's my favorite restaurant.\Yeah.\I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that. response:	How about Sachiko-chan?
context: It's my favorite restaurant.\Yeah.\I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan? response:	She's just a friend..
context: Yeah.\I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend.. response:	No way!
context: I come here a lot by myself\What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend..\No way! response:	Really...
context: What are you saying, stupid?\I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend..\No way!\Really... response:	You...
context: I'm not stupid. I'm serious.\I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend..\No way!\Really...\You... response:	How's work been lately?
context: I don't believe you!\I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend..\No way!\Really...\You...\How's work been lately? response:	Why?
context: I don't joke around about things like that.\How about Sachiko-chan?\She's just a friend..\No way!\Really...\You...\How's work been lately?\Why? response:	You used to always tell me that you wanted to quit.
context: How about Sachiko-chan?\She's just a friend..\No way!\Really...\You...\How's work been lately?\Why?\You used to always tell me that you wanted to quit. response:	You still remember?
