context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts? response:	Bread crusts taste surprisingly good!
context: I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good! response:	Give me some, too!
context: What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too! response:	So you guys finally realised how great bread crusts truly are?!
context: You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?! response:	How many times must I tell you to abstain from eating in class?
context: No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class? response:	Misaki-chan, do you want some, too?
context: As I thought, she's an amazing person!\I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too? response:	No thanks!
context: I'm hungry.\Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks! response:	Hey, what about that, have you told her?
context: Hinata, do you still have any bread crusts?\Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her? response:	Oh, the part time job?
context: Bread crusts taste surprisingly good!\Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her?\Oh, the part time job? response:	P-Part time job?!
context: Give me some, too!\So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?! response:	So Misaki-chan is Misa-chan?!
context: So you guys finally realised how great bread crusts truly are?!\How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?! response:	This is where you're working part time?!
context: How many times must I tell you to abstain from eating in class?\Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?! response:	What'bout the part time job?
context: Misaki-chan, do you want some, too?\No thanks!\Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job? response:	Oh, he started working at a petrol station.
context: No thanks!\Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station. response:	Oh, that.
context: Hey, what about that, have you told her?\Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that. response:	Don't worry. I'm not gonna tell anyone about your job.
context: Oh, the part time job?\P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job. response:	What's the hush-hush over there?
context: P-Part time job?!\So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there? response:	It's nothing!
context: So Misaki-chan is Misa-chan?!\This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing! response:	Ok, I need to leave for my job!
context: This is where you're working part time?!\What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job! response:	So, give us the dirt.
context: What'bout the part time job?\Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job!\So, give us the dirt. response:	How's things between you two?
context: Oh, he started working at a petrol station.\Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two? response:	You guys didn't have much chance to converse properly at outdoor education.
context: Oh, that.\Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education. response:	Though, it seemed like you guys got closer after that!
context: Don't worry. I'm not gonna tell anyone about your job.\What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that! response:	Don't tell me... Did something happen between you and him?
context: What's the hush-hush over there?\It's nothing!\Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him? response:	Nothing happened! He's just my childhood friend!
context: It's nothing!\Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend! response:	Night arrives...
context: Ok, I need to leave for my job!\So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives... response:	I'm back!
context: So, give us the dirt.\How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives...\I'm back! response:	I'm so hungry!
context: How's things between you two?\You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives...\I'm back!\I'm so hungry! response:	Oh yeah, I forgot to call him
context: You guys didn't have much chance to converse properly at outdoor education.\Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives...\I'm back!\I'm so hungry!\Oh yeah, I forgot to call him response:	Hey grandpa! Hinata here-
context: Though, it seemed like you guys got closer after that!\Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives...\I'm back!\I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here- response:	HEY!
context: Don't tell me... Did something happen between you and him?\Nothing happened! He's just my childhood friend!\Night arrives...\I'm back!\I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY! response:	What were you thinking?! You didn't even call us, Hinata!
context: Nothing happened! He's just my childhood friend!\Night arrives...\I'm back!\I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata! response:	You don't need to be that angry...
context: Night arrives...\I'm back!\I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry... response:	Granny's worried sick, too!
context: I'm back!\I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too! response:	I'm doing fine here! You don't need to worry about me!
context: I'm so hungry!\Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me! response:	I'm glad I came here!
context: Oh yeah, I forgot to call him\Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here! response:	Did you manage to find her?
context: Hey grandpa! Hinata here-\HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her? response:	Yeah. I found her almost immediately.
context: HEY!\What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately. response:	She's at the same school, even the same class, as me!
context: What were you thinking?! You didn't even call us, Hinata!\You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me! response:	This... must be fate, right?
context: You don't need to be that angry...\Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right? response:	An anime-cosplay event?
context: Granny's worried sick, too!\I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event? response:	Yeah! The producers gave us permission to do it after seeing our pictures!
context: I'm doing fine here! You don't need to worry about me!\I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures! response:	Especially you! You're just perfect for Rose!
context: I'm glad I came here!\Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose! response:	Magical Maids...
context: Did you manage to find her?\Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids... response:	You haven't watched it yet? It's airing on Sunday mornings.
context: Yeah. I found her almost immediately.\She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings. response:	There's no one else that can play Mimosa but me!
context: She's at the same school, even the same class, as me!\This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me! response:	You don't need to!
context: This... must be fate, right?\An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to! response:	Anyway, take this!
context: An anime-cosplay event?\Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this! response:	I'll lend you these DVDs, so try to get into the role of your character.
context: Yeah! The producers gave us permission to do it after seeing our pictures!\Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character. response:	There's this much?!
context: Especially you! You're just perfect for Rose!\Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?! response:	It's the 4th season already.
context: Magical Maids...\You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already. response:	There's about 40 volumes in this season alone.
context: You haven't watched it yet? It's airing on Sunday mornings.\There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone. response:	You don't need to watch them all. Just watch episode 1,
context: There's no one else that can play Mimosa but me!\You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1, response:	And episode 12 and 13.
context: You don't need to!\Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13. response:	Also, this volume's pretty popular as well, so I recommend this!
context: Anyway, take this!\I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this! response:	That aside, what happened after Hinata found out about your secret?
context: I'll lend you these DVDs, so try to get into the role of your character.\There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret? response:	I don't know if I can answer that...
context: There's this much?!\It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that... response:	Did Usui become jealous?
context: It's the 4th season already.\There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous? response:	Speaking of Usui, he's not here today. I didn't see him in the kitchen.
context: There's about 40 volumes in this season alone.\You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen. response:	Doesn't matter!
context: You don't need to watch them all. Just watch episode 1,\And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter! response:	He's just a perverted alien!
context: And episode 12 and 13.\Also, this volume's pretty popular as well, so I recommend this!\That aside, what happened after Hinata found out about your secret?\I don't know if I can answer that...\Did Usui become jealous?\Speaking of Usui, he's not here today. I didn't see him in the kitchen.\Doesn't matter!\He's just a perverted alien! response:	Thank you very much!
