context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: Why have they come here? Only Brock knows the answer.\-Hm. -Is there any place special\you want to visit, Brock?\-Hm. -Wait a minute. I just remembered\that Scissor Street is also called Breeder's Lane.\-Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder, response:	a person who devotes his time and energy, learning how to raise the best Pokemon.
context: -Hm. -Is there any place special\you want to visit, Brock?\-Hm. -Wait a minute. I just remembered\that Scissor Street is also called Breeder's Lane.\-Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon. response:	Pokemon Fashion Flash
context: you want to visit, Brock?\-Hm. -Wait a minute. I just remembered\that Scissor Street is also called Breeder's Lane.\-Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash response:	Some of the best breeders have shops here.
context: -Hm. -Wait a minute. I just remembered\that Scissor Street is also called Breeder's Lane.\-Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here. response:	There are lots of terrific makeup places and fashion salons, too, just for Pokemon.
context: that Scissor Street is also called Breeder's Lane.\-Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon. response:	Hey! Oh, look. This must be the newest fashion.
context: -Where is it? -So that's why we're here.\Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion. response:	-How cute! -You think that's cute, huh?
context: Brock's always got to see the latest breeder gear.\Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh? response:	Come on. We've got to go in.
context: Brock dreams of becoming a Pokemon breeder,\a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in. response:	-Whoa! I don't want to go in there. -Hm.
context: a person who devotes his time and energy, learning how to raise the best Pokemon.\Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm. response:	You won't believe how beautiful a Pokemon can be.
context: Pokemon Fashion Flash\Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be. response:	Step in and see for yourself.
context: Some of the best breeders have shops here.\There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself. response:	Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.
context: There are lots of terrific makeup places and fashion salons, too, just for Pokemon.\Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket. response:	-Did he just say Salon Rocket? -Why does that name sound so familiar?
context: Hey! Oh, look. This must be the newest fashion.\-How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar? response:	Whoa, is that supposed to be a Pokemon or a Christmas tree?
context: -How cute! -You think that's cute, huh?\Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree? response:	Bring your drab old Pokemon to Salon Rocket
context: Come on. We've got to go in.\-Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket response:	for our complete Pokemon makeover, including jewelry.
context: -Whoa! I don't want to go in there. -Hm.\You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry. response:	And hairstyling.
context: You won't believe how beautiful a Pokemon can be.\Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling. response:	We'll make your Pokemon a pretty-mon. Ta-da!
context: Step in and see for yourself.\Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da! response:	We've done it again, another Pokemon fashion masterpiece.
context: Let us dazzle you with the latest fashions by the expert artists of Salon Rocket.\-Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece. response:	I can't believe how talented we are.
context: -Did he just say Salon Rocket? -Why does that name sound so familiar?\Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are. response:	Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.
context: Whoa, is that supposed to be a Pokemon or a Christmas tree?\Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket. response:	-Oh! How precious. -What?
context: Bring your drab old Pokemon to Salon Rocket\for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What? response:	120, 130, 140, 150, 160
context: for our complete Pokemon makeover, including jewelry.\And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160 response:	- Please come back again soon. -200.
context: And hairstyling.\We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200. response:	You two are spending way too much on advertising.
context: We'll make your Pokemon a pretty-mon. Ta-da!\We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising. response:	TV commercials are a big waste of money. Remember, we're in this to make a profit.
context: We've done it again, another Pokemon fashion masterpiece.\I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit. response:	We know what we're doing.
context: I can't believe how talented we are.\Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing. response:	The more we spend to hype this place, the more customers we'll get.
context: Your Pokemon have gone from frumpy to flashy, thanks to Salon Rocket.\-Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get. response:	Customers who will spend thousands for a fashionable Pokemon.
context: -Oh! How precious. -What?\120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon. response:	-I think I'm going to get in line. -Huh?
context: 120, 130, 140, 150, 160\- Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh? response:	-It's there! - Huh?
context: - Please come back again soon. -200.\You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh? response:	I found it!
context: You two are spending way too much on advertising.\TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it! response:	I've been looking all over for this place.
context: TV commercials are a big waste of money. Remember, we're in this to make a profit.\We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it!\I've been looking all over for this place. response:	This is the store you've been looking for?
context: We know what we're doing.\The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it!\I've been looking all over for this place.\This is the store you've been looking for? response:	-What are you so nervous about? - Hi. Can I help you?
context: The more we spend to hype this place, the more customers we'll get.\Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it!\I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you? response:	Just relax. Release all your tensions.
context: Customers who will spend thousands for a fashionable Pokemon.\-I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it!\I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions. response:	Now you'll have more energy.
context: -I think I'm going to get in line. -Huh?\-It's there! - Huh?\I found it!\I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy. response:	Chansey. Chansey. Chansey!
context: -It's there! - Huh?\I found it!\I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey! response:	Chansey! I've come for you, darling.
context: I found it!\I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling. response:	Ah! Don't you look precious.
context: I've been looking all over for this place.\This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious. response:	Thank you for bringing Chansey to my salon.
context: This is the store you've been looking for?\-What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon. response:	-See you soon, Suzie. -Chansey.
context: -What are you so nervous about? - Hi. Can I help you?\Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey. response:	-May I help the next customer? -Pika.
context: Just relax. Release all your tensions.\Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika. response:	We're just kind of sort of browsing around.
context: Now you'll have more energy.\Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around. response:	-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?
context: Chansey. Chansey. Chansey!\Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing? response:	-Oh, don't you want to hug it? - Ah!
context: Chansey! I've come for you, darling.\Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah! response:	-Pikachu. -What is it?
context: Ah! Don't you look precious.\Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it? response:	Vulpix, a fox Pokemon. Its six tails are extremely beautiful.
context: Thank you for bringing Chansey to my salon.\-See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful. response:	As it evolves, it grows even more tails.
context: -See you soon, Suzie. -Chansey.\-May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails. response:	I love its hair.
context: -May I help the next customer? -Pika.\We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair. response:	I wish I had hair like Vulpix that looked so shiny and soft.
context: We're just kind of sort of browsing around.\-Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft. response:	-Don't touch it! -You're just about the cutest
context: -Uh, no, uh. -Look! Isn't that Vulpix the cutest thing?\-Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest response:	-little Pokemon I've ever seen- -Ah!
context: -Oh, don't you want to hug it? - Ah!\-Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah! response:	-Very cute. -Hm.
context: -Pikachu. -What is it?\Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm. response:	Vulpix uses powerful flame attacks.
context: Vulpix, a fox Pokemon. Its six tails are extremely beautiful.\As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks. response:	Duh.
context: As it evolves, it grows even more tails.\I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh. response:	Please pardon Vulpix.
context: I love its hair.\I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix. response:	It doesn't like to be picked up or hugged by strangers.
context: I wish I had hair like Vulpix that looked so shiny and soft.\-Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers. response:	-Wish I'd known that sooner. -Uh, Suzie?
context: -Don't touch it! -You're just about the cutest\-little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie? response:	Yes.
context: -little Pokemon I've ever seen- -Ah!\-Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes. response:	Uh, my name's Brock. Nice to meet you, Suzie.
context: -Very cute. -Hm.\Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie. response:	Uh, I want to breed like you. I mean, I want to be a breeder like you.
context: Vulpix uses powerful flame attacks.\Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie.\Uh, I want to breed like you. I mean, I want to be a breeder like you. response:	It's very nice to meet you, Brock.
context: Duh.\Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie.\Uh, I want to breed like you. I mean, I want to be a breeder like you.\It's very nice to meet you, Brock. response:	I'm flattered you want to make me your model.
context: Please pardon Vulpix.\It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie.\Uh, I want to breed like you. I mean, I want to be a breeder like you.\It's very nice to meet you, Brock.\I'm flattered you want to make me your model. response:	Yes, I want to model you. I mean, I'm flattered that you're flattered.
context: It doesn't like to be picked up or hugged by strangers.\-Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie.\Uh, I want to breed like you. I mean, I want to be a breeder like you.\It's very nice to meet you, Brock.\I'm flattered you want to make me your model.\Yes, I want to model you. I mean, I'm flattered that you're flattered. response:	I mean, your Vulpix is nice.
context: -Wish I'd known that sooner. -Uh, Suzie?\Yes.\Uh, my name's Brock. Nice to meet you, Suzie.\Uh, I want to breed like you. I mean, I want to be a breeder like you.\It's very nice to meet you, Brock.\I'm flattered you want to make me your model.\Yes, I want to model you. I mean, I'm flattered that you're flattered.\I mean, your Vulpix is nice. response:	-Uh. -Huh?
