context: They seem strange and alien. response:	Primitive and peculiar,
context: When we were alone\When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you response:	Like I used to
context: When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to response:	We can't take much more of this.
context: And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\We can't take much more of this. response:	Yeah.
context: And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\We can't take much more of this.\Yeah. response:	When will it finally rain?
context: And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\We can't take much more of this.\Yeah.\When will it finally rain? response:	Would you like me to divine when the rains will come?
context: Mushi-Shi\Mushi-Shi\Just for you\Like I used to\We can't take much more of this.\Yeah.\When will it finally rain?\Would you like me to divine when the rains will come? response:	Huh?
context: Mushi-Shi\Just for you\Like I used to\We can't take much more of this.\Yeah.\When will it finally rain?\Would you like me to divine when the rains will come?\Huh? response:	Worry not.
context: Just for you\Like I used to\We can't take much more of this.\Yeah.\When will it finally rain?\Would you like me to divine when the rains will come?\Huh?\Worry not. response:	You will be blessed by rain in two days from now.
context: Like I used to\We can't take much more of this.\Yeah.\When will it finally rain?\Would you like me to divine when the rains will come?\Huh?\Worry not.\You will be blessed by rain in two days from now. response:	Rain!
context: We can't take much more of this.\Yeah.\When will it finally rain?\Would you like me to divine when the rains will come?\Huh?\Worry not.\You will be blessed by rain in two days from now.\Rain! response:	It's raining!
context: Yeah.\When will it finally rain?\Would you like me to divine when the rains will come?\Huh?\Worry not.\You will be blessed by rain in two days from now.\Rain!\It's raining! response:	Hey, bring the jugs out! Quickly!
context: When will it finally rain?\Would you like me to divine when the rains will come?\Huh?\Worry not.\You will be blessed by rain in two days from now.\Rain!\It's raining!\Hey, bring the jugs out! Quickly! response:	Her divination came true!
context: Would you like me to divine when the rains will come?\Huh?\Worry not.\You will be blessed by rain in two days from now.\Rain!\It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true! response:	The rain's here!
context: Huh?\Worry not.\You will be blessed by rain in two days from now.\Rain!\It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here! response:	Hooray!
context: Worry not.\You will be blessed by rain in two days from now.\Rain!\It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here!\Hooray! response:	Cloudless Rain
context: You will be blessed by rain in two days from now.\Rain!\It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here!\Hooray!\Cloudless Rain response:	Water that soaks not into the earth but instead creeps along its surface
context: Rain!\It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here!\Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface response:	is but an illusion.
context: It's raining!\Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here!\Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion. response:	Though you may pursue it,
context: Hey, bring the jugs out! Quickly!\Her divination came true!\The rain's here!\Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it, response:	you will never reach it.
context: Her divination came true!\The rain's here!\Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it,\you will never reach it. response:	Praying for rain, are they?
context: The rain's here!\Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it,\you will never reach it.\Praying for rain, are they? response:	Unfortunately,
context: Hooray!\Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it,\you will never reach it.\Praying for rain, are they?\Unfortunately, response:	the weather seems unwilling to provide it.
context: Cloudless Rain\Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it,\you will never reach it.\Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it. response:	Oh, hello.
context: Water that soaks not into the earth but instead creeps along its surface\is but an illusion.\Though you may pursue it,\you will never reach it.\Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it.\Oh, hello. response:	Do you know of any watering holes around here?
context: is but an illusion.\Though you may pursue it,\you will never reach it.\Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here? response:	I need to replenish my supply.
context: Though you may pursue it,\you will never reach it.\Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply. response:	Then you should spend a few days here.
context: you will never reach it.\Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here. response:	The rains will soon come.
context: Praying for rain, are they?\Unfortunately,\the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come. response:	What?
context: Unfortunately,\the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come.\What? response:	She smelled of rain.
context: the weather seems unwilling to provide it.\Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come.\What?\She smelled of rain. response:	Worry not.
context: Oh, hello.\Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come.\What?\She smelled of rain.\Worry not. response:	The heavens will soon bless us with rain.
context: Do you know of any watering holes around here?\I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come.\What?\She smelled of rain.\Worry not.\The heavens will soon bless us with rain. response:	Thank goodness.
context: I need to replenish my supply.\Then you should spend a few days here.\The rains will soon come.\What?\She smelled of rain.\Worry not.\The heavens will soon bless us with rain.\Thank goodness. response:	We're saved.
context: Then you should spend a few days here.\The rains will soon come.\What?\She smelled of rain.\Worry not.\The heavens will soon bless us with rain.\Thank goodness.\We're saved. response:	Teru!
context: The rains will soon come.\What?\She smelled of rain.\Worry not.\The heavens will soon bless us with rain.\Thank goodness.\We're saved.\Teru! response:	I'm glad you came.
context: What?\She smelled of rain.\Worry not.\The heavens will soon bless us with rain.\Thank goodness.\We're saved.\Teru!\I'm glad you came. response:	Yasu...
context: She smelled of rain.\Worry not.\The heavens will soon bless us with rain.\Thank goodness.\We're saved.\Teru!\I'm glad you came.\Yasu... response:	Now, Miss Teru.
context: Worry not.\The heavens will soon bless us with rain.\Thank goodness.\We're saved.\Teru!\I'm glad you came.\Yasu...\Now, Miss Teru. response:	Please rest at my place.
context: The heavens will soon bless us with rain.\Thank goodness.\We're saved.\Teru!\I'm glad you came.\Yasu...\Now, Miss Teru.\Please rest at my place. response:	Let us hold a banquet tomorrow.
context: Thank goodness.\We're saved.\Teru!\I'm glad you came.\Yasu...\Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow. response:	I'm a traveler passing through.
context: We're saved.\Teru!\I'm glad you came.\Yasu...\Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through. response:	Could you spare me some water?
context: Teru!\I'm glad you came.\Yasu...\Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water? response:	Sorry. We don't have enough right now.
context: I'm glad you came.\Yasu...\Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now. response:	But it will rain soon.
context: Yasu...\Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon. response:	How do you know?
context: Now, Miss Teru.\Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon.\How do you know? response:	Whenever that girl foretells rain, it rains.
context: Please rest at my place.\Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains. response:	She has never been wrong.
context: Let us hold a banquet tomorrow.\I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong. response:	Oh?
context: I'm a traveler passing through.\Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh? response:	That's rather curious.
context: Could you spare me some water?\Sorry. We don't have enough right now.\But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh?\That's rather curious. response:	Huh?
context: Sorry. We don't have enough right now.\But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh?\That's rather curious.\Huh? response:	Look. There's a big puddle.
context: But it will rain soon.\How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh?\That's rather curious.\Huh?\Look. There's a big puddle. response:	That's a mirage.
context: How do you know?\Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh?\That's rather curious.\Huh?\Look. There's a big puddle.\That's a mirage. response:	No matter how fast you run, you'll never catch it.
context: Whenever that girl foretells rain, it rains.\She has never been wrong.\Oh?\That's rather curious.\Huh?\Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it. response:	Really?
context: She has never been wrong.\Oh?\That's rather curious.\Huh?\Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it.\Really? response:	Hey, let's try anyway.
context: Oh?\That's rather curious.\Huh?\Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway. response:	Huh?
context: That's rather curious.\Huh?\Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway.\Huh? response:	If you really want to.
context: Huh?\Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway.\Huh?\If you really want to. response:	Hey, Teru! Wait!
context: Look. There's a big puddle.\That's a mirage.\No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway.\Huh?\If you really want to.\Hey, Teru! Wait! response:	I'm digging a well there right now.
context: That's a mirage.\No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway.\Huh?\If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now. response:	The one in the village always dries up during summer.
context: No matter how fast you run, you'll never catch it.\Really?\Hey, let's try anyway.\Huh?\If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer. response:	I guess I can take a break once the rain is here, though.
context: Really?\Hey, let's try anyway.\Huh?\If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though. response:	I'm sure.
context: Hey, let's try anyway.\Huh?\If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure. response:	Will you go away again when that happens?
context: Huh?\If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens? response:	Yes.
context: If you really want to.\Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens?\Yes. response:	Why?
context: Hey, Teru! Wait!\I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens?\Yes.\Why? response:	You'd rather travel around all by yourself instead of settling down here with me?
context: I'm digging a well there right now.\The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens?\Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me? response:	I've told you already.
context: The one in the village always dries up during summer.\I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens?\Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already. response:	I don't plan on living in any one place.
context: I guess I can take a break once the rain is here, though.\I'm sure.\Will you go away again when that happens?\Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place. response:	Then at least come by more often.
context: I'm sure.\Will you go away again when that happens?\Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place.\Then at least come by more often. response:	I can't do that, either.
context: Will you go away again when that happens?\Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either. response:	Why not?
context: Yes.\Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either.\Why not? response:	I'm sorry.
context: Why?\You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either.\Why not?\I'm sorry. response:	Hey.
context: You'd rather travel around all by yourself instead of settling down here with me?\I've told you already.\I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either.\Why not?\I'm sorry.\Hey. response:	You decided to stay?
context: I've told you already.\I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either.\Why not?\I'm sorry.\Hey.\You decided to stay? response:	Yeah.
context: I don't plan on living in any one place.\Then at least come by more often.\I can't do that, either.\Why not?\I'm sorry.\Hey.\You decided to stay?\Yeah. response:	I'm curious to see how you'll make it rain.
context: Then at least come by more often.\I can't do that, either.\Why not?\I'm sorry.\Hey.\You decided to stay?\Yeah.\I'm curious to see how you'll make it rain. response:	I only came here to foretell the rain's arrival.
context: I can't do that, either.\Why not?\I'm sorry.\Hey.\You decided to stay?\Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival. response:	Do you think anyone is capable of causing the rain?
context: Why not?\I'm sorry.\Hey.\You decided to stay?\Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain? response:	No normal person could.
context: I'm sorry.\Hey.\You decided to stay?\Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could. response:	Of course.
context: Hey.\You decided to stay?\Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could.\Of course. response:	Anyone able to do that
context: You decided to stay?\Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could.\Of course.\Anyone able to do that response:	would no longer be human.
context: Yeah.\I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could.\Of course.\Anyone able to do that\would no longer be human. response:	Teru, rain!
context: I'm curious to see how you'll make it rain.\I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could.\Of course.\Anyone able to do that\would no longer be human.\Teru, rain! response:	It's finally raining.
context: I only came here to foretell the rain's arrival.\Do you think anyone is capable of causing the rain?\No normal person could.\Of course.\Anyone able to do that\would no longer be human.\Teru, rain!\It's finally raining. response:	Blessed rain!
context: Do you think anyone is capable of causing the rain?\No normal person could.\Of course.\Anyone able to do that\would no longer be human.\Teru, rain!\It's finally raining.\Blessed rain! response:	An epidemic's broken out.
context: No normal person could.\Of course.\Anyone able to do that\would no longer be human.\Teru, rain!\It's finally raining.\Blessed rain!\An epidemic's broken out. response:	It's all because of this ceaseless rain.
context: Of course.\Anyone able to do that\would no longer be human.\Teru, rain!\It's finally raining.\Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain. response:	When will this rain... finally end?
context: Anyone able to do that\would no longer be human.\Teru, rain!\It's finally raining.\Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end? response:	Ryou!
context: would no longer be human.\Teru, rain!\It's finally raining.\Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou! response:	Stay with us!
context: Teru, rain!\It's finally raining.\Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou!\Stay with us! response:	Ryou!
context: It's finally raining.\Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou!\Stay with us!\Ryou! response:	No!
context: Blessed rain!\An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou!\Stay with us!\Ryou!\No! response:	Ryou
context: An epidemic's broken out.\It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou!\Stay with us!\Ryou!\No!\Ryou response:	Why did this happen?
context: It's all because of this ceaseless rain.\When will this rain... finally end?\Ryou!\Stay with us!\Ryou!\No!\Ryou\Why did this happen? response:	I want to howl and cry,
context: When will this rain... finally end?\Ryou!\Stay with us!\Ryou!\No!\Ryou\Why did this happen?\I want to howl and cry, response:	but I can't even shed a tear.
context: Ryou!\Stay with us!\Ryou!\No!\Ryou\Why did this happen?\I want to howl and cry,\but I can't even shed a tear. response:	Your aunt has agreed to take care of you for a while.
context: Stay with us!\Ryou!\No!\Ryou\Why did this happen?\I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while. response:	No!
context: Ryou!\No!\Ryou\Why did this happen?\I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No! response:	I want to stay here.
context: No!\Ryou\Why did this happen?\I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No!\I want to stay here. response:	We have no more food.
context: Ryou\Why did this happen?\I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No!\I want to stay here.\We have no more food. response:	Please be brave.
context: Why did this happen?\I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No!\I want to stay here.\We have no more food.\Please be brave. response:	Once things improve,
context: I want to howl and cry,\but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No!\I want to stay here.\We have no more food.\Please be brave.\Once things improve, response:	you can live here again.
context: but I can't even shed a tear.\Your aunt has agreed to take care of you for a while.\No!\I want to stay here.\We have no more food.\Please be brave.\Once things improve,\you can live here again. response:	What horrible rain.
context: Your aunt has agreed to take care of you for a while.\No!\I want to stay here.\We have no more food.\Please be brave.\Once things improve,\you can live here again.\What horrible rain. response:	Wasn't that girl's home village devastated by rain?
context: No!\I want to stay here.\We have no more food.\Please be brave.\Once things improve,\you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain? response:	If this keeps up, we'll suffer the same fate.
context: I want to stay here.\We have no more food.\Please be brave.\Once things improve,\you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate. response:	It's as though she brought the rain with her.
context: We have no more food.\Please be brave.\Once things improve,\you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her. response:	The village is back to normal!
context: Please be brave.\Once things improve,\you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal! response:	It's as though she brought the rain with her.
context: Once things improve,\you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her. response:	No way. How can that be?
context: you can live here again.\What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be? response:	I don't know how this happened to me.
context: What horrible rain.\Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me. response:	All I know is that I have no home to return to
context: Wasn't that girl's home village devastated by rain?\If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to response:	and no place I can make my own.
context: If this keeps up, we'll suffer the same fate.\It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own. response:	I don't even have tears I can shed to accept that fact.
context: It's as though she brought the rain with her.\The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact. response:	We only have food from our stockpile, so it's nothing special, but please help yourself.
context: The village is back to normal!\It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself. response:	Shouldn't you save the celebrations until after the rain comes?
context: It's as though she brought the rain with her.\No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes? response:	People don't want to wait anymore.
context: No way. How can that be?\I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore. response:	Is today too early to hope?
context: I don't know how this happened to me.\All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope? response:	Yeah.
context: All I know is that I have no home to return to\and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope?\Yeah. response:	Hey, Miss Teru, do you think it'll be much longer?
context: and no place I can make my own.\I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer? response:	I'm sure it'll come very soon.
context: I don't even have tears I can shed to accept that fact.\We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon. response:	I wonder what's wrong.
context: We only have food from our stockpile, so it's nothing special, but please help yourself.\Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong. response:	Normally it would be here by now.
context: Shouldn't you save the celebrations until after the rain comes?\People don't want to wait anymore.\Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now. response:	Still no rain.
context: People don't want to wait anymore.\Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now.\Still no rain. response:	What could be the problem?
context: Is today too early to hope?\Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now.\Still no rain.\What could be the problem? response:	This isn't good.
context: Yeah.\Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now.\Still no rain.\What could be the problem?\This isn't good. response:	I'd better finish the well soon.
context: Hey, Miss Teru, do you think it'll be much longer?\I'm sure it'll come very soon.\I wonder what's wrong.\Normally it would be here by now.\Still no rain.\What could be the problem?\This isn't good.\I'd better finish the well soon. response:	Elder! Please let us talk to Miss Teru!
