context: OP end ED start response:	ED End
context: Yes. Happiness.\How about taking some tea?\Okay.\Actually, Kureha...\That's weird...\Where is it?\It's supposed to be here...\My, why are you two here? response:	You kept the military annuals here, right?
context: How about taking some tea?\Okay.\Actually, Kureha...\That's weird...\Where is it?\It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right? response:	Kanata wanted to know more about Princess Iliya.
context: Okay.\Actually, Kureha...\That's weird...\Where is it?\It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya. response:	I'm sorry.
context: Actually, Kureha...\That's weird...\Where is it?\It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry. response:	I don't know where it would be other than there.
context: That's weird...\Where is it?\It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there. response:	Miss Naomi might have a copy!
context: Where is it?\It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy! response:	I'll ask next time I see her.
context: It's supposed to be here...\My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her. response:	Okay.
context: My, why are you two here?\You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her.\Okay. response:	Princess Iliya was the first daughter of the current Archduke Arkadia.
context: You kept the military annuals here, right?\Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia. response:	I think I told you before, but she was an amazing tankman.
context: Kanata wanted to know more about Princess Iliya.\I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman. response:	Klaus said something like if she were still alive when he was here, right?
context: I'm sorry.\I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right? response:	Yeah. She passed away. I think it was two years ago.
context: I don't know where it would be other than there.\Miss Naomi might have a copy!\I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago. response:	In the war?
context: Miss Naomi might have a copy!\I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war? response:	No.
context: I'll ask next time I see her.\Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war?\No. response:	Her Highness was assigned to the royal guard,
context: Okay.\Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war?\No.\Her Highness was assigned to the royal guard, response:	but she took to wandering the country encouraging national pride.
context: Princess Iliya was the first daughter of the current Archduke Arkadia.\I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war?\No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride. response:	And as she was traveling between cities, she tried to save a drowning child.
context: I think I told you before, but she was an amazing tankman.\Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war?\No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child. response:	To tell the truth, I'm relieved.
context: Klaus said something like if she were still alive when he was here, right?\Yeah. She passed away. I think it was two years ago.\In the war?\No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved. response:	It was just a rumor, but...
context: Yeah. She passed away. I think it was two years ago.\In the war?\No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but... response:	Iliya...
context: In the war?\No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya... response:	Miss Kanata!
context: No.\Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya...\Miss Kanata! response:	Sister Yumina?
context: Her Highness was assigned to the royal guard,\but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya...\Miss Kanata!\Sister Yumina? response:	And this is...
context: but she took to wandering the country encouraging national pride.\And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya...\Miss Kanata!\Sister Yumina?\And this is... response:	Rio, it's Kanata.
context: And as she was traveling between cities, she tried to save a drowning child.\To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya...\Miss Kanata!\Sister Yumina?\And this is...\Rio, it's Kanata. response:	Um...
context: To tell the truth, I'm relieved.\It was just a rumor, but...\Iliya...\Miss Kanata!\Sister Yumina?\And this is...\Rio, it's Kanata.\Um... response:	Sister Yumina...
context: It was just a rumor, but...\Iliya...\Miss Kanata!\Sister Yumina?\And this is...\Rio, it's Kanata.\Um...\Sister Yumina... response:	She brought Yuuko here - oh, Yuuko is Martin's daughter.
context: Iliya...\Miss Kanata!\Sister Yumina?\And this is...\Rio, it's Kanata.\Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter. response:	But actually, an old lady named Jacquotte - she lives alone in the mountains -
context: Miss Kanata!\Sister Yumina?\And this is...\Rio, it's Kanata.\Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains - response:	sometimes I buy vegetables from her in the morning -
context: Sister Yumina?\And this is...\Rio, it's Kanata.\Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning - response:	oh, right! Didn't you say you liked those pickled vegetables?
context: And this is...\Rio, it's Kanata.\Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables? response:	Madame Jacquotte grew those vegetables.
context: Rio, it's Kanata.\Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables. response:	But no one has seen Madame Jacquotte recently...
context: Um...\Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently... response:	And she hasn't looked very healthy, either, so they're worried...
context: Sister Yumina...\She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried... response:	And she lives pretty deep in the mountains, so...
context: She brought Yuuko here - oh, Yuuko is Martin's daughter.\But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so... response:	I'll listen to whatever it is. Give me a minute.
context: But actually, an old lady named Jacquotte - she lives alone in the mountains -\sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute. response:	Thank you!
context: sometimes I buy vegetables from her in the morning -\oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you! response:	They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.
context: oh, right! Didn't you say you liked those pickled vegetables?\Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them. response:	But then she would be the third consort!
context: Madame Jacquotte grew those vegetables.\But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort! response:	The third one! Third!
context: But no one has seen Madame Jacquotte recently...\And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third! response:	Unbelievable, right?
context: And she hasn't looked very healthy, either, so they're worried...\And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third!\Unbelievable, right? response:	Practically a bargaining chip!
context: And she lives pretty deep in the mountains, so...\I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third!\Unbelievable, right?\Practically a bargaining chip! response:	But that fell through when she passed away,
context: I'll listen to whatever it is. Give me a minute.\Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third!\Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away, response:	so we kept fighting until we struck a truce this year.
context: Thank you!\They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third!\Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year. response:	Good grief.
context: They said that Princess Iliya was going to marry the emperor of the holy city, Rome, to improve relations with them.\But then she would be the third consort!\The third one! Third!\Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief. response:	So we're finally here.
context: But then she would be the third consort!\The third one! Third!\Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here. response:	A half-built house?
context: The third one! Third!\Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here.\A half-built house? response:	Didn't you say she lived alone?
context: Unbelievable, right?\Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here.\A half-built house?\Didn't you say she lived alone? response:	That's what I heard.
context: Practically a bargaining chip!\But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here.\A half-built house?\Didn't you say she lived alone?\That's what I heard. response:	Madame?
context: But that fell through when she passed away,\so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here.\A half-built house?\Didn't you say she lived alone?\That's what I heard.\Madame? response:	I see. So Yuuko sent you.
context: so we kept fighting until we struck a truce this year.\Good grief.\So we're finally here.\A half-built house?\Didn't you say she lived alone?\That's what I heard.\Madame?\I see. So Yuuko sent you. response:	Right.
