context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: We managed to stop the Magic Giant, but our guild's been destroyed!\During it all, Master Jose has come to attack Erza!\And the battle between Natsu and Gajeel is now reaching its conclusion!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: During it all, Master Jose has come to attack Erza!\And the battle between Natsu and Gajeel is now reaching its conclusion!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: And the battle between Natsu and Gajeel is now reaching its conclusion!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	Look!
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Look! response:	Our guild!
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Look!\Our guild! response:	Somebody do something!
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Look!\Our guild!\Somebody do something! response:	Damn it all!
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Look!\Our guild!\Somebody do something!\Damn it all! response:	The shades are still coming!
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Look!\Our guild!\Somebody do something!\Damn it all!\The shades are still coming! response:	That's right... Even if our guild's been destroyed...
context: Your eyes, always looking straight ahead,\can surely see the light!\Look!\Our guild!\Somebody do something!\Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed... response:	Our fight isn't over yet!
context: can surely see the light!\Look!\Our guild!\Somebody do something!\Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet! response:	Yeah!
context: Look!\Our guild!\Somebody do something!\Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah! response:	Fairy Law!
context: Our guild!\Somebody do something!\Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah!\Fairy Law! response:	I'm going to pay you back for everything!
context: Somebody do something!\Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah!\Fairy Law!\I'm going to pay you back for everything! response:	I'll show you that picking a fight with Fairy Tail was a mistake!
context: Damn it all!\The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah!\Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake! response:	Who the hell do you think I am?
context: The shades are still coming!\That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah!\Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am? response:	You trash!
context: That's right... Even if our guild's been destroyed...\Our fight isn't over yet!\Yeah!\Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash! response:	Hard Fist of the Iron Dragon!
context: Our fight isn't over yet!\Yeah!\Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon! response:	I am... the strongest...
context: Yeah!\Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon!\I am... the strongest... response:	This is the end for you!
context: Fairy Law!\I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you! response:	Blazing Fire Dragon Fist!
context: I'm going to pay you back for everything!\I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist! response:	This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...
context: I'll show you that picking a fight with Fairy Tail was a mistake!\Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza... response:	And this is for destroying our guild!
context: Who the hell do you think I am?\You trash!\Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild! response:	Al, that light!
context: You trash!\Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light! response:	It's Natsu!
context: Hard Fist of the Iron Dragon!\I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light!\It's Natsu! response:	Are you kidding me?
context: I am... the strongest...\This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light!\It's Natsu!\Are you kidding me? response:	Gajeel lost?
context: This is the end for you!\Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light!\It's Natsu!\Are you kidding me?\Gajeel lost? response:	Natsu!
context: Blazing Fire Dragon Fist!\This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light!\It's Natsu!\Are you kidding me?\Gajeel lost?\Natsu! response:	Natsu!
context: This is for Levy, Jet, Droy, Nab, Macao, Gramps, Erza...\And this is for destroying our guild!\Al, that light!\It's Natsu!\Are you kidding me?\Gajeel lost?\Natsu!\Natsu! response:	Natsu!
context: And this is for destroying our guild!\Al, that light!\It's Natsu!\Are you kidding me?\Gajeel lost?\Natsu!\Natsu!\Natsu! response:	Natsu won!
context: Al, that light!\It's Natsu!\Are you kidding me?\Gajeel lost?\Natsu!\Natsu!\Natsu!\Natsu won! response:	That d-damn... tra...
context: It's Natsu!\Are you kidding me?\Gajeel lost?\Natsu!\Natsu!\Natsu!\Natsu won!\That d-damn... tra... response:	Now... we're even.
context: Are you kidding me?\Gajeel lost?\Natsu!\Natsu!\Natsu!\Natsu won!\That d-damn... tra...\Now... we're even. response:	Natsu!
context: Gajeel lost?\Natsu!\Natsu!\Natsu!\Natsu won!\That d-damn... tra...\Now... we're even.\Natsu! response:	I can't move right now...
context: Natsu!\Natsu!\Natsu!\Natsu won!\That d-damn... tra...\Now... we're even.\Natsu!\I can't move right now... response:	Sheesh...
context: Natsu!\Natsu!\Natsu won!\That d-damn... tra...\Now... we're even.\Natsu!\I can't move right now...\Sheesh... response:	You really overdo it, you know that?
context: Natsu!\Natsu won!\That d-damn... tra...\Now... we're even.\Natsu!\I can't move right now...\Sheesh...\You really overdo it, you know that? response:	Aye! He's Natsu all right!
context: Natsu won!\That d-damn... tra...\Now... we're even.\Natsu!\I can't move right now...\Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right! response:	But... that was kinda cool.
context: That d-damn... tra...\Now... we're even.\Natsu!\I can't move right now...\Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool. response:	Damn...
context: Now... we're even.\Natsu!\I can't move right now...\Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool.\Damn... response:	He's on a whole'nother level.
context: Natsu!\I can't move right now...\Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool.\Damn...\He's on a whole'nother level. response:	Is this... Is this what it means to be a Fairy Tail wizard?
context: I can't move right now...\Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool.\Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard? response:	I like it!
context: Sheesh...\You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool.\Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it! response:	What?
context: You really overdo it, you know that?\Aye! He's Natsu all right!\But... that was kinda cool.\Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What? response:	Nevermind.
context: Aye! He's Natsu all right!\But... that was kinda cool.\Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What?\Nevermind. response:	Our dragons have run quite amuck.
context: But... that was kinda cool.\Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What?\Nevermind.\Our dragons have run quite amuck. response:	It doesn't seem like you accounted for Natsu's battle strength.
context: Damn...\He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What?\Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength. response:	He is just as powerful than I, if not moreso!
context: He's on a whole'nother level.\Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What?\Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso! response:	Enough with the modesty, Titania Erza.
context: Is this... Is this what it means to be a Fairy Tail wizard?\I like it!\What?\Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza. response:	Your magical power is indeed amazing.
context: I like it!\What?\Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing. response:	I have never met a wizard who could hold out against me for so long.
context: What?\Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long. response:	If you hadn't taken damage from Jupiter, I suspect we may have had a better match.
context: Nevermind.\Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match. response:	I can't stand Makarov having a wizard this powerful in his or any other guild.
context: Our dragons have run quite amuck.\It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild. response:	Do you understand why I didn't finish Makarov off before?
context: It doesn't seem like you accounted for Natsu's battle strength.\He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before? response:	Despair!
context: He is just as powerful than I, if not moreso!\Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair! response:	It was to put him in despair!
context: Enough with the modesty, Titania Erza.\Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair! response:	When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?
context: Your magical power is indeed amazing.\I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel? response:	Crestfallen, I'm sure.
context: I have never met a wizard who could hold out against me for so long.\If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure. response:	I'll destroy that man with despair and sadness never-ending. I will not let him rest!
context: If you hadn't taken damage from Jupiter, I suspect we may have had a better match.\I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest! response:	He'll suffer, and suffer, and suffer some more...'Till the end of his days!
context: I can't stand Makarov having a wizard this powerful in his or any other guild.\Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days! response:	You villain!
context: Do you understand why I didn't finish Makarov off before?\Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain! response:	Phantom Lord was always the number 1 guild.
context: Despair!\It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild. response:	We had the most powerful magic, the most talented people, and the most money in the country.
context: It was to put him in despair!\When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country. response:	But in these past few years Fairy Tail has suddenly gotten powerful.
context: When he wakes up and sees his beloved guild and his beloved guild members destroyed... How will he feel?\Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful. response:	Erza, Laxus, Mystogan...
context: Crestfallen, I'm sure.\I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan... response:	Those names were heard even in our city, and rumors of Salamander spread throughout the country.
context: I'll destroy that man with despair and sadness never-ending. I will not let him rest!\He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country. response:	And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.
context: He'll suffer, and suffer, and suffer some more...'Till the end of his days!\You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country. response:	I don't like it.
context: You villain!\Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it. response:	Especially when your guild was once crappy and weak!
context: Phantom Lord was always the number 1 guild.\We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak! response:	Silence!
context: We had the most powerful magic, the most talented people, and the most money in the country.\But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak!\Silence! response:	Are you saying you started this war all because of some petty jealousy?!
context: But in these past few years Fairy Tail has suddenly gotten powerful.\Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?! response:	Jealousy?
context: Erza, Laxus, Mystogan...\Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy? response:	Of course not!
context: Those names were heard even in our city, and rumors of Salamander spread throughout the country.\And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not! response:	I wanted to show everyone our superiority!
context: And at some point suddenly Phantom Lord and Fairy Tail became the two signature guilds of this country.\I don't like it.\Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not!\I wanted to show everyone our superiority! response:	What a... What a worthless reason!
context: I don't like it.\Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason! response:	I've long had a distaste for your guild, so the trigger to go to war was but a trifle.
context: Especially when your guild was once crappy and weak!\Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle. response:	A request to return the first daughter of the Heartfilia Konzern.
context: Silence!\Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern. response:	Lucy?
context: Are you saying you started this war all because of some petty jealousy?!\Jealousy?\Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy? response:	A daughter of one of the richest families in the country in Fairy Tail?
context: Jealousy?\Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail? response:	How big must you get before you're satisfied?!
context: Of course not!\I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?! response:	If you bastards can use the Heartfilia's money as you wish,
context: I wanted to show everyone our superiority!\What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish, response:	there's no mistaking that you could gain power greater than ours.
context: What a... What a worthless reason!\I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours. response:	That, I cannot allow.
context: I've long had a distaste for your guild, so the trigger to go to war was but a trifle.\A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours.\That, I cannot allow. response:	Making such a big deal about who's on top... It's pitiful.
context: A request to return the first daughter of the Heartfilia Konzern.\Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours.\That, I cannot allow.\Making such a big deal about who's on top... It's pitiful. response:	But it's your lack of information gathering that's laughable!
context: Lucy?\A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours.\That, I cannot allow.\Making such a big deal about who's on top... It's pitiful.\But it's your lack of information gathering that's laughable! response:	What?
context: A daughter of one of the richest families in the country in Fairy Tail?\How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours.\That, I cannot allow.\Making such a big deal about who's on top... It's pitiful.\But it's your lack of information gathering that's laughable!\What? response:	Lucy ran away from home.
context: How big must you get before you're satisfied?!\If you bastards can use the Heartfilia's money as you wish,\there's no mistaking that you could gain power greater than ours.\That, I cannot allow.\Making such a big deal about who's on top... It's pitiful.\But it's your lack of information gathering that's laughable!\What?\Lucy ran away from home. response:	You think she uses her family's money?
