context: A celestial nymph? response:	Uh, hi...
context: That was a long bathroom break.\Where in the world did you go loitering about?\Tomoe!\What is wrong?\You are trembling!\What happened?\Trembling?\I am? response:	I'm so glad my legs didn't give way.
context: Where in the world did you go loitering about?\Tomoe!\What is wrong?\You are trembling!\What happened?\Trembling?\I am?\I'm so glad my legs didn't give way. response:	You met Jirou?
context: Tomoe!\What is wrong?\You are trembling!\What happened?\Trembling?\I am?\I'm so glad my legs didn't give way.\You met Jirou? response:	And you didn't suffer any injuries, did you?
context: What is wrong?\You are trembling!\What happened?\Trembling?\I am?\I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you? response:	Uh, actually, I'm the one who met him.
context: You are trembling!\What happened?\Trembling?\I am?\I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him. response:	All he did was grab me by the arm,
context: What happened?\Trembling?\I am?\I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm, response:	but I guess this mountain is forbidden to women.
context: Trembling?\I am?\I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women. response:	I had no idea and walked all over the place.
context: I am?\I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place. response:	Thank goodness that nothing serious happened.
context: I'm so glad my legs didn't give way.\You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened. response:	I'm over here!
context: You met Jirou?\And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here! response:	I must say, I had heard tales of his violence, but I never expected him to be such a brute.
context: And you didn't suffer any injuries, did you?\Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute. response:	Raising a fist in anger has always been his first response. Truly, I should've known that.
context: Uh, actually, I'm the one who met him.\All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that. response:	I'll have a different restroom readied right away.
context: All he did was grab me by the arm,\but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away. response:	Grr
context: but I guess this mountain is forbidden to women.\I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr response:	Grr
context: I had no idea and walked all over the place.\Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr\Grr response:	Grr
context: Thank goodness that nothing serious happened.\I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr\Grr\Grr response:	Grr
context: I'm over here!\I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr\Grr\Grr\Grr response:	Grr
context: I must say, I had heard tales of his violence, but I never expected him to be such a brute.\Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr\Grr\Grr\Grr\Grr response:	Grr
context: Raising a fist in anger has always been his first response. Truly, I should've known that.\I'll have a different restroom readied right away.\Grr\Grr\Grr\Grr\Grr\Grr response:	Grr
context: I'll have a different restroom readied right away.\Grr\Grr\Grr\Grr\Grr\Grr\Grr response:	Grr
context: Grr\Grr\Grr\Grr\Grr\Grr\Grr\Grr response:	Suirou! Why won't you look at me?!
context: Grr\Grr\Grr\Grr\Grr\Grr\Grr\Suirou! Why won't you look at me?! response:	You must pardon me for that.
context: Grr\Grr\Grr\Grr\Grr\Grr\Suirou! Why won't you look at me?!\You must pardon me for that. response:	I've lived here for so long.
context: Grr\Grr\Grr\Grr\Grr\Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long. response:	I'm not accustomed to interacting with women.
context: Grr\Grr\Grr\Grr\Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women. response:	Especially beautiful maidens, such as yourself.
context: Grr\Grr\Grr\Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself. response:	Beautiful, even with a race paddle
context: Grr\Grr\Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle response:	Somehow, coming from this guy, that doesn't feel like a compliment at all.
context: Grr\Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all. response:	Beautiful, even with a race paddle
context: Suirou! Why won't you look at me?!\You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: You must pardon me for that.\I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: I've lived here for so long.\I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: I'm not accustomed to interacting with women.\Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Especially beautiful maidens, such as yourself.\Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Somehow, coming from this guy, that doesn't feel like a compliment at all.\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
context: Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle\Beautiful, even with a race paddle response:	Beautiful, even with a race paddle
