context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: The wizards belong to various guilds and perform jobs on commission.\There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice? response:	Oh, yeah! It's hoarse from yelling.
context: There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling. response:	Oh, yeah! Until your heart can hear it...
context: And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it... response:	Oh, yeah! Oh, yeah!
context: A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah! response:	The moon and sun high-five.
context: Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five. response:	Are you sure you're not forgetting something?
context: Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something? response:	When you're not here to make me laugh,
context: I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh, response:	even what I'm looking for can't be found.
context: Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found. response:	Snowing, be honest with yourself and smile,
context: Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile, response:	because when two people lay close, time overlaps.
context: Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps. response:	Fairy, where are you going?
context: Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going? response:	I'll gather all the light, and shine down on your tomorrow!
context: The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow! response:	Don't say goodbye!
context: Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye! response:	Previously on Fairy Tail!
context: When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail! response:	Save my dad!
context: even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail!\Save my dad! response:	Give Macao back!
context: Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail!\Save my dad!\Give Macao back! response:	Guess I owe you one.
context: because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail!\Save my dad!\Give Macao back!\Guess I owe you one. response:	Natsu, Gray... lend me your power.
context: Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail!\Save my dad!\Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power. response:	I'll tag along, but I have one condition.
context: I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Previously on Fairy Tail!\Save my dad!\Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition. response:	When we get back, let's have a match!
context: Don't say goodbye!\Previously on Fairy Tail!\Save my dad!\Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match! response:	I'll take you on.
context: Previously on Fairy Tail!\Save my dad!\Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on. response:	Why are you doing this?
context: Save my dad!\Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on.\Why are you doing this? response:	Eisenwald may have been destroyed, but the root of the problem still remains unresolved.
context: Give Macao back!\Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved. response:	The number of dark guilds rivals that of the stars themselves.
context: Guess I owe you one.\Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves. response:	Then we should come up with a plan to wipe them all out at once.
context: Natsu, Gray... lend me your power.\I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once. response:	But, how?
context: I'll tag along, but I have one condition.\When we get back, let's have a match!\I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how? response:	I will not stand for Zeref's magic falling into their hands again!
context: When we get back, let's have a match!\I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again! response:	And how was it that they obtained such magic so easily in the first place?
context: I'll take you on.\Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place? response:	Blame goes all the way up to the administrative level.
context: Why are you doing this?\Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level. response:	At any rate...
context: Eisenwald may have been destroyed, but the root of the problem still remains unresolved.\The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate... response:	It seems like this time we were saved by that thorn in our sides, Fairy Tail.
context: The number of dark guilds rivals that of the stars themselves.\Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail. response:	They destroyed a whole dark guild with just 4 or 5 people. Impressive.
context: Then we should come up with a plan to wipe them all out at once.\But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive. response:	I know it's not something you want to accept, but that's reality.
context: But, how?\I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality. response:	We would be in dire straits if the Lullaby had actually killed those guild masters.
context: I will not stand for Zeref's magic falling into their hands again!\And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters. response:	It would have cost the heads of many of us standing here.
context: And how was it that they obtained such magic so easily in the first place?\Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here. response:	Fool! You intend to lay blame even on the Council itself?
context: Blame goes all the way up to the administrative level.\At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself? response:	Enough of this!
context: At any rate...\It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this! response:	Their tendency for wanton destruction gives me headaches! This time too!
context: It seems like this time we were saved by that thorn in our sides, Fairy Tail.\They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too! response:	Yes... We must repay them for their kindness.
context: They destroyed a whole dark guild with just 4 or 5 people. Impressive.\I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness. response:	Natsu vs. Erza!
context: I know it's not something you want to accept, but that's reality.\We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza! response:	The incident with Eisenwald targeting the guild masters during their regular meeting
context: We would be in dire straits if the Lullaby had actually killed those guild masters.\It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting response:	became big news immediately and everyone in the country learned of it.
context: It would have cost the heads of many of us standing here.\Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it. response:	I would have never believed I'd be at the center of such a huge event.
context: Fool! You intend to lay blame even on the Council itself?\Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event. response:	Even so, I'm living my day to day life just like I always do.
context: Enough of this!\Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do. response:	Sometimes I think back on what happened and get all excited, though.
context: Their tendency for wanton destruction gives me headaches! This time too!\Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though. response:	I got wind that most of Eisenwald's members were arrested, including that guy named Kage.
context: Yes... We must repay them for their kindness.\Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage. response:	Well, I guess that's expected.
context: Natsu vs. Erza!\The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected. response:	The one thing that scares me is they don't seem to have caught Erigor.
context: The incident with Eisenwald targeting the guild masters during their regular meeting\became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor. response:	What'll I do if he comes to take revenge on Fairy Tail?
context: became big news immediately and everyone in the country learned of it.\I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail? response:	But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!
context: I would have never believed I'd be at the center of such a huge event.\Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team! response:	Plus: Happy and I are there, too!
context: Even so, I'm living my day to day life just like I always do.\Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too! response:	This guild's the best, so don't worry, Mom.
context: Sometimes I think back on what happened and get all excited, though.\I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom. response:	I'm doing just fine.
context: I got wind that most of Eisenwald's members were arrested, including that guy named Kage.\Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine. response:	Keep this a secret from Dad,'kay?
context: Well, I guess that's expected.\The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay? response:	Maybe I'll do some shopping today.
context: The one thing that scares me is they don't seem to have caught Erigor.\What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today. response:	Thrilling adventures are great and all, but you can't beat relaxing at home!
context: What'll I do if he comes to take revenge on Fairy Tail?\But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home! response:	Rent for this place is 70,000 jewel? That's really cheap.
context: But I'll be okay! Natsu, Erza, and Gray are Fairy Tail's strongest team!\Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap. response:	You found yourself a nice pad, Lucy!
context: Plus: Happy and I are there, too!\This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy! response:	Trespassing!
context: This guild's the best, so don't worry, Mom.\I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing! response:	And don't strip in other people's homes!
context: I'm doing just fine.\Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes! response:	Hold it! It's a misunderstanding!
context: Keep this a secret from Dad,'kay?\Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding! response:	I was already naked when I arrived.
context: Maybe I'll do some shopping today.\Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived. response:	Leave.
context: Thrilling adventures are great and all, but you can't beat relaxing at home!\Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave. response:	Today's the day, remember?
context: Rent for this place is 70,000 jewel? That's really cheap.\You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave.\Today's the day, remember? response:	I figured you'd forget, so I came to get you.
context: You found yourself a nice pad, Lucy!\Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you. response:	Huh?
context: Trespassing!\And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh? response:	Yup, you forgot.
context: And don't strip in other people's homes!\Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot. response:	Natsu said so before we left, right?
context: Hold it! It's a misunderstanding!\I was already naked when I arrived.\Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot.\Natsu said so before we left, right? response:	Get'em!
context: I was already naked when I arrived.\Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot.\Natsu said so before we left, right?\Get'em! response:	Fight, Erza!
context: Leave.\Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot.\Natsu said so before we left, right?\Get'em!\Fight, Erza! response:	Natsu!
context: Today's the day, remember?\I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot.\Natsu said so before we left, right?\Get'em!\Fight, Erza!\Natsu! response:	Natsu and Erza are fighting!
context: I figured you'd forget, so I came to get you.\Huh?\Yup, you forgot.\Natsu said so before we left, right?\Get'em!\Fight, Erza!\Natsu!\Natsu and Erza are fighting! response:	W-Wait, they were serious?
context: Huh?\Yup, you forgot.\Natsu said so before we left, right?\Get'em!\Fight, Erza!\Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious? response:	Oh! Hi, Lucy!
context: Yup, you forgot.\Natsu said so before we left, right?\Get'em!\Fight, Erza!\Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy! response:	Serious as can be! If they didn't take this seriously, they couldn't call themselves men!
context: Natsu said so before we left, right?\Get'em!\Fight, Erza!\Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men! response:	Erza's a woman, you know.
context: Get'em!\Fight, Erza!\Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know. response:	More like a female monster.
context: Fight, Erza!\Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster. response:	But if two of the people in the strongest team clash...
context: Natsu!\Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash... response:	Strongest team?
context: Natsu and Erza are fighting!\W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash...\Strongest team? response:	What're you talking about?
context: W-Wait, they were serious?\Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash...\Strongest team?\What're you talking about? response:	You, Natsu, and Erza, duh!
context: Oh! Hi, Lucy!\Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash...\Strongest team?\What're you talking about?\You, Natsu, and Erza, duh! response:	You're the top three in Fairy Tail, right?
context: Serious as can be! If they didn't take this seriously, they couldn't call themselves men!\Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash...\Strongest team?\What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right? response:	Huh? That's just dumb. Who told you that?
context: Erza's a woman, you know.\More like a female monster.\But if two of the people in the strongest team clash...\Strongest team?\What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that? response:	Oh, it was Mira-chan...
context: More like a female monster.\But if two of the people in the strongest team clash...\Strongest team?\What're you talking about?\You, Natsu, and Erza, duh!\You're the top three in Fairy Tail, right?\Huh? That's just dumb. Who told you that?\Oh, it was Mira-chan... response:	You made her cry!
