context: = LOGO START = response:	= LOGO END =
context: Even if all my fortunes were taken away, I'd still have my love for you.\Craft Lawrence is nothing but a coward.\Amarty...\Don't be stupid!\Geez, I warned you.\You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations. response:	You mean you let your guard down.
context: Craft Lawrence is nothing but a coward.\Amarty...\Don't be stupid!\Geez, I warned you.\You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations.\You mean you let your guard down. response:	Be honest.
context: Amarty...\Don't be stupid!\Geez, I warned you.\You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations.\You mean you let your guard down.\Be honest. response:	You're right.
context: Don't be stupid!\Geez, I warned you.\You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations.\You mean you let your guard down.\Be honest.\You're right. response:	So, what did you want to ask?
context: Geez, I warned you.\You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations.\You mean you let your guard down.\Be honest.\You're right.\So, what did you want to ask? response:	If you're after a loan, I can't help you.
context: You were so full of confidence before, but look at you now.\This was unforeseen.\Completely outside my expectations.\You mean you let your guard down.\Be honest.\You're right.\So, what did you want to ask?\If you're after a loan, I can't help you. response:	I want to know which way the wind is blowing.
context: This was unforeseen.\Completely outside my expectations.\You mean you let your guard down.\Be honest.\You're right.\So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing. response:	Like setting sail and going out to sea,
context: Completely outside my expectations.\You mean you let your guard down.\Be honest.\You're right.\So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea, response:	for an outsider like myself, the day to day market trends are unpredictable.
context: You mean you let your guard down.\Be honest.\You're right.\So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable. response:	Give it up.
context: Be honest.\You're right.\So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up. response:	You can't stop its value from rising any more than you can stop a raging horse.
context: You're right.\So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse. response:	The auction placards only increase in number the more they're sold.
context: So, what did you want to ask?\If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold. response:	There are no signs that prices will be falling anytime soon.
context: If you're after a loan, I can't help you.\I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon. response:	Unless you're an omnipotent god, there's no way you can change that.
context: I want to know which way the wind is blowing.\Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that. response:	Then I'll just have to play god.
context: Like setting sail and going out to sea,\for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god. response:	I doubt Amarty will allow himself to be caught by a predictable price drop.
context: for an outsider like myself, the day to day market trends are unpredictable.\Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop. response:	Are you planning to crash the market?!
context: Give it up.\You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?! response:	That's my only choice, right?
context: You can't stop its value from rising any more than you can stop a raging horse.\The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right? response:	At any rate,
context: The auction placards only increase in number the more they're sold.\There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right?\At any rate, response:	I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.
context: There are no signs that prices will be falling anytime soon.\Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow. response:	A ploy that Amarty wouldn't be able to read...
context: Unless you're an omnipotent god, there's no way you can change that.\Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read... response:	A ploy that will crash the market...
context: Then I'll just have to play god.\I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market... response:	Could such a trick exist?
context: I doubt Amarty will allow himself to be caught by a predictable price drop.\Are you planning to crash the market?!\That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist? response:	Take a look at these!
context: Are you planning to crash the market?!\That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist?\Take a look at these! response:	You're putting a lot on this!
context: That's my only choice, right?\At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist?\Take a look at these!\You're putting a lot on this! response:	Are you leaving the wheat business for mining?
context: At any rate,\I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist?\Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining? response:	Rumor has it its value will double by tomorrow.
context: I've got to turn all that pyrite he bought into plain rocks by sunset tomorrow.\A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist?\Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow. response:	Double? Are you sure?
context: A ploy that Amarty wouldn't be able to read...\A ploy that will crash the market...\Could such a trick exist?\Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure? response:	Almost certain.
context: A ploy that will crash the market...\Could such a trick exist?\Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain. response:	If you close up shop for the festival, you'll miss a chance to set sail!
context: Could such a trick exist?\Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail! response:	This is no time to be seriously buying wheat, eh?
context: Take a look at these!\You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh? response:	Mr. Lawrence!
context: You're putting a lot on this!\Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence! response:	A letter?
context: Are you leaving the wheat business for mining?\Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter? response:	I wrote it just a moment ago at the request of your companion.
context: Rumor has it its value will double by tomorrow.\Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion. response:	200 silver in cash,
context: Double? Are you sure?\Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash, response:	300 silver worth of pyrite, and 200 silver in saleable property...
context: Almost certain.\If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property... response:	These are Amarty's assets!
context: If you close up shop for the festival, you'll miss a chance to set sail!\This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets! response:	Horo...
context: This is no time to be seriously buying wheat, eh?\Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo... response:	This is...
context: Mr. Lawrence!\A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo...\This is... response:	Amarty's handwriting?
context: A letter?\I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo...\This is...\Amarty's handwriting? response:	That Horo.
context: I wrote it just a moment ago at the request of your companion.\200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo...\This is...\Amarty's handwriting?\That Horo. response:	Did she make him sign another crazy contract?
context: 200 silver in cash,\300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo...\This is...\Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract? response:	Take out all the cash I stored here!
context: 300 silver worth of pyrite, and 200 silver in saleable property...\These are Amarty's assets!\Horo...\This is...\Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here! response:	All of it!
context: These are Amarty's assets!\Horo...\This is...\Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it! response:	What's up with him?
context: Horo...\This is...\Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it!\What's up with him? response:	It's that guy, remember?
context: This is...\Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it!\What's up with him?\It's that guy, remember? response:	Hey!
context: Amarty's handwriting?\That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it!\What's up with him?\It's that guy, remember?\Hey! response:	Watch where you're going!
context: That Horo.\Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it!\What's up with him?\It's that guy, remember?\Hey!\Watch where you're going! response:	Excuse me.
context: Did she make him sign another crazy contract?\Take out all the cash I stored here!\All of it!\What's up with him?\It's that guy, remember?\Hey!\Watch where you're going!\Excuse me. response:	O-Okay...
context: Take out all the cash I stored here!\All of it!\What's up with him?\It's that guy, remember?\Hey!\Watch where you're going!\Excuse me.\O-Okay... response:	Good evening.
context: All of it!\What's up with him?\It's that guy, remember?\Hey!\Watch where you're going!\Excuse me.\O-Okay...\Good evening. response:	You don't have to be so wary.
context: What's up with him?\It's that guy, remember?\Hey!\Watch where you're going!\Excuse me.\O-Okay...\Good evening.\You don't have to be so wary. response:	I just came to talk business.
context: It's that guy, remember?\Hey!\Watch where you're going!\Excuse me.\O-Okay...\Good evening.\You don't have to be so wary.\I just came to talk business. response:	That's all the more reason to put up my guard.
context: Hey!\Watch where you're going!\Excuse me.\O-Okay...\Good evening.\You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard. response:	Might you have a moment?
context: Watch where you're going!\Excuse me.\O-Okay...\Good evening.\You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment? response:	Of course.
context: Excuse me.\O-Okay...\Good evening.\You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment?\Of course. response:	You said business talk, right?
context: O-Okay...\Good evening.\You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment?\Of course.\You said business talk, right? response:	Frequently as of late, television programs have been
context: Good evening.\You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment?\Of course.\You said business talk, right?\Frequently as of late, television programs have been response:	illegally misappropriated for use on the internet. Distribution
context: You don't have to be so wary.\I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment?\Of course.\You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution response:	of this program on the internet is crazy awesome
context: I just came to talk business.\That's all the more reason to put up my guard.\Might you have a moment?\Of course.\You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome response:	and we encourage you to keep at it. Remember to seed!
context: That's all the more reason to put up my guard.\Might you have a moment?\Of course.\You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed! response:	Yes.
context: Might you have a moment?\Of course.\You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes. response:	What exactly are you planning?
context: Of course.\You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning? response:	I'll get right to it.
context: You said business talk, right?\Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning?\I'll get right to it. response:	I'd like to sell you some pyrite.
context: Frequently as of late, television programs have been\illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite. response:	I'd like to sell you some pyrite.
context: illegally misappropriated for use on the internet. Distribution\of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite. response:	500 Trenni silver worth, at its current market value.
context: of this program on the internet is crazy awesome\and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value. response:	You're joking.
context: and we encourage you to keep at it. Remember to seed!\Yes.\What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking. response:	It's no joke.
context: Yes.\What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking.\It's no joke. response:	Surely you're aware that I'm profiting off pyrite resale.
context: What exactly are you planning?\I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking.\It's no joke.\Surely you're aware that I'm profiting off pyrite resale. response:	What do you mean to accomplish by selling it to me?
context: I'll get right to it.\I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking.\It's no joke.\Surely you're aware that I'm profiting off pyrite resale.\What do you mean to accomplish by selling it to me? response:	Could the rumors that you'd give up Horo as long as you get the money be true?
context: I'd like to sell you some pyrite.\I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking.\It's no joke.\Surely you're aware that I'm profiting off pyrite resale.\What do you mean to accomplish by selling it to me?\Could the rumors that you'd give up Horo as long as you get the money be true? response:	By the name of St. Lambardos who watches over the Rowen Trading Guild from heaven,
context: I'd like to sell you some pyrite.\500 Trenni silver worth, at its current market value.\You're joking.\It's no joke.\Surely you're aware that I'm profiting off pyrite resale.\What do you mean to accomplish by selling it to me?\Could the rumors that you'd give up Horo as long as you get the money be true?\By the name of St. Lambardos who watches over the Rowen Trading Guild from heaven, response:	I swear that I shall profess my sincere love to her!
