context: Military Tribunal 54 is hereby convened. response:	The charge.
context: and everything that was called off, we'll start up again.\Don't you worry! Once we get to the Moon, I know everything will be okay!\You're late!\You're the one who asked me to meet you!\We were supposed to meet at 10, right?\Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever. response:	Miss Rukino. The reason I asked to meet you is
context: Don't you worry! Once we get to the Moon, I know everything will be okay!\You're late!\You're the one who asked me to meet you!\We were supposed to meet at 10, right?\Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is response:	Miss Rukino?
context: You're late!\You're the one who asked me to meet you!\We were supposed to meet at 10, right?\Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino? response:	You're planning to talk on the sidewalk?
context: You're the one who asked me to meet you!\We were supposed to meet at 10, right?\Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk? response:	I'm at 90! Nobu Lightning, coming in!
context: We were supposed to meet at 10, right?\Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in! response:	Nobu-what?
context: Me getting here first is the same as you keeping me waiting.\Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what? response:	It's this thing's name! Unit 3 or whatever is lame, you know?
context: Sorry...\Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know? response:	I know! I know what you mean!
context: Fine, whatever.\Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean! response:	Okay, it looks like this will let you fight for extended periods.
context: Miss Rukino. The reason I asked to meet you is\Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods. response:	Otamaya, how does Unit 1's
context: Miss Rukino?\You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's response:	Otamaya isn't here.
context: You're planning to talk on the sidewalk?\I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here. response:	He left for the photo shoot. For the new cabinet.
context: I'm at 90! Nobu Lightning, coming in!\Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet. response:	A minister... Minister...
context: Nobu-what?\It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister... response:	Me, a minister, can you believe it?
context: It's this thing's name! Unit 3 or whatever is lame, you know?\I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it? response:	Minister of Culture Science. Yusuke Otamaya
context: I know! I know what you mean!\Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya response:	Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho
context: Okay, it looks like this will let you fight for extended periods.\Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho response:	Your tie's crooked.
context: Otamaya, how does Unit 1's\Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked. response:	Minister of Finance. Kyuma Inuzuka
context: Otamaya isn't here.\He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka response:	So sorry, my good Minister of Land Transport.
context: He left for the photo shoot. For the new cabinet.\A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport. response:	Chief Cabinet Secretary: Satomi Renbokoji
context: A minister... Minister...\Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji response:	Minister for Foreign Affairs: Takahi Ninomiya
context: Me, a minister, can you believe it?\Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya response:	Isn't that dress a bit daring?
context: Minister of Culture Science. Yusuke Otamaya\Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring? response:	I have to dress the part in order to associate with foreign countries.
context: Minister of Land, Infrastructure, Transport and Tourism: Juto Bansho\Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries. response:	Minister of Health and Welfare: Rion Nanami
context: Your tie's crooked.\Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami response:	Is everyone here?
context: Minister of Finance. Kyuma Inuzuka\So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here? response:	Minister of Justice: Iori Kitagawa
context: So sorry, my good Minister of Land Transport.\Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa response:	No, Tokishima and Miss Rukino aren't here yet, and neither is
context: Chief Cabinet Secretary: Satomi Renbokoji\Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is response:	Sorry I'm late!
context: Minister for Foreign Affairs: Takahi Ninomiya\Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late! response:	See? The me in medamayaki is a drawing of an eye!
context: Isn't that dress a bit daring?\I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye! response:	Me = eye; Medamayaki = sunny-side-up fried eggs.
context: I have to dress the part in order to associate with foreign countries.\Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs. response:	See? The egg for sunny-side-up is a manga eye!
context: Minister of Health and Welfare: Rion Nanami\Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye! response:	Pretty sweet, huh?
context: Is everyone here?\Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh? response:	Minister for Internal Affairs and Communications: Marie Nobi
context: Minister of Justice: Iori Kitagawa\No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi response:	If you want, we can all wear this shirt so we mat
context: No, Tokishima and Miss Rukino aren't here yet, and neither is\Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat response:	Vetoed!
context: Sorry I'm late!\See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed! response:	Prime Minister
context: See? The me in medamayaki is a drawing of an eye!\Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister response:	Shoko Sashinami
context: Me = eye; Medamayaki = sunny-side-up fried eggs.\See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister\Shoko Sashinami response:	Um, Miss Rukino?
context: See? The egg for sunny-side-up is a manga eye!\Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister\Shoko Sashinami\Um, Miss Rukino? response:	No! We said we'd talk after we got there.
context: Pretty sweet, huh?\Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister\Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there. response:	There it is! The one with the blue sign!
context: Minister for Internal Affairs and Communications: Marie Nobi\If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister\Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign! response:	There? But that's a place that serves alcohol!
context: If you want, we can all wear this shirt so we mat\Vetoed!\Prime Minister\Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol! response:	What's the big deal?
context: Vetoed!\Prime Minister\Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal? response:	We're cabinet ministers now!
context: Prime Minister\Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now! response:	We can just change the stupid law!
context: Shoko Sashinami\Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now!\We can just change the stupid law! response:	Flip this switch to the left... No, this can't be it.
context: Um, Miss Rukino?\No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it. response:	But these are the only switches...
context: No! We said we'd talk after we got there.\There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches... response:	Oh, this is the one!
context: There it is! The one with the blue sign!\There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one! response:	Ow! That's hot!
context: There? But that's a place that serves alcohol!\What's the big deal?\We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one!\Ow! That's hot! response:	I refuse to let you apologize to me.
context: What's the big deal?\We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me. response:	That's weird, he's not picking up.
context: We're cabinet ministers now!\We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up. response:	Miss Rukino isn't here, either.
context: We can just change the stupid law!\Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either. response:	Wait, you don't think they're together, do you?
context: Flip this switch to the left... No, this can't be it.\But these are the only switches...\Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you? response:	Is that Haruto?
context: But these are the only switches...\Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto? response:	No, it's from another address.
context: Oh, this is the one!\Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address. response:	Congratulations, Madam Prime Minister.
context: Ow! That's hot!\I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister. response:	Akira-chan, thanks for the text!
context: I refuse to let you apologize to me.\That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text! response:	Akira-chan, thanks for the text!
context: That's weird, he's not picking up.\Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text! response:	Youre welc
context: Miss Rukino isn't here, either.\Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc response:	I heard you!
context: Wait, you don't think they're together, do you?\Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc\I heard you! response:	Who's that?
context: Is that Haruto?\No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc\I heard you!\Who's that? response:	A friend! Akira Renbokoji!
context: No, it's from another address.\Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc\I heard you!\Who's that?\A friend! Akira Renbokoji! response:	Renbokoji?
context: Congratulations, Madam Prime Minister.\Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc\I heard you!\Who's that?\A friend! Akira Renbokoji!\Renbokoji? response:	Hey! Why is my little sister calling you?
context: Akira-chan, thanks for the text!\Akira-chan, thanks for the text!\Youre welc\I heard you!\Who's that?\A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you? response:	I'll take care of anything she needs done outside, so I'll thank you to butt out.
context: Akira-chan, thanks for the text!\Youre welc\I heard you!\Who's that?\A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out. response:	Oh, you have a little sister?
context: Youre welc\I heard you!\Who's that?\A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister? response:	Takahi, this is a personal matter!
context: I heard you!\Who's that?\A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter! response:	Have any pictures?
context: Who's that?\A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures? response:	Give it back, you girls!
context: A friend! Akira Renbokoji!\Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls! response:	No way it's Shoko's phone.
context: Renbokoji?\Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls!\No way it's Shoko's phone. response:	Hi, here!
context: Hey! Why is my little sister calling you?\I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls!\No way it's Shoko's phone.\Hi, here! response:	This is Rion Nanami the Health and Phys-Ed teacher.
context: I'll take care of anything she needs done outside, so I'll thank you to butt out.\Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls!\No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher. response:	I-It's nice to meet you!
context: Oh, you have a little sister?\Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls!\No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you! response:	I-I'm on the student council with your brother!
context: Takahi, this is a personal matter!\Have any pictures?\Give it back, you girls!\No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother! response:	I'm so sorry! I bet they spooked you!
context: Have any pictures?\Give it back, you girls!\No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you! response:	We were all here taking the cabinet photo.
context: Give it back, you girls!\No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo. response:	Oh, hey! Why don't you come join us?
context: No way it's Shoko's phone.\Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us? response:	The outside world is a lot of fun!
context: Hi, here!\This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun! response:	You'll make lots of new friends, too!
context: This is Rion Nanami the Health and Phys-Ed teacher.\I-It's nice to meet you!\I-I'm on the student council with your brother!\I'm so sorry! I bet they spooked you!\We were all here taking the cabinet photo.\Oh, hey! Why don't you come join us?\The outside world is a lot of fun!\You'll make lots of new friends, too! response:	You can eat cake with them go swimming with them!
