context: 117,000... Unbelievable! response:	Even Commander Ginyu's highest battle rating only reached 120,000.
context: In all the universe, l should be the one whose strength is second only to Freeza's!\150,000! How can this be!?\Stop it!\Why you!\180,000!?\I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong? response:	And just so we're clear,
context: 150,000! How can this be!?\Stop it!\Why you!\180,000!?\I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear, response:	I can momentarily put out much more power than even this!
context: Stop it!\Why you!\180,000!?\I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this! response:	What!?
context: Why you!\180,000!?\I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this!\What!? response:	You can't possibly...
context: 180,000!?\I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this!\What!?\You can't possibly... response:	You can't possibly be...
context: I- I can't believe it! This is your true power!?\N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this!\What!?\You can't possibly...\You can't possibly be... response:	How awful! I want to get away from this planet soon!
context: N- no wonder we didn't stand a chance against him!\How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this!\What!?\You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon! response:	The Dragon Balls can grant any wish...
context: How can a Saiyan be so strong?\And just so we're clear,\I can momentarily put out much more power than even this!\What!?\You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish... response:	Grand Elder- sama, it's Nail- san!
context: And just so we're clear,\I can momentarily put out much more power than even this!\What!?\You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san! response:	I know.
context: I can momentarily put out much more power than even this!\What!?\You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know. response:	Why have you returned?
context: What!?\You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know.\Why have you returned? response:	Have I not charged you with the task of assisting the people from Earth?
context: You can't possibly...\You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth? response:	My sincerest apologies.
context: You can't possibly be...\How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies. response:	However, it is my duty, above all others, to defend your life, Grand Elder- sama.
context: How awful! I want to get away from this planet soon!\The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama. response:	Even so...
context: The Dragon Balls can grant any wish...\Grand Elder- sama, it's Nail- san!\I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so... response:	If you die, Grand Elder- sama, the Dragon Balls will also disappear.
context: Grand Elder- sama, it's Nail- san!\I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear. response:	If that happens, then the Earthlings' wish cannot be granted.
context: I know.\Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted. response:	Very well.
context: Why have you returned?\Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well. response:	It's just over there, Kuririn- san.
context: Have I not charged you with the task of assisting the people from Earth?\My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san. response:	Okay. Hurry!
context: My sincerest apologies.\However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san.\Okay. Hurry! response:	Bulma- san!
context: However, it is my duty, above all others, to defend your life, Grand Elder- sama.\Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san! response:	We're here for the Dragon Radar!
context: Even so...\If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar! response:	Bulma- san!
context: If you die, Grand Elder- sama, the Dragon Balls will also disappear.\If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar!\Bulma- san! response:	Bulma- san! Please come out from wherever you're hiding!
context: If that happens, then the Earthlings' wish cannot be granted.\Very well.\It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding! response:	Good grief. And us without a moment to lose.
context: Very well.\It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose. response:	She's never around when it's really important, huh?
context: It's just over there, Kuririn- san.\Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh? response:	Kuririn- san, look!
context: Okay. Hurry!\Bulma- san!\We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look! response:	Jet-Bike tracks!
context: Bulma- san!\We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks! response:	Where do you suppose Bulma- san would have gone on a Jet-Bike?
context: We're here for the Dragon Radar!\Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike? response:	You don't suppose
context: Bulma- san!\Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose response:	she's decided to go off touring Namek or something at a time like this?
context: Bulma- san! Please come out from wherever you're hiding!\Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this? response:	Touring?
context: Good grief. And us without a moment to lose.\She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring? response:	We'll follow her!
context: She's never around when it's really important, huh?\Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her! response:	We have to get the Radar from her and locate the Dragon Balls before we run out of time!
context: Kuririn- san, look!\Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time! response:	We have to get the Radar from her and locate the Dragon Balls before we run out of time!
context: Jet-Bike tracks!\Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time! response:	Right!
context: Where do you suppose Bulma- san would have gone on a Jet-Bike?\You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right! response:	There it is.
context: You don't suppose\she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is. response:	Sure enough, it appears that he finally sniffed this place out.
context: she's decided to go off touring Namek or something at a time like this?\Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is.\Sure enough, it appears that he finally sniffed this place out. response:	He's almost here.
context: Touring?\We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here. response:	Dende, come here.
context: We'll follow her!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here. response:	Right.
context: We have to get the Radar from her and locate the Dragon Balls before we run out of time!\We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here.\Right. response:	Go to them, Dende.
context: We have to get the Radar from her and locate the Dragon Balls before we run out of time!\Right!\There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here.\Right.\Go to them, Dende. response:	The Earthlings stand in need of you.
context: Right!\There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here.\Right.\Go to them, Dende.\The Earthlings stand in need of you. response:	I've drawn out the power within you,
context: There it is.\Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here.\Right.\Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you, response:	so you should be able to arrive in a short amount of time.
context: Sure enough, it appears that he finally sniffed this place out.\He's almost here.\Dende, come here.\Right.\Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time. response:	B- but...
context: He's almost here.\Dende, come here.\Right.\Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but... response:	Go now.
context: Dende, come here.\Right.\Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but...\Go now. response:	Very well. Grand Elder- sama, please don't die on us!
context: Right.\Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us! response:	I wonder, will I be killed, or will my time to pass on come first?
context: Go to them, Dende.\The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first? response:	Y- you can't possibly be a...
context: The Earthlings stand in need of you.\I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a... response:	You know, Vegeta said the same kind of thing earlier.
context: I've drawn out the power within you,\so you should be able to arrive in a short amount of time.\B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier. response:	But I have no idea what you guys are talking about.
context: so you should be able to arrive in a short amount of time.\B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about. response:	A Super Saiyan! A legendary warrior stronger than any other!
context: B- but...\Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other! response:	How can this be!?
context: Go now.\Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!? response:	H- he's a... He's a...
context: Very well. Grand Elder- sama, please don't die on us!\I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a... response:	Sorry, but there ain't any way that you can beat me.
context: I wonder, will I be killed, or will my time to pass on come first?\Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me. response:	I don't want to fight a meaningless battle.
context: Y- you can't possibly be a...\You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle. response:	You guys get off this planet.
context: You know, Vegeta said the same kind of thing earlier.\But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet. response:	W- what? Do you really mean that?
context: But I have no idea what you guys are talking about.\A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that? response:	I really mean it. Especially you. You're a much fairer warrior than I thought.
context: A Super Saiyan! A legendary warrior stronger than any other!\How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought. response:	I don't want to kill you.
context: How can this be!?\H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you. response:	You don't want to kill me?
context: H- he's a... He's a...\Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me? response:	You don't want to fight meaningless battles?
context: Sorry, but there ain't any way that you can beat me.\I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles? response:	Get off this planet?
context: I don't want to fight a meaningless battle.\You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet? response:	A Super Saiyan is supposed to be
context: You guys get off this planet.\W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be response:	the strongest warrior in the universe, who loves to fight.
context: W- what? Do you really mean that?\I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight. response:	S- so then,
context: I really mean it. Especially you. You're a much fairer warrior than I thought.\I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then, response:	you're not a Super Saiyan, are you?
context: I don't want to kill you.\You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you? response:	You have not completely become a Super Saiyan.
context: You don't want to kill me?\You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan. response:	I see... You are not a Super Saiyan after all.
context: You don't want to fight meaningless battles?\Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all. response:	Is that right?
context: Get off this planet?\A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right? response:	I see. So that is where the Namekians are.
context: A Super Saiyan is supposed to be\the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are. response:	Oh, very well. I suppose I can leave such a speck of dust alone.
context: the strongest warrior in the universe, who loves to fight.\S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone. response:	He is here.
context: S- so then,\you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here. response:	What do you want?
context: you're not a Super Saiyan, are you?\You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want? response:	My name is Freeza,
context: You have not completely become a Super Saiyan.\I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want?\My name is Freeza, response:	and I have a wish that I would like to have granted with the Dragon Balls.
context: I see... You are not a Super Saiyan after all.\Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls. response:	I have managed to gather all seven Dragon Balls together,
context: Is that right?\I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together, response:	but for whatever reason, I cannot seem to get my wish granted.
context: I see. So that is where the Namekians are.\Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted. response:	And so I was hoping you could tell me,
context: Oh, very well. I suppose I can leave such a speck of dust alone.\He is here.\What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me, response:	how does one get their wish granted?
context: He is here.\What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted? response:	I must ask you to leave. I cannot tell that to anyone who is evil.
context: What do you want?\My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil. response:	Well, well, you still have some friends around, do you?
context: My name is Freeza,\and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you? response:	They must have fairly low battle powers.
context: and I have a wish that I would like to have granted with the Dragon Balls.\I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers. response:	My Scouter did not pick them up until just now, after all.
context: I have managed to gather all seven Dragon Balls together,\but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all. response:	Those guys!
context: but for whatever reason, I cannot seem to get my wish granted.\And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys! response:	Looks like we're in time.
context: And so I was hoping you could tell me,\how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time. response:	Yeah.
context: how does one get their wish granted?\I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time.\Yeah. response:	S- stop! Don't do it! You don't have a chance against him!
context: I must ask you to leave. I cannot tell that to anyone who is evil.\Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him! response:	Maybe we don't have a chance, but we can still land a punch or two!
context: Well, well, you still have some friends around, do you?\They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two! response:	After all, we're warrior-types too, just like you are.
context: They must have fairly low battle powers.\My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are. response:	Warrior-types?
context: My Scouter did not pick them up until just now, after all.\Those guys!\Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types? response:	Oh, all three of you have battle powers of around 10,000.
context: Those guys!\Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000. response:	I suppose I should expect as much from warriors of this planet.
context: Looks like we're in time.\Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet. response:	As far as I am concerned, however, you are still like rubbish to me.
context: Yeah.\S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me. response:	What did you call us!?
context: S- stop! Don't do it! You don't have a chance against him!\Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!? response:	Stop it! Your deaths will be meaningless!
context: Maybe we don't have a chance, but we can still land a punch or two!\After all, we're warrior-types too, just like you are.\Warrior-types?\Oh, all three of you have battle powers of around 10,000.\I suppose I should expect as much from warriors of this planet.\As far as I am concerned, however, you are still like rubbish to me.\What did you call us!?\Stop it! Your deaths will be meaningless! response:	Nail, you take care of Grand Elder- sama.
