context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being? response:	These stars that are born, only to vanish...
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish... response:	In what way are their destinies determined?
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined? response:	Fate... are all living things steered by this thing called fate?
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate? response:	And on this tiny planet as well... life exists in many forms...
context: The sky is so blue...\This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms... response:	Life begins and life ends, as well...
context: This infinite space is brimming with so many different forms of life.\The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well... response:	In this brief passage of time, people live out their lives in different ways...
context: The source of life can also be found in this space...\So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways... response:	And this species has always followed its desires. It has continued to evolve...
context: So how did this Great Space come into being?\These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve... response:	Thriving... Declining...
context: These stars that are born, only to vanish...\In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining... response:	Inventing... Destroying...
context: In what way are their destinies determined?\Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying... response:	And is the human race, which has created all this, also controlled by Fate?
context: Fate... are all living things steered by this thing called fate?\And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate? response:	Is this something that can ever be changed?
context: And on this tiny planet as well... life exists in many forms...\Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed? response:	What if the control over one's fate was wrested away by an Unknown Being...
context: Life begins and life ends, as well...\In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being... response:	If indeed your fate is being controlled by the hands of this Unknown Being...
context: In this brief passage of time, people live out their lives in different ways...\And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being... response:	Ugh!
context: And this species has always followed its desires. It has continued to evolve...\Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh! response:	Wake up, Morisato!
context: Thriving... Declining...\Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato! response:	Time to get up!
context: Inventing... Destroying...\And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato!\Time to get up! response:	I'll be right there!
context: And is the human race, which has created all this, also controlled by Fate?\Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato!\Time to get up!\I'll be right there! response:	I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.
context: Is this something that can ever be changed?\What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato!\Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology. response:	I thought that I'd put my lonely high school days behind me...
context: What if the control over one's fate was wrested away by an Unknown Being...\If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato!\Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me... response:	But the Auto Club I joined is on a tight budget. We can't do any real activities.
context: If indeed your fate is being controlled by the hands of this Unknown Being...\Ugh!\Wake up, Morisato!\Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities. response:	Instead, we spend all our time working out.
context: Ugh!\Wake up, Morisato!\Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out. response:	I moved into a dorm for the low rent.
context: Wake up, Morisato!\Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent. response:	Life is chaotic with colorful characters, especially the Auto Club president.
context: Time to get up!\I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president. response:	Also, for some reason, no women are allowed in this dorm.
context: I'll be right there!\I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm. response:	I still haven't discovered the reason...
context: I'm Keiichi Morisato, a sophomore at the Nekomi Institute of Technology.\I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason... response:	Looks like it'll be another gorgeous day this afternoon.
context: I thought that I'd put my lonely high school days behind me...\But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon. response:	It's now time for your Daily Horoscope. Let's start with Taurus.
context: But the Auto Club I joined is on a tight budget. We can't do any real activities.\Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus. response:	Today is the day to go after your dreams with support from your friends.
context: Instead, we spend all our time working out.\I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends. response:	Gemini, you will gain popularity on the strength of your caring nature.
context: I moved into a dorm for the low rent.\Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature. response:	Lend a helpful ear to your troubled younger friends.
context: Life is chaotic with colorful characters, especially the Auto Club president.\Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends. response:	Capricorn. Today is not your day, no matter what you do.
context: Also, for some reason, no women are allowed in this dorm.\I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do. response:	Bummer...
context: I still haven't discovered the reason...\Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer... response:	Well, it's no use sweating over your horoscope, anyway...
context: Looks like it'll be another gorgeous day this afternoon.\It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway... response:	Back to sleep now...
context: It's now time for your Daily Horoscope. Let's start with Taurus.\Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now... response:	Huh?
context: Today is the day to go after your dreams with support from your friends.\Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh? response:	Oh, crap!
context: Gemini, you will gain popularity on the strength of your caring nature.\Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh?\Oh, crap! response:	Can't afford to flunk 2nd period German...
context: Lend a helpful ear to your troubled younger friends.\Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh?\Oh, crap!\Can't afford to flunk 2nd period German... response:	Huh?
context: Capricorn. Today is not your day, no matter what you do.\Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh?\Oh, crap!\Can't afford to flunk 2nd period German...\Huh? response:	For him, this is a daily occurrence.
context: Bummer...\Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh?\Oh, crap!\Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence. response:	It is in this manner that his day unfolds.
context: Well, it's no use sweating over your horoscope, anyway...\Back to sleep now...\Huh?\Oh, crap!\Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds. response:	Ah! You're a Goddess?
context: Back to sleep now...\Huh?\Oh, crap!\Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess? response:	Nekomi Institute of Technology
context: Huh?\Oh, crap!\Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology response:	That's right, it happened back in the spring of my freshman year.
context: Oh, crap!\Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year. response:	In order to bid farewell to the person I was, I made a life-changing decision.
context: Can't afford to flunk 2nd period German...\Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision. response:	I tried to ask that girl out on a date.
context: Huh?\For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date. response:	What's up with that?
context: For him, this is a daily occurrence.\It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that? response:	Miss Mishima!
context: It is in this manner that his day unfolds.\Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that?\Miss Mishima! response:	Would you like to go on a museum tour with me?
context: Ah! You're a Goddess?\Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me? response:	Sorry, but I'm not into old-fogey stuff like that.
context: Nekomi Institute of Technology\That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that. response:	Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!
context: That's right, it happened back in the spring of my freshman year.\In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it! response:	See ya!
context: In order to bid farewell to the person I was, I made a life-changing decision.\I tried to ask that girl out on a date.\What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya! response:	In other words, the mass'm' that appears in this equation...
context: I tried to ask that girl out on a date.\What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation... response:	I don't ever want to remember... Today's my day to pick on white shirts!
context: What's up with that?\Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts! response:	Today's my day to pick on white shirts!
context: Miss Mishima!\Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts! response:	I'm talking about you, Morisato.
context: Would you like to go on a museum tour with me?\Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato. response:	Today's the day that I call on whoever's wearing a white shirt!
context: Sorry, but I'm not into old-fogey stuff like that.\Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt! response:	You see anyone else?
context: Maybe if you shot up another 7 or 8 inches, I'd be inclined to think about it!\See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else? response:	But you picked on white last time, too!
context: See ya!\In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too! response:	I'm wearing white, too. Do you have a problem with that?
context: In other words, the mass'm' that appears in this equation...\I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that? response:	Answer the question!
context: I don't ever want to remember... Today's my day to pick on white shirts!\Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question! response:	Um, well...
context: Today's my day to pick on white shirts!\I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well... response:	It can't be helped. That's it for today!
context: I'm talking about you, Morisato.\Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well...\It can't be helped. That's it for today! response:	Saved by the bell! Maybe I have luck on my side today.
context: Today's the day that I call on whoever's wearing a white shirt!\You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today. response:	That's right!
context: You see anyone else?\But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right! response:	Today's your lucky day.
context: But you picked on white last time, too!\I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day. response:	When did you get here?
context: I'm wearing white, too. Do you have a problem with that?\Answer the question!\Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day.\When did you get here? response:	Now then, why don't we go and show everyone what we're made of?
context: Answer the question!\Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of? response:	You said it! We must go and make a strong push for more funding next year!
context: Um, well...\It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year! response:	Uh, actually, I have a German class right after this...
context: It can't be helped. That's it for today!\Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this... response:	What did you say?
context: Saved by the bell! Maybe I have luck on my side today.\That's right!\Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say? response:	Is that all the loyalty you can muster for our club?
context: That's right!\Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club? response:	I know we didn't raise you to be that way!
context: Today's your lucky day.\When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way! response:	You didn't raise me at all...
context: When did you get here?\Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all... response:	On November 15th of last year... You didn't raise me at all...
context: Now then, why don't we go and show everyone what we're made of?\You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all... response:	On November 15th of last year...
context: You said it! We must go and make a strong push for more funding next year!\Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year... response:	When you lost your wallet and starved yourself...
context: Uh, actually, I have a German class right after this...\What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself... response:	Don't tell me you've forgotten that!
context: What did you say?\Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that! response:	We can discuss the details in the clubhouse.
context: Is that all the loyalty you can muster for our club?\I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that!\We can discuss the details in the clubhouse. response:	I told you, I have a class to go to!
context: I know we didn't raise you to be that way!\You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that!\We can discuss the details in the clubhouse.\I told you, I have a class to go to! response:	And above this young man's head, a star shone constantly.
context: You didn't raise me at all...\On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that!\We can discuss the details in the clubhouse.\I told you, I have a class to go to!\And above this young man's head, a star shone constantly. response:	It is called the Star of Misfortune.
context: On November 15th of last year... You didn't raise me at all...\On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that!\We can discuss the details in the clubhouse.\I told you, I have a class to go to!\And above this young man's head, a star shone constantly.\It is called the Star of Misfortune. response:	It exerts a constant influence over whomever it targets.
context: On November 15th of last year...\When you lost your wallet and starved yourself...\Don't tell me you've forgotten that!\We can discuss the details in the clubhouse.\I told you, I have a class to go to!\And above this young man's head, a star shone constantly.\It is called the Star of Misfortune.\It exerts a constant influence over whomever it targets. response:	Why did this star appear over the head of Keiichi Morisato?
