context: Water. response:	Earth.
context: Look at those clear skies, buddy! Should be some smooth flying.\Well, we better smoothly fly ourselves to a market, cause we're out of food.\Guys, wait, this was in my dream, we shouldn't go to the market.\What happened in your dream?\Food eats people!\Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle. response:	The weather's perfect. There is not a cloud in sight.
context: Well, we better smoothly fly ourselves to a market, cause we're out of food.\Guys, wait, this was in my dream, we shouldn't go to the market.\What happened in your dream?\Food eats people!\Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight. response:	The storm is approaching from the north.
context: Guys, wait, this was in my dream, we shouldn't go to the market.\What happened in your dream?\Food eats people!\Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north. response:	I suggest we alter our course and head southwest.
context: What happened in your dream?\Food eats people!\Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest. response:	We know the Avatar is traveling northward, so we will do the same.
context: Food eats people!\Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same. response:	Prince Zuko, consider the safety of the crew.
context: Also, Momo could talk. You said some very unkind things.\There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew. response:	The safety of the crew doesn't matter!
context: There is a storm coming. A big one.\You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter! response:	Finding the Avatar is far more important than any individual's safety.
context: You're out of your mind, Uncle.\The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety. response:	He doesn't mean that, he's just all worked up.
context: The weather's perfect. There is not a cloud in sight.\The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up. response:	Ah, it's good! It's perfect, I'm telling you!
context: The storm is approaching from the north.\I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you! response:	I don't know if I like the sound of that swishing.
context: I suggest we alter our course and head southwest.\We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing. response:	Swishing means it's ripe! It's the ripe juices swishing around, eh?
context: We know the Avatar is traveling northward, so we will do the same.\Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh? response:	I think it's true, Katara, swishing means it's ripe.
context: Prince Zuko, consider the safety of the crew.\The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe. response:	I just realized we're out of money anyway.
context: The safety of the crew doesn't matter!\Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway. response:	Out of food and out of money, now what are we supposed to do?
context: Finding the Avatar is far more important than any individual's safety.\He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do? response:	You could get a job, smart guy.
context: He doesn't mean that, he's just all worked up.\Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy. response:	We shouldn't go out there!
context: Ah, it's good! It's perfect, I'm telling you!\I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there! response:	Please, the fish can wait. There's going to be a terrible storm.
context: I don't know if I like the sound of that swishing.\Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm. response:	Ahh, you're crazy! It's a nice day.
context: Swishing means it's ripe! It's the ripe juices swishing around, eh?\I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day. response:	No clouds, no wind, no nothing, so quit you're naggin' woman.
context: I think it's true, Katara, swishing means it's ripe.\I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman. response:	Maybe we should find some shelter?
context: I just realized we're out of money anyway.\Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter? response:	Are you kidding? Shelter from what?
context: Out of food and out of money, now what are we supposed to do?\You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what? response:	My joints say there's going to be a storm! A bad one.
context: You could get a job, smart guy.\We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one. response:	Well, it's your joints against my brain.
context: We shouldn't go out there!\Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain. response:	Then I hope your brain can find someone else to haul that fish, cause I ain't comin!
context: Please, the fish can wait. There's going to be a terrible storm.\Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin! response:	Then I'll find a new fish hauler and pay him double what you get! How do you like that?
context: Ahh, you're crazy! It's a nice day.\No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that? response:	I'll go!
context: No clouds, no wind, no nothing, so quit you're naggin' woman.\Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go! response:	You're hired!
context: Maybe we should find some shelter?\Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired! response:	What? You said... get a job' and he's paying double.
context: Are you kidding? Shelter from what?\My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired!\What? You said... get a job' and he's paying double. response:	Double? Who told ya that nonsense?
context: My joints say there's going to be a storm! A bad one.\Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense? response:	Uh! Looks like your uncle was right about the storm after all.
context: Well, it's your joints against my brain.\Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all. response:	Lucky guess.
context: Then I hope your brain can find someone else to haul that fish, cause I ain't comin!\Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess. response:	Lieutenant, you'd better learn some respect, or I will teach it to you.
context: Then I'll find a new fish hauler and pay him double what you get! How do you like that?\I'll go!\You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you. response:	What do you know about respect? The way you talk to everyone around here,...
context: I'll go!\You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,... response:	Then again, what should I expect from a spoiled prince?
context: You're hired!\What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince? response:	Easy now.
context: What? You said... get a job' and he's paying double.\Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now. response:	Enough! We are all a bit tired from being at sea so long.
context: Double? Who told ya that nonsense?\Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long. response:	I'm sure after a bowl of noodles everyone will feel much better.
context: Uh! Looks like your uncle was right about the storm after all.\Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better. response:	I don't need your help keeping order on my ship.
context: Lucky guess.\Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship. response:	Sokka, maybe this isn't such a good idea. Look at the sky.
context: Lieutenant, you'd better learn some respect, or I will teach it to you.\What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky. response:	I said I was gonna do this job. I can't back out just because of some bad weather.
context: What do you know about respect? The way you talk to everyone around here,...\Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather. response:	The boy with the tattoos has some sense. You should listen to him!
context: Then again, what should I expect from a spoiled prince?\Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him! response:	Boy with tattoos? Airbender tattoos...
context: Easy now.\Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos... response:	That's right.
context: Enough! We are all a bit tired from being at sea so long.\I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right. response:	Well don't be so smiley about it. The Avatar disappeared for a hundred years.
context: I'm sure after a bowl of noodles everyone will feel much better.\I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years. response:	You turned your back on the world!
context: I don't need your help keeping order on my ship.\Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world! response:	Don't yell at him! Aang would never turn his back on anyone!
context: Sokka, maybe this isn't such a good idea. Look at the sky.\I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone! response:	Oh? He wouldn't, uh?
context: I said I was gonna do this job. I can't back out just because of some bad weather.\The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh? response:	Then I guess I must have imagined the last hundred years of war and suffering.
context: The boy with the tattoos has some sense. You should listen to him!\Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering. response:	Aang is the bravest person I know!
context: Boy with tattoos? Airbender tattoos...\That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know! response:	He has done nothing but help people and save lives since I met him.
context: That's right.\Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him. response:	It's not his fault he disappeared, right Aang? Aang? What's wrong?
context: Well don't be so smiley about it. The Avatar disappeared for a hundred years.\You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong? response:	That's right! Keep flyin!
context: You turned your back on the world!\Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin! response:	You're a horrible old man!
context: Don't yell at him! Aang would never turn his back on anyone!\Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin!\You're a horrible old man! response:	Appa, yip! Yip!
context: Oh? He wouldn't, uh?\Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin!\You're a horrible old man!\Appa, yip! Yip! response:	Hey, they left without saying goodbye!
context: Then I guess I must have imagined the last hundred years of war and suffering.\Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin!\You're a horrible old man!\Appa, yip! Yip!\Hey, they left without saying goodbye! response:	You're friends ain't too polite, are they?
context: Aang is the bravest person I know!\He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin!\You're a horrible old man!\Appa, yip! Yip!\Hey, they left without saying goodbye!\You're friends ain't too polite, are they? response:	I know! This one time I was...
context: He has done nothing but help people and save lives since I met him.\It's not his fault he disappeared, right Aang? Aang? What's wrong?\That's right! Keep flyin!\You're a horrible old man!\Appa, yip! Yip!\Hey, they left without saying goodbye!\You're friends ain't too polite, are they?\I know! This one time I was... response:	Yeh, yeh, yeh, yeh, get below deck.
