context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Autumnal melancholy
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy response:	We... still have some eggs left.
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left. response:	mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba. response:	Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn, response:	but then my brother said it was like a school meal.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal. response:	That's why I've decided to make crab porridge for dinner tonight.
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight. response:	It's because I've never eaten it for a school meal.
context: ikiga tomarisou desu I can't breathe\Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal. response:	Dad would probably enjoy it.
context: Autumnal melancholy\We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it. response:	Brother would probably... not be surprised.
context: We... still have some eggs left.\mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised. response:	I'm just trying to become closer to my brother, who's sometimes arrogant and mean.
context: mitsuba = white chervil (cryptotaenia japonica), japanese parsley So all we need is crab meat and mitsuba.\Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean. response:	I'm finally starting to realize that my brother does have his good points.
context: Yesterday I made rice with green peas for dinner thinking it was reminiscent of autumn,\but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points. response:	However, he's still unfriendly and grumpy sometimes.
context: but then my brother said it was like a school meal.\That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes. response:	Kohinata-san.
context: That's why I've decided to make crab porridge for dinner tonight.\It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san. response:	Miyauchi-kun.
context: It's because I've never eaten it for a school meal.\Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun. response:	I'll take those for you.
context: Dad would probably enjoy it.\Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun.\I'll take those for you. response:	Thank you
context: Brother would probably... not be surprised.\I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun.\I'll take those for you.\Thank you response:	All the executive committee does is odd jobs.
context: I'm just trying to become closer to my brother, who's sometimes arrogant and mean.\I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun.\I'll take those for you.\Thank you\All the executive committee does is odd jobs. response:	Yeah.
context: I'm finally starting to realize that my brother does have his good points.\However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun.\I'll take those for you.\Thank you\All the executive committee does is odd jobs.\Yeah. response:	Doesn't it suck?
context: However, he's still unfriendly and grumpy sometimes.\Kohinata-san.\Miyauchi-kun.\I'll take those for you.\Thank you\All the executive committee does is odd jobs.\Yeah.\Doesn't it suck? response:	No, not really.
context: Kohinata-san.\Miyauchi-kun.\I'll take those for you.\Thank you\All the executive committee does is odd jobs.\Yeah.\Doesn't it suck?\No, not really. response:	Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.
context: Miyauchi-kun.\I'll take those for you.\Thank you\All the executive committee does is odd jobs.\Yeah.\Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan. response:	Yeah.
context: I'll take those for you.\Thank you\All the executive committee does is odd jobs.\Yeah.\Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah. response:	Sounds like fun.
context: Thank you\All the executive committee does is odd jobs.\Yeah.\Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun. response:	Our class is just doing a plain exhibition.
context: All the executive committee does is odd jobs.\Yeah.\Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun.\Our class is just doing a plain exhibition. response:	It's normal.
context: Yeah.\Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun.\Our class is just doing a plain exhibition.\It's normal. response:	Did you ask anyone to come, Miyauchi-kun? Like a friend?
context: Doesn't it suck?\No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun.\Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend? response:	No.
context: No, not really.\Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun.\Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No. response:	Oh...
context: Miyauchi-kun's class is doing a haunted house, right? I heard from Tamaki-chan.\Yeah.\Sounds like fun.\Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh... response:	I was thinking of asking my brother...
context: Yeah.\Sounds like fun.\Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh...\I was thinking of asking my brother... response:	But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.
context: Sounds like fun.\Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day. response:	So the rumor about you having a brother complex is true.
context: Our class is just doing a plain exhibition.\It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true. response:	Eh? I don't! I don't have a brother complex!
context: It's normal.\Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex! response:	Who did you hear that from?
context: Did you ask anyone to come, Miyauchi-kun? Like a friend?\No.\Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from? response:	No one.
context: No.\Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one. response:	Don't give me that!
context: Oh...\I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one.\Don't give me that! response:	I overheard Tamaki talking with her friends.
context: I was thinking of asking my brother...\But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one.\Don't give me that!\I overheard Tamaki talking with her friends. response:	Well, Tamaki-chan and Futaba-chan like to make fun of me,
context: But it's hard to figure out his days off, so he might not be free on the Culture Festival Day.\So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one.\Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me, response:	but is going to the movies or shopping with my brother really such a weird thing to do?
context: So the rumor about you having a brother complex is true.\Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one.\Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do? response:	It's true that I like my brother, but...
context: Eh? I don't! I don't have a brother complex!\Who did you hear that from?\No one.\Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but... response:	Just leave the rumors alone.
context: Who did you hear that from?\No one.\Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone. response:	I'm saying not to worry about them.
context: No one.\Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them. response:	So as for me, nothing has changed.
context: Don't give me that!\I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed. response:	And as time passed, the feelings of guilt thinned out.
context: I overheard Tamaki talking with her friends.\Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out. response:	Again I...
context: Well, Tamaki-chan and Futaba-chan like to make fun of me,\but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I... response:	Not that I'm taking the offensive,
context: but is going to the movies or shopping with my brother really such a weird thing to do?\It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive, response:	but recently I sometimes think...
context: It's true that I like my brother, but...\Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive,\but recently I sometimes think... response:	Is it that weird to think about my sister while masturbating?
context: Just leave the rumors alone.\I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating? response:	Younger sister, younger sister, younger sister...
context: I'm saying not to worry about them.\So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister... response:	A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book
context: So as for me, nothing has changed.\And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book response:	How can I say this? You never grow up, do you?
context: And as time passed, the feelings of guilt thinned out.\Again I...\Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you? response:	Not at all.
context: Again I...\Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all. response:	My admiration for the existence of a younger sister is my life long theme.
context: Not that I'm taking the offensive,\but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme. response:	Right, Koshiro-san?
context: but recently I sometimes think...\Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san? response:	Don't try to get my consent.
context: Is it that weird to think about my sister while masturbating?\Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent. response:	So you say... But you were walking with Nanoka-chan last Sunday, weren't you?
context: Younger sister, younger sister, younger sister...\A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you? response:	What did you...!?
context: A get to know your elders party With a guy that's like your brother, with a girl that's like your sister Proposal book\How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!? response:	Oh how nice, a date with your sister.
context: How can I say this? You never grow up, do you?\Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister. response:	I'd like to take a cute brother out and walk with him too.
context: Not at all.\My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too. response:	Oh really?
context: My admiration for the existence of a younger sister is my life long theme.\Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really? response:	But going out with your brother on a holiday, isn't that kind of sad?
context: Right, Koshiro-san?\Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad? response:	I wonder if she doesn't have a boyfriend?
context: Don't try to get my consent.\So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend? response:	A childish kid like her wouldn't be able to get a guy.
context: So you say... But you were walking with Nanoka-chan last Sunday, weren't you?\What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy. response:	Maybe you're the only one who thinks so.
context: What did you...!?\Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so. response:	A guy huh?
context: Oh how nice, a date with your sister.\I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh? response:	Big brother...
context: I'd like to take a cute brother out and walk with him too.\Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh?\Big brother... response:	Now's probably the only time that she'd be attached to her brother like that...
context: Oh really?\But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that... response:	Oh really?
context: But going out with your brother on a holiday, isn't that kind of sad?\I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really? response:	Yeah. So my big brother's last name is Saeki, but mine is Kohinata.
context: I wonder if she doesn't have a boyfriend?\A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata. response:	Isn't it weird? That we have different last names even though we're siblings?
context: A childish kid like her wouldn't be able to get a guy.\Maybe you're the only one who thinks so.\A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings? response:	How about you, Miyauchi-kun?
context: Maybe you're the only one who thinks so.\A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun? response:	I have an older sister.
context: A guy huh?\Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister. response:	An older sister? How nice.
context: Big brother...\Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice. response:	How much older is she?
context: Now's probably the only time that she'd be attached to her brother like that...\Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice.\How much older is she? response:	Two years older.
context: Oh really?\Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice.\How much older is she?\Two years older. response:	She's in high school?
context: Yeah. So my big brother's last name is Saeki, but mine is Kohinata.\Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice.\How much older is she?\Two years older.\She's in high school? response:	It's nice that your ages are so close.
context: Isn't it weird? That we have different last names even though we're siblings?\How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice.\How much older is she?\Two years older.\She's in high school?\It's nice that your ages are so close. response:	My brother and I are 12 years apart...
context: How about you, Miyauchi-kun?\I have an older sister.\An older sister? How nice.\How much older is she?\Two years older.\She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart... response:	And my brother always has this grumpy look and...
context: I have an older sister.\An older sister? How nice.\How much older is she?\Two years older.\She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and... response:	Brother!
context: An older sister? How nice.\How much older is she?\Two years older.\She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother! response:	This is my brother.
context: How much older is she?\Two years older.\She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother!\This is my brother. response:	Hi, I'm Miyauchi of class 4, first year.
context: Two years older.\She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year. response:	He walked me home because we had to stay late for the Culture Festival preparations.
context: She's in high school?\It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year.\He walked me home because we had to stay late for the Culture Festival preparations. response:	Then I'll go now.
context: It's nice that your ages are so close.\My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year.\He walked me home because we had to stay late for the Culture Festival preparations.\Then I'll go now. response:	Okay, thank you.
context: My brother and I are 12 years apart...\And my brother always has this grumpy look and...\Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year.\He walked me home because we had to stay late for the Culture Festival preparations.\Then I'll go now.\Okay, thank you. response:	It's rude if you don't greet him properly too, Brother...
context: And my brother always has this grumpy look and...\Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year.\He walked me home because we had to stay late for the Culture Festival preparations.\Then I'll go now.\Okay, thank you.\It's rude if you don't greet him properly too, Brother... response:	Ouch!
context: Brother!\This is my brother.\Hi, I'm Miyauchi of class 4, first year.\He walked me home because we had to stay late for the Culture Festival preparations.\Then I'll go now.\Okay, thank you.\It's rude if you don't greet him properly too, Brother...\Ouch! response:	It hurts, Brother! It hurts!
