context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: I can't run fast, though.\I'm not that strongly-built.\Here I go, at my dauntless pace.\Pass away, today's sadness, raining in the sun!\Hesitation, repetition, dreaming all night, all night.\Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo! response:	Right now, at this tempo!
context: I'm not that strongly-built.\Here I go, at my dauntless pace.\Pass away, today's sadness, raining in the sun!\Hesitation, repetition, dreaming all night, all night.\Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo! response:	Genshiken Right now, at this tempo!
context: Here I go, at my dauntless pace.\Pass away, today's sadness, raining in the sun!\Hesitation, repetition, dreaming all night, all night.\Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo! response:	Shall we get going?
context: Pass away, today's sadness, raining in the sun!\Hesitation, repetition, dreaming all night, all night.\Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going? response:	Is today a serious meeting?
context: Hesitation, repetition, dreaming all night, all night.\Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting? response:	So it seems.
context: Farewell sadness, to outer space you go!\Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting?\So it seems. response:	Not the usual boring fare?
context: Look to the sky and shout at the top of your lungs!\At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting?\So it seems.\Not the usual boring fare? response:	No.
context: At this tempo!\Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting?\So it seems.\Not the usual boring fare?\No. response:	Saki!
context: Right now, at this tempo!\Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting?\So it seems.\Not the usual boring fare?\No.\Saki! response:	Does it still hurt?
context: Genshiken Right now, at this tempo!\Shall we get going?\Is today a serious meeting?\So it seems.\Not the usual boring fare?\No.\Saki!\Does it still hurt? response:	There's a lump.
context: Shall we get going?\Is today a serious meeting?\So it seems.\Not the usual boring fare?\No.\Saki!\Does it still hurt?\There's a lump. response:	Clean your room up.
context: Is today a serious meeting?\So it seems.\Not the usual boring fare?\No.\Saki!\Does it still hurt?\There's a lump.\Clean your room up. response:	Sure, eventually.
context: So it seems.\Not the usual boring fare?\No.\Saki!\Does it still hurt?\There's a lump.\Clean your room up.\Sure, eventually. response:	Wow, this manga sure is getting good again...
context: Not the usual boring fare?\No.\Saki!\Does it still hurt?\There's a lump.\Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again... response:	The cuteness and the hotness!
context: No.\Saki!\Does it still hurt?\There's a lump.\Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness! response:	The clincher is that she's Tokino's little sister.
context: Saki!\Does it still hurt?\There's a lump.\Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister. response:	She's flat-chested like Renko while being a total villain.
context: Does it still hurt?\There's a lump.\Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain. response:	Come to think of it, she's the first little sister character in the story.
context: There's a lump.\Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story. response:	Koyuki's one too, but having a crush on her's a little wrong.
context: Clean your room up.\Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong. response:	We don't really want to look at her that way, do we?
context: Sure, eventually.\Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we? response:	I-I wonder if the sister relationship is going to s-stir things up.
context: Wow, this manga sure is getting good again...\The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up. response:	I'm not sure Yuu Kuroki can manage it.
context: The cuteness and the hotness!\The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it. response:	But I myself like things like that.
context: The clincher is that she's Tokino's little sister.\She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that. response:	Until now we've seen glimpses of the more severe aspects...
context: She's flat-chested like Renko while being a total villain.\Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects... response:	Oh, good point.
context: Come to think of it, she's the first little sister character in the story.\Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point. response:	It's not as if he's bad at muddled plots.
context: Koyuki's one too, but having a crush on her's a little wrong.\We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots. response:	Yeah! Hurry and publish that manga!
context: We don't really want to look at her that way, do we?\I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga! response:	Hey.
context: I-I wonder if the sister relationship is going to s-stir things up.\I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey. response:	What were we here for today?
context: I'm not sure Yuu Kuroki can manage it.\But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey.\What were we here for today? response:	We need to talk about the school festival.
context: But I myself like things like that.\Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey.\What were we here for today?\We need to talk about the school festival. response:	Regarding materials for this year... They're the same as last year's.
context: Until now we've seen glimpses of the more severe aspects...\Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey.\What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's. response:	Adjourned.
context: Oh, good point.\It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey.\What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned. response:	Speedy!
context: It's not as if he's bad at muddled plots.\Yeah! Hurry and publish that manga!\Hey.\What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy! response:	Um, um...
context: Yeah! Hurry and publish that manga!\Hey.\What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy!\Um, um... response:	I got permission for a photo shoot.
context: Hey.\What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy!\Um, um...\I got permission for a photo shoot. response:	I won't do it.
context: What were we here for today?\We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy!\Um, um...\I got permission for a photo shoot.\I won't do it. response:	This club truly has no motivation.
context: We need to talk about the school festival.\Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy!\Um, um...\I got permission for a photo shoot.\I won't do it.\This club truly has no motivation. response:	You really go for the throat, Saki.
context: Regarding materials for this year... They're the same as last year's.\Adjourned.\Speedy!\Um, um...\I got permission for a photo shoot.\I won't do it.\This club truly has no motivation.\You really go for the throat, Saki. response:	So that's it? What about the manga club?
context: Adjourned.\Speedy!\Um, um...\I got permission for a photo shoot.\I won't do it.\This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club? response:	Since you mention it...
context: Speedy!\Um, um...\I got permission for a photo shoot.\I won't do it.\This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it... response:	The towns around here are getting together for some area revitalization...
context: Um, um...\I got permission for a photo shoot.\I won't do it.\This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization... response:	Towns? You mean local governments?
context: I got permission for a photo shoot.\I won't do it.\This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments? response:	Yeah, yeah, it's like they're linked to them.
context: I won't do it.\This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them. response:	Who would've thought?
context: This club truly has no motivation.\You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought? response:	Well, they've also invited guests from anime studios for a symposium...
context: You really go for the throat, Saki.\So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium... response:	That means it's quite a serious event.
context: So that's it? What about the manga club?\Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event. response:	What about us? Aren't we involved?
context: Since you mention it...\The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved? response:	Not at all. They didn't even ask us.
context: The towns around here are getting together for some area revitalization...\Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us. response:	This club really is useless.
context: Towns? You mean local governments?\Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless. response:	We might as well close down Genshiken altogether.
context: Yeah, yeah, it's like they're linked to them.\Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether. response:	Are you all right?
context: Who would've thought?\Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether.\Are you all right? response:	Thankfully it was empty.
context: Well, they've also invited guests from anime studios for a symposium...\That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty. response:	It hit the same spot.
context: That means it's quite a serious event.\What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty.\It hit the same spot. response:	It hit the same spot!
context: What about us? Aren't we involved?\Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty.\It hit the same spot.\It hit the same spot! response:	Time for a major cleanup!
context: Not at all. They didn't even ask us.\This club really is useless.\We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty.\It hit the same spot.\It hit the same spot!\Time for a major cleanup! response:	What brought that on?
context: This club really is useless.\We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty.\It hit the same spot.\It hit the same spot!\Time for a major cleanup!\What brought that on? response:	I've decided, we're doing it!
context: We might as well close down Genshiken altogether.\Are you all right?\Thankfully it was empty.\It hit the same spot.\It hit the same spot!\Time for a major cleanup!\What brought that on?\I've decided, we're doing it! response:	I can't stand this anymore!
context: Are you all right?\Thankfully it was empty.\It hit the same spot.\It hit the same spot!\Time for a major cleanup!\What brought that on?\I've decided, we're doing it!\I can't stand this anymore! response:	Come on, this meeting was worthless anyway!
context: Thankfully it was empty.\It hit the same spot.\It hit the same spot!\Time for a major cleanup!\What brought that on?\I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway! response:	If we don't clean up, I won't come anymore!
context: It hit the same spot.\It hit the same spot!\Time for a major cleanup!\What brought that on?\I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore! response:	Well, I don't think that would be such a bad thing...
context: It hit the same spot!\Time for a major cleanup!\What brought that on?\I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing... response:	Don't talk that way, stupid!
context: Time for a major cleanup!\What brought that on?\I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid! response:	Everyone up, then.
context: What brought that on?\I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then. response:	We'll start with the magazines!
context: I've decided, we're doing it!\I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines! response:	Did something happen?
context: I can't stand this anymore!\Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines!\Did something happen? response:	She hit her head just as we left...
context: Come on, this meeting was worthless anyway!\If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines!\Did something happen?\She hit her head just as we left... response:	Why aren't we throwing those out?
context: If we don't clean up, I won't come anymore!\Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines!\Did something happen?\She hit her head just as we left...\Why aren't we throwing those out? response:	We can't decide that for things that've been here longer than us...
context: Well, I don't think that would be such a bad thing...\Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines!\Did something happen?\She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us... response:	Then try asking the original chairman.
context: Don't talk that way, stupid!\Everyone up, then.\We'll start with the magazines!\Did something happen?\She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman. response:	He doesn't come to meetings.
context: Everyone up, then.\We'll start with the magazines!\Did something happen?\She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings. response:	Let's at least get rid of things we have plenty of or that we obviously don't need.
context: We'll start with the magazines!\Did something happen?\She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need. response:	Uh, well...
context: Did something happen?\She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well... response:	That's tough to judge...
context: She hit her head just as we left...\Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge... response:	Very important. Let's throw out the porn.
context: Why aren't we throwing those out?\We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge...\Very important. Let's throw out the porn. response:	Especially those dojinshi and whatnot...
context: We can't decide that for things that've been here longer than us...\Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot... response:	Well, some of those might have a premium and be valuable.
context: Then try asking the original chairman.\He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable. response:	Is that so...
context: He doesn't come to meetings.\Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so... response:	Probably...
context: Let's at least get rid of things we have plenty of or that we obviously don't need.\Uh, well...\That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so...\Probably... response:	Then let's sell them.
context: Uh, well...\That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so...\Probably...\Then let's sell them. response:	She's evil.
context: That's tough to judge...\Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so...\Probably...\Then let's sell them.\She's evil. response:	Hey, why don't we also tear down all the posters?
context: Very important. Let's throw out the porn.\Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so...\Probably...\Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters? response:	N-No, those have too much to do with the group's identity.
context: Especially those dojinshi and whatnot...\Well, some of those might have a premium and be valuable.\Is that so...\Probably...\Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity. response:	But they're the most unsightly things in here...
context: Well, some of those might have a premium and be valuable.\Is that so...\Probably...\Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here... response:	Right...
context: Is that so...\Probably...\Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right... response:	These look like old club mags.
context: Probably...\Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right...\These look like old club mags. response:	Mebaetame
context: Then let's sell them.\She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right...\These look like old club mags.\Mebaetame response:	From when?
context: She's evil.\Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right...\These look like old club mags.\Mebaetame\From when? response:	It says'87!
context: Hey, why don't we also tear down all the posters?\N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right...\These look like old club mags.\Mebaetame\From when?\It says'87! response:	Wow, what a flashback!
context: N-No, those have too much to do with the group's identity.\But they're the most unsightly things in here...\Right...\These look like old club mags.\Mebaetame\From when?\It says'87!\Wow, what a flashback! response:	That drawing is from Silver Cyclone Zillios.
context: But they're the most unsightly things in here...\Right...\These look like old club mags.\Mebaetame\From when?\It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios. response:	'87?
context: Right...\These look like old club mags.\Mebaetame\From when?\It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87? response:	How long ago was that?
context: These look like old club mags.\Mebaetame\From when?\It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that? response:	Then Genshiken's been around since then...
context: Mebaetame\From when?\It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that?\Then Genshiken's been around since then... response:	The founding president... r-right now he's...
context: From when?\It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's... response:	Don't say it!
context: It says'87!\Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it! response:	Let's pretend we didn't see them.
context: Wow, what a flashback!\That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them. response:	Well, the magazines are more or less our personal property...
context: That drawing is from Silver Cyclone Zillios.\'87?\How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property... response:	All of the action figures are in these...
context: '87?\How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these... response:	They're mostly broken from being tossed into cardboard boxes.
context: How long ago was that?\Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes. response:	It doesn't feel like we've made much progress, though...
context: Then Genshiken's been around since then...\The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though... response:	The room's small to begin with.
context: The founding president... r-right now he's...\Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with. response:	Yeah, good point.
context: Don't say it!\Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point. response:	No need to throw it out right away.
context: Let's pretend we didn't see them.\Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point.\No need to throw it out right away. response:	Wrong.
context: Well, the magazines are more or less our personal property...\All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point.\No need to throw it out right away.\Wrong. response:	This stuff needs to go ASAP!
context: All of the action figures are in these...\They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point.\No need to throw it out right away.\Wrong.\This stuff needs to go ASAP! response:	She'll make an excellent mother someday.
context: They're mostly broken from being tossed into cardboard boxes.\It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point.\No need to throw it out right away.\Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday. response:	She throws out whatever she wants to.
context: It doesn't feel like we've made much progress, though...\The room's small to begin with.\Yeah, good point.\No need to throw it out right away.\Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to. response:	And sh-she calls models toys and b-breaks them.
context: The room's small to begin with.\Yeah, good point.\No need to throw it out right away.\Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them. response:	Ahh, I want to burn it all.
context: Yeah, good point.\No need to throw it out right away.\Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all. response:	What're you doing?
context: No need to throw it out right away.\Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing? response:	Nothing in particular.
context: Wrong.\This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing?\Nothing in particular. response:	What about you?
context: This stuff needs to go ASAP!\She'll make an excellent mother someday.\She throws out whatever she wants to.\And sh-she calls models toys and b-breaks them.\Ahh, I want to burn it all.\What're you doing?\Nothing in particular.\What about you? response:	Well, you were just staring at the old books.
