context: Another day in Kamogawa response:	Another day in Kamogawa
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\We always live\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	that we are misunderstood
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood response:	Is it just me, or are things getting worse?
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\Is it just me, or are things getting worse? response:	Yes, that anomaly is gradually descending upon us.
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us. response:	We're receiving similar reports from around the world.
context: full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world. response:	If this continues, Earth will be...
context: full of conviction\full of conviction\full of conviction\that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be... response:	What's the status of the three pilots?
context: full of conviction\full of conviction\that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots? response:	Still unable to confirm their location on any of our sensors.
context: full of conviction\that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors. response:	I'm starting to understand
context: that we are misunderstood\Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand response:	how those guys felt
context: Is it just me, or are things getting worse?\Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt response:	when they chose to abandon Earth 20,000 years ago.
context: Yes, that anomaly is gradually descending upon us.\We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago. response:	Hey! Look at that!
context: We're receiving similar reports from around the world.\If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that! response:	It's getting worse!
context: If this continues, Earth will be...\What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse! response:	Aren't you afraid?
context: What's the status of the three pilots?\Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse!\Aren't you afraid? response:	I am afraid,
context: Still unable to confirm their location on any of our sensors.\I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse!\Aren't you afraid?\I am afraid, response:	but I have just as much faith in Madoka.
context: I'm starting to understand\how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse!\Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka. response:	This may sound funny coming from a relative of hers,
context: how those guys felt\when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse!\Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka.\This may sound funny coming from a relative of hers, response:	but she's never let us down, not once.
context: when they chose to abandon Earth 20,000 years ago.\Hey! Look at that!\It's getting worse!\Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka.\This may sound funny coming from a relative of hers,\but she's never let us down, not once. response:	When I want something to happen...
context: Hey! Look at that!\It's getting worse!\Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka.\This may sound funny coming from a relative of hers,\but she's never let us down, not once.\When I want something to happen... response:	She always finds a way to come through, no matter how serious she needs to become to do it.
context: It's getting worse!\Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka.\This may sound funny coming from a relative of hers,\but she's never let us down, not once.\When I want something to happen...\She always finds a way to come through, no matter how serious she needs to become to do it. response:	She'll fly to heights I can't even imagine.
context: Aren't you afraid?\I am afraid,\but I have just as much faith in Madoka.\This may sound funny coming from a relative of hers,\but she's never let us down, not once.\When I want something to happen...\She always finds a way to come through, no matter how serious she needs to become to do it.\She'll fly to heights I can't even imagine. response:	I can't stand this!
