context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today. response:	That really blows.
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today.\That really blows. response:	Did you leave them in your room?
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room? response:	Uh-huh, I put it all together in a pile last night and...
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and... response:	I'll go fetch them for you.
context: The sky is so blue...\Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you. response:	Huh?
context: Oh, crap...\What's the matter?\I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh? response:	Hey! Wait a minute!
context: What's the matter?\I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh?\Hey! Wait a minute! response:	Belldandy?
context: I forgot to bring the materials for my presentation today.\That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh?\Hey! Wait a minute!\Belldandy? response:	What's he up to? Belldandy?
context: That really blows.\Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh?\Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy? response:	Will she be all right?
context: Did you leave them in your room?\Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh?\Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy?\Will she be all right? response:	Ah! Living Under One Roof Together
context: Uh-huh, I put it all together in a pile last night and...\I'll go fetch them for you.\Huh?\Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together response:	Oh, whatever. If she can't find it, she'll just come back, right?
context: I'll go fetch them for you.\Huh?\Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right? response:	Look at you, Morisato. Did Belldandy dump you or something?
context: Huh?\Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something? response:	No, she didn't.
context: Hey! Wait a minute!\Belldandy?\What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't. response:	Huh? Did you get dumped?
context: Belldandy?\What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped? response:	No, for god's sake!
context: What's he up to? Belldandy?\Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped?\No, for god's sake! response:	What's up, you had a fight with Bell-chan?
context: Will she be all right?\Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan? response:	Can I sit by myself for a second?
context: Ah! Living Under One Roof Together\Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second? response:	Why is everybody reacting this way?
context: Oh, whatever. If she can't find it, she'll just come back, right?\Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way? response:	Ahem.
context: Look at you, Morisato. Did Belldandy dump you or something?\No, she didn't.\Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem. response:	What's the problem, Morisato? You look depressed.
context: No, she didn't.\Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed. response:	Hey, where's Belldandy?
context: Huh? Did you get dumped?\No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy? response:	So now you're joining in, too. Belldandy's just...
context: No, for god's sake!\What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just... response:	Lucky you, Morisato. Getting yourself such a good-looking girlfriend!
context: What's up, you had a fight with Bell-chan?\Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend! response:	Lucky you, Morisato. Getting yourself such a sweet girlfriend!
context: Can I sit by myself for a second?\Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend! response:	But, uh, Belldandy and I are...
context: Why is everybody reacting this way?\Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are... response:	What the...
context: Ahem.\What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the... response:	Is it possible?
context: What's the problem, Morisato? You look depressed.\Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the...\Is it possible? response:	You've already gone that far?
context: Hey, where's Belldandy?\So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the...\Is it possible?\You've already gone that far? response:	Dai-chan!
context: So now you're joining in, too. Belldandy's just...\Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the...\Is it possible?\You've already gone that far?\Dai-chan! response:	Den-chan! Dai-chan!
context: Lucky you, Morisato. Getting yourself such a good-looking girlfriend!\Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the...\Is it possible?\You've already gone that far?\Dai-chan!\Den-chan! Dai-chan! response:	We'll gladly bear the responsibility of finding the right name for your child!
context: Lucky you, Morisato. Getting yourself such a sweet girlfriend!\But, uh, Belldandy and I are...\What the...\Is it possible?\You've already gone that far?\Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child! response:	You said it!
context: But, uh, Belldandy and I are...\What the...\Is it possible?\You've already gone that far?\Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it! response:	Wait a second, will you?
context: What the...\Is it possible?\You've already gone that far?\Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you? response:	This is not to be taken lightly...
context: Is it possible?\You've already gone that far?\Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you?\This is not to be taken lightly... response:	We'll get back to you after giving it some serious thought.
context: You've already gone that far?\Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought. response:	Just leave it to us!
context: Dai-chan!\Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us! response:	A name... What kind of name...
context: Den-chan! Dai-chan!\We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name... response:	I don't believe those two!
context: We'll gladly bear the responsibility of finding the right name for your child!\You said it!\Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name...\I don't believe those two! response:	Hey, that was pretty quick...
context: You said it!\Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick... response:	Whoops! Miss Mishima?
context: Wait a second, will you?\This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima? response:	Good morning, Mr. Morisato.
context: This is not to be taken lightly...\We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato. response:	Good morning.
context: We'll get back to you after giving it some serious thought.\Just leave it to us!\A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning. response:	How unusual for you not to be with Belldandy...
context: Just leave it to us!\A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy... response:	Oh, well, I left something at home, and she went back to get it for me.
context: A name... What kind of name...\I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me. response:	At home? You mean, your home?
context: I don't believe those two!\Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home? response:	Yeah, I guess you could say that.
context: Hey, that was pretty quick...\Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that. response:	See, I just got kicked out of the dorm.
context: Whoops! Miss Mishima?\Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm. response:	So you live alone now?
context: Good morning, Mr. Morisato.\Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now? response:	Well, uh, not alone, actually...
context: Good morning.\How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually... response:	Huh?
context: How unusual for you not to be with Belldandy...\Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually...\Huh? response:	Don't tell me that...
context: Oh, well, I left something at home, and she went back to get it for me.\At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually...\Huh?\Don't tell me that... response:	I didn't tell you?
context: At home? You mean, your home?\Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually...\Huh?\Don't tell me that...\I didn't tell you? response:	I had no idea that you and Belldandy were that involved already!
context: Yeah, I guess you could say that.\See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually...\Huh?\Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already! response:	What?
context: See, I just got kicked out of the dorm.\So you live alone now?\Well, uh, not alone, actually...\Huh?\Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What? response:	Come on! Keep your voice down, will you?
context: So you live alone now?\Well, uh, not alone, actually...\Huh?\Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you? response:	But, is it true?
context: Well, uh, not alone, actually...\Huh?\Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you?\But, is it true? response:	Well, I guess you could say it is.
context: Huh?\Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is. response:	She looks so sweet, but she's as bold as the next person...
context: Don't tell me that...\I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person... response:	But look, we just live together, that's all. There's really nothing going on.
context: I didn't tell you?\I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on. response:	What? Nothing going on? You've got to be kidding me!
context: I had no idea that you and Belldandy were that involved already!\What?\Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me! response:	There's nothing to kid about, and besides, I think you got the wrong idea.
context: What?\Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea. response:	Belldandy and I are just...
context: Come on! Keep your voice down, will you?\But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just... response:	You two are?
context: But, is it true?\Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are? response:	Well, see, you know...
context: Well, I guess you could say it is.\She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are?\Well, see, you know... response:	How should I put it...
context: She looks so sweet, but she's as bold as the next person...\But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are?\Well, see, you know...\How should I put it... response:	I don't believe you! You're not in grade school anymore!
context: But look, we just live together, that's all. There's really nothing going on.\What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are?\Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore! response:	I just want to take it slow... not jump into things.
context: What? Nothing going on? You've got to be kidding me!\There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are?\Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things. response:	With an attitude like that...
context: There's nothing to kid about, and besides, I think you got the wrong idea.\Belldandy and I are just...\You two are?\Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that... response:	Still, considering you once dared to make a bid for me, that girl should be...
context: Belldandy and I are just...\You two are?\Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be... response:	You really think so?
context: You two are?\Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so? response:	The first thing you have to do is tell her how you really feel.
context: Well, see, you know...\How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel. response:	For the rest, you can come up with it on your own, can't you?
context: How should I put it...\I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you? response:	True, exactly what kind of relationship are we in right now?
context: I don't believe you! You're not in grade school anymore!\I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now? response:	Sorry to keep you waiting!
context: I just want to take it slow... not jump into things.\With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting! response:	That was pretty quick of you, huh?
context: With an attitude like that...\Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh? response:	Yes. I wasn't sure which ones you needed, so I brought everything.
context: Still, considering you once dared to make a bid for me, that girl should be...\You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything. response:	Oh, thanks.
context: You really think so?\The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks. response:	They're heavy, so please take care.
context: The first thing you have to do is tell her how you really feel.\For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care. response:	Sure, I'll be fine.
context: For the rest, you can come up with it on your own, can't you?\True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine. response:	Hey, listen...
context: True, exactly what kind of relationship are we in right now?\Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen... response:	What is it?
context: Sorry to keep you waiting!\That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen...\What is it? response:	Um, the thing is... you and me...
context: That was pretty quick of you, huh?\Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen...\What is it?\Um, the thing is... you and me... response:	Oh, never mind, it's nothing.
context: Yes. I wasn't sure which ones you needed, so I brought everything.\Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen...\What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing. response:	Keiichi?
context: Oh, thanks.\They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen...\What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi? response:	The engine evolved as the double-valve system and was gradually improved.
context: They're heavy, so please take care.\Sure, I'll be fine.\Hey, listen...\What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved. response:	Early engines used direct exhaust valves with camshafts, valves...
context: Sure, I'll be fine.\Hey, listen...\What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves... response:	She is pretty cute, huh?
context: Hey, listen...\What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh? response:	She did say she'd stay with me forever, but...
context: What is it?\Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but... response:	Well, no, not necessarily!
context: Um, the thing is... you and me...\Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily! response:	Belldandy hasn't shown any signs that she doesn't want to be with me.
context: Oh, never mind, it's nothing.\Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily!\Belldandy hasn't shown any signs that she doesn't want to be with me. response:	I really wish I could find out for sure.
context: Keiichi?\The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily!\Belldandy hasn't shown any signs that she doesn't want to be with me.\I really wish I could find out for sure. response:	Keiichi? Keiichi?...tell her how you really feel.
context: The engine evolved as the double-valve system and was gradually improved.\Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily!\Belldandy hasn't shown any signs that she doesn't want to be with me.\I really wish I could find out for sure.\Keiichi? Keiichi?...tell her how you really feel. response:	That's it. This is something that I have to take the initiative on, right?
context: Early engines used direct exhaust valves with camshafts, valves...\She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily!\Belldandy hasn't shown any signs that she doesn't want to be with me.\I really wish I could find out for sure.\Keiichi? Keiichi?...tell her how you really feel.\That's it. This is something that I have to take the initiative on, right? response:	Tell Belldandy that I lo... lo...
context: She is pretty cute, huh?\She did say she'd stay with me forever, but...\Well, no, not necessarily!\Belldandy hasn't shown any signs that she doesn't want to be with me.\I really wish I could find out for sure.\Keiichi? Keiichi?...tell her how you really feel.\That's it. This is something that I have to take the initiative on, right?\Tell Belldandy that I lo... lo... response:	You got that, Morisato?
