context: Are you awake, new king chosen by Eve? response:	Tsutsugami Gai...
context: My wish is going to come true at last.\The reality of the destruction around us fills our mind\The raging rain sounds like a storm of tears\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others, response:	that your voice was given to you to tell others how you feel
context: The reality of the destruction around us fills our mind\The raging rain sounds like a storm of tears\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel response:	All living things
context: The raging rain sounds like a storm of tears\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things response:	bear witness to my song
context: that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things\bear witness to my song response:	Your heart contains all its truth
context: that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things\bear witness to my song\Your heart contains all its truth response:	Even when all you see in your path are storms
context: that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things\bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms response:	remember that your strength is no coincidence
context: that your eyes were given to you to acknowledge others,\that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things\bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence response:	If we've come in this close and they're still not shooting...
context: that your eyes were given to you to acknowledge others,\that your voice was given to you to tell others how you feel\All living things\bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting... response:	The 256 Leukocytes are a bluff.
context: that your voice was given to you to tell others how you feel\All living things\bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff. response:	They have the one we failed to destroy before,
context: All living things\bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before, response:	plus anti-optical tracker decoys and fakes put up by hackers.
context: bear witness to my song\Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers. response:	So they were buying time.
context: Your heart contains all its truth\Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time. response:	And to think we and the U.N. troops fell for it like fools
context: Even when all you see in your path are storms\remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools response:	and sat on our hands until the very last moment...
context: remember that your strength is no coincidence\If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment... response:	But we made it in time.
context: If we've come in this close and they're still not shooting...\The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time. response:	Even if we don't have much time, we do have a chance.
context: The 256 Leukocytes are a bluff.\They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance. response:	A chance to save Inori and stop Gai.
context: They have the one we failed to destroy before,\plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai. response:	That's right. If we secure her, Gai's objective goes up in smoke...
context: plus anti-optical tracker decoys and fakes put up by hackers.\So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke... response:	And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.
context: So they were buying time.\And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world. response:	We aren't stuck with a grim future yet.
context: And to think we and the U.N. troops fell for it like fools\and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet. response:	Yes... I never thought I'd find myself seriously saying
context: and sat on our hands until the very last moment...\But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying response:	the future of the world lies in our hands,
context: But we made it in time.\Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands, response:	but it seems this is that sort of battle.
context: Even if we don't have much time, we do have a chance.\A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle. response:	Let's win. No matter what.
context: A chance to save Inori and stop Gai.\That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what. response:	I'm borrowing this, Oogumo.
context: That's right. If we secure her, Gai's objective goes up in smoke...\And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo. response:	Can we make this protocol work, Haruka?
context: And we might even be able to eradicate the Apocalypse Virus not just in Japan, but all over the world.\We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka? response:	We should be able to, if they haven't discovered us yet.
context: We aren't stuck with a grim future yet.\Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet. response:	Could you give me a hand?
context: Yes... I never thought I'd find myself seriously saying\the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand? response:	Yeah.
context: the future of the world lies in our hands,\but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah. response:	Hey, Shu.
context: but it seems this is that sort of battle.\Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah.\Hey, Shu. response:	Could you shoot?
context: Let's win. No matter what.\I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah.\Hey, Shu.\Could you shoot? response:	If Gai were right in front of you, could you pull the trigger?
context: I'm borrowing this, Oogumo.\Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah.\Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger? response:	Yes, I could.
context: Can we make this protocol work, Haruka?\We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah.\Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could. response:	You're perfect, you know?
context: We should be able to, if they haven't discovered us yet.\Could you give me a hand?\Yeah.\Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know? response:	Where did that come from?!
context: Could you give me a hand?\Yeah.\Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know?\Where did that come from?! response:	It's my job to get dirty.
context: Yeah.\Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know?\Where did that come from?!\It's my job to get dirty. response:	So you stay perfectly pure, Ayase.
context: Hey, Shu.\Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know?\Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase. response:	Shu...
context: Could you shoot?\If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know?\Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu... response:	But I know if it's time to fight, I'll use your Void.
context: If Gai were right in front of you, could you pull the trigger?\Yes, I could.\You're perfect, you know?\Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void. response:	So maybe I'm still making you an accomplice, but...
context: Yes, I could.\You're perfect, you know?\Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but... response:	That's fine.
context: You're perfect, you know?\Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine. response:	I knew what I was getting into when I left my heart in your hands.
context: Where did that come from?!\It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands. response:	But I didn't give it to you, got it?
context: It's my job to get dirty.\So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it? response:	So don't you dare go and die without returning it!
context: So you stay perfectly pure, Ayase.\Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it! response:	Thanks, Ayase.
context: Shu...\But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase. response:	All attack units will arrive at Point Delta momentarily.
context: But I know if it's time to fight, I'll use your Void.\So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily. response:	All Endlaves begin your descent!
context: So maybe I'm still making you an accomplice, but...\That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent! response:	All units begin descent!
context: That's fine.\I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent! response:	All units begin descent! Go! Go! Go!
context: I knew what I was getting into when I left my heart in your hands.\But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go! response:	There sure are a lot of them.
context: But I didn't give it to you, got it?\So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them. response:	They seriously hate you, Gai.
context: So don't you dare go and die without returning it!\Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai. response:	I'm doing it.
context: Thanks, Ayase.\All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it. response:	Be my guest.
context: All attack units will arrive at Point Delta momentarily.\All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it.\Be my guest. response:	87 of targets destroyed!
context: All Endlaves begin your descent!\All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it.\Be my guest.\87 of targets destroyed! response:	No signals from the enemy!
context: All units begin descent!\All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it.\Be my guest.\87 of targets destroyed!\No signals from the enemy! response:	The overall outcome has been determined.
context: All units begin descent! Go! Go! Go!\There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it.\Be my guest.\87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined. response:	It's our job to mop up the rest.
context: There sure are a lot of them.\They seriously hate you, Gai.\I'm doing it.\Be my guest.\87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest. response:	Start up all the Endlaves.
context: They seriously hate you, Gai.\I'm doing it.\Be my guest.\87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves. response:	Mobilize the Ghost unit.
context: I'm doing it.\Be my guest.\87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit. response:	I'm counting on you, Lieutenant.
context: Be my guest.\87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant. response:	What are you even doing here, anyway?
context: 87 of targets destroyed!\No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway? response:	It doesn't exactly sound like you're on their side.
context: No signals from the enemy!\The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side. response:	And you?
context: The overall outcome has been determined.\It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you? response:	Why volunteer to be a guinea pig after fighting the idea so hard before?
context: It's our job to mop up the rest.\Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before? response:	Who wouldn't get pissed off if their Void kept beating them?
context: Start up all the Endlaves.\Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them? response:	Plus, I want to at least choose how I die myself.
context: Mobilize the Ghost unit.\I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself. response:	Shall we go, Gespenst?
context: I'm counting on you, Lieutenant.\What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst? response:	I wish the U.N. Forces had held out a little longer...
context: What are you even doing here, anyway?\It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer... response:	Let's hurry.
context: It doesn't exactly sound like you're on their side.\And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry. response:	Here we go!
context: And you?\Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go! response:	New enemy landing in Block 7!
context: Why volunteer to be a guinea pig after fighting the idea so hard before?\Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go!\New enemy landing in Block 7! response:	It's not the U.N.!
context: Who wouldn't get pissed off if their Void kept beating them?\Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go!\New enemy landing in Block 7!\It's not the U.N.! response:	The Undertakers?!
context: Plus, I want to at least choose how I die myself.\Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go!\New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?! response:	Send in the Ghosts!
context: Shall we go, Gespenst?\I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go!\New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?!\Send in the Ghosts! response:	Did we get them?
context: I wish the U.N. Forces had held out a little longer...\Let's hurry.\Here we go!\New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?!\Send in the Ghosts!\Did we get them? response:	Nope. That's a Void.
context: Let's hurry.\Here we go!\New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?!\Send in the Ghosts!\Did we get them?\Nope. That's a Void. response:	They took out the copies!
context: Here we go!\New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?!\Send in the Ghosts!\Did we get them?\Nope. That's a Void.\They took out the copies! response:	I anticipated that.
context: New enemy landing in Block 7!\It's not the U.N.!\The Undertakers?!\Send in the Ghosts!\Did we get them?\Nope. That's a Void.\They took out the copies!\I anticipated that. response:	Tsugumi, that should have been enough for you to analyze their security setup with.
context: It's not the U.N.!\The Undertakers?!\Send in the Ghosts!\Did we get them?\Nope. That's a Void.\They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with. response:	Can you do it?
context: The Undertakers?!\Send in the Ghosts!\Did we get them?\Nope. That's a Void.\They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it? response:	Who do you think you're talking to?
context: Send in the Ghosts!\Did we get them?\Nope. That's a Void.\They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to? response:	I blow minds when I get serious!
context: Did we get them?\Nope. That's a Void.\They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to?\I blow minds when I get serious! response:	There it is! Haruka's back door.
context: Nope. That's a Void.\They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door. response:	What just happened?!
context: They took out the copies!\I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?! response:	Our system's been infiltrated!
context: I anticipated that.\Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated! response:	They've...
context: Tsugumi, that should have been enough for you to analyze their security setup with.\Can you do it?\Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated!\They've... response:	Don't waste this chance!
context: Can you do it?\Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated!\They've...\Don't waste this chance! response:	Get boots on the ground and suppress them!
context: Who do you think you're talking to?\I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated!\They've...\Don't waste this chance!\Get boots on the ground and suppress them! response:	Souta!
context: I blow minds when I get serious!\There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated!\They've...\Don't waste this chance!\Get boots on the ground and suppress them!\Souta! response:	Teams have landed in Area A4!
context: There it is! Haruka's back door.\What just happened?!\Our system's been infiltrated!\They've...\Don't waste this chance!\Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4! response:	The combined fleet is moving in closer!
context: What just happened?!\Our system's been infiltrated!\They've...\Don't waste this chance!\Get boots on the ground and suppress them!\Souta!\Teams have landed in Area A4!\The combined fleet is moving in closer! response:	Hurry up with those repairs!
