context: Stop playing around. response:	Hello.
context: From your perspective, we are sentient intelligences from another world.\And at the same time, I'm also your little sister.\What should we make today, Nyanta?\Let me see...\Working hard, Shiro?\I know you just got back, but can you tell me the details\about this new type of monster?\Stranger response:	Stranger.
context: And at the same time, I'm also your little sister.\What should we make today, Nyanta?\Let me see...\Working hard, Shiro?\I know you just got back, but can you tell me the details\about this new type of monster?\Stranger\Stranger. response:	And that's what happened.
context: What should we make today, Nyanta?\Let me see...\Working hard, Shiro?\I know you just got back, but can you tell me the details\about this new type of monster?\Stranger\Stranger.\And that's what happened. response:	The genius of marriage, Camaysar.
context: Let me see...\Working hard, Shiro?\I know you just got back, but can you tell me the details\about this new type of monster?\Stranger\Stranger.\And that's what happened.\The genius of marriage, Camaysar. response:	That was more like marriage fraud than marriage.
context: Working hard, Shiro?\I know you just got back, but can you tell me the details\about this new type of monster?\Stranger\Stranger.\And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage. response:	The West Wind girls were the ones who first found him?
context: I know you just got back, but can you tell me the details\about this new type of monster?\Stranger\Stranger.\And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him? response:	Yeah.
context: about this new type of monster?\Stranger\Stranger.\And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah. response:	We have access to the girls' information network,
context: Stranger\Stranger.\And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network, response:	so we're really good at that.
context: Stranger.\And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network,\so we're really good at that. response:	Yes, it's amazing, my lord.
context: And that's what happened.\The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord. response:	You also knew about it, Akatsuki?
context: The genius of marriage, Camaysar.\That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki? response:	No, not at all.
context: That was more like marriage fraud than marriage.\The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all. response:	So what happened?
context: The West Wind girls were the ones who first found him?\Yeah.\We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all.\So what happened? response:	Well...
context: Yeah.\We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all.\So what happened?\Well... response:	A second form?
context: We have access to the girls' information network,\so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all.\So what happened?\Well...\A second form? response:	We'll attack immediately.
context: so we're really good at that.\Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all.\So what happened?\Well...\A second form?\We'll attack immediately. response:	Give them to me, adventurers.
context: Yes, it's amazing, my lord.\You also knew about it, Akatsuki?\No, not at all.\So what happened?\Well...\A second form?\We'll attack immediately.\Give them to me, adventurers. response:	Nazuna!
context: You also knew about it, Akatsuki?\No, not at all.\So what happened?\Well...\A second form?\We'll attack immediately.\Give them to me, adventurers.\Nazuna! response:	Right.
context: No, not at all.\So what happened?\Well...\A second form?\We'll attack immediately.\Give them to me, adventurers.\Nazuna!\Right. response:	My beautiful brides...
context: So what happened?\Well...\A second form?\We'll attack immediately.\Give them to me, adventurers.\Nazuna!\Right.\My beautiful brides... response:	Ittou Ryoudan!
context: Well...\A second form?\We'll attack immediately.\Give them to me, adventurers.\Nazuna!\Right.\My beautiful brides...\Ittou Ryoudan! response:	You guys are as crazy as ever...
context: A second form?\We'll attack immediately.\Give them to me, adventurers.\Nazuna!\Right.\My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever... response:	We'll show no mercy to anyone who touches our girls.
context: We'll attack immediately.\Give them to me, adventurers.\Nazuna!\Right.\My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls. response:	Yes, we show no mercy, my lord!
context: Give them to me, adventurers.\Nazuna!\Right.\My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord! response:	Did you also help, Akatsuki?
context: Nazuna!\Right.\My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki? response:	No, not at all.
context: Right.\My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all. response:	So what is he, exactly?
context: My beautiful brides...\Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all.\So what is he, exactly? response:	Is he an enemy?
context: Ittou Ryoudan!\You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all.\So what is he, exactly?\Is he an enemy? response:	An enemy, huh?
context: You guys are as crazy as ever...\We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all.\So what is he, exactly?\Is he an enemy?\An enemy, huh? response:	Since they're attacking us, we have to fight.
context: We'll show no mercy to anyone who touches our girls.\Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all.\So what is he, exactly?\Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight. response:	Then we just need to protect the town, huh?
context: Yes, we show no mercy, my lord!\Did you also help, Akatsuki?\No, not at all.\So what is he, exactly?\Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh? response:	Leave it to us.
context: Did you also help, Akatsuki?\No, not at all.\So what is he, exactly?\Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us. response:	Leave it to me, my lord.
context: No, not at all.\So what is he, exactly?\Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord. response:	Ah, thanks.
context: So what is he, exactly?\Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord.\Ah, thanks. response:	Come to think of it, he was a weird enemy.
context: Is he an enemy?\An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy. response:	Weird?
context: An enemy, huh?\Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy.\Weird? response:	Since we came to this world, he's the enemy most like those in Elder Tale.
context: Since they're attacking us, we have to fight.\Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale. response:	Yeah, like it was too easy...
context: Then we just need to protect the town, huh?\Leave it to us.\Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy... response:	Be my beautiful bride...
context: Leave it to us.\Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride... response:	It was like a game.
context: Leave it to me, my lord.\Ah, thanks.\Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride...\It was like a game. response:	It felt hollow.
context: Ah, thanks.\Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride...\It was like a game.\It felt hollow. response:	Like I was fighting from behind a computer screen.
context: Come to think of it, he was a weird enemy.\Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride...\It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen. response:	Fried rockfish is the best!
context: Weird?\Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride...\It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best! response:	Fried rockfish is the best!
context: Since we came to this world, he's the enemy most like those in Elder Tale.\Yeah, like it was too easy...\Be my beautiful bride...\It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best! response:	Sir Isaac! Sir Isaac!
context: Yeah, like it was too easy...\Be my beautiful bride...\It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac! response:	How can he jump so high?
context: Be my beautiful bride...\It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high? response:	Sir Isaac, how can he
context: It was like a game.\It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he response:	Just call me Isaac.
context: It felt hollow.\Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he\Just call me Isaac. response:	But...
context: Like I was fighting from behind a computer screen.\Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he\Just call me Isaac.\But... response:	You know, uh...
context: Fried rockfish is the best!\Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he\Just call me Isaac.\But...\You know, uh... response:	I'm Iselus.
context: Fried rockfish is the best!\Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he\Just call me Isaac.\But...\You know, uh...\I'm Iselus. response:	Iselus, can you try to be a little less formal?
context: Sir Isaac! Sir Isaac!\How can he jump so high?\Sir Isaac, how can he\Just call me Isaac.\But...\You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal? response:	You're an adventurer, Sir Isaac.
context: How can he jump so high?\Sir Isaac, how can he\Just call me Isaac.\But...\You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac. response:	And you're training the knights of Maihama.
context: Sir Isaac, how can he\Just call me Isaac.\But...\You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama. response:	I'm just doing it because I want to.
context: Just call me Isaac.\But...\You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to. response:	And I'm told that, in Akihabara, you help my sister, Lenessia.
context: But...\You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia. response:	Taking care of her is the elite glasses guy's job.
context: You know, uh...\I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job. response:	He's on a trip now, though.
context: I'm Iselus.\Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though. response:	Then is he an adventurer, too, Sir Isaac?
context: Iselus, can you try to be a little less formal?\You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac? response:	I told you...
context: You're an adventurer, Sir Isaac.\And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you... response:	Isaac,
context: And you're training the knights of Maihama.\I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac, response:	should we let them take a break?
context: I'm just doing it because I want to.\And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac,\should we let them take a break? response:	And I told you not to be so informal!
context: And I'm told that, in Akihabara, you help my sister, Lenessia.\Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac,\should we let them take a break?\And I told you not to be so informal! response:	See, Sir Iselus.
context: Taking care of her is the elite glasses guy's job.\He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac,\should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus. response:	Just talk to him like I do.
context: He's on a trip now, though.\Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac,\should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do. response:	All right, I'll try.
context: Then is he an adventurer, too, Sir Isaac?\I told you...\Isaac,\should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do.\All right, I'll try. response:	You guys are seriously...
context: I told you...\Isaac,\should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do.\All right, I'll try.\You guys are seriously... response:	What's wrong, Isaac?
context: Isaac,\should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do.\All right, I'll try.\You guys are seriously...\What's wrong, Isaac? response:	It's kind of cool! Isaac!
context: should we let them take a break?\And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do.\All right, I'll try.\You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac! response:	He's so cute!
context: And I told you not to be so informal!\See, Sir Iselus.\Just talk to him like I do.\All right, I'll try.\You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute! response:	I swear, you guys, I'm going to use Sword of Pain Black!
context: See, Sir Iselus.\Just talk to him like I do.\All right, I'll try.\You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black! response:	At a glance, he looked like a normal Person of the Land.
context: Just talk to him like I do.\All right, I'll try.\You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land. response:	And he was able to judge the quality of ores.
context: All right, I'll try.\You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores. response:	Ever since the Apocalypse, the prices of material items
context: You guys are seriously...\What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items response:	have depended on their quality.
context: What's wrong, Isaac?\It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality. response:	So lots of adventurers started to ask him for appraisals.
context: It's kind of cool! Isaac!\He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals. response:	But let's say he picked up a rock from the ground
context: He's so cute!\I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground response:	and said it was top-grade ore.
context: I swear, you guys, I'm going to use Sword of Pain Black!\At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore. response:	Rock Effect: Rock Just a rock
context: At a glance, he looked like a normal Person of the Land.\And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock response:	For some reason, everyone would believe him
context: And he was able to judge the quality of ores.\Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him response:	and buy a simple rock for an incredible price.
context: Ever since the Apocalypse, the prices of material items\have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price. response:	In other words, he was a monster that destroyed things' measures,
context: have depended on their quality.\So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures, response:	their weights, lengths, and values.
context: So lots of adventurers started to ask him for appraisals.\But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values. response:	The genius of measures, Bagris.
context: But let's say he picked up a rock from the ground\and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris. response:	What tipped us off was the ate a ton and still felt hungry incident.
context: and said it was top-grade ore.\Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident. response:	After an investigation, we found out what he was.
context: Rock Effect: Rock Just a rock\For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was. response:	We put together a quick half-raid team
context: For some reason, everyone would believe him\and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team response:	and went to get rid of him, but...
context: and buy a simple rock for an incredible price.\In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but... response:	I should be able to gain ample empathions from this.
context: In other words, he was a monster that destroyed things' measures,\their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this. response:	Lightning Straight!
context: their weights, lengths, and values.\The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight! response:	Genius of Measures Bagris/ Genius Rank/ Half Raid
context: The genius of measures, Bagris.\What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid response:	The problem was that he could control
context: What tipped us off was the ate a ton and still felt hungry incident.\After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control response:	distance, speed, skill damage, and even targets.
context: After an investigation, we found out what he was.\We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets. response:	It wasn't even a fight.
context: We put together a quick half-raid team\and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight. response:	Give me your empathions now.
context: and went to get rid of him, but...\I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now. response:	Just when everyone was about to give up...
context: I should be able to gain ample empathions from this.\Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up... response:	Sorry to keep you waiting.
context: Lightning Straight!\Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting. response:	With the help of the Kunie Clan, I've finished our secret weapon at last!
context: Genius of Measures Bagris/ Genius Rank/ Half Raid\The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last! response:	Oh, you did it?
context: The problem was that he could control\distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it? response:	This is the end, Bagris.
context: distance, speed, skill damage, and even targets.\It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris. response:	I'll stop your evil deeds.
context: It wasn't even a fight.\Give me your empathions now.\Just when everyone was about to give up...\Sorry to keep you waiting.\With the help of the Kunie Clan, I've finished our secret weapon at last!\Oh, you did it?\This is the end, Bagris.\I'll stop your evil deeds. response:	With...
