context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Our full-on conflict with Phantom Lord had begun!\But in the middle of it Lucy was captured, and the master lost his magical powers!\We're in trouble!\Although we managed to rescue Lucy somehow...\I love Fairy Tail!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us response:	The whole world's a wonderland
context: But in the middle of it Lucy was captured, and the master lost his magical powers!\We're in trouble!\Although we managed to rescue Lucy somehow...\I love Fairy Tail!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland response:	which we're already wondering!!!
context: We're in trouble!\Although we managed to rescue Lucy somehow...\I love Fairy Tail!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!! response:	This excitement gets my heart racing
context: Although we managed to rescue Lucy somehow...\I love Fairy Tail!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing response:	It's wonderful!
context: I love Fairy Tail!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful! response:	Who am I, I wonder?
context: That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder? response:	What is real, I wonder?
context: Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder? response:	Why can't I see tomorrow, I wonder?
context: The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder? response:	The only part leveling up is my curiosity
context: The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity response:	We can't just throw away our daily life together, right?
context: which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right? response:	Tell me! S. O. W.
context: This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W. response:	Living itself will be our training!
context: It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training! response:	So, we can make it!
context: Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it! response:	Let's search for even more who-knows-what!
context: What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what! response:	We can't be satisfied with just the normal answers
context: Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers response:	This magical wonder life
context: The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life response:	Our future is wondering!!!
context: We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!! response:	We'll do our best living our life
context: Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life response:	the way we want to!
context: Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to! response:	Let's wondering!!!
context: So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!! response:	They said that an old friend of the master lives in a tree house in Magnolia East Forest.
context: Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest. response:	A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.
context: We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest. response:	However they say she's a specialist in healing wounds from magic.
context: This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic. response:	It seems the master has been carried there.
context: Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there. response:	H-Hey!
context: We'll do our best living our life\the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey! response:	What are you doing to the master, I mean, the sick person!
context: the way we want to!\Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person! response:	This happened because he was too reckless for his age.
context: Let's wondering!!!\They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age. response:	Honestly, what a fool you are.
context: They said that an old friend of the master lives in a tree house in Magnolia East Forest.\A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are. response:	How long do you plan to stay here?!
context: A healing wizard named Poluchka, she hates humans, so she lives alone deep in the forest.\However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?! response:	Go home now!
context: However they say she's a specialist in healing wounds from magic.\It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now! response:	Uh, but... with the master in this condition...
context: It seems the master has been carried there.\H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition... response:	Please let us care for him!
context: H-Hey!\What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition...\Please let us care for him! response:	Go home.
context: What are you doing to the master, I mean, the sick person!\This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition...\Please let us care for him!\Go home. response:	The stench of fretting faces is the greatest poison to a sick man.
context: This happened because he was too reckless for his age.\Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition...\Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man. response:	This is from wind magic, isn't it?
context: Honestly, what a fool you are.\How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition...\Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it? response:	This is the work of the magic, Drain.
context: How long do you plan to stay here?!\Go home now!\Uh, but... with the master in this condition...\Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain. response:	A fearful magic that forces your opponent's magical power to flow out.
context: Go home now!\Uh, but... with the master in this condition...\Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out. response:	The drained magical power drifts off into the air and soon dissipates.
context: Uh, but... with the master in this condition...\Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates. response:	If we could gather Makarov's lost magical power,
context: Please let us care for him!\Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power, response:	that would speed his recovery, however...
context: Go home.\The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however... response:	It's already too late. His recovery will be prolonged...
context: The stench of fretting faces is the greatest poison to a sick man.\This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged... response:	Is that so?
context: This is from wind magic, isn't it?\This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so? response:	I will inform everyone.
context: This is the work of the magic, Drain.\A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone. response:	You're still here?
context: A fearful magic that forces your opponent's magical power to flow out.\The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone.\You're still here? response:	Wait, you didn't want us to stay and listen?
context: The drained magical power drifts off into the air and soon dissipates.\If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen? response:	Go home this instant!
context: If we could gather Makarov's lost magical power,\that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant! response:	I hate the smell of humans!
context: that would speed his recovery, however...\It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans! response:	Pardon us!
context: It's already too late. His recovery will be prolonged...\Is that so?\I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans!\Pardon us! response:	We're off!
context: Is that so?\I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans!\Pardon us!\We're off! response:	You've always been such a handful...
context: I will inform everyone.\You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans!\Pardon us!\We're off!\You've always been such a handful... response:	For a wizard, their magical power is the source of life itself.
context: You're still here?\Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans!\Pardon us!\We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself. response:	And for one with great magical power, the suffering increases in kind.
context: Wait, you didn't want us to stay and listen?\Go home this instant!\I hate the smell of humans!\Pardon us!\We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind. response:	If you don't keep fighting, you may die like this.
context: Go home this instant!\I hate the smell of humans!\Pardon us!\We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this. response:	You are such a fool...
context: I hate the smell of humans!\Pardon us!\We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool... response:	15 Minutes!
context: Pardon us!\We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes! response:	Ah, damn it...
context: We're off!\You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes!\Ah, damn it... response:	I can't believe we had to retreat!
context: You've always been such a handful...\For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes!\Ah, damn it...\I can't believe we had to retreat! response:	This sucks!
context: For a wizard, their magical power is the source of life itself.\And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes!\Ah, damn it...\I can't believe we had to retreat!\This sucks! response:	And we didn't get revenge for the guild and Levy...
context: And for one with great magical power, the suffering increases in kind.\If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes!\Ah, damn it...\I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy... response:	Damn it!
context: If you don't keep fighting, you may die like this.\You are such a fool...\15 Minutes!\Ah, damn it...\I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy...\Damn it! response:	This is their headquarters.
context: You are such a fool...\15 Minutes!\Ah, damn it...\I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters. response:	If we attack them with ranged magic from the high ground to the southwest...
context: 15 Minutes!\Ah, damn it...\I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest... response:	Next time I'll bring explosive lacrima with me!
context: Ah, damn it...\I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me! response:	Bring out a stack of powerful magic books for holder-type wizards from the warehouse!
context: I can't believe we had to retreat!\This sucks!\And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse! response:	What's the matter? Still uneasy?
context: This sucks!\And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy? response:	No, it's not that.
context: And we didn't get revenge for the guild and Levy...\Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that. response:	It's just...
context: Damn it!\This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that.\It's just... response:	I'm sorry.
context: This is their headquarters.\If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that.\It's just...\I'm sorry. response:	Well, it's the fate of rich heiress' to get chased.
context: If we attack them with ranged magic from the high ground to the southwest...\Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that.\It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased. response:	And the ones who protect them are Men.
context: Next time I'll bring explosive lacrima with me!\Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that.\It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men. response:	Don't say things like that!
context: Bring out a stack of powerful magic books for holder-type wizards from the warehouse!\What's the matter? Still uneasy?\No, it's not that.\It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that! response:	But I'm really surprised. Why did you keep it a secret, Lucy?
context: What's the matter? Still uneasy?\No, it's not that.\It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy? response:	I wasn't trying to hide anything.
context: No, it's not that.\It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything. response:	After I ran away from home, I didn't really want to talk about it.
context: It's just...\I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it. response:	For a full year, he never showed any interest in his runaway daughter. And now he wants me back?
context: I'm sorry.\Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back? response:	My father went to such terrible lengths to take me back...
context: Well, it's the fate of rich heiress' to get chased.\And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back... response:	He's the worst!
context: And the ones who protect them are Men.\Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst! response:	But when you get down to it, it's originally my fault for running away from home, right?
context: Don't say things like that!\But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right? response:	That's not true! Your father's the bad guy here!
context: But I'm really surprised. Why did you keep it a secret, Lucy?\I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here! response:	You idiot!
context: I wasn't trying to hide anything.\After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot! response:	I mean, Phantom!
context: After I ran away from home, I didn't really want to talk about it.\For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom! response:	Thanks to my selfish actions, I've caused all this trouble for everyone.
context: For a full year, he never showed any interest in his runaway daughter. And now he wants me back?\My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone. response:	I'm really sorry.
context: My father went to such terrible lengths to take me back...\He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry. response:	I guess if I went home, it would end this, right?
context: He's the worst!\But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right? response:	I wonder about that.
context: But when you get down to it, it's originally my fault for running away from home, right?\That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that. response:	But rich heiress just doesn't strike the right tone.
context: That's not true! Your father's the bad guy here!\You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone. response:	Laughing in this dirty old beer hall,
context: You idiot!\I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall, response:	and making a ruckus while on some adventure... That's the Lucy I know.
context: I mean, Phantom!\Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know. response:	You said you wanted to stay here, right?
context: Thanks to my selfish actions, I've caused all this trouble for everyone.\I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right? response:	What's the point of returning someplace you don't want to go?
context: I'm really sorry.\I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go? response:	You're Lucy of Fairy Tail!
context: I guess if I went home, it would end this, right?\I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail! response:	This is your home to return to.
context: I wonder about that.\But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to. response:	Don't cry, sheesh... You're stronger than that!
context: But rich heiress just doesn't strike the right tone.\Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to.\Don't cry, sheesh... You're stronger than that! response:	Oh, right! Men are weak to tears!
context: Laughing in this dirty old beer hall,\and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to.\Don't cry, sheesh... You're stronger than that!\Oh, right! Men are weak to tears! response:	It's no use... I can't tell where Mystogan is.
context: and making a ruckus while on some adventure... That's the Lucy I know.\You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to.\Don't cry, sheesh... You're stronger than that!\Oh, right! Men are weak to tears!\It's no use... I can't tell where Mystogan is. response:	I see. Too bad.
context: You said you wanted to stay here, right?\What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to.\Don't cry, sheesh... You're stronger than that!\Oh, right! Men are weak to tears!\It's no use... I can't tell where Mystogan is.\I see. Too bad. response:	If their aim is Lucy, then they'll be attacking again.
context: What's the point of returning someplace you don't want to go?\You're Lucy of Fairy Tail!\This is your home to return to.\Don't cry, sheesh... You're stronger than that!\Oh, right! Men are weak to tears!\It's no use... I can't tell where Mystogan is.\I see. Too bad.\If their aim is Lucy, then they'll be attacking again. response:	We've got a lot of injured people... This doesn't look good.
