context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Oh, Jamis, dear!\C'mon, Jamis! Let's go!\Yes, I'm coming, Mr. Company President!\Oh, is that Minmay?\Oh, let's leave the child alone.\Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager. response:	He got you a VIP seat, A-5.
context: C'mon, Jamis! Let's go!\Yes, I'm coming, Mr. Company President!\Oh, is that Minmay?\Oh, let's leave the child alone.\Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5. response:	Oh, that's great! Thank you!
context: Yes, I'm coming, Mr. Company President!\Oh, is that Minmay?\Oh, let's leave the child alone.\Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you! response:	Thank your manager.
context: Oh, is that Minmay?\Oh, let's leave the child alone.\Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager. response:	Come on, we have to make an early day of it tomorrow. Time for bed.
context: Oh, let's leave the child alone.\Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed. response:	Okay.
context: Adults should keep the company of adults, yes?\That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay. response:	I'll walk you to your room.
context: That's another thing that's making me tired.\Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room. response:	Hello. Military barracks, men's residence.
context: Minmay! I got a message from your manager.\He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence. response:	Umm, is 1st Lt. Ichijo there, please?
context: He got you a VIP seat, A-5.\Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please? response:	Lt. Ichijo? One moment, please.
context: Oh, that's great! Thank you!\Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please. response:	Ah, the Lieutenant is flying escort for a recon plane right now.
context: Thank your manager.\Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now. response:	When will he be back?
context: Come on, we have to make an early day of it tomorrow. Time for bed.\Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back? response:	I couldn't tell you that, miss.
context: Okay.\I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss. response:	Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?
context: I'll walk you to your room.\Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long? response:	Seat A-5. And your name, please?
context: Hello. Military barracks, men's residence.\Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please? response:	Just tell him it was Nyan-Nyan.
context: Umm, is 1st Lt. Ichijo there, please?\Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan. response:	He'll understand if I tell him that?
context: Lt. Ichijo? One moment, please.\Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that? response:	Yes! Well, thanks for your help.
context: Ah, the Lieutenant is flying escort for a recon plane right now.\When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help. response:	Sure, my pleasure.
context: When will he be back?\I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure. response:	Where could he have gone to?
context: I couldn't tell you that, miss.\Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to? response:	And after I got him a reserved seat too.
context: Oh, I see. Could you please tell him he has seat A-5 waiting for him at the premiere of Shao Pai Long?\Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too. response:	I'm back.
context: Seat A-5. And your name, please?\Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too.\I'm back. response:	Good evening, sir.
context: Just tell him it was Nyan-Nyan.\He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too.\I'm back.\Good evening, sir. response:	Oh, Lieutenant! Lieutenant Ichijo!
context: He'll understand if I tell him that?\Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too.\I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo! response:	Yes, what?
context: Yes! Well, thanks for your help.\Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too.\I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what? response:	You got a phone call a little while ago.
context: Sure, my pleasure.\Where could he have gone to?\And after I got him a reserved seat too.\I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago. response:	From who?
context: Where could he have gone to?\And after I got him a reserved seat too.\I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago.\From who? response:	A young lady. Said you'd know who if I said Nyan-Nyan.
context: And after I got him a reserved seat too.\I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan. response:	Huh? Really?! All right!
context: I'm back.\Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right! response:	Ah! And she said that seat A-5 was...
context: Good evening, sir.\Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was... response:	He's gone. Oh, well.
context: Oh, Lieutenant! Lieutenant Ichijo!\Yes, what?\You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well. response:	Hello? Is Miss Minmay there?
context: Yes, what?\You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there? response:	Oh...
context: You got a phone call a little while ago.\From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh... response:	Well, can you connect me with the hotel switchboard?
context: From who?\A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard? response:	Hurry up, pick up the phone.
context: A young lady. Said you'd know who if I said Nyan-Nyan.\Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone. response:	I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!
context: Huh? Really?! All right!\Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?! response:	Now go to bed. Goodnight.
context: Ah! And she said that seat A-5 was...\He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight. response:	Goodnight.
context: He's gone. Oh, well.\Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight. response:	What was that phone call about?
context: Hello? Is Miss Minmay there?\Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight.\What was that phone call about? response:	Minmay never calls me anymore.
context: Oh...\Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight.\What was that phone call about?\Minmay never calls me anymore. response:	Oh wait. Shao Pai Long premieres tomorrow.
context: Well, can you connect me with the hotel switchboard?\Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight.\What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow. response:	Warriors!
context: Hurry up, pick up the phone.\I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight.\What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors! response:	The one who shot me down could be among them.
context: I don't care if it was just for fun, you can't go wandering around dressed like that, can you?!\Now go to bed. Goodnight.\Goodnight.\What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them. response:	Hey! This way!
context: Now go to bed. Goodnight.\Goodnight.\What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them.\Hey! This way! response:	What is this crowd here for?
context: Goodnight.\What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them.\Hey! This way!\What is this crowd here for? response:	Stop pushing! Move back!
context: What was that phone call about?\Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them.\Hey! This way!\What is this crowd here for?\Stop pushing! Move back! response:	Hey, it's Minmay!
context: Minmay never calls me anymore.\Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them.\Hey! This way!\What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay! response:	Wow, Minmay sure is popular, huh?
context: Oh wait. Shao Pai Long premieres tomorrow.\Warriors!\The one who shot me down could be among them.\Hey! This way!\What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay!\Wow, Minmay sure is popular, huh? response:	Yeah, good thing we got in line first thing this morning.
context: Warriors!\The one who shot me down could be among them.\Hey! This way!\What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay!\Wow, Minmay sure is popular, huh?\Yeah, good thing we got in line first thing this morning. response:	I'm so grateful to all of you for showing up so early today.
context: The one who shot me down could be among them.\Hey! This way!\What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay!\Wow, Minmay sure is popular, huh?\Yeah, good thing we got in line first thing this morning.\I'm so grateful to all of you for showing up so early today. response:	Thanks to the full cooperation of the military, Shao Pai Long has finally been completed.
context: Hey! This way!\What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay!\Wow, Minmay sure is popular, huh?\Yeah, good thing we got in line first thing this morning.\I'm so grateful to all of you for showing up so early today.\Thanks to the full cooperation of the military, Shao Pai Long has finally been completed. response:	And now, let me present the film's stars.
context: What is this crowd here for?\Stop pushing! Move back!\Hey, it's Minmay!\Wow, Minmay sure is popular, huh?\Yeah, good thing we got in line first thing this morning.\I'm so grateful to all of you for showing up so early today.\Thanks to the full cooperation of the military, Shao Pai Long has finally been completed.\And now, let me present the film's stars. response:	I'm pleased to introduce Lynn Kaifun and Lynn Minmay!
