context: Well, I'll be going now, Ayumi. response:	Episode 8 Encounter
context: Then, to celebrate your return...\I give you, Otosaka, this magic spell!\I-It can't be...\It's all right! Forget about the results!\The magic spell of being all right!\There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin! response:	On the first day she appeared on Move-Asa, this infamous magic spell idea
context: I give you, Otosaka, this magic spell!\I-It can't be...\It's all right! Forget about the results!\The magic spell of being all right!\There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea response:	completely destroyed the fortune-telling segment!
context: I-It can't be...\It's all right! Forget about the results!\The magic spell of being all right!\There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment! response:	Such a turn-off!
context: It's all right! Forget about the results!\The magic spell of being all right!\There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off! response:	Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!
context: The magic spell of being all right!\There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days! response:	Yeah, me too!
context: There it is! The memorable Yusarin's magic spell series, 1!\The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too! response:	Me, too! Me, too!
context: The magic spell of being all right!\Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too! response:	Myself as well!
context: Yusarin! Yusarin! Yusarin! Yusarin! Yusarin!\On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too!\Myself as well! response:	This cheerfulness that is even annoying... I'm so thankful of it.
context: On the first day she appeared on Move-Asa, this infamous magic spell idea\completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it. response:	I think I can spend everyday life like I had always done.
context: completely destroyed the fortune-telling segment!\Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done. response:	Actually, I have...
context: Such a turn-off!\Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have... response:	The music video that comes with the first press of my new single Hatsunetsu Days!
context: Hey, Yusarin, good morning! I reserved your new single Hatsunetsu Days!\Yeah, me too!\Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days! response:	I wanna see it!
context: Yeah, me too!\Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it! response:	Such a turn-off!
context: Me, too! Me, too!\Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off! response:	I'll head over to the cafeteria ahead of you.
context: Myself as well!\This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you. response:	Yeah...
context: This cheerfulness that is even annoying... I'm so thankful of it.\I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah... response:	This again?
context: I think I can spend everyday life like I had always done.\Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah...\This again? response:	I've been waiting for you. Here you go.
context: Actually, I have...\The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah...\This again?\I've been waiting for you. Here you go. response:	There isn't much meaning to it.
context: The music video that comes with the first press of my new single Hatsunetsu Days!\I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah...\This again?\I've been waiting for you. Here you go.\There isn't much meaning to it. response:	I just wanted to eat this limited dish for the first time in a while.
context: I wanna see it!\Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah...\This again?\I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while. response:	He's obviously being considerate of me.
context: Such a turn-off!\I'll head over to the cafeteria ahead of you.\Yeah...\This again?\I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me. response:	But for now, I'll indulge in his friendliness.
context: I'll head over to the cafeteria ahead of you.\Yeah...\This again?\I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness. response:	I'm happy I can eat this again. Thanks.
context: Yeah...\This again?\I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks. response:	Time to eat!
context: This again?\I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat! response:	It really is tasty after all.
context: I've been waiting for you. Here you go.\There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all. response:	Right. No matter how many times you eat this, you don't get sick of eating it.
context: There isn't much meaning to it.\I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it. response:	Time to gather up. Let's hurry up and eat this.
context: I just wanted to eat this limited dish for the first time in a while.\He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this. response:	That guy is going to show up again?
context: He's obviously being considerate of me.\But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again? response:	You guys are so slow... what were your zodiac signs again?
context: But for now, I'll indulge in his friendliness.\I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again? response:	You always are too sudden.
context: I'm happy I can eat this again. Thanks.\Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden. response:	Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...
context: Time to eat!\It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video... response:	That embarrasses me so much!
context: It really is tasty after all.\Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much! response:	All right!
context: Right. No matter how many times you eat this, you don't get sick of eating it.\Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right! response:	To be able to watch it before anyone else!
context: Time to gather up. Let's hurry up and eat this.\That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right!\To be able to watch it before anyone else! response:	You've got one rabid fan here, so it's all right even if it's a horrible video.
context: That guy is going to show up again?\You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video. response:	I can do it! Once me there you!
context: You guys are so slow... what were your zodiac signs again?\You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you! response:	I can't do it! Not the side there you!
context: You always are too sudden.\Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you! response:	A side glance indicates prone to illness
context: Well, now that everyone is here, I guess we'll start by watching Kurobane's music video...\That embarrasses me so much!\All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness response:	I can do it! Once me there you!
context: That embarrasses me so much!\All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you! response:	Many likes and dislikes
context: All right!\To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes response:	I can't do it! Not the side there you!
context: To be able to watch it before anyone else!\You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you! response:	Faltering home and then all alone
context: You've got one rabid fan here, so it's all right even if it's a horrible video.\I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone response:	The worst feverish Friday!
context: I can do it! Once me there you!\I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday! response:	Even if I'm alone I can become strong
context: I can't do it! Not the side there you!\A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong response:	The days where I thought that are becoming more distant
context: A side glance indicates prone to illness\I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant response:	Where are you right now?
context: I can do it! Once me there you!\Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now? response:	My throat is completely parched
context: Many likes and dislikes\I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched response:	And my voice doesn't reach
context: I can't do it! Not the side there you!\Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched\And my voice doesn't reach response:	I can do it! Once me there you!
context: Faltering home and then all alone\The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you! response:	I can't do it! Not the side there you!
context: The worst feverish Friday!\Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you! response:	Where am I headed to?
context: Even if I'm alone I can become strong\The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to? response:	I can do it! Once me there you!
context: The days where I thought that are becoming more distant\Where are you right now?\My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you! response:	I don't know anything
context: Where are you right now?\My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you!\I don't know anything response:	I can't do it! Not the side there you!
context: My throat is completely parched\And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you! response:	Thank you for listening!
context: And my voice doesn't reach\I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you!\Thank you for listening! response:	Come on, give her some kind of feedback.
context: I can do it! Once me there you!\I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback. response:	Hey!
context: I can't do it! Not the side there you!\Where am I headed to?\I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback.\Hey! response:	Hmm, it's pretty good.
context: Where am I headed to?\I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good. response:	To be complimented by Tomori... Yusarin is so happy!
context: I can do it! Once me there you!\I don't know anything\I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy! response:	Oh, I'm going to dock points because you just called yourself Yusarin.
context: I don't know anything\I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin. response:	Within your mind, Tomori, around how many points do I have..?
context: I can't do it! Not the side there you!\Thank you for listening!\Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..? response:	10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.
context: Thank you for listening!\Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing. response:	And -51 points for the singer being so pathetic.
context: Come on, give her some kind of feedback.\Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic. response:	Let's see...
context: Hey!\Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see... response:	Which means...
context: Hmm, it's pretty good.\To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see...\Which means... response:	29 points.
context: To be complimented by Tomori... Yusarin is so happy!\Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see...\Which means...\29 points. response:	That's a failing score!
context: Oh, I'm going to dock points because you just called yourself Yusarin.\Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see...\Which means...\29 points.\That's a failing score! response:	Can you reevaluate based on just the music video?
context: Within your mind, Tomori, around how many points do I have..?\10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see...\Which means...\29 points.\That's a failing score!\Can you reevaluate based on just the music video? response:	80 points.
context: 10 points for the singing, 20 points for the song, 20 points for the costume, 30 points for editing.\And -51 points for the singer being so pathetic.\Let's see...\Which means...\29 points.\That's a failing score!\Can you reevaluate based on just the music video?\80 points. response:	Good for you!
context: And -51 points for the singer being so pathetic.\Let's see...\Which means...\29 points.\That's a failing score!\Can you reevaluate based on just the music video?\80 points.\Good for you! response:	All right! Yusarin is so happy!
context: Let's see...\Which means...\29 points.\That's a failing score!\Can you reevaluate based on just the music video?\80 points.\Good for you!\All right! Yusarin is so happy! response:	And now it's down to 19 points!
context: Which means...\29 points.\That's a failing score!\Can you reevaluate based on just the music video?\80 points.\Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points! response:	Yusa is totally looking dumb right now because of that!
context: 29 points.\That's a failing score!\Can you reevaluate based on just the music video?\80 points.\Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that! response:	Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.
context: That's a failing score!\Can you reevaluate based on just the music video?\80 points.\Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100. response:	That's pretty unusual for you.
context: Can you reevaluate based on just the music video?\80 points.\Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you. response:	All right! I'm so happy!
context: 80 points.\Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy! response:	You did it, Yusarin!
context: Good for you!\All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin! response:	- Yusarin is so happy! - For now, I'd like to watch it again!
context: All right! Yusarin is so happy!\And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again! response:	The next time is the last time!
context: And now it's down to 19 points!\Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time! response:	In any case, he's late...
context: Yusa is totally looking dumb right now because of that!\Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late... response:	He's not coming today.
context: Well, it's not like I'm your fan or anything, so as a business, I believe it's a perfect 100.\That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late...\He's not coming today. response:	Then, why did you gather us?
context: That's pretty unusual for you.\All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late...\He's not coming today.\Then, why did you gather us? response:	Well, actually...
context: All right! I'm so happy!\You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late...\He's not coming today.\Then, why did you gather us?\Well, actually... response:	Voila!
context: You did it, Yusarin!\- Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late...\He's not coming today.\Then, why did you gather us?\Well, actually...\Voila! response:	Let's see... these are tickets for a ZHIEND gig.
context: - Yusarin is so happy! - For now, I'd like to watch it again!\The next time is the last time!\In any case, he's late...\He's not coming today.\Then, why did you gather us?\Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig. response:	And, it's for tomorrow...
context: The next time is the last time!\In any case, he's late...\He's not coming today.\Then, why did you gather us?\Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow... response:	ZHIEND?
context: In any case, he's late...\He's not coming today.\Then, why did you gather us?\Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND? response:	Yusa, you didn't know about them? It's the rock band that Tomori loves.
context: He's not coming today.\Then, why did you gather us?\Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves. response:	It's not rock! It's post-rock!
context: Then, why did you gather us?\Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock! response:	Post-rock?
context: Well, actually...\Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock? response:	Look it up on Wikipedia.
context: Voila!\Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia. response:	Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.
context: Let's see... these are tickets for a ZHIEND gig.\And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock. response:	Now I understand it even less...
context: And, it's for tomorrow...\ZHIEND?\Yusa, you didn't know about them? It's the rock band that Tomori loves.\It's not rock! It's post-rock!\Post-rock?\Look it up on Wikipedia.\Post-rock is a type of rock music. It has rhythms, chords, melodies, and chord progressions that aren't in traditional rock.\Now I understand it even less... response:	That doesn't matter at all.
