context: There you go, making that face again, response:	biting onto your lips.
context: W-Water...\Later.\Natsume-kun, don't forget, okay?\Eh?\Eh? I'm talking about tonight's test of courage.\Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people. response:	Aren't you being a bit anti-social?
context: Later.\Natsume-kun, don't forget, okay?\Eh?\Eh? I'm talking about tonight's test of courage.\Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social? response:	Or is it that you have something more important to do?
context: Natsume-kun, don't forget, okay?\Eh?\Eh? I'm talking about tonight's test of courage.\Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do? response:	That's not it.
context: Eh?\Eh? I'm talking about tonight's test of courage.\Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it. response:	The old school building is going to be demolished next week,
context: Eh? I'm talking about tonight's test of courage.\Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week, response:	so this year's test of courage will be the last one.
context: Do I have to go?\I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one. response:	Make sure you come, since we'll be waiting.
context: I don't really feel up to it.\I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting. response:	During the dark nights of summer, there are more lurking Youkai.
context: I asked you to come because we didn't have enough people.\Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai. response:	Will I be okay if I do the test of courage?
context: Aren't you being a bit anti-social?\Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage? response:	You're here, Natsume.
context: Or is it that you have something more important to do?\That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume. response:	Is that your cat?
context: That's not it.\The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat? response:	Why'd you follow me?
context: The old school building is going to be demolished next week,\so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat?\Why'd you follow me? response:	Come on, it looks fun.
context: so this year's test of courage will be the last one.\Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat?\Why'd you follow me?\Come on, it looks fun. response:	You need me as a bodyguard for times like this, right?
context: Make sure you come, since we'll be waiting.\During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat?\Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right? response:	That may be true, but...
context: During the dark nights of summer, there are more lurking Youkai.\Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat?\Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but... response:	Did that cat just make a strange noise?
context: Will I be okay if I do the test of courage?\You're here, Natsume.\Is that your cat?\Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise? response:	N-No, you're probably just imagining it.
context: You're here, Natsume.\Is that your cat?\Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it. response:	Oh...
context: Is that your cat?\Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh... response:	Make sure you don't talk in front of anyone!
context: Why'd you follow me?\Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone! response:	You're a real handful, you know.
context: Come on, it looks fun.\You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know. response:	What'd you say?
context: You need me as a bodyguard for times like this, right?\That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say? response:	All right, I got it already.
context: That may be true, but...\Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say?\All right, I got it already. response:	The instructions are to go in pairs,
context: Did that cat just make a strange noise?\N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say?\All right, I got it already.\The instructions are to go in pairs, response:	write your names on the wall at the end of the second floor hall,
context: N-No, you're probably just imagining it.\Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say?\All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall, response:	and then come back.
context: Oh...\Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say?\All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back. response:	We haven't set up people to scare you, so you can be scared safely.
context: Make sure you don't talk in front of anyone!\You're a real handful, you know.\What'd you say?\All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely. response:	We'll decide the pairings through a lottery
context: You're a real handful, you know.\What'd you say?\All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery response:	ranging from one to twenty.
context: What'd you say?\All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty. response:	All right. Everyone draw a lot.
context: All right, I got it already.\The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot. response:	There's a story about this building.
context: The instructions are to go in pairs,\write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building. response:	In the past, there was a god of fortune who loved humans,
context: write your names on the wall at the end of the second floor hall,\and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans, response:	and he would appear as a child to play among the villagers.
context: and then come back.\We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers. response:	However,
context: We haven't set up people to scare you, so you can be scared safely.\We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However, response:	there was a greedy merchant who wanted more riches,
context: We'll decide the pairings through a lottery\ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches, response:	and he locked him up in his cellar.
context: ranging from one to twenty.\All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar. response:	After that, the merchant would reap huge profits because of the fortune power.
context: All right. Everyone draw a lot.\There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power. response:	But in the dark cellar, the God of Youth mourned and mourned,
context: There's a story about this building.\In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned, response:	grew to resent people,
context: In the past, there was a god of fortune who loved humans,\and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people, response:	and eventually became an evil spectre.
context: and he would appear as a child to play among the villagers.\However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre. response:	The merchant's house became bankrupt,
context: However,\there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt, response:	and eventually this school building was erected on this spot of bad luck.
context: there was a greedy merchant who wanted more riches,\and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck. response:	The God of Youth lamented that he became an abominable Ayakashi,
context: and he locked him up in his cellar.\After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi, response:	and even now he wanders this place, or so they say.
context: After that, the merchant would reap huge profits because of the fortune power.\But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say. response:	Why are you telling me this?
context: But in the dark cellar, the God of Youth mourned and mourned,\grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this? response:	No real reason.
context: grew to resent people,\and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason. response:	So everyone drew one?
context: and eventually became an evil spectre.\The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason.\So everyone drew one? response:	Then show your lots on the count of three.
context: The merchant's house became bankrupt,\and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason.\So everyone drew one?\Then show your lots on the count of three. response:	One, two...
context: and eventually this school building was erected on this spot of bad luck.\The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason.\So everyone drew one?\Then show your lots on the count of three.\One, two... response:	Huh? We're missing one lot.
context: The God of Youth lamented that he became an abominable Ayakashi,\and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason.\So everyone drew one?\Then show your lots on the count of three.\One, two...\Huh? We're missing one lot. response:	There were twenty numbers, though.
context: and even now he wanders this place, or so they say.\Why are you telling me this?\No real reason.\So everyone drew one?\Then show your lots on the count of three.\One, two...\Huh? We're missing one lot.\There were twenty numbers, though. response:	We have one person too many.
context: Why are you telling me this?\No real reason.\So everyone drew one?\Then show your lots on the count of three.\One, two...\Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many. response:	Calm down!
context: No real reason.\So everyone drew one?\Then show your lots on the count of three.\One, two...\Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many.\Calm down! response:	It's probably just someone who came and didn't bother to sign up!
context: So everyone drew one?\Then show your lots on the count of three.\One, two...\Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up! response:	The committee did this on purpose, didn't they?
context: Then show your lots on the count of three.\One, two...\Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they? response:	No!
context: One, two...\Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No! response:	Maybe someone took two.
context: Huh? We're missing one lot.\There were twenty numbers, though.\We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No!\Maybe someone took two. response:	Is there something here?
context: There were twenty numbers, though.\We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No!\Maybe someone took two.\Is there something here? response:	I'm not sure.
context: We have one person too many.\Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No!\Maybe someone took two.\Is there something here?\I'm not sure. response:	Is it the thing Sasada talked about earlier?
context: Calm down!\It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No!\Maybe someone took two.\Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier? response:	Well, if he's here,
context: It's probably just someone who came and didn't bother to sign up!\The committee did this on purpose, didn't they?\No!\Maybe someone took two.\Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here, response:	then he must be strong enough that even I can't sense him.
context: The committee did this on purpose, didn't they?\No!\Maybe someone took two.\Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him. response:	It's getting interesting.
context: No!\Maybe someone took two.\Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting. response:	Sensei.
context: Maybe someone took two.\Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei. response:	It can't be...
context: Is there something here?\I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei.\It can't be... response:	It can't be the Book of Friends' fault, can it?
context: I'm not sure.\Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei.\It can't be...\It can't be the Book of Friends' fault, can it? response:	We should've been paired up with girls.
context: Is it the thing Sasada talked about earlier?\Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei.\It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls. response:	Yeah.
context: Well, if he's here,\then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei.\It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah. response:	It's run-down, but it kind of makes you feel sad that it's going to be demolished.
context: then he must be strong enough that even I can't sense him.\It's getting interesting.\Sensei.\It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished. response:	Yeah.
context: It's getting interesting.\Sensei.\It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah. response:	We haven't seen anyone else yet.
context: Sensei.\It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet. response:	That's true, now that you mention it.
context: It can't be...\It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it. response:	Which way were we supposed to go, again?
context: It can't be the Book of Friends' fault, can it?\We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again? response:	What are you doing here alone?
context: We should've been paired up with girls.\Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone? response:	What about the password?
context: Yeah.\It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone?\What about the password? response:	Hey, are you okay?
context: It's run-down, but it kind of makes you feel sad that it's going to be demolished.\Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone?\What about the password?\Hey, are you okay? response:	So, you've awakened.
context: Yeah.\We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone?\What about the password?\Hey, are you okay?\So, you've awakened. response:	Where have I seen that face before?
context: We haven't seen anyone else yet.\That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone?\What about the password?\Hey, are you okay?\So, you've awakened.\Where have I seen that face before? response:	Never mind that.
context: That's true, now that you mention it.\Which way were we supposed to go, again?\What are you doing here alone?\What about the password?\Hey, are you okay?\So, you've awakened.\Where have I seen that face before?\Never mind that. response:	Not only have you defiled me, but now you're stealing my home?
context: Which way were we supposed to go, again?\What are you doing here alone?\What about the password?\Hey, are you okay?\So, you've awakened.\Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home? response:	People are such selfish beings.
context: What are you doing here alone?\What about the password?\Hey, are you okay?\So, you've awakened.\Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings. response:	Natsume-kun!
context: What about the password?\Hey, are you okay?\So, you've awakened.\Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun! response:	What's wrong?
context: Hey, are you okay?\So, you've awakened.\Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun!\What's wrong? response:	Are you okay?
context: So, you've awakened.\Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun!\What's wrong?\Are you okay? response:	Wait!
context: Where have I seen that face before?\Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun!\What's wrong?\Are you okay?\Wait! response:	What's wrong?
context: Never mind that.\Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun!\What's wrong?\Are you okay?\Wait!\What's wrong? response:	There's no one there.
context: Not only have you defiled me, but now you're stealing my home?\People are such selfish beings.\Natsume-kun!\What's wrong?\Are you okay?\Wait!\What's wrong?\There's no one there. response:	Y-Yeah...
context: People are such selfish beings.\Natsume-kun!\What's wrong?\Are you okay?\Wait!\What's wrong?\There's no one there.\Y-Yeah... response:	Where's Nishimura-kun?
context: Natsume-kun!\What's wrong?\Are you okay?\Wait!\What's wrong?\There's no one there.\Y-Yeah...\Where's Nishimura-kun? response:	Hey, did you see my partner, Kitamoto-kun?
context: What's wrong?\Are you okay?\Wait!\What's wrong?\There's no one there.\Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun? response:	I took my eyes off of him for a second, and then we got separated.
context: Are you okay?\Wait!\What's wrong?\There's no one there.\Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated. response:	No.
context: Wait!\What's wrong?\There's no one there.\Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No. response:	The first group still hasn't returned either.
context: What's wrong?\There's no one there.\Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either. response:	Where is everyone?
context: There's no one there.\Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either.\Where is everyone? response:	I see.
context: Y-Yeah...\Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either.\Where is everyone?\I see. response:	Everyone was taken away by him.
context: Where's Nishimura-kun?\Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either.\Where is everyone?\I see.\Everyone was taken away by him. response:	Who were you calling out to earlier?
context: Hey, did you see my partner, Kitamoto-kun?\I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either.\Where is everyone?\I see.\Everyone was taken away by him.\Who were you calling out to earlier? response:	Hey, Natsume-kun,
context: I took my eyes off of him for a second, and then we got separated.\No.\The first group still hasn't returned either.\Where is everyone?\I see.\Everyone was taken away by him.\Who were you calling out to earlier?\Hey, Natsume-kun, response:	you can see them, can't you?
context: No.\The first group still hasn't returned either.\Where is everyone?\I see.\Everyone was taken away by him.\Who were you calling out to earlier?\Hey, Natsume-kun,\you can see them, can't you? response:	You do strange things sometimes.
context: The first group still hasn't returned either.\Where is everyone?\I see.\Everyone was taken away by him.\Who were you calling out to earlier?\Hey, Natsume-kun,\you can see them, can't you?\You do strange things sometimes. response:	You're startled when there's nothing there,
context: Where is everyone?\I see.\Everyone was taken away by him.\Who were you calling out to earlier?\Hey, Natsume-kun,\you can see them, can't you?\You do strange things sometimes.\You're startled when there's nothing there, response:	and talk when there's no one there.
