context: Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend response:	JobGear
context: get greeted by the old man I always run into,\take a shower,\and head to college,\where I'm a brainiac who loves Japanese history and hates international comms.\65th percentile Good at humanities\Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile response:	Sometimes I'm personally chosen, and sometimes it's a random assignment.
context: take a shower,\and head to college,\where I'm a brainiac who loves Japanese history and hates international comms.\65th percentile Good at humanities\Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment. response:	We watch movies,
context: and head to college,\where I'm a brainiac who loves Japanese history and hates international comms.\65th percentile Good at humanities\Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies, response:	And what do you think the manager said to me then?
context: where I'm a brainiac who loves Japanese history and hates international comms.\65th percentile Good at humanities\Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then? response:	or have tea.
context: 65th percentile Good at humanities\Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then?\or have tea. response:	While I never run into troublesome clients,
context: Q: What does rental girlfriend mean to you?\I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients, response:	He said, That's your job!
context: I get bookings about twice a week.\Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients,\He said, That's your job! response:	I hate myself when I'm in girlfriend mode.
context: Funny and cute, you'll want to protect her smile\Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode. response:	There was no way I could do all that myself!
context: Sometimes I'm personally chosen, and sometimes it's a random assignment.\We watch movies,\And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself! response:	Okay, I'm off.
context: We watch movies,\And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off. response:	Bye-bye.
context: And what do you think the manager said to me then?\or have tea.\While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off.\Bye-bye. response:	Bow
context: or have tea.\While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off.\Bye-bye.\Bow response:	Bow
context: While I never run into troublesome clients,\He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off.\Bye-bye.\Bow\Bow response:	Depressed
context: He said, That's your job!\I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off.\Bye-bye.\Bow\Bow\Depressed response:	Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend
context: I hate myself when I'm in girlfriend mode.\There was no way I could do all that myself!\Okay, I'm off.\Bye-bye.\Bow\Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend response:	Her favorite anime for little girls
context: There was no way I could do all that myself!\Okay, I'm off.\Bye-bye.\Bow\Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls response:	There's someone I look up to.
context: Okay, I'm off.\Bye-bye.\Bow\Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to. response:	You want my advice? Sure.
context: Bye-bye.\Bow\Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure. response:	Cafe Kanoir
context: Bow\Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir response:	She's Mizuhara Chizuru-san, age nineteen.
context: Bow\Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen. response:	She's currently ranked 1 in the rookies batch.
context: Depressed\Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch. response:	We're the same age, but she's way nicer, prettier,
context: Sakurasawa Sumi, College First-Year Occupation: Rental Girlfriend\Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier, response:	and can vocalize her dreams without hesitation.
context: Her favorite anime for little girls\There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation. response:	Ah, your shy side kicked in again?
context: There's someone I look up to.\You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again? response:	She's the kind of girl I want to be.
context: You want my advice? Sure.\Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be. response:	That sucks.
context: Cafe Kanoir\She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks. response:	Q: How do you see Sumi-san?
context: She's Mizuhara Chizuru-san, age nineteen.\She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san? response:	She's a lovely girl!
context: She's currently ranked 1 in the rookies batch.\We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san?\She's a lovely girl! response:	She's so cute, diligent, and pure of heart,
context: We're the same age, but she's way nicer, prettier,\and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart, response:	it's a mystery how she can be so shy.
context: and can vocalize her dreams without hesitation.\Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy. response:	I believe that what you need is confidence.
context: Ah, your shy side kicked in again?\She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence. response:	I was nervous at first too, and it takes time for people to change.
context: She's the kind of girl I want to be.\That sucks.\Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change. response:	But I know there are clients out there who'll love you for who you are.
context: That sucks.\Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are. response:	Maybe that knowledge will give you strength.
context: Q: How do you see Sumi-san?\She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength. response:	Now
context: She's a lovely girl!\She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now response:	You have a new message.
context: She's so cute, diligent, and pure of heart,\it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now\You have a new message. response:	Where are you?
context: it's a mystery how she can be so shy.\I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now\You have a new message.\Where are you? response:	Mizuhara
context: I believe that what you need is confidence.\I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now\You have a new message.\Where are you?\Mizuhara response:	You're late
context: I was nervous at first too, and it takes time for people to change.\But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now\You have a new message.\Where are you?\Mizuhara\You're late response:	I'm waiting for you
context: But I know there are clients out there who'll love you for who you are.\Maybe that knowledge will give you strength.\Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you response:	Mizuhara
context: Maybe that knowledge will give you strength.\Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara response:	When hwill hhyou hhhget hhhhhere hhhhh?
context: Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh? response:	Mizuhara
context: You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara response:	When hwill hhyou hhhget hhhhhere hhhhh?
context: Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh? response:	If you don't hurry up
context: Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up response:	Mizuhara
context: You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara response:	Mizuhara
context: I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\Mizuhara response:	I'll charge you for an extension
context: Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\Mizuhara\I'll charge you for an extension response:	Numa
context: When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\Mizuhara\I'll charge you for an extension\Numa response:	Who does that girl think she is? A romcom heroine?
context: Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine? response:	Numa
context: When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa response:	And that stupid virgin's pissing hme off, too!
context: If you don't hurry up\Mizuhara\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too! response:	Numa
context: Mizuhara\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa response:	Not like they'll last more than three months, anyway
context: Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway response:	It's not real
context: I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real response:	Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes
context: Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes response:	1 PM Tobu Nerima Station South Exit Ichinose
context: Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose response:	This is the place, right?
context: Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right? response:	Tremble
context: And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble response:	Ack
context: Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble\Ack response:	H-Hey, are you Sumi-chan?
context: Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble\Ack\H-Hey, are you Sumi-chan? response:	I'm Kazuya.
context: It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble\Ack\H-Hey, are you Sumi-chan?\I'm Kazuya. response:	I mean, since she's here, she must be the right girl... right?
context: Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble\Ack\H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right? response:	He... llo...
context: 1 PM Tobu Nerima Station South Exit Ichinose\This is the place, right?\Tremble\Ack\H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo... response:	That aside, she's adorable! She's a total cutie pie in both looks and voice!
context: This is the place, right?\Tremble\Ack\H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice! response:	I had no idea I was going on a date with a girl like this!
context: Tremble\Ack\H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this! response:	She's not talking at all, though.
context: Ack\H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though. response:	M-Mizuhara told you about me, right?
context: H-Hey, are you Sumi-chan?\I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right? response:	Nod
context: I'm Kazuya.\I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod response:	Nod
context: I mean, since she's here, she must be the right girl... right?\He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod\Nod response:	Introverted doesn't begin to describe her!
context: He... llo...\That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod\Nod\Introverted doesn't begin to describe her! response:	It's amazing how I can already tell.
context: That aside, she's adorable! She's a total cutie pie in both looks and voice!\I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod\Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell. response:	It took me just thirty seconds to see she's a total social giraffe!
context: I had no idea I was going on a date with a girl like this!\She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod\Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe! response:	Am I supposed to take the lead here?
context: She's not talking at all, though.\M-Mizuhara told you about me, right?\Nod\Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here? response:	O-Okay, shall we go?
context: M-Mizuhara told you about me, right?\Nod\Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go? response:	Hey, uh, you don't have to be nervous with me.
context: Nod\Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me. response:	Just think of me as a shadow you're boxing or something.
context: Nod\Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something. response:	So, how long have you known Mizuhara?
context: Introverted doesn't begin to describe her!\It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara? response:	Do you two hang out and stuff?
context: It's amazing how I can already tell.\It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff? response:	Even that didn't work?
context: It took me just thirty seconds to see she's a total social giraffe!\Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work? response:	Damn, I still don't even really know what she sounds like.
context: Am I supposed to take the lead here?\O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like. response:	What does a rental girlfriend do for practice, anyway?
context: O-Okay, shall we go?\Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway? response:	I-I know! Smiling!
context: Hey, uh, you don't have to be nervous with me.\Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling! response:	Do you wanna try smiling practice?
context: Just think of me as a shadow you're boxing or something.\So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice? response:	Slap Slap
context: So, how long have you known Mizuhara?\Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap response:	Slap Slap
context: Do you two hang out and stuff?\Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap\Slap Slap response:	She has to pump herself up?
context: Even that didn't work?\Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap\Slap Slap\She has to pump herself up? response:	Haaa...
context: Damn, I still don't even really know what she sounds like.\What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap\Slap Slap\She has to pump herself up?\Haaa... response:	Phew
context: What does a rental girlfriend do for practice, anyway?\I-I know! Smiling!\Do you wanna try smiling practice?\Slap Slap\Slap Slap\She has to pump herself up?\Haaa...\Phew response:	You suck!
