context: episode title: Rival response:	@nee
context: Really? You're not going out with him?\Of course not.\Who knows! Who knows what could have happened in that situation.\You might have said yes” in the heat of the moment.\Kurumi-chan, do you think it's possible for Kazehaya-kun to fall for me?\I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring, response:	and he makes his own judgments.
context: Of course not.\Who knows! Who knows what could have happened in that situation.\You might have said yes” in the heat of the moment.\Kurumi-chan, do you think it's possible for Kazehaya-kun to fall for me?\I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments. response:	When he smiles, you feel relieved and smile back.
context: Who knows! Who knows what could have happened in that situation.\You might have said yes” in the heat of the moment.\Kurumi-chan, do you think it's possible for Kazehaya-kun to fall for me?\I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back. response:	I know.
context: You might have said yes” in the heat of the moment.\Kurumi-chan, do you think it's possible for Kazehaya-kun to fall for me?\I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know. response:	And he gets angry when he needs to.
context: Kurumi-chan, do you think it's possible for Kazehaya-kun to fall for me?\I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to. response:	Yeah.
context: I didn't even have anyone to talk to until just recently.\Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to.\Yeah. response:	He's sort of short-tempered, and he hates anything that's wrong.
context: Kazehaya doesn't care about that sort of thing.\He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong. response:	He's popular with both the guys and girls.
context: He's nice, and he's caring,\and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls. response:	He's honest...
context: and he makes his own judgments.\When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest... response:	and cool...
context: When he smiles, you feel relieved and smile back.\I know.\And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest...\and cool... response:	and cute
context: I know.\And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest...\and cool...\and cute response:	Why am I here with you?
context: And he gets angry when he needs to.\Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest...\and cool...\and cute\Why am I here with you? response:	I'm happy.
context: Yeah.\He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest...\and cool...\and cute\Why am I here with you?\I'm happy. response:	This is the first time I've talked to anyone like this.
context: He's sort of short-tempered, and he hates anything that's wrong.\He's popular with both the guys and girls.\He's honest...\and cool...\and cute\Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this. response:	Kurumi-chan accepts me for who I am, even after everything she said.
context: He's popular with both the guys and girls.\He's honest...\and cool...\and cute\Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said. response:	Kurumi-chan is like Kazehaya-kun.
context: He's honest...\and cool...\and cute\Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun. response:	It was my chance.
context: and cool...\and cute\Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance. response:	We're in high school, and everyone's cheering me on.
context: and cute\Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on. response:	I could have made him notice me.
context: Why am I here with you?\I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me. response:	It was my chance.
context: I'm happy.\This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance. response:	But now it's too late.
context: This is the first time I've talked to anyone like this.\Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance.\But now it's too late. response:	Kazehaya-kun thinks I like Arai Pin.
context: Kurumi-chan accepts me for who I am, even after everything she said.\Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin. response:	Anything I say, he's only going to think I'm saying it because I'm embarrassed.
context: Kurumi-chan is like Kazehaya-kun.\It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed. response:	How did that happen?
context: It was my chance.\We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen? response:	I miscalculated.
context: We're in high school, and everyone's cheering me on.\I could have made him notice me.\It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated. response:	Forget it.
context: I could have made him notice me.\It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated.\Forget it. response:	I've always known that Kazehaya doesn't think anything special of me.
context: It was my chance.\But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me. response:	It doesn't matter anymore, whether he finds out or gets the wrong idea...
context: But now it's too late.\Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea... response:	Yes it does.
context: Kazehaya-kun thinks I like Arai Pin.\Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does. response:	I didn't want Kazehaya-kun to think I like Sanada-kun.
context: Anything I say, he's only going to think I'm saying it because I'm embarrassed.\How did that happen?\I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun. response:	It's a misunderstanding. He'll understand if you tell him.
context: How did that happen?\I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him. response:	You think he'll understand if I tell him the truth?
context: I miscalculated.\Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth? response:	You're an idiot.
context: Forget it.\I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot. response:	I still wouldn't like it.
context: I've always known that Kazehaya doesn't think anything special of me.\It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it. response:	I know.
context: It doesn't matter anymore, whether he finds out or gets the wrong idea...\Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it.\I know. response:	We both like Kazehaya-kun.
context: Yes it does.\I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it.\I know.\We both like Kazehaya-kun. response:	We both feel the same way about the same person.
context: I didn't want Kazehaya-kun to think I like Sanada-kun.\It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it.\I know.\We both like Kazehaya-kun.\We both feel the same way about the same person. response:	Yet we can't be friends, even though we have the same feelings.
context: It's a misunderstanding. He'll understand if you tell him.\You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it.\I know.\We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings. response:	Then what will that make us, Kurumi-chan?
context: You think he'll understand if I tell him the truth?\You're an idiot.\I still wouldn't like it.\I know.\We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan? response:	Nothing?
context: You're an idiot.\I still wouldn't like it.\I know.\We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing? response:	Will we be nothing at all?
context: I still wouldn't like it.\I know.\We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all? response:	Or will we be something else?
context: I know.\We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all?\Or will we be something else? response:	Kurumi!
context: We both like Kazehaya-kun.\We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all?\Or will we be something else?\Kurumi! response:	Is your stomach okay?
context: We both feel the same way about the same person.\Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all?\Or will we be something else?\Kurumi!\Is your stomach okay? response:	Yeah, I'm okay now.
context: Yet we can't be friends, even though we have the same feelings.\Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all?\Or will we be something else?\Kurumi!\Is your stomach okay?\Yeah, I'm okay now. response:	You scared me, disappearing all of a sudden.
context: Then what will that make us, Kurumi-chan?\Nothing?\Will we be nothing at all?\Or will we be something else?\Kurumi!\Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden. response:	Sorry.
context: Nothing?\Will we be nothing at all?\Or will we be something else?\Kurumi!\Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry. response:	I'll be at the game tomorrow.
context: Will we be nothing at all?\Or will we be something else?\Kurumi!\Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow. response:	That's good.
context: Or will we be something else?\Kurumi!\Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow.\That's good. response:	Right?
context: Kurumi!\Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow.\That's good.\Right? response:	See you tomorrow.
context: Is your stomach okay?\Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow.\That's good.\Right?\See you tomorrow. response:	Bye bye.
context: Yeah, I'm okay now.\You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow.\That's good.\Right?\See you tomorrow.\Bye bye. response:	Bye bye.
context: You scared me, disappearing all of a sudden.\Sorry.\I'll be at the game tomorrow.\That's good.\Right?\See you tomorrow.\Bye bye.\Bye bye. response:	It's sort of late.
context: Sorry.\I'll be at the game tomorrow.\That's good.\Right?\See you tomorrow.\Bye bye.\Bye bye.\It's sort of late. response:	Want to go somewhere?
context: I'll be at the game tomorrow.\That's good.\Right?\See you tomorrow.\Bye bye.\Bye bye.\It's sort of late.\Want to go somewhere? response:	I'm hungry, aren't you?
context: That's good.\Right?\See you tomorrow.\Bye bye.\Bye bye.\It's sort of late.\Want to go somewhere?\I'm hungry, aren't you? response:	Kurumi-chan, let's be in the same group.
context: Right?\See you tomorrow.\Bye bye.\Bye bye.\It's sort of late.\Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group. response:	Kurumi-chan...
context: See you tomorrow.\Bye bye.\Bye bye.\It's sort of late.\Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan... response:	Kurumi...
context: Bye bye.\Bye bye.\It's sort of late.\Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi... response:	What, really?
context: Bye bye.\It's sort of late.\Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi...\What, really? response:	There's no one you like?
context: It's sort of late.\Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi...\What, really?\There's no one you like? response:	But you're so cute.
context: Want to go somewhere?\I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi...\What, really?\There's no one you like?\But you're so cute. response:	What a waste.
context: I'm hungry, aren't you?\Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi...\What, really?\There's no one you like?\But you're so cute.\What a waste. response:	I'm glad I'm friends with Kurumi.
context: Kurumi-chan, let's be in the same group.\Kurumi-chan...\Kurumi...\What, really?\There's no one you like?\But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi. response:	I know.
context: Kurumi-chan...\Kurumi...\What, really?\There's no one you like?\But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi.\I know. response:	We're in the same group, yay.
context: Kurumi...\What, really?\There's no one you like?\But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay. response:	What? No way.
context: What, really?\There's no one you like?\But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay.\What? No way. response:	Miyagawa said he likes Kurumi?
context: There's no one you like?\But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi? response:	What the hell?
context: But you're so cute.\What a waste.\I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi?\What the hell? response:	But Miki has always liked him.
context: What a waste.\I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him. response:	Kurumi lent Miyagawa her notes and stuff.
context: I'm glad I'm friends with Kurumi.\I know.\We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff. response:	She doesn't like it when a guy likes any girl besides herself.
context: I know.\We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself. response:	That's why she acts as if she likes them.
context: We're in the same group, yay.\What? No way.\Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them. response:	What a bitch.
context: What? No way.\Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch. response:	Kurumi my ass, her name's Ume.
context: Miyagawa said he likes Kurumi?\What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume. response:	We let her in our group so we could talk to guys.
context: What the hell?\But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys. response:	Let's get in her way if she ever starts to like someone.
context: But Miki has always liked him.\Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone. response:	She got in our way already, right?
context: Kurumi lent Miyagawa her notes and stuff.\She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right? response:	Have you been a little bummed lately?
context: She doesn't like it when a guy likes any girl besides herself.\That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately? response:	Not really.
context: That's why she acts as if she likes them.\What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately?\Not really. response:	Yeah?
context: What a bitch.\Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately?\Not really.\Yeah? response:	See you tomorrow.
context: Kurumi my ass, her name's Ume.\We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately?\Not really.\Yeah?\See you tomorrow. response:	Bye bye.
context: We let her in our group so we could talk to guys.\Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately?\Not really.\Yeah?\See you tomorrow.\Bye bye. response:	I don't want to do club work in the rain.
context: Let's get in her way if she ever starts to like someone.\She got in our way already, right?\Have you been a little bummed lately?\Not really.\Yeah?\See you tomorrow.\Bye bye.\I don't want to do club work in the rain. response:	You want to skip?
context: She got in our way already, right?\Have you been a little bummed lately?\Not really.\Yeah?\See you tomorrow.\Bye bye.\I don't want to do club work in the rain.\You want to skip? response:	We can't.
context: Have you been a little bummed lately?\Not really.\Yeah?\See you tomorrow.\Bye bye.\I don't want to do club work in the rain.\You want to skip?\We can't. response:	Lame...
context: Not really.\Yeah?\See you tomorrow.\Bye bye.\I don't want to do club work in the rain.\You want to skip?\We can't.\Lame... response:	Hey, you're still here.
context: Yeah?\See you tomorrow.\Bye bye.\I don't want to do club work in the rain.\You want to skip?\We can't.\Lame...\Hey, you're still here. response:	Are you okay?
context: See you tomorrow.\Bye bye.\I don't want to do club work in the rain.\You want to skip?\We can't.\Lame...\Hey, you're still here.\Are you okay? response:	It's nothing.
context: Bye bye.\I don't want to do club work in the rain.\You want to skip?\We can't.\Lame...\Hey, you're still here.\Are you okay?\It's nothing. response:	Really?
context: I don't want to do club work in the rain.\You want to skip?\We can't.\Lame...\Hey, you're still here.\Are you okay?\It's nothing.\Really? response:	Do you have club work?
context: You want to skip?\We can't.\Lame...\Hey, you're still here.\Are you okay?\It's nothing.\Really?\Do you have club work? response:	Yeah, I just came to pick something up.
context: We can't.\Lame...\Hey, you're still here.\Are you okay?\It's nothing.\Really?\Do you have club work?\Yeah, I just came to pick something up. response:	I see.
context: Lame...\Hey, you're still here.\Are you okay?\It's nothing.\Really?\Do you have club work?\Yeah, I just came to pick something up.\I see. response:	Here it is, I knew it.
context: Hey, you're still here.\Are you okay?\It's nothing.\Really?\Do you have club work?\Yeah, I just came to pick something up.\I see.\Here it is, I knew it. response:	Good luck.
context: Are you okay?\It's nothing.\Really?\Do you have club work?\Yeah, I just came to pick something up.\I see.\Here it is, I knew it.\Good luck. response:	Yeah.
context: It's nothing.\Really?\Do you have club work?\Yeah, I just came to pick something up.\I see.\Here it is, I knew it.\Good luck.\Yeah. response:	Seriously, you okay?
context: Really?\Do you have club work?\Yeah, I just came to pick something up.\I see.\Here it is, I knew it.\Good luck.\Yeah.\Seriously, you okay? response:	What's wrong?
context: Do you have club work?\Yeah, I just came to pick something up.\I see.\Here it is, I knew it.\Good luck.\Yeah.\Seriously, you okay?\What's wrong? response:	This person is different.
context: Yeah, I just came to pick something up.\I see.\Here it is, I knew it.\Good luck.\Yeah.\Seriously, you okay?\What's wrong?\This person is different. response:	He's always with the guys.
context: I see.\Here it is, I knew it.\Good luck.\Yeah.\Seriously, you okay?\What's wrong?\This person is different.\He's always with the guys. response:	We're in the same class.
context: Here it is, I knew it.\Good luck.\Yeah.\Seriously, you okay?\What's wrong?\This person is different.\He's always with the guys.\We're in the same class. response:	He sees me for who I am.
context: Good luck.\Yeah.\Seriously, you okay?\What's wrong?\This person is different.\He's always with the guys.\We're in the same class.\He sees me for who I am. response:	I'll never tell him.
context: Yeah.\Seriously, you okay?\What's wrong?\This person is different.\He's always with the guys.\We're in the same class.\He sees me for who I am.\I'll never tell him. response:	I'll never tell anyone.
context: Seriously, you okay?\What's wrong?\This person is different.\He's always with the guys.\We're in the same class.\He sees me for who I am.\I'll never tell him.\I'll never tell anyone. response:	Anyone.
context: What's wrong?\This person is different.\He's always with the guys.\We're in the same class.\He sees me for who I am.\I'll never tell him.\I'll never tell anyone.\Anyone. response:	Until Kazehaya likes me...
context: This person is different.\He's always with the guys.\We're in the same class.\He sees me for who I am.\I'll never tell him.\I'll never tell anyone.\Anyone.\Until Kazehaya likes me... response:	Kurumizawa.
context: He's always with the guys.\We're in the same class.\He sees me for who I am.\I'll never tell him.\I'll never tell anyone.\Anyone.\Until Kazehaya likes me...\Kurumizawa. response:	Kurumizawa.
context: We're in the same class.\He sees me for who I am.\I'll never tell him.\I'll never tell anyone.\Anyone.\Until Kazehaya likes me...\Kurumizawa.\Kurumizawa. response:	I didn't know.
