context: Here they come. response:	Wait, we don't...!
context: They're here.\Who are we up against?\Four Caucasians, one black person and one Asian.\So it's the French.\What's going on?\I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him! response:	It's me! He's getting free!
context: Who are we up against?\Four Caucasians, one black person and one Asian.\So it's the French.\What's going on?\I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him!\It's me! He's getting free! response:	I checked out the guys above.
context: Four Caucasians, one black person and one Asian.\So it's the French.\What's going on?\I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him!\It's me! He's getting free!\I checked out the guys above. response:	It's the Chinese. Three of them are probably contractors.
context: So it's the French.\What's going on?\I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him!\It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors. response:	They're just as sharp as the Syndicate remnants... No, even sharper!
context: What's going on?\I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him!\It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper! response:	It's been a while, Xi-Qi.
context: I told all the intelligence agencies in the world to come if they wanted it.\I don't need you anymore.\Now! Kill him!\It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi. response:	You could at least show your true face to me.
context: I don't need you anymore.\Now! Kill him!\It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me. response:	We're men who've made our vows together.
context: Now! Kill him!\It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together. response:	Well, whatever.
context: It's me! He's getting free!\I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever. response:	So this is the doll?
context: I checked out the guys above.\It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever.\So this is the doll? response:	Seems like there's plenty of people after you,
context: It's the Chinese. Three of them are probably contractors.\They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever.\So this is the doll?\Seems like there's plenty of people after you, response:	but it looks like we found you first.
context: They're just as sharp as the Syndicate remnants... No, even sharper!\It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever.\So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first. response:	Shall we make our move?
context: It's been a while, Xi-Qi.\You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever.\So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move? response:	Not yet.
context: You could at least show your true face to me.\We're men who've made our vows together.\Well, whatever.\So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move?\Not yet. response:	No need to do anything while they're still killing each other.
context: We're men who've made our vows together.\Well, whatever.\So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move?\Not yet.\No need to do anything while they're still killing each other. response:	And if we make a mistake,
context: Well, whatever.\So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move?\Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake, response:	one of the other groups which decided to watch and wait will realize our plans.
context: So this is the doll?\Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move?\Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans. response:	Yin!
context: Seems like there's plenty of people after you,\but it looks like we found you first.\Shall we make our move?\Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin! response:	Yin! Yin!
context: but it looks like we found you first.\Shall we make our move?\Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin! response:	Hei...
context: Shall we make our move?\Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin!\Hei... response:	Yin...
context: Not yet.\No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin!\Hei...\Yin... response:	Thank you. I didn't think you'd come for me.
context: No need to do anything while they're still killing each other.\And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin!\Hei...\Yin...\Thank you. I didn't think you'd come for me. response:	I'm just a doll to you.
context: And if we make a mistake,\one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin!\Hei...\Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you. response:	There are many who could replace me.
context: one of the other groups which decided to watch and wait will realize our plans.\Yin!\Yin! Yin!\Hei...\Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me. response:	Yin?
context: Yin!\Yin! Yin!\Hei...\Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me.\Yin? response:	Or are you interested in my awakening too?
context: Yin! Yin!\Hei...\Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me.\Yin?\Or are you interested in my awakening too? response:	It's futile. I have control of your brain now.
context: Hei...\Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me.\Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now. response:	You're a bit late in coming here.
context: Yin...\Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me.\Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here. response:	I already sold your doll to these men.
context: Thank you. I didn't think you'd come for me.\I'm just a doll to you.\There are many who could replace me.\Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men. response:	It's ridiculous.
context: I'm just a doll to you.\There are many who could replace me.\Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous. response:	Even after becoming a contractor, you still can't live in this world without it.
context: There are many who could replace me.\Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it. response:	I became a contractor at the age of 16 and had these people take me in.
context: Yin?\Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in. response:	I grew up in a dump,
context: Or are you interested in my awakening too?\It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump, response:	and by simply killing and deceiving people, I was given all the food and clothing I wanted.
context: It's futile. I have control of your brain now.\You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted. response:	But then I started thinking.
context: You're a bit late in coming here.\I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking. response:	Why we contractors who have special powers have to live in servitude to humans?
context: I already sold your doll to these men.\It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans? response:	It's time, Xi-Qi.
context: It's ridiculous.\Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi. response:	Your doll has the power to change this stupid world.
context: Even after becoming a contractor, you still can't live in this world without it.\I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world. response:	Don't you want to try living to your fullest as a contractor?
context: I became a contractor at the age of 16 and had these people take me in.\I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor? response:	We were made to govern in this new world!
context: I grew up in a dump,\and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world! response:	Wait!
context: and by simply killing and deceiving people, I was given all the food and clothing I wanted.\But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait! response:	Who said I couldn't control two people at once?
context: But then I started thinking.\Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once? response:	Are you trying to commit suicide?
context: Why we contractors who have special powers have to live in servitude to humans?\It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide? response:	Your actions aren't ones a contractor would take.
context: It's time, Xi-Qi.\Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take. response:	Whether I was logical or not depends on what I was after.
context: Your doll has the power to change this stupid world.\Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after. response:	And I'm saying that contractor trash spouting ideals is not logical!
context: Don't you want to try living to your fullest as a contractor?\We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical! response:	Hei...
context: We were made to govern in this new world!\Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei... response:	Hei...
context: Wait!\Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei... response:	Yin!
context: Who said I couldn't control two people at once?\Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei...\Yin! response:	Kill...
context: Are you trying to commit suicide?\Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei...\Yin!\Kill... response:	Kill... me...
context: Your actions aren't ones a contractor would take.\Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei...\Yin!\Kill...\Kill... me... response:	What's going on?
context: Whether I was logical or not depends on what I was after.\And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei...\Yin!\Kill...\Kill... me...\What's going on? response:	I don't know! I don't know but, this is like...
context: And I'm saying that contractor trash spouting ideals is not logical!\Hei...\Hei...\Yin!\Kill...\Kill... me...\What's going on?\I don't know! I don't know but, this is like... response:	The Gate!
context: Hei...\Hei...\Yin!\Kill...\Kill... me...\What's going on?\I don't know! I don't know but, this is like...\The Gate! response:	Why?
context: Hei...\Yin!\Kill...\Kill... me...\What's going on?\I don't know! I don't know but, this is like...\The Gate!\Why? response:	Why do I have to kill you?
context: Yin!\Kill...\Kill... me...\What's going on?\I don't know! I don't know but, this is like...\The Gate!\Why?\Why do I have to kill you? response:	Please...
context: Kill...\Kill... me...\What's going on?\I don't know! I don't know but, this is like...\The Gate!\Why?\Why do I have to kill you?\Please... response:	Please, Hei!
context: Kill... me...\What's going on?\I don't know! I don't know but, this is like...\The Gate!\Why?\Why do I have to kill you?\Please...\Please, Hei! response:	Don't move! It'll be over soon.
context: What's going on?\I don't know! I don't know but, this is like...\The Gate!\Why?\Why do I have to kill you?\Please...\Please, Hei!\Don't move! It'll be over soon. response:	Show them!
context: I don't know! I don't know but, this is like...\The Gate!\Why?\Why do I have to kill you?\Please...\Please, Hei!\Don't move! It'll be over soon.\Show them! response:	Show the world!
context: The Gate!\Why?\Why do I have to kill you?\Please...\Please, Hei!\Don't move! It'll be over soon.\Show them!\Show the world! response:	Show the contractors that a new world is coming!
context: Why?\Why do I have to kill you?\Please...\Please, Hei!\Don't move! It'll be over soon.\Show them!\Show the world!\Show the contractors that a new world is coming! response:	Yin...!
context: Why do I have to kill you?\Please...\Please, Hei!\Don't move! It'll be over soon.\Show them!\Show the world!\Show the contractors that a new world is coming!\Yin...! response:	This place is done for. Let's go!
context: Please...\Please, Hei!\Don't move! It'll be over soon.\Show them!\Show the world!\Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go! response:	Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!
context: Please, Hei!\Don't move! It'll be over soon.\Show them!\Show the world!\Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1! response:	This is Bravo 1.
context: Don't move! It'll be over soon.\Show them!\Show the world!\Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1. response:	It's strange. The gauge shows everything is fine,
context: Show them!\Show the world!\Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine, response:	but it can't be! Something is happening!
context: Show the world!\Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening! response:	I told you. The awakening had stopped when she heard the baby cry in the jungle.
context: Show the contractors that a new world is coming!\Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle. response:	Your doll was there that time.
context: Yin...!\This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time. response:	They were such fools to think that Contractors would rule the world,
context: This place is done for. Let's go!\Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world, response:	but you're a huge one yourself!
context: Bravo 1! We can't tell what the situation is! What's going on? Bravo 1!\This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself! response:	Did you really think you could stop the doll's awakening?
context: This is Bravo 1.\It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening? response:	Did you think some peaceful life was waiting for you?
context: It's strange. The gauge shows everything is fine,\but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you? response:	Just what kind of dream did you have?
context: but it can't be! Something is happening!\I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have? response:	Where's Yin?
context: I told you. The awakening had stopped when she heard the baby cry in the jungle.\Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin? response:	Yin?
context: Your doll was there that time.\They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin?\Yin? response:	I'm Yin.
context: They were such fools to think that Contractors would rule the world,\but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin?\Yin?\I'm Yin. response:	No! You're not Yin!
context: but you're a huge one yourself!\Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin?\Yin?\I'm Yin.\No! You're not Yin! response:	Stop!
context: Did you really think you could stop the doll's awakening?\Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin?\Yin?\I'm Yin.\No! You're not Yin!\Stop! response:	What is it?
context: Did you think some peaceful life was waiting for you?\Just what kind of dream did you have?\Where's Yin?\Yin?\I'm Yin.\No! You're not Yin!\Stop!\What is it? response:	Am I Yin? Or...?
context: Just what kind of dream did you have?\Where's Yin?\Yin?\I'm Yin.\No! You're not Yin!\Stop!\What is it?\Am I Yin? Or...? response:	Yin...
context: Where's Yin?\Yin?\I'm Yin.\No! You're not Yin!\Stop!\What is it?\Am I Yin? Or...?\Yin... response:	Stop!
context: Yin?\I'm Yin.\No! You're not Yin!\Stop!\What is it?\Am I Yin? Or...?\Yin...\Stop! response:	Hei! Please!
context: I'm Yin.\No! You're not Yin!\Stop!\What is it?\Am I Yin? Or...?\Yin...\Stop!\Hei! Please! response:	Don't fight it anymore!
context: No! You're not Yin!\Stop!\What is it?\Am I Yin? Or...?\Yin...\Stop!\Hei! Please!\Don't fight it anymore! response:	I can't!
context: Stop!\What is it?\Am I Yin? Or...?\Yin...\Stop!\Hei! Please!\Don't fight it anymore!\I can't! response:	I don't want to hurt you!
context: What is it?\Am I Yin? Or...?\Yin...\Stop!\Hei! Please!\Don't fight it anymore!\I can't!\I don't want to hurt you! response:	I don't... I don't want to lose what's important to me anymore!
context: Am I Yin? Or...?\Yin...\Stop!\Hei! Please!\Don't fight it anymore!\I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore! response:	But...
context: Yin...\Stop!\Hei! Please!\Don't fight it anymore!\I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But... response:	Then isn't it okay?
context: Stop!\Hei! Please!\Don't fight it anymore!\I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay? response:	We can become one.
context: Hei! Please!\Don't fight it anymore!\I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay?\We can become one. response:	Stop!
context: Don't fight it anymore!\I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay?\We can become one.\Stop! response:	Stop!
context: I can't!\I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay?\We can become one.\Stop!\Stop! response:	Stay away!
context: I don't want to hurt you!\I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay?\We can become one.\Stop!\Stop!\Stay away! response:	Yin!
context: I don't... I don't want to lose what's important to me anymore!\But...\Then isn't it okay?\We can become one.\Stop!\Stop!\Stay away!\Yin! response:	I love you, Hei, and I don't want to forget that.
context: But...\Then isn't it okay?\We can become one.\Stop!\Stop!\Stay away!\Yin!\I love you, Hei, and I don't want to forget that. response:	But...
context: Then isn't it okay?\We can become one.\Stop!\Stop!\Stay away!\Yin!\I love you, Hei, and I don't want to forget that.\But... response:	We can't be together any longer.
context: We can become one.\Stop!\Stop!\Stay away!\Yin!\I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer. response:	Wait! What are you doing?
context: Stop!\Stop!\Stay away!\Yin!\I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer.\Wait! What are you doing? response:	Goodbye.
context: Stop!\Stay away!\Yin!\I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer.\Wait! What are you doing?\Goodbye. response:	Yin!
context: Stay away!\Yin!\I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer.\Wait! What are you doing?\Goodbye.\Yin! response:	If we ever meet again, then...
context: Yin!\I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer.\Wait! What are you doing?\Goodbye.\Yin!\If we ever meet again, then... response:	Yin!
context: I love you, Hei, and I don't want to forget that.\But...\We can't be together any longer.\Wait! What are you doing?\Goodbye.\Yin!\If we ever meet again, then...\Yin! response:	The maiden, thereafter referred to as Izanami,
