context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Wanna say goodbye to the confusion of yesterday\I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness response:	Can't see anything, don't know anything, but I'll still go
context: I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go response:	To the place of shining light in which you wait
context: We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait response:	Episode Six
context: Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six response:	The Code Too Simple
context: to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six\The Code Too Simple response:	Inspired by Ango Sakaguchis Angou
context: Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou response:	East Kanto Social Rehabilitation Promotion Center
context: Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center response:	The Social Rehabilitation Promotion Center.
context: Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center. response:	It's one of the prisons built through that private sector initiative.
context: Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative. response:	I was just one of many first-time offenders confined here.
context: To the place of shining light in which you wait\Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here. response:	My speech during the war ran afoul of the
context: Episode Six\The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the response:	New Information Privacy and Protection Act,
context: The Code Too Simple\Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act, response:	so I was imprisoned there'til last week.
context: Inspired by Ango Sakaguchis Angou\East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week. response:	If I recall, Mr. Yajima, you were Kaishou Rinroku's...
context: East Kanto Social Rehabilitation Promotion Center\The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's... response:	Yuuki Shinjurou
context: The Social Rehabilitation Promotion Center.\It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou response:	Detective
context: It's one of the prisons built through that private sector initiative.\I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective response:	We were friends during our university days.
context: I was just one of many first-time offenders confined here.\My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective\We were friends during our university days. response:	Yajima
context: My speech during the war ran afoul of the\New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective\We were friends during our university days.\Yajima response:	Critic
context: New Information Privacy and Protection Act,\so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective\We were friends during our university days.\Yajima\Critic response:	I studied literary criticism, while his field was technology...
context: so I was imprisoned there'til last week.\If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective\We were friends during our university days.\Yajima\Critic\I studied literary criticism, while his field was technology... response:	And yet, you're relying on Shinjurou?
context: If I recall, Mr. Yajima, you were Kaishou Rinroku's...\Yuuki Shinjurou\Detective\We were friends during our university days.\Yajima\Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou? response:	A trap? Could this be a trap?
context: Yuuki Shinjurou\Detective\We were friends during our university days.\Yajima\Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap? response:	Inga
context: Detective\We were friends during our university days.\Yajima\Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga response:	Detective's Assistant
context: We were friends during our university days.\Yajima\Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga\Detective's Assistant response:	I can't ask Kaishou.
context: Yajima\Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga\Detective's Assistant\I can't ask Kaishou. response:	In fact, it has to be you two, who stand against him.
context: Critic\I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga\Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him. response:	Professor Yajima...
context: I studied literary criticism, while his field was technology...\And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga\Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima... response:	It's a pleasure to meet you.
context: And yet, you're relying on Shinjurou?\A trap? Could this be a trap?\Inga\Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you. response:	I thought I would be able to make your acquaintance here.
context: A trap? Could this be a trap?\Inga\Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here. response:	I heard you have a stomach illness or...
context: Inga\Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or... response:	Yes.
context: Detective's Assistant\I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes. response:	Thanks to that, my release date has been moved up.
context: I can't ask Kaishou.\In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up. response:	There's something I'd like you to see...
context: In fact, it has to be you two, who stand against him.\Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see... response:	It's from my personal belongings, but...
context: Professor Yajima...\It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but... response:	Well, you don't see this book every day.
context: It's a pleasure to meet you.\I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day. response:	I have a copy of it myself...
context: I thought I would be able to make your acquaintance here.\I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself... response:	Well, well...
context: I heard you have a stomach illness or...\Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself...\Well, well... response:	Kaishou Rinroku
context: Yes.\Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself...\Well, well...\Kaishou Rinroku response:	Is it Kaishou Rinroku's...?
context: Thanks to that, my release date has been moved up.\There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself...\Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...? response:	Most definitely.
context: There's something I'd like you to see...\It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself...\Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely. response:	Where did you get this?
context: It's from my personal belongings, but...\Well, you don't see this book every day.\I have a copy of it myself...\Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this? response:	A secondhand bookstore before they put me in here...
context: Well, you don't see this book every day.\I have a copy of it myself...\Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here... response:	May I keep it?
context: I have a copy of it myself...\Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it? response:	I want to see the look of surprise on Kaishou's face when I give it to him.
context: Well, well...\Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him. response:	It won't do much for his reputation if it gets out
context: Kaishou Rinroku\Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out response:	that books from his own private library are on the market.
context: Is it Kaishou Rinroku's...?\Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market. response:	By all means.
context: Most definitely.\Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means. response:	Thank you.
context: Where did you get this?\A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means.\Thank you. response:	I'll be going then...
context: A secondhand bookstore before they put me in here...\May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means.\Thank you.\I'll be going then... response:	Since you're here, too, I surmise that you're also not well?
context: May I keep it?\I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means.\Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well? response:	This.
context: I want to see the look of surprise on Kaishou's face when I give it to him.\It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means.\Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well?\This. response:	This, Professor.
context: It won't do much for his reputation if it gets out\that books from his own private library are on the market.\By all means.\Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well?\This.\This, Professor. response:	This...
context: that books from his own private library are on the market.\By all means.\Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well?\This.\This, Professor.\This... response:	And that man dropped this slip of paper?
context: By all means.\Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well?\This.\This, Professor.\This...\And that man dropped this slip of paper? response:	I don't think so...
context: Thank you.\I'll be going then...\Since you're here, too, I surmise that you're also not well?\This.\This, Professor.\This...\And that man dropped this slip of paper?\I don't think so... response:	It probably fell out from between the pages of the book.
context: I'll be going then...\Since you're here, too, I surmise that you're also not well?\This.\This, Professor.\This...\And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book. response:	The reason I say that...
context: Since you're here, too, I surmise that you're also not well?\This.\This, Professor.\This...\And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book.\The reason I say that... response:	It's printed on my own personalized manuscript paper.
context: This.\This, Professor.\This...\And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper. response:	This is my manuscript paper.
context: This, Professor.\This...\And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper. response:	Then did you write this?
context: This...\And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this? response:	Of course not.
context: And that man dropped this slip of paper?\I don't think so...\It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this?\Of course not. response:	In the first place, this book is from Kaishou Rinroku's collection.
context: I don't think so...\It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection. response:	Why was a piece of my manuscript paper between its pages?
context: It probably fell out from between the pages of the book.\The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages? response:	You called on me to solve that mystery?
context: The reason I say that...\It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery? response:	How could it have gotten in there?
context: It's printed on my own personalized manuscript paper.\This is my manuscript paper.\Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there? response:	That's all?
context: This is my manuscript paper.\Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there?\That's all? response:	I want to know the whole story.
context: Then did you write this?\Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there?\That's all?\I want to know the whole story. response:	Why don't you just ask Mr. Kaishou?!
context: Of course not.\In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there?\That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?! response:	I don't think he would give me a straight answer.
context: In the first place, this book is from Kaishou Rinroku's collection.\Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there?\That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer. response:	Excuse me...
context: Why was a piece of my manuscript paper between its pages?\You called on me to solve that mystery?\How could it have gotten in there?\That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me... response:	Why don't I check it for fingerprints?
context: You called on me to solve that mystery?\How could it have gotten in there?\That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints? response:	Wh-Who is this girl?
context: How could it have gotten in there?\That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl? response:	Can you?
context: That's all?\I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you? response:	If you have some electronic device, I can manage.
context: I want to know the whole story.\Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage. response:	You have a cell phone, don't you?
context: Why don't you just ask Mr. Kaishou?!\I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you? response:	Sasa Kazamori
context: I don't think he would give me a straight answer.\Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori response:	Artificial Intelligence (R.A.I.)
context: Excuse me...\Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.) response:	Oh. I'm getting it. I'm getting it.
context: Why don't I check it for fingerprints?\Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it. response:	Give me the paper.
context: Wh-Who is this girl?\Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper. response:	Okay!
context: Can you?\If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay! response:	She's not human?
context: If you have some electronic device, I can manage.\You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay!\She's not human? response:	She's human.
context: You have a cell phone, don't you?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay!\She's not human?\She's human. response:	She's a RAI.
context: Sasa Kazamori\Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay!\She's not human?\She's human.\She's a RAI. response:	RAI?
context: Artificial Intelligence (R.A.I.)\Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay!\She's not human?\She's human.\She's a RAI.\RAI? response:	Metro Police Dept. Fingerprint Database
context: Oh. I'm getting it. I'm getting it.\Give me the paper.\Okay!\She's not human?\She's human.\She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database response:	They're banned, aren't they?
context: Give me the paper.\Okay!\She's not human?\She's human.\She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they? response:	I've detected two sets of prints that are registered in the MPD database.
context: Okay!\She's not human?\She's human.\She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database. response:	One belongs to you, Mr. Yajima.
context: She's not human?\She's human.\She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima. response:	The other...
context: She's human.\She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other... response:	Kaishou Rinroku?
context: She's a RAI.\RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku? response:	Yajima Takako.
context: RAI?\Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku?\Yajima Takako. response:	Yajima?
context: Metro Police Dept. Fingerprint Database\They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku?\Yajima Takako.\Yajima? response:	My wife...
context: They're banned, aren't they?\I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku?\Yajima Takako.\Yajima?\My wife... response:	It makes sense that your wife would touch your manuscript paper, right?
context: I've detected two sets of prints that are registered in the MPD database.\One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku?\Yajima Takako.\Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right? response:	Yes... True.
context: One belongs to you, Mr. Yajima.\The other...\Kaishou Rinroku?\Yajima Takako.\Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True. response:	You broke it! You broke it!
context: The other...\Kaishou Rinroku?\Yajima Takako.\Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it! response:	Breaking through security overloaded the device.
context: Kaishou Rinroku?\Yajima Takako.\Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device. response:	Kazamori broke it!
context: Yajima Takako.\Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it! response:	Hey, Shinjurou! Kazamori broke it!
context: Yajima?\My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it! response:	So Yajima Takako's fingerprints are in the Metro Police Department's database...
context: My wife...\It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database... response:	What are we gonna do?
context: It makes sense that your wife would touch your manuscript paper, right?\Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do? response:	This could be interesting.
context: Yes... True.\You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting. response:	If it leads to catching Kaishou out...
context: You broke it! You broke it!\Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out... response:	Can I eat Kaishou's soul?
context: Breaking through security overloaded the device.\Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul? response:	34-14-14...
context: Kazamori broke it!\Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14... response:	Could this refer to...
context: Hey, Shinjurou! Kazamori broke it!\So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14...\Could this refer to... response:	If that's the case, the first character is i.
context: So Yajima Takako's fingerprints are in the Metro Police Department's database...\What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14...\Could this refer to...\If that's the case, the first character is i. response:	The next one is... tsu.
context: What are we gonna do?\This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14...\Could this refer to...\If that's the case, the first character is i.\The next one is... tsu. response:	And then... mo!
context: This could be interesting.\If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14...\Could this refer to...\If that's the case, the first character is i.\The next one is... tsu.\And then... mo! response:	See?! It's becoming a sentence!
context: If it leads to catching Kaishou out...\Can I eat Kaishou's soul?\34-14-14...\Could this refer to...\If that's the case, the first character is i.\The next one is... tsu.\And then... mo!\See?! It's becoming a sentence! response:	Let's see, the next letter is...
context: Can I eat Kaishou's soul?\34-14-14...\Could this refer to...\If that's the case, the first character is i.\The next one is... tsu.\And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is... response:	( Itsumo no tokoro ni imasu...?) I'll be at the usual place...?
context: 34-14-14...\Could this refer to...\If that's the case, the first character is i.\The next one is... tsu.\And then... mo!\See?! It's becoming a sentence!\Let's see, the next letter is...\( Itsumo no tokoro ni imasu...?) I'll be at the usual place...? response:	I figured I'd save you some time.
