context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Gentle breeze
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze response:	I can't sleep...
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep... response:	Why do I...
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep...\Why do I... response:	Now that I think about it...
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep...\Why do I...\Now that I think about it... response:	When I was really little,
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep...\Why do I...\Now that I think about it...\When I was really little, response:	there were nights when I couldn't get to sleep.
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep...\Why do I...\Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep. response:	At times like that...
context: ikiga tomarisou desu I can't breathe\Gentle breeze\I can't sleep...\Why do I...\Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep.\At times like that... response:	Mom would soothe me by patting my head.
context: Gentle breeze\I can't sleep...\Why do I...\Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head. response:	That's weird...
context: I can't sleep...\Why do I...\Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head.\That's weird... response:	I swear it was somewhere in here...
context: Why do I...\Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here... response:	Ow!
context: Now that I think about it...\When I was really little,\there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here...\Ow! response:	Yeah...
context: When I was really little,\there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here...\Ow!\Yeah... response:	When I was a little kid, without him...
context: there were nights when I couldn't get to sleep.\At times like that...\Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here...\Ow!\Yeah...\When I was a little kid, without him... response:	There's nothing we can do.
context: At times like that...\Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here...\Ow!\Yeah...\When I was a little kid, without him...\There's nothing we can do. response:	You're the one who forgot it.
context: Mom would soothe me by patting my head.\That's weird...\I swear it was somewhere in here...\Ow!\Yeah...\When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it. response:	First thing tomorrow morning, we'll ask the bus company. All right?
context: That's weird...\I swear it was somewhere in here...\Ow!\Yeah...\When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right? response:	What a troublesome child you are.
context: I swear it was somewhere in here...\Ow!\Yeah...\When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are. response:	Just like my mom did for me that day,
context: Ow!\Yeah...\When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day, response:	if I could give something to her,
context: Yeah...\When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her, response:	maybe this feeling would go away.
context: When I was a little kid, without him...\There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away. response:	Suddenly I thought...
context: There's nothing we can do.\You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away.\Suddenly I thought... response:	Maybe I'm the child.
context: You're the one who forgot it.\First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child. response:	Or is her innocence the child?
context: First thing tomorrow morning, we'll ask the bus company. All right?\What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child? response:	Or...
context: What a troublesome child you are.\Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child?\Or... response:	What do you want?!
context: Just like my mom did for me that day,\if I could give something to her,\maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child?\Or...\What do you want?! response:	How cute!
context: if I could give something to her,\maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child?\Or...\What do you want?!\How cute! response:	Is this yours, brother?
context: maybe this feeling would go away.\Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child?\Or...\What do you want?!\How cute!\Is this yours, brother? response:	Don't just come into my room like that!
context: Suddenly I thought...\Maybe I'm the child.\Or is her innocence the child?\Or...\What do you want?!\How cute!\Is this yours, brother?\Don't just come into my room like that! response:	How unexpected!
context: Maybe I'm the child.\Or is her innocence the child?\Or...\What do you want?!\How cute!\Is this yours, brother?\Don't just come into my room like that!\How unexpected! response:	You treasure such a cute teddy bear?
context: Or is her innocence the child?\Or...\What do you want?!\How cute!\Is this yours, brother?\Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear? response:	It's not that I'm treasuring it.
context: Or...\What do you want?!\How cute!\Is this yours, brother?\Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it. response:	Yes you are!
context: What do you want?!\How cute!\Is this yours, brother?\Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are! response:	You washed it and cleaned it, right?
context: How cute!\Is this yours, brother?\Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right? response:	No, that wasn't... what I...
context: Is this yours, brother?\Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I... response:	But, that way of drying isn't nice!
context: Don't just come into my room like that!\How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice! response:	Right?
context: How unexpected!\You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice!\Right? response:	If you want it, I'll give it to you.
context: You treasure such a cute teddy bear?\It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you. response:	But...
context: It's not that I'm treasuring it.\Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you.\But... response:	Isn't it a given for you to have it?
context: Yes you are!\You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you.\But...\Isn't it a given for you to have it? response:	I'll give it to you.
context: You washed it and cleaned it, right?\No, that wasn't... what I...\But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you.\But...\Isn't it a given for you to have it?\I'll give it to you. response:	Wait a second!
context: No, that wasn't... what I...\But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you.\But...\Isn't it a given for you to have it?\I'll give it to you.\Wait a second! response:	Here!
context: But, that way of drying isn't nice!\Right?\If you want it, I'll give it to you.\But...\Isn't it a given for you to have it?\I'll give it to you.\Wait a second!\Here! response:	This one's mine.
context: Right?\If you want it, I'll give it to you.\But...\Isn't it a given for you to have it?\I'll give it to you.\Wait a second!\Here!\This one's mine. response:	My mother made it for me too.
context: If you want it, I'll give it to you.\But...\Isn't it a given for you to have it?\I'll give it to you.\Wait a second!\Here!\This one's mine.\My mother made it for me too. response:	I'm giving it to you.
context: But...\Isn't it a given for you to have it?\I'll give it to you.\Wait a second!\Here!\This one's mine.\My mother made it for me too.\I'm giving it to you. response:	I'll keep this one,
context: Isn't it a given for you to have it?\I'll give it to you.\Wait a second!\Here!\This one's mine.\My mother made it for me too.\I'm giving it to you.\I'll keep this one, response:	so take care of that one, brother.
context: I'll give it to you.\Wait a second!\Here!\This one's mine.\My mother made it for me too.\I'm giving it to you.\I'll keep this one,\so take care of that one, brother. response:	I don't want this.
context: Wait a second!\Here!\This one's mine.\My mother made it for me too.\I'm giving it to you.\I'll keep this one,\so take care of that one, brother.\I don't want this. response:	No! Take care of it!
context: Here!\This one's mine.\My mother made it for me too.\I'm giving it to you.\I'll keep this one,\so take care of that one, brother.\I don't want this.\No! Take care of it! response:	Don't bully it!
context: This one's mine.\My mother made it for me too.\I'm giving it to you.\I'll keep this one,\so take care of that one, brother.\I don't want this.\No! Take care of it!\Don't bully it! response:	She is definitely a child...
context: My mother made it for me too.\I'm giving it to you.\I'll keep this one,\so take care of that one, brother.\I don't want this.\No! Take care of it!\Don't bully it!\She is definitely a child... response:	I'd like to think but...
context: I'm giving it to you.\I'll keep this one,\so take care of that one, brother.\I don't want this.\No! Take care of it!\Don't bully it!\She is definitely a child...\I'd like to think but... response:	You came during third period?
context: I'll keep this one,\so take care of that one, brother.\I don't want this.\No! Take care of it!\Don't bully it!\She is definitely a child...\I'd like to think but...\You came during third period? response:	When I woke up, the morning show was over.
context: so take care of that one, brother.\I don't want this.\No! Take care of it!\Don't bully it!\She is definitely a child...\I'd like to think but...\You came during third period?\When I woke up, the morning show was over. response:	I thought I should have just come in the afternoon, at first.
context: I don't want this.\No! Take care of it!\Don't bully it!\She is definitely a child...\I'd like to think but...\You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first. response:	You should've just taken the day off.
context: No! Take care of it!\Don't bully it!\She is definitely a child...\I'd like to think but...\You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off. response:	But you know...
context: Don't bully it!\She is definitely a child...\I'd like to think but...\You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know... response:	I actually benefited from coming late!
context: She is definitely a child...\I'd like to think but...\You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know...\I actually benefited from coming late! response:	I saw this really cute guy on the train!
context: I'd like to think but...\You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know...\I actually benefited from coming late!\I saw this really cute guy on the train! response:	What kind?
context: You came during third period?\When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know...\I actually benefited from coming late!\I saw this really cute guy on the train!\What kind? response:	He was tall, and fair skinned
context: When I woke up, the morning show was over.\I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know...\I actually benefited from coming late!\I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned response:	with really nice hair and really long eye lashes.
context: I thought I should have just come in the afternoon, at first.\You should've just taken the day off.\But you know...\I actually benefited from coming late!\I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes. response:	He was probably a high school student!
context: You should've just taken the day off.\But you know...\I actually benefited from coming late!\I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student! response:	He was wearing a school uniform!
context: But you know...\I actually benefited from coming late!\I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform! response:	At such an hour?
context: I actually benefited from coming late!\I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform!\At such an hour? response:	Yeah! That's the point!
context: I saw this really cute guy on the train!\What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform!\At such an hour?\Yeah! That's the point! response:	The point?
context: What kind?\He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform!\At such an hour?\Yeah! That's the point!\The point? response:	I was so late, but he was on the same train car
context: He was tall, and fair skinned\with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform!\At such an hour?\Yeah! That's the point!\The point?\I was so late, but he was on the same train car response:	on the same train at the same time!
context: with really nice hair and really long eye lashes.\He was probably a high school student!\He was wearing a school uniform!\At such an hour?\Yeah! That's the point!\The point?\I was so late, but he was on the same train car\on the same train at the same time! response:	Don't you think it's fate?
context: He was probably a high school student!\He was wearing a school uniform!\At such an hour?\Yeah! That's the point!\The point?\I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate? response:	Yeah, sort of!
context: He was wearing a school uniform!\At such an hour?\Yeah! That's the point!\The point?\I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate?\Yeah, sort of! response:	Isn't it? Isn't it? I feel a romance coming on!
context: At such an hour?\Yeah! That's the point!\The point?\I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on! response:	Romance...?
context: Yeah! That's the point!\The point?\I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...? response:	Loser buys drinks!
context: The point?\I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks! response:	Fine, because I'm going to win.
context: I was so late, but he was on the same train car\on the same train at the same time!\Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks!\Fine, because I'm going to win. response:	Nanoka?
context: on the same train at the same time!\Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks!\Fine, because I'm going to win.\Nanoka? response:	Was it?
context: Don't you think it's fate?\Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks!\Fine, because I'm going to win.\Nanoka?\Was it? response:	Yeah. Thanks!
context: Yeah, sort of!\Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks!\Fine, because I'm going to win.\Nanoka?\Was it?\Yeah. Thanks! response:	You're a life saver.
context: Isn't it? Isn't it? I feel a romance coming on!\Romance...?\Loser buys drinks!\Fine, because I'm going to win.\Nanoka?\Was it?\Yeah. Thanks!\You're a life saver. response:	Are you okay?
context: Romance...?\Loser buys drinks!\Fine, because I'm going to win.\Nanoka?\Was it?\Yeah. Thanks!\You're a life saver.\Are you okay? response:	You don't look so well.
context: Loser buys drinks!\Fine, because I'm going to win.\Nanoka?\Was it?\Yeah. Thanks!\You're a life saver.\Are you okay?\You don't look so well. response:	I'm fine.
context: Fine, because I'm going to win.\Nanoka?\Was it?\Yeah. Thanks!\You're a life saver.\Are you okay?\You don't look so well.\I'm fine. response:	Huh?
context: Nanoka?\Was it?\Yeah. Thanks!\You're a life saver.\Are you okay?\You don't look so well.\I'm fine.\Huh? response:	Koshiro, you're taking tomorrow off too?
context: Was it?\Yeah. Thanks!\You're a life saver.\Are you okay?\You don't look so well.\I'm fine.\Huh?\Koshiro, you're taking tomorrow off too? response:	Yeah, it's a compensatory day off from last week.
context: Yeah. Thanks!\You're a life saver.\Are you okay?\You don't look so well.\I'm fine.\Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week. response:	Isn't Wakanai-san's arranged marriage meeting tomorrow?
context: You're a life saver.\Are you okay?\You don't look so well.\I'm fine.\Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow? response:	It was?
context: Are you okay?\You don't look so well.\I'm fine.\Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was? response:	Yeah, it was!
context: You don't look so well.\I'm fine.\Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was! response:	Shoot, I completely forgot about it.
context: I'm fine.\Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was!\Shoot, I completely forgot about it. response:	I'll come after lunch.
context: Huh?\Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch. response:	It's okay.
context: Koshiro, you're taking tomorrow off too?\Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch.\It's okay. response:	You can take the day off.
context: Yeah, it's a compensatory day off from last week.\Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch.\It's okay.\You can take the day off. response:	I'll go in your place.
context: Isn't Wakanai-san's arranged marriage meeting tomorrow?\It was?\Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch.\It's okay.\You can take the day off.\I'll go in your place. response:	That's not okay!
context: It was?\Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch.\It's okay.\You can take the day off.\I'll go in your place.\That's not okay! response:	Isn't he extremely shy in front of strangers?
context: Yeah, it was!\Shoot, I completely forgot about it.\I'll come after lunch.\It's okay.\You can take the day off.\I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers? response:	So that he won't get nervous, we have to start from that meeting room,
context: Shoot, I completely forgot about it.\I'll come after lunch.\It's okay.\You can take the day off.\I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room, response:	then go to a nearby cafe, then go to a European restaurant...
context: I'll come after lunch.\It's okay.\You can take the day off.\I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant... response:	I can't leave such an important job
context: It's okay.\You can take the day off.\I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job response:	to someone who's been in a daze all the time.
context: You can take the day off.\I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time. response:	See, there you go lost in thought again.
context: I'll go in your place.\That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again. response:	Anyway, go get some rest tomorrow!
context: That's not okay!\Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow! response:	Yeah...
context: Isn't he extremely shy in front of strangers?\So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah... response:	That cute guy you were talking about earlier,
context: So that he won't get nervous, we have to start from that meeting room,\then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier, response:	what school does he go to?
context: then go to a nearby cafe, then go to a European restaurant...\I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier,\what school does he go to? response:	I wish I could've found that out...
context: I can't leave such an important job\to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out... response:	I've never seen his uniform before.
context: to someone who's been in a daze all the time.\See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out...\I've never seen his uniform before. response:	Maybe it's the all-boys school that was established last year.
context: See, there you go lost in thought again.\Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year. response:	But if he was on the same train as you today
context: Anyway, go get some rest tomorrow!\Yeah...\That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today response:	there's a chance you could see him again, right?
context: Yeah...\That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right? response:	I want to see what he looks like too!
context: That cute guy you were talking about earlier,\what school does he go to?\I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too! response:	What? What's wrong?
context: what school does he go to?\I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong? response:	What should I do?
context: I wish I could've found that out...\I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong?\What should I do? response:	It's that blonde guy?
context: I've never seen his uniform before.\Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong?\What should I do?\It's that blonde guy? response:	Oh my god! Can I believe in fate?
context: Maybe it's the all-boys school that was established last year.\But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong?\What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate? response:	He's the guy from this morning?!
context: But if he was on the same train as you today\there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong?\What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate?\He's the guy from this morning?! response:	Do you think he's good-looking?
context: there's a chance you could see him again, right?\I want to see what he looks like too!\What? What's wrong?\What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate?\He's the guy from this morning?!\Do you think he's good-looking? response:	What should I do?
context: I want to see what he looks like too!\What? What's wrong?\What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate?\He's the guy from this morning?!\Do you think he's good-looking?\What should I do? response:	Wait a minute!
context: What? What's wrong?\What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate?\He's the guy from this morning?!\Do you think he's good-looking?\What should I do?\Wait a minute! response:	I want to take a better look at him!
context: What should I do?\It's that blonde guy?\Oh my god! Can I believe in fate?\He's the guy from this morning?!\Do you think he's good-looking?\What should I do?\Wait a minute!\I want to take a better look at him! response:	Nanoka...
