context: Good morning, senpai. response:	Y-You...
context: This is the present you got that one time...\How nostalgic.\Hasn't Kirino called you guys or anything?\She put up a short update on her SNS blog, but that's all.\I was just getting fed up with that woman, too.\It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way... response:	And yet, taking off like that without consulting any of us...
context: How nostalgic.\Hasn't Kirino called you guys or anything?\She put up a short update on her SNS blog, but that's all.\I was just getting fed up with that woman, too.\It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us... response:	It's really painful, sad, and hard to bear.
context: Hasn't Kirino called you guys or anything?\She put up a short update on her SNS blog, but that's all.\I was just getting fed up with that woman, too.\It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear. response:	I admire that she's following her ambitions like this, but I still can't agree with how she went about it.
context: She put up a short update on her SNS blog, but that's all.\I was just getting fed up with that woman, too.\It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it. response:	And on top of that, she hasn't called or emailed us,
context: I was just getting fed up with that woman, too.\It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us, response:	and I haven't seen her online at all, either...
context: It's so refreshing to have her gone.\To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either... response:	It's all slowly getting to me.
context: To be perfectly honest, I'm kind of angry with her.\I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me. response:	Don't you think it's okay for me to be just a little mad?
context: I consider her a close friend, and I believed she thought of me the same way...\And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad? response:	Yeah...
context: And yet, taking off like that without consulting any of us...\It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah... response:	Alright!
context: It's really painful, sad, and hard to bear.\I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah...\Alright! response:	How about the three of us go out somewhere then?
context: I admire that she's following her ambitions like this, but I still can't agree with how she went about it.\And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah...\Alright!\How about the three of us go out somewhere then? response:	And after that, you can post about it.
context: And on top of that, she hasn't called or emailed us,\and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah...\Alright!\How about the three of us go out somewhere then?\And after that, you can post about it. response:	It'll definitely piss her off.
context: and I haven't seen her online at all, either...\It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah...\Alright!\How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off. response:	I like that idea.
context: It's all slowly getting to me.\Don't you think it's okay for me to be just a little mad?\Yeah...\Alright!\How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off.\I like that idea. response:	Why are you running off home?
context: Don't you think it's okay for me to be just a little mad?\Yeah...\Alright!\How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off.\I like that idea.\Why are you running off home? response:	I sent you a mail, didn't I?
context: Yeah...\Alright!\How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off.\I like that idea.\Why are you running off home?\I sent you a mail, didn't I? response:	I said I'd come to your classroom after homeroom's over.
context: Alright!\How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off.\I like that idea.\Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over. response:	I don't remember that.
context: How about the three of us go out somewhere then?\And after that, you can post about it.\It'll definitely piss her off.\I like that idea.\Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that. response:	So, who's this?
context: And after that, you can post about it.\It'll definitely piss her off.\I like that idea.\Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this? response:	I wanted to introduce you two.
context: It'll definitely piss her off.\I like that idea.\Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this?\I wanted to introduce you two. response:	Pleased to meet you! I'm Tamura Manami.
context: I like that idea.\Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami. response:	Belphegor!
context: Why are you running off home?\I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor! response:	Belphe?
context: I sent you a mail, didn't I?\I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe? response:	Never mind...
context: I said I'd come to your classroom after homeroom's over.\I don't remember that.\So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe?\Never mind... response:	My name is Gokou. Pleased to meet you.
context: I don't remember that.\So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe?\Never mind...\My name is Gokou. Pleased to meet you. response:	Kyou-chan, you call her Kuroneko-san, right?
context: So, who's this?\I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe?\Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right? response:	Would you mind if I did too?
context: I wanted to introduce you two.\Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe?\Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too? response:	Either way is fine.
context: Pleased to meet you! I'm Tamura Manami.\Belphegor!\Belphe?\Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine. response:	I'll be going then.
context: Belphegor!\Belphe?\Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine.\I'll be going then. response:	H-Hey!
context: Belphe?\Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine.\I'll be going then.\H-Hey! response:	Wait, wait up!
context: Never mind...\My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine.\I'll be going then.\H-Hey!\Wait, wait up! response:	Maschera's airing today so I have to get back.
context: My name is Gokou. Pleased to meet you.\Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine.\I'll be going then.\H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back. response:	Maschera ended at episode 12 in the second season.
context: Kyou-chan, you call her Kuroneko-san, right?\Would you mind if I did too?\Either way is fine.\I'll be going then.\H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season. response:	It isn't airing anymore.
context: Would you mind if I did too?\Either way is fine.\I'll be going then.\H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore. response:	Don't talk like it's over!
context: Either way is fine.\I'll be going then.\H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over! response:	I'm sorry!
context: I'll be going then.\H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over!\I'm sorry! response:	I just meant to say that the next season hasn't been scheduled yet!
context: H-Hey!\Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet! response:	None of the real fans have given up on it.
context: Wait, wait up!\Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it. response:	Gokou-san!
context: Maschera's airing today so I have to get back.\Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san! response:	Are you free?
context: Maschera ended at episode 12 in the second season.\It isn't airing anymore.\Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san!\Are you free? response:	We're going to karaoke, so if you wa
context: It isn't airing anymore.\Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san!\Are you free?\We're going to karaoke, so if you wa response:	I'm not free.
context: Don't talk like it's over!\I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san!\Are you free?\We're going to karaoke, so if you wa\I'm not free. response:	Sorry!
context: I'm sorry!\I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san!\Are you free?\We're going to karaoke, so if you wa\I'm not free.\Sorry! response:	We were just asking her out ourselves...
context: I just meant to say that the next season hasn't been scheduled yet!\None of the real fans have given up on it.\Gokou-san!\Are you free?\We're going to karaoke, so if you wa\I'm not free.\Sorry!\We were just asking her out ourselves... response:	Maybe next time, okay?
context: None of the real fans have given up on it.\Gokou-san!\Are you free?\We're going to karaoke, so if you wa\I'm not free.\Sorry!\We were just asking her out ourselves...\Maybe next time, okay? response:	I see...
context: Gokou-san!\Are you free?\We're going to karaoke, so if you wa\I'm not free.\Sorry!\We were just asking her out ourselves...\Maybe next time, okay?\I see... response:	See you tomorrow then, Gokou-san.
context: Are you free?\We're going to karaoke, so if you wa\I'm not free.\Sorry!\We were just asking her out ourselves...\Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san. response:	Should I have kept quiet?
context: We're going to karaoke, so if you wa\I'm not free.\Sorry!\We were just asking her out ourselves...\Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet? response:	Speaking of which, have you picked a club yet?
context: I'm not free.\Sorry!\We were just asking her out ourselves...\Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet? response:	I'm not joining one.
context: Sorry!\We were just asking her out ourselves...\Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one. response:	I have enough on my plate already.
context: We were just asking her out ourselves...\Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already. response:	Game Research Club
context: Maybe next time, okay?\I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already.\Game Research Club response:	I didn't know we had a club like this...
context: I see...\See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already.\Game Research Club\I didn't know we had a club like this... response:	Please give it a try if you'd like.
context: See you tomorrow then, Gokou-san.\Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already.\Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like. response:	This looks like a danmaku shooter...
context: Should I have kept quiet?\Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already.\Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter... response:	It looks pretty hard, too.
context: Speaking of which, have you picked a club yet?\I'm not joining one.\I have enough on my plate already.\Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too. response:	Our club president made it with the idea that it'd be some sort of entry test.
context: I'm not joining one.\I have enough on my plate already.\Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test. response:	There's an easy mode, so give it a go.
context: I have enough on my plate already.\Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go. response:	No, I'm okay...
context: Game Research Club\I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay... response:	Hurry up and clear it.
context: I didn't know we had a club like this...\Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it. response:	Piece of cake for you, right?
context: Please give it a try if you'd like.\This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right? response:	Fine then.
context: This looks like a danmaku shooter...\It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right?\Fine then. response:	That mode is seriously hard, you know...
context: It looks pretty hard, too.\Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know... response:	No way...
context: Our club president made it with the idea that it'd be some sort of entry test.\There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know...\No way... response:	You beat the high score too!
context: There's an easy mode, so give it a go.\No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know...\No way...\You beat the high score too! response:	It was a thoroughly terrible game from beginning to end.
context: No, I'm okay...\Hurry up and clear it.\Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know...\No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end. response:	Please tell the creator to go die.
context: Hurry up and clear it.\Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know...\No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die. response:	Let's go.
context: Piece of cake for you, right?\Fine then.\That mode is seriously hard, you know...\No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go. response:	U-Um... won't you join our club?
context: Fine then.\That mode is seriously hard, you know...\No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go.\U-Um... won't you join our club? response:	Not interested.
context: That mode is seriously hard, you know...\No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go.\U-Um... won't you join our club?\Not interested. response:	Sorry!
context: No way...\You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go.\U-Um... won't you join our club?\Not interested.\Sorry! response:	It has nothing to do with you.
context: You beat the high score too!\It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go.\U-Um... won't you join our club?\Not interested.\Sorry!\It has nothing to do with you. response:	I just don't have time to go out with them.
context: It was a thoroughly terrible game from beginning to end.\Please tell the creator to go die.\Let's go.\U-Um... won't you join our club?\Not interested.\Sorry!\It has nothing to do with you.\I just don't have time to go out with them. response:	You say that, but you've been spending a lot of time here lately.
context: Please tell the creator to go die.\Let's go.\U-Um... won't you join our club?\Not interested.\Sorry!\It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately. response:	I believe what Miss Kuroneko wants to say is,
context: Let's go.\U-Um... won't you join our club?\Not interested.\Sorry!\It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is, response:	I'd rather be with you than go out with my classmates!
context: U-Um... won't you join our club?\Not interested.\Sorry!\It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates! response:	Don't interpret things so weirdly!
context: Not interested.\Sorry!\It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly! response:	I didn't say a thing!!
context: Sorry!\It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!! response:	Anyway, you can't go on like this.
context: It has nothing to do with you.\I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this. response:	How pushy can you get?
context: I just don't have time to go out with them.\You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get? response:	You don't have any friends, right?
context: You say that, but you've been spending a lot of time here lately.\I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right? response:	I'll help you out!
context: I believe what Miss Kuroneko wants to say is,\I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right?\I'll help you out! response:	What Mr. Kyousuke is thinking is,
context: I'd rather be with you than go out with my classmates!\Don't interpret things so weirdly!\I didn't say a thing!!\Anyway, you can't go on like this.\How pushy can you get?\You don't have any friends, right?\I'll help you out!\What Mr. Kyousuke is thinking is, response:	I'll show my cute kouhai how cool I can be!
