context: My dear! response:	My dear!
context: Mother, I'm going to visit Father at the Sea of Innocence.\Will you come with me?\The Sea of Innocence?\- Greetings to Heavenly Lord. - Zhi Yue greets Heavenly Lord.\Get up.\- Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years. response:	Yuan Zhen, tell me.
context: Will you come with me?\The Sea of Innocence?\- Greetings to Heavenly Lord. - Zhi Yue greets Heavenly Lord.\Get up.\- Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me. response:	How would you like me to make it up to you?
context: The Sea of Innocence?\- Greetings to Heavenly Lord. - Zhi Yue greets Heavenly Lord.\Get up.\- Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you? response:	Heavenly Lord, I don't regard those 60 years as suffering.
context: - Greetings to Heavenly Lord. - Zhi Yue greets Heavenly Lord.\Get up.\- Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering. response:	Therefore, I wouldn't ask for any compensation.
context: Get up.\- Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation. response:	You're a dummy!
context: - Thank you, Heavenly Lord! - Thank you, Heavenly Lord!\Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy! response:	How presumptuous.
context: Several years ago, I wronged you unjustly.\You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous. response:	It's all right.
context: You ended up enduring a heavenly trial for 60 years.\Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous.\It's all right. response:	I always reward and punish just as fairly.
context: Yuan Zhen, tell me.\How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous.\It's all right.\I always reward and punish just as fairly. response:	Go ahead and tell me.
context: How would you like me to make it up to you?\Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous.\It's all right.\I always reward and punish just as fairly.\Go ahead and tell me. response:	It's just that she's ranked so high up
context: Heavenly Lord, I don't regard those 60 years as suffering.\Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous.\It's all right.\I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up response:	that I don't dare to request a visit at Qing Qiu.
context: Therefore, I wouldn't ask for any compensation.\You're a dummy!\How presumptuous.\It's all right.\I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu. response:	Why are you dumb?
context: You're a dummy!\How presumptuous.\It's all right.\I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb? response:	You had to say what shouldn't be said.
context: How presumptuous.\It's all right.\I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said. response:	You can't mention the name Bai Qian in here.
context: It's all right.\I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here. response:	Don't you know that?
context: I always reward and punish just as fairly.\Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that? response:	It's been three years since Ye Hua passed away.
context: Go ahead and tell me.\It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away. response:	There's nothing that can't be said.
context: It's just that she's ranked so high up\that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said. response:	Yuan Zhen.
context: that I don't dare to request a visit at Qing Qiu.\Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen. response:	Tell me.
context: Why are you dumb?\You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen.\Tell me. response:	Why do you wish to visit High God Bai Qian in Qing Qiu?
context: You had to say what shouldn't be said.\You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu? response:	She was my mentor when I was in the Mortal Realm.
context: You can't mention the name Bai Qian in here.\Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm. response:	Once a mentor, always a mentor.
context: Don't you know that?\It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor. response:	I wish to greet her and thank her for looking after me in the Mortal Realm.
context: It's been three years since Ye Hua passed away.\There's nothing that can't be said.\Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm. response:	I believe High God Bai Qian would be very touched by your words.
context: There's nothing that can't be said.\Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words. response:	However, we should discuss this matter some other time.
context: Yuan Zhen.\Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time. response:	The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.
context: Tell me.\Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age. response:	Didn't I already remind you?
context: Why do you wish to visit High God Bai Qian in Qing Qiu?\She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you? response:	Didn't I tell you that in the Nine Heavens
context: She was my mentor when I was in the Mortal Realm.\Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens response:	you're not to mention the deceased Crown Prince, or his fiancee?
context: Once a mentor, always a mentor.\I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee? response:	I don't understand.
context: I wish to greet her and thank her for looking after me in the Mortal Realm.\I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand. response:	Why can't we talk about them?
context: I believe High God Bai Qian would be very touched by your words.\However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them? response:	Tell me what you know about them first.
context: However, we should discuss this matter some other time.\The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them?\Tell me what you know about them first. response:	Don't keep touching me.
context: The Crown Prince sacrificed his spirit to the Bell of East Emperor at a young age.\Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me. response:	You might be the Crown Prince's cousin
context: Didn't I already remind you?\Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin response:	but it's still inappropriate for men and women to touch.
context: Didn't I tell you that in the Nine Heavens\you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch. response:	Goodness...
context: you're not to mention the deceased Crown Prince, or his fiancee?\I don't understand.\Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness... response:	- By the way, on you... - What are you doing?
context: I don't understand.\Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing? response:	Do you have any treasures on you?
context: Why can't we talk about them?\Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you? response:	What do you want with it?
context: Tell me what you know about them first.\Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it? response:	I owe a deity friend some money, so I have to pay her back.
context: Don't keep touching me.\You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back. response:	I don't believe you.
context: You might be the Crown Prince's cousin\but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you. response:	You're always fooling me.
context: but it's still inappropriate for men and women to touch.\Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me. response:	Not once have you told the truth.
context: Goodness...\- By the way, on you... - What are you doing?\Do you have any treasures on you?\What do you want with it?\I owe a deity friend some money, so I have to pay her back.\I don't believe you.\You're always fooling me.\Not once have you told the truth. response:	You're always carrying this Cloud Clearing Fan around.
