context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Wanna say goodbye to the confusion of yesterday\I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness response:	Can't see anything, don't know anything, but I'll still go
context: I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go response:	To the place of shining light in which you wait
context: We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait response:	Episode Five
context: Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five response:	The Statue of Illusion
context: to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five\The Statue of Illusion response:	Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion
context: Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion response:	I believe that war has brought the human race a number of benefits.
context: Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits. response:	The development of civilization, the exchange of cultures,
context: Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures, response:	House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally
context: Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally response:	and the development of science and technology.
context: To the place of shining light in which you wait\Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology. response:	Through the control of nuclear power, have we not acquired the privilege
context: Episode Five\The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege response:	of using air conditioners in the middle of the summer,
context: The Statue of Illusion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer, response:	or watching late-night TV shows?
context: Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) The Statue of Illusion\I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows? response:	Thus, I pass on what happened that day.
context: I believe that war has brought the human race a number of benefits.\The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day. response:	And always will...
context: The development of civilization, the exchange of cultures,\House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will... response:	My supporters and I were the targets of a terrorist bombing.
context: House of Representatives Member Shimada Hakurou Rising Sun Call to Action Rally\and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing. response:	Suzuki said...
context: and the development of science and technology.\Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said... response:	If an explosion goes off here,
context: Through the control of nuclear power, have we not acquired the privilege\of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here, response:	the glass will rain to the ground, causing a catastrophe.
context: of using air conditioners in the middle of the summer,\or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe. response:	So we'll move the explosives to another location.
context: or watching late-night TV shows?\Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location. response:	Until mere days before, they were just ordinary students,
context: Thus, I pass on what happened that day.\And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students, response:	but they supported me and took part in the Rising Sun Party.
context: And always will...\My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party. response:	Without showing any hesitation,
context: My supporters and I were the targets of a terrorist bombing.\Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation, response:	they drove off with the truck that was loaded with explosives.
context: Suzuki said...\If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives. response:	The outcome was just as reported.
context: If an explosion goes off here,\the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported. response:	I'm not here just to exhort you to praise the dead.
context: the glass will rain to the ground, causing a catastrophe.\So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead. response:	They did what should have been done.
context: So we'll move the explosives to another location.\Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done. response:	But speaking of those three after the war brings
context: Until mere days before, they were just ordinary students,\but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings response:	Are you making fun?
context: but they supported me and took part in the Rising Sun Party.\Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings\Are you making fun? response:	I just tried on a formal dress...
context: Without showing any hesitation,\they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress... response:	on a mood of hesitation that is definitely not approving.
context: they drove off with the truck that was loaded with explosives.\The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving. response:	Sasa Kazamori
context: The outcome was just as reported.\I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori response:	Artificial Intelligence (R.A.I.)
context: I'm not here just to exhort you to praise the dead.\They did what should have been done.\But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.) response:	Inga
context: They did what should have been done.\But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga response:	Detective's Assistant
context: But speaking of those three after the war brings\Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant response:	It's cute!
context: Are you making fun?\I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant\It's cute! response:	Yuuki Shinjurou
context: I just tried on a formal dress...\on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant\It's cute!\Yuuki Shinjurou response:	Detective
context: on a mood of hesitation that is definitely not approving.\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant\It's cute!\Yuuki Shinjurou\Detective response:	Komamori... You're a shameless pervert.
context: Sasa Kazamori\Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant\It's cute!\Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert. response:	Even if the recent war was a detestable farce,
context: Artificial Intelligence (R.A.I.)\Inga\Detective's Assistant\It's cute!\Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce, response:	You're not pleased?
context: Inga\Detective's Assistant\It's cute!\Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased? response:	T-There's no reason for you to please me.
context: Detective's Assistant\It's cute!\Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me. response:	those three young men certainly performed a miracle.
context: It's cute!\Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle. response:	Well, I know, but...
context: Yuuki Shinjurou\Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but... response:	And that most definitely exists in each and every one of us.
context: Detective\Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us. response:	Shimada Jirou
context: Komamori... You're a shameless pervert.\Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou response:	Actor, Son of Mr. Shimada
context: Even if the recent war was a detestable farce,\You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada response:	Thank you.
context: You're not pleased?\T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada\Thank you. response:	That was actor Shimada Jirou, the oldest son of Shimada Hakurou,
context: T-There's no reason for you to please me.\those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou, response:	reading from his father's works.
context: those three young men certainly performed a miracle.\Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works. response:	Jirou-san has also been appointed honorary director of the memorial hall...
context: Well, I know, but...\And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall... response:	Don't let yourselves be fooled by Shimada Hakurou!
context: And that most definitely exists in each and every one of us.\Shimada Jirou\Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou! response:	He's made back room deals with allied nations and lined his own pockets
context: Shimada Jirou\Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets response:	Yamamoto Teishin
context: Actor, Son of Mr. Shimada\Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin response:	Former Bodyguard of Hakurou
context: Thank you.\That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou response:	with financial support collected on behalf of the dead youths!
context: That was actor Shimada Jirou, the oldest son of Shimada Hakurou,\reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths! response:	Mr. Yamamoto! We appreciate you coming all the way out here!
context: reading from his father's works.\Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here! response:	Ootsubo Tetsuya
context: Jirou-san has also been appointed honorary director of the memorial hall...\Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya response:	Member of the Rising Sun Party Hakurou's Bodyguard
context: Don't let yourselves be fooled by Shimada Hakurou!\He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard response:	What about Shimada?! Is he spouting that bullshit again?!
context: He's made back room deals with allied nations and lined his own pockets\Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?! response:	I'll never forget those three youngsters,
context: Yamamoto Teishin\Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters, response:	and one day, we'll bring about a miracle, too.
context: Former Bodyguard of Hakurou\with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too. response:	That's why the symbol of this memorial hall...
context: with financial support collected on behalf of the dead youths!\Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall... response:	Shimada Hakurou
context: Mr. Yamamoto! We appreciate you coming all the way out here!\Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou response:	Leader of the Rising Sun Party
context: Ootsubo Tetsuya\Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party response:	Souls...
context: Member of the Rising Sun Party Hakurou's Bodyguard\What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party\Souls... response:	I commissioned this statue
context: What about Shimada?! Is he spouting that bullshit again?!\I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party\Souls...\I commissioned this statue response:	from a young friend of my son's, one much like those young men.
context: I'll never forget those three youngsters,\and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party\Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men. response:	It was finally delivered late last night.
context: and one day, we'll bring about a miracle, too.\That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party\Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night. response:	Um, excuse me...
context: That's why the symbol of this memorial hall...\Shimada Hakurou\Leader of the Rising Sun Party\Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me... response:	Where's the bathroom?
context: Shimada Hakurou\Leader of the Rising Sun Party\Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me...\Where's the bathroom? response:	The bathroom's over...
context: Leader of the Rising Sun Party\Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me...\Where's the bathroom?\The bathroom's over... response:	The Defeated Detective! Yuuki Shinjurou!
context: Souls...\I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me...\Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou! response:	It seems you're challenging JJ Systems' Kaishou.
context: I commissioned this statue\from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me...\Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou. response:	I commend you.
context: from a young friend of my son's, one much like those young men.\It was finally delivered late last night.\Um, excuse me...\Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you. response:	Rumor has it that you have some connection to
context: It was finally delivered late last night.\Um, excuse me...\Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to response:	the young people who were the first victims in the war.
context: Um, excuse me...\Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war. response:	Oh? Are you the one who invited me here?
context: Where's the bathroom?\The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here? response:	There's one thing I dislike.
context: The bathroom's over...\The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike. response:	What's this Defeated Detective?!
context: The Defeated Detective! Yuuki Shinjurou!\It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?! response:	There is no defeat! This is merely a ceasefire!
context: It seems you're challenging JJ Systems' Kaishou.\I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire! response:	I have to pee!
context: I commend you.\Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee! response:	Wha...?!
context: Rumor has it that you have some connection to\the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?! response:	Pardon me, but I'm about to wet myself.
context: the young people who were the first victims in the war.\Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself. response:	Why are you angry?
context: Oh? Are you the one who invited me here?\There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry? response:	You're a detective.
context: There's one thing I dislike.\What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective. response:	It's your duty to reveal the truth.
context: What's this Defeated Detective?!\There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective.\It's your duty to reveal the truth. response:	And yet, when it comes to yourself, you hide it like this?
context: There is no defeat! This is merely a ceasefire!\I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this? response:	All I want to expose are dirty lies.
context: I have to pee!\Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies. response:	Hirato Youko
context: Wha...?!\Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko response:	Jirou's Friend, Sculptor
context: Pardon me, but I'm about to wet myself.\Why are you angry?\You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor response:	This is a fancy place to take a nap.
context: Why are you angry?\You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap. response:	I was up working'til the middle of the night...
context: You're a detective.\It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night... response:	She created the statue and brought it here.
context: It's your duty to reveal the truth.\And yet, when it comes to yourself, you hide it like this?\All I want to expose are dirty lies.\Hirato Youko\Jirou's Friend, Sculptor\This is a fancy place to take a nap.\I was up working'til the middle of the night...\She created the statue and brought it here. response:	This is my good friend, Hirato Youko.
