context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: All right! I'll say it!\You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La) response:	Always keep it going!
context: You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going! response:	Being together 24 hours a day isn't a problem.
context: (Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem. response:	Just like twins, or a parent and child, or clone cyborgs.
context: (Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs. response:	Then isn't there no reason to clear your eyes?
context: (La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes? response:	Those are completely, completely different issues.
context: (Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues. response:	(Fight!) Even when I get in a fight with you,
context: (Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you, response:	(Down!) even when I get really down,
context: (La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down, response:	(Shy!) even when I feel like I want to be alone,
context: Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone, response:	before I realise it, you're right there; we'll be together even in death!
context: Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death! response:	I wonder why it is.
context: Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is. response:	I want to be with you.
context: Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you. response:	When I'm with you,
context: Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you, response:	time goes 100 times faster!
context: (Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster! response:	It's fun, isn't it?
context: (Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it? response:	It's way too fun!
context: (Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun! response:	As expected of my best friend!
context: before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend! response:	What is it?
context: I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it? response:	The synchro is amazing!
context: I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing! response:	Always making an uproar,
context: When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar, response:	bothering the neighbours a lot.
context: time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot. response:	What time is it now?
context: It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now? response:	And then yo de le hi hoo!
context: It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo! response:	I don't get it at all!
context: As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all! response:	So re doh si la!
context: What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la! response:	It's better than I imagined, the absolute best!
context: The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best! response:	Even if I say this and that, we're still friends. (Hooray!)
context: Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!) response:	Amazing friendship, the absolute best!
context: bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best! response:	Cha Cha La Cha La Cha Cha!
context: What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha! response:	I respect and owe a great deal to my teachers
context: And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers response:	Many years have passed in this garden of learning
context: I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning response:	These months and years have gone by quickly
context: So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly response:	Now is the time to part, farewell
context: It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell response:	Nichijou 93
context: Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93 response:	Lozenge
context: Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93\Lozenge response:	Japanese Martial Arts
context: Cha Cha La Cha La Cha Cha!\I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93\Lozenge\Japanese Martial Arts response:	Nichijou 94
context: I respect and owe a great deal to my teachers\Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93\Lozenge\Japanese Martial Arts\Nichijou 94 response:	Love-Like
context: Many years have passed in this garden of learning\These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93\Lozenge\Japanese Martial Arts\Nichijou 94\Love-Like response:	Love-Like
context: These months and years have gone by quickly\Now is the time to part, farewell\Nichijou 93\Lozenge\Japanese Martial Arts\Nichijou 94\Love-Like\Love-Like response:	Love-Like
context: Now is the time to part, farewell\Nichijou 93\Lozenge\Japanese Martial Arts\Nichijou 94\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Nichijou 93\Lozenge\Japanese Martial Arts\Nichijou 94\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Lozenge\Japanese Martial Arts\Nichijou 94\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Japanese Martial Arts\Nichijou 94\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Nichijou 94\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Daihuku Fair
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Daihuku Fair response:	Reign
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Daihuku Fair\Reign response:	Daihuku
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Daihuku Fair\Reign\Daihuku response:	Word Of The Day
context: Love-Like\Love-Like\Love-Like\Love-Like\Daihuku Fair\Reign\Daihuku\Word Of The Day response:	Shinonome Institute
context: Love-Like\Love-Like\Love-Like\Daihuku Fair\Reign\Daihuku\Word Of The Day\Shinonome Institute response:	A Certain Christmas One-shot
context: Love-Like\Love-Like\Daihuku Fair\Reign\Daihuku\Word Of The Day\Shinonome Institute\A Certain Christmas One-shot response:	Delicious Melon Bread
context: Love-Like\Daihuku Fair\Reign\Daihuku\Word Of The Day\Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread response:	Daihuku
context: Daihuku Fair\Reign\Daihuku\Word Of The Day\Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread\Daihuku response:	Trap
context: Reign\Daihuku\Word Of The Day\Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread\Daihuku\Trap response:	Nichijou 95
context: Daihuku\Word Of The Day\Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread\Daihuku\Trap\Nichijou 95 response:	Loser
context: Word Of The Day\Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread\Daihuku\Trap\Nichijou 95\Loser response:	Dash for Freedom
context: Shinonome Institute\A Certain Christmas One-shot\Delicious Melon Bread\Daihuku\Trap\Nichijou 95\Loser\Dash for Freedom response:	Guidance Counselling
context: A Certain Christmas One-shot\Delicious Melon Bread\Daihuku\Trap\Nichijou 95\Loser\Dash for Freedom\Guidance Counselling response:	Shinonome Institute
context: Delicious Melon Bread\Daihuku\Trap\Nichijou 95\Loser\Dash for Freedom\Guidance Counselling\Shinonome Institute response:	Nichijou 96
context: Daihuku\Trap\Nichijou 95\Loser\Dash for Freedom\Guidance Counselling\Shinonome Institute\Nichijou 96 response:	Shinonome Institute
context: Trap\Nichijou 95\Loser\Dash for Freedom\Guidance Counselling\Shinonome Institute\Nichijou 96\Shinonome Institute response:	Narration: Shibata Hidekatsu
context: Nichijou 95\Loser\Dash for Freedom\Guidance Counselling\Shinonome Institute\Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu response:	Everything in this world can be proven by science.
context: Loser\Dash for Freedom\Guidance Counselling\Shinonome Institute\Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science. response:	In the world there are talks about the so-called spiritual phenomena...
context: Dash for Freedom\Guidance Counselling\Shinonome Institute\Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena... response:	There's no way those kinds of sleep-inducing things could be real!
context: Guidance Counselling\Shinonome Institute\Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real! response:	It'd be bad if they were.
context: Shinonome Institute\Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were. response:	In other words...
context: Nichijou 96\Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words... response:	I don't believe in spirits!
context: Shinonome Institute\Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words...\I don't believe in spirits! response:	I heard that exorcisms were being performed at a local temple, so I went to check it out.
context: Narration: Shibata Hidekatsu\Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out. response:	So, what brings you here?
context: Everything in this world can be proven by science.\In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here? response:	First, I'll pretend I'm possessed by a demon,
context: In the world there are talks about the so-called spiritual phenomena...\There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon, response:	then I'll look for contradictions.
context: There's no way those kinds of sleep-inducing things could be real!\It'd be bad if they were.\In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions. response:	Lately, I've been having the feeling of something tightening around my throat.
context: It'd be bad if they were.\In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat. response:	Oh my!
context: In other words...\I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my! response:	Here.
context: I don't believe in spirits!\I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here. response:	Use this.
context: I heard that exorcisms were being performed at a local temple, so I went to check it out.\So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here.\Use this. response:	Here it comes!
context: So, what brings you here?\First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here.\Use this.\Here it comes! response:	The offering of useless exorcism goods!
context: First, I'll pretend I'm possessed by a demon,\then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here.\Use this.\Here it comes!\The offering of useless exorcism goods! response:	It should work really well on your throat.
context: then I'll look for contradictions.\Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here.\Use this.\Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat. response:	He's being awfully reasonable.
context: Lately, I've been having the feeling of something tightening around my throat.\Oh my!\Here.\Use this.\Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable. response:	Is there not enough reality in my story?
context: Oh my!\Here.\Use this.\Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story? response:	Well, then I'll need to get him to believe me.
context: Here.\Use this.\Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me. response:	You see,
context: Use this.\Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see, response:	it's not just that my throat is sore...
context: Here it comes!\The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore... response:	It feels like I'm being strangled by someone,
context: The offering of useless exorcism goods!\It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone, response:	and I think I heard a strange voice.
context: It should work really well on your throat.\He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice. response:	I'm possessed by something!
context: He's being awfully reasonable.\Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something! response:	Well, isn't it that...
context: Is there not enough reality in my story?\Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that... response:	You shouldn't...
context: Well, then I'll need to get him to believe me.\You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that...\You shouldn't... response:	I never would have thought that someone in the business would tell me that.
context: You see,\it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that. response:	More importantly, does this priest even believe in spirits?
context: it's not just that my throat is sore...\It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits? response:	But I came all this way to the temple.
context: It feels like I'm being strangled by someone,\and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple. response:	There's no way I'm just going to back down!
context: and I think I heard a strange voice.\I'm possessed by something!\Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down! response:	I'm being strangled by some sort of monster!
context: I'm possessed by something!\Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster! response:	Excuse me!
context: Well, isn't it that...\You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me! response:	He saw through me!
context: You shouldn't...\I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me!\He saw through me! response:	Of course he did.
context: I never would have thought that someone in the business would tell me that.\More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me!\He saw through me!\Of course he did. response:	I was wrong for trying to fool someone in the business with a half-assed performance!
context: More importantly, does this priest even believe in spirits?\But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me!\He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance! response:	I have to do it seriously.
context: But I came all this way to the temple.\There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me!\He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously. response:	To get him to believe,
context: There's no way I'm just going to back down!\I'm being strangled by some sort of monster!\Excuse me!\He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe, response:	I need to go mad!
context: I'm being strangled by some sort of monster!\Excuse me!\He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe,\I need to go mad! response:	W-What?!
context: Excuse me!\He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe,\I need to go mad!\W-What?! response:	W-What are you doing?!
context: He saw through me!\Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe,\I need to go mad!\W-What?!\W-What are you doing?! response:	What the heck are you doing?!
context: Of course he did.\I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe,\I need to go mad!\W-What?!\W-What are you doing?!\What the heck are you doing?! response:	What the heck are you doing?!
context: I was wrong for trying to fool someone in the business with a half-assed performance!\I have to do it seriously.\To get him to believe,\I need to go mad!\W-What?!\W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?! response:	What in the world is this?!
context: I have to do it seriously.\To get him to believe,\I need to go mad!\W-What?!\W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?!\What in the world is this?! response:	Why you...
context: To get him to believe,\I need to go mad!\W-What?!\W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?!\What in the world is this?!\Why you... response:	What are you doing...
context: I need to go mad!\W-What?!\W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?!\What in the world is this?!\Why you...\What are you doing... response:	What are you doing to my temple?!
context: W-What?!\W-What are you doing?!\What the heck are you doing?!\What the heck are you doing?!\What in the world is this?!\Why you...\What are you doing...\What are you doing to my temple?! response:	My dream is to become a scientist.
