context: Miss Nureha! response:	Miss Nureha!
context: The princess does what she pleases, anyway.\Does Mizufa intend to search for her?\I'll tell you what Mizufa had to say...\We're in the middle of Operation Red Night.\And if Miss Nureha left of her own free will,\it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden! response:	Miss Nureha...
context: Does Mizufa intend to search for her?\I'll tell you what Mizufa had to say...\We're in the middle of Operation Red Night.\And if Miss Nureha left of her own free will,\it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha... response:	If you were going home, you should have taken me, Loreil.
context: I'll tell you what Mizufa had to say...\We're in the middle of Operation Red Night.\And if Miss Nureha left of her own free will,\it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil. response:	West?
context: We're in the middle of Operation Red Night.\And if Miss Nureha left of her own free will,\it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil.\West? response:	Again...
context: And if Miss Nureha left of her own free will,\it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil.\West?\Again... response:	The Odyssey Knights, huh?
context: it's none of our business.\Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil.\West?\Again...\The Odyssey Knights, huh? response:	Around here, they aren't such an unusual sight.
context: Is that sarcasm, Londark?\The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil.\West?\Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight. response:	Really?
context: The princess is the leader of Plant Hwyaden!\Miss Nureha...\If you were going home, you should have taken me, Loreil.\West?\Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really? response:	They risk their lives fighting to protect the villages and towns.
context: Miss Nureha...\If you were going home, you should have taken me, Loreil.\West?\Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns. response:	They do seem a bit tense, but they're so cool and disciplined.
context: If you were going home, you should have taken me, Loreil.\West?\Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined. response:	You think so?
context: West?\Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so? response:	They do seem like they'd be handy to have around...
context: Again...\The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around... response:	I don't like that thing.
context: The Odyssey Knights, huh?\Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around...\I don't like that thing. response:	It just doesn't feel right.
context: Around here, they aren't such an unusual sight.\Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right. response:	Me, either.
context: Really?\They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right.\Me, either. response:	I couldn't say why.
context: They risk their lives fighting to protect the villages and towns.\They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right.\Me, either.\I couldn't say why. response:	When the Concert Ends
context: They do seem a bit tense, but they're so cool and disciplined.\You think so?\They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right.\Me, either.\I couldn't say why.\When the Concert Ends response:	When the Concert Ends.
context: You think so?\They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right.\Me, either.\I couldn't say why.\When the Concert Ends\When the Concert Ends. response:	Let's eat!
context: They do seem like they'd be handy to have around...\I don't like that thing.\It just doesn't feel right.\Me, either.\I couldn't say why.\When the Concert Ends\When the Concert Ends.\Let's eat! response:	How is it?
context: I don't like that thing.\It just doesn't feel right.\Me, either.\I couldn't say why.\When the Concert Ends\When the Concert Ends.\Let's eat!\How is it? response:	I haven't gotten any better at it...
context: It just doesn't feel right.\Me, either.\I couldn't say why.\When the Concert Ends\When the Concert Ends.\Let's eat!\How is it?\I haven't gotten any better at it... response:	That's not true. It's great.
context: Me, either.\I couldn't say why.\When the Concert Ends\When the Concert Ends.\Let's eat!\How is it?\I haven't gotten any better at it...\That's not true. It's great. response:	It's perfect!
context: I couldn't say why.\When the Concert Ends\When the Concert Ends.\Let's eat!\How is it?\I haven't gotten any better at it...\That's not true. It's great.\It's perfect! response:	You're getting better and better at cooking.
context: When the Concert Ends\When the Concert Ends.\Let's eat!\How is it?\I haven't gotten any better at it...\That's not true. It's great.\It's perfect!\You're getting better and better at cooking. response:	And under this star-filled sky...
context: When the Concert Ends.\Let's eat!\How is it?\I haven't gotten any better at it...\That's not true. It's great.\It's perfect!\You're getting better and better at cooking.\And under this star-filled sky... response:	It's a fantastic dinner.
context: Let's eat!\How is it?\I haven't gotten any better at it...\That's not true. It's great.\It's perfect!\You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner. response:	You're all so close.
context: How is it?\I haven't gotten any better at it...\That's not true. It's great.\It's perfect!\You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner.\You're all so close. response:	Because we're friends.
context: I haven't gotten any better at it...\That's not true. It's great.\It's perfect!\You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner.\You're all so close.\Because we're friends. response:	Yeah, we're friends.
context: That's not true. It's great.\It's perfect!\You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner.\You're all so close.\Because we're friends.\Yeah, we're friends. response:	If you don't mind my asking,
context: It's perfect!\You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner.\You're all so close.\Because we're friends.\Yeah, we're friends.\If you don't mind my asking, response:	why are you headed to the Redstone Mountains?
context: You're getting better and better at cooking.\And under this star-filled sky...\It's a fantastic dinner.\You're all so close.\Because we're friends.\Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains? response:	We're going to hunt a wyvern.
context: And under this star-filled sky...\It's a fantastic dinner.\You're all so close.\Because we're friends.\Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern. response:	We need it for the materials for a magic bag.
context: It's a fantastic dinner.\You're all so close.\Because we're friends.\Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag. response:	I see.
context: You're all so close.\Because we're friends.\Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see. response:	We're almost to the town of Safil, aren't we?
context: Because we're friends.\Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we? response:	That's right.
context: Yeah, we're friends.\If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we?\That's right. response:	Have you ever been there, Dariella?
context: If you don't mind my asking,\why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella? response:	It's on my way home, so I've been there a few times.
context: why are you headed to the Redstone Mountains?\We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times. response:	Once we get there, I'd like to hold a concert!
context: We're going to hunt a wyvern.\We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert! response:	A concert?
context: We need it for the materials for a magic bag.\I see.\We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert? response:	What's that?
context: I see.\We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert?\What's that? response:	Come to think of it, Roe 2 hasn't seen one, either.
context: We're almost to the town of Safil, aren't we?\That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either. response:	Isuzu is a bard.
context: That's right.\Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard. response:	But I'm still not much more than an amateur.
context: Have you ever been there, Dariella?\It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur. response:	Wherever we go, she plays all kinds of different songs.
context: It's on my way home, so I've been there a few times.\Once we get there, I'd like to hold a concert!\A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs. response:	Oh! Music?
context: Once we get there, I'd like to hold a concert!\A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music? response:	Back at Blume Hall in Akihabara, I was called a rock'n' roller!
context: A concert?\What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller! response:	A rock'n' roller?
context: What's that?\Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller? response:	Um, in other words, they think she's cool.
context: Come to think of it, Roe 2 hasn't seen one, either.\Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool. response:	What?
context: Isuzu is a bard.\But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool.\What? response:	That's leaving too much out.
context: But I'm still not much more than an amateur.\Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool.\What?\That's leaving too much out. response:	You play music, though. That's interesting.
context: Wherever we go, she plays all kinds of different songs.\Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool.\What?\That's leaving too much out.\You play music, though. That's interesting. response:	It's kind of wonderful.
context: Oh! Music?\Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool.\What?\That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful. response:	Okay, when we get to Safil, we'll do one!
context: Back at Blume Hall in Akihabara, I was called a rock'n' roller!\A rock'n' roller?\Um, in other words, they think she's cool.\What?\That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one! response:	Yeah!
context: A rock'n' roller?\Um, in other words, they think she's cool.\What?\That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah! response:	The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None
context: Um, in other words, they think she's cool.\What?\That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None response:	I can hear a song of love.
context: What?\That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love. response:	Let me be closer to you.
context: That's leaving too much out.\You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you. response:	I'll change color and shape to protect you.
context: You play music, though. That's interesting.\It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you. response:	I can hear a song of love.
context: It's kind of wonderful.\Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love. response:	If I can keep looking at you,
context: Okay, when we get to Safil, we'll do one!\Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you, response:	even these blurred days will feel precious to me.
context: Yeah!\The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me. response:	Always... Always...
context: The Town of Safil Japan Server South Fuji Area City/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always... response:	Thank you, everyone.
context: I can hear a song of love.\Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone. response:	Want another song?
context: Let me be closer to you.\I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone.\Want another song? response:	Okay, here we go!
context: I'll change color and shape to protect you.\I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone.\Want another song?\Okay, here we go! response:	That was fun...
context: I can hear a song of love.\If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone.\Want another song?\Okay, here we go!\That was fun... response:	And I'm full.
context: If I can keep looking at you,\even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone.\Want another song?\Okay, here we go!\That was fun...\And I'm full. response:	Miss Isuzu, are you sure you didn't eat too much?
context: even these blurred days will feel precious to me.\Always... Always...\Thank you, everyone.\Want another song?\Okay, here we go!\That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much? response:	I couldn't help it.
context: Always... Always...\Thank you, everyone.\Want another song?\Okay, here we go!\That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it. response:	Thanks.
context: Thank you, everyone.\Want another song?\Okay, here we go!\That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks. response:	People of the Land kept buying me food.
context: Want another song?\Okay, here we go!\That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks.\People of the Land kept buying me food. response:	Still, it was a good concert today.
context: Okay, here we go!\That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks.\People of the Land kept buying me food.\Still, it was a good concert today. response:	Another good concert, you mean.
context: That was fun...\And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks.\People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean. response:	Another good one, yes.
context: And I'm full.\Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks.\People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes. response:	Miss Isuzu, you really do love instruments, don't you?
context: Miss Isuzu, are you sure you didn't eat too much?\I couldn't help it.\Thanks.\People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you? response:	I love them.
context: I couldn't help it.\Thanks.\People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them. response:	But you still keep saying you're not much more than an amateur?
context: Thanks.\People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur? response:	Yeah...
context: People of the Land kept buying me food.\Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur?\Yeah... response:	It's not like I'm trying to be humble or anything.
context: Still, it was a good concert today.\Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything. response:	I may have said this before, but my dad was a pro musician.
context: Another good concert, you mean.\Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician. response:	I understand.
context: Another good one, yes.\Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand. response:	Then the reason you're so good is due to your father's blood and your training.
context: Miss Isuzu, you really do love instruments, don't you?\I love them.\But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training. response:	Oh, come on, that's a bit of a stretch.
context: I love them.\But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch. response:	My dad was a really free spirit.
context: But you still keep saying you're not much more than an amateur?\Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit. response:	He was a rock'n' roller.
context: Yeah...\It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller. response:	He was so cool.
context: It's not like I'm trying to be humble or anything.\I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller.\He was so cool. response:	He had long hair that flowed in the wind, and this leather jacket.
context: I may have said this before, but my dad was a pro musician.\I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket. response:	His legs were so thin.
context: I understand.\Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin. response:	And he loved to brag to me, his daughter...
context: Then the reason you're so good is due to your father's blood and your training.\Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter... response:	Stories about the things he did when he was young, I guess.
context: Oh, come on, that's a bit of a stretch.\My dad was a really free spirit.\He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess. response:	He worked at a part-time job to buy this lousy old car,
context: My dad was a really free spirit.\He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car, response:	and he put all his instruments in it and went touring.
context: He was a rock'n' roller.\He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring. response:	He said he went from Tokyo all around the country.
context: He was so cool.\He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country. response:	Like us?
context: He had long hair that flowed in the wind, and this leather jacket.\His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us? response:	Yeah, that's right!
context: His legs were so thin.\And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us?\Yeah, that's right! response:	He sounds like a wonderful father.
context: And he loved to brag to me, his daughter...\Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us?\Yeah, that's right!\He sounds like a wonderful father. response:	Right?
context: Stories about the things he did when he was young, I guess.\He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us?\Yeah, that's right!\He sounds like a wonderful father.\Right? response:	He was a little weird, but he was my hero.
context: He worked at a part-time job to buy this lousy old car,\and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us?\Yeah, that's right!\He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero. response:	He even made his major debut!
context: and he put all his instruments in it and went touring.\He said he went from Tokyo all around the country.\Like us?\Yeah, that's right!\He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero.\He even made his major debut! response:	Major debut?
context: He said he went from Tokyo all around the country.\Like us?\Yeah, that's right!\He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero.\He even made his major debut!\Major debut? response:	A major record company streamed his music.
context: Like us?\Yeah, that's right!\He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero.\He even made his major debut!\Major debut?\A major record company streamed his music. response:	Uh, in other words... He got really famous.
context: Yeah, that's right!\He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero.\He even made his major debut!\Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous. response:	So famous you could hear his band's songs all around the town.
context: He sounds like a wonderful father.\Right?\He was a little weird, but he was my hero.\He even made his major debut!\Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town. response:	That's amazing!
context: Right?\He was a little weird, but he was my hero.\He even made his major debut!\Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing! response:	But you know, in my world, there are a lot of amazing people like that.
context: He was a little weird, but he was my hero.\He even made his major debut!\Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that. response:	Every year, over a hundred people make their major debuts.
context: He even made his major debut!\Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts. response:	But most of them don't last long...
context: Major debut?\A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long... response:	Only a handful keep selling long after their debut.
context: A major record company streamed his music.\Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut. response:	And my dad wasn't one of them.
context: Uh, in other words... He got really famous.\So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them. response:	Did he quit?
context: So famous you could hear his band's songs all around the town.\That's amazing!\But you know, in my world, there are a lot of amazing people like that.\Every year, over a hundred people make their major debuts.\But most of them don't last long...\Only a handful keep selling long after their debut.\And my dad wasn't one of them.\Did he quit? response:	No, he loved music, so he couldn't quit.
