context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: Well, that's the least of our worries, isn't it?\Just because we're a little lost\doesn't mean I have to stop catching all the Pokemon I can, does it?\-Chu. -Of course not. Enjoy yourself.\Our friends have gotten off track just a bit.\I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your- response:	-Get it away! - .
context: Just because we're a little lost\doesn't mean I have to stop catching all the Pokemon I can, does it?\-Chu. -Of course not. Enjoy yourself.\Our friends have gotten off track just a bit.\I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - . response:	Heh, it was just a piece of grass.
context: doesn't mean I have to stop catching all the Pokemon I can, does it?\-Chu. -Of course not. Enjoy yourself.\Our friends have gotten off track just a bit.\I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass. response:	Huh? Oh!
context: -Chu. -Of course not. Enjoy yourself.\Our friends have gotten off track just a bit.\I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh! response:	I'm going crazy! Where are we?
context: Our friends have gotten off track just a bit.\I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we? response:	According to this, we're right in the middle of nowhere.
context: I just can't go one step further.\We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere. response:	But it looks like route 24 leads right to Vermilion City.
context: We've been looking for Vermilion City for ten whole days!\Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City. response:	-Does this trail take us to route 24? -According to my calculations, it does.
context: Uh, there's a bug right on your-\-Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does. response:	All right! Then let's get this show on the road.
context: -Get it away! - .\Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road. response:	Huh?
context: Heh, it was just a piece of grass.\Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh? response:	Hey, Ash, take a look at this thing.
context: Huh? Oh!\I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing. response:	It looks like some kind of giant Pokemon.
context: I'm going crazy! Where are we?\According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon. response:	-Pikachu. -Chu!
context: According to this, we're right in the middle of nowhere.\But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu! response:	Pikachu!
context: But it looks like route 24 leads right to Vermilion City.\-Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu! response:	A Charmander.
context: -Does this trail take us to route 24? -According to my calculations, it does.\All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu!\A Charmander. response:	Char.
context: All right! Then let's get this show on the road.\Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu!\A Charmander.\Char. response:	Charmander, a flame burns on the tip of its tail from birth.
context: Huh?\Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu!\A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth. response:	It is said that a Charmander dies if its flame ever goes out.
context: Hey, Ash, take a look at this thing.\It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu!\A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out. response:	When I went to get my first Pokemon from Professor Oak,
context: It looks like some kind of giant Pokemon.\-Pikachu. -Chu!\Pikachu!\A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak, response:	I was disappointed because I couldn't get a Charmander.
context: -Pikachu. -Chu!\Pikachu!\A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander. response:	Now I can catch my own.
context: Pikachu!\A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own. response:	I don't know. It looks like it's in bad shape.
context: A Charmander.\Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape. response:	Yeah, catch it and we'll take it to Pokemon Center for help.
context: Char.\Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help. response:	Poke Ball, go!
context: Charmander, a flame burns on the tip of its tail from birth.\It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go! response:	It looks pretty healthy to me.
context: It is said that a Charmander dies if its flame ever goes out.\When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me. response:	You think I should have Pikachu battle it first to weaken it
context: When I went to get my first Pokemon from Professor Oak,\I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it response:	-and make it easier to catch? -Why don't you let me catch it?
context: I was disappointed because I couldn't get a Charmander.\Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it? response:	My water Pokemon would be stronger against Charmander.
context: Now I can catch my own.\I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander. response:	Hold on a minute. Take a look at the flame on its tail.
context: I don't know. It looks like it's in bad shape.\Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail. response:	Char! Char!
context: Yeah, catch it and we'll take it to Pokemon Center for help.\Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char! response:	There's no way it could still have the strength to battle.
context: Poke Ball, go!\It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle. response:	-Ash, try the Poke Ball one more time. -All right, I will.
context: It looks pretty healthy to me.\You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will. response:	Poke Ball, go!
context: You think I should have Pikachu battle it first to weaken it\-and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go! response:	All right!
context: -and make it easier to catch? -Why don't you let me catch it?\My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right! response:	-It sure has a lot of spunk. -A little too much if you ask me.
context: My water Pokemon would be stronger against Charmander.\Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me. response:	I think this Charmander has an attitude problem.
context: Hold on a minute. Take a look at the flame on its tail.\Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem. response:	Pikachu.
context: Char! Char!\There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu. response:	Charmander.
context: There's no way it could still have the strength to battle.\-Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu.\Charmander. response:	Pikachu.
context: -Ash, try the Poke Ball one more time. -All right, I will.\Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu.\Charmander.\Pikachu. response:	What's the story, Pikachu?
context: Poke Ball, go!\All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu.\Charmander.\Pikachu.\What's the story, Pikachu? response:	Pik, Pikachu.
context: All right!\-It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu.\Charmander.\Pikachu.\What's the story, Pikachu?\Pik, Pikachu. response:	A necktie?
context: -It sure has a lot of spunk. -A little too much if you ask me.\I think this Charmander has an attitude problem.\Pikachu.\Charmander.\Pikachu.\What's the story, Pikachu?\Pik, Pikachu.\A necktie? response:	Hm. A man maybe.
context: I think this Charmander has an attitude problem.\Pikachu.\Charmander.\Pikachu.\What's the story, Pikachu?\Pik, Pikachu.\A necktie?\Hm. A man maybe. response:	Pika!
context: Pikachu.\Charmander.\Pikachu.\What's the story, Pikachu?\Pik, Pikachu.\A necktie?\Hm. A man maybe.\Pika! response:	I don't get it.
context: Charmander.\Pikachu.\What's the story, Pikachu?\Pik, Pikachu.\A necktie?\Hm. A man maybe.\Pika!\I don't get it. response:	Hey, Ash, why don't you try to figure out what Pikachu's saying?
context: Pikachu.\What's the story, Pikachu?\Pik, Pikachu.\A necktie?\Hm. A man maybe.\Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying? response:	Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!
context: What's the story, Pikachu?\Pik, Pikachu.\A necktie?\Hm. A man maybe.\Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu! response:	-Pikachu! -Mm-hmm, mm-hmm.
context: Pik, Pikachu.\A necktie?\Hm. A man maybe.\Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm. response:	Okay, I think I've got it.
context: A necktie?\Hm. A man maybe.\Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it. response:	Pikachu says that Charmander's waiting on that rock
context: Hm. A man maybe.\Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock response:	for somebody to come and get it.
context: Pika!\I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it. response:	- You mean it belongs to somebody? - Well, I'm not exactly sure.
context: I don't get it.\Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure. response:	If it's waiting for someone, I think we better leave it.
context: Hey, Ash, why don't you try to figure out what Pikachu's saying?\Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it. response:	It's probably best if its own trainer takes care of it.
context: Pikachu, Pika, Pika, Pika. Pikachu. Chu! Chu!\-Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it. response:	I hope its trainer comes back soon.
context: -Pikachu! -Mm-hmm, mm-hmm.\Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon. response:	Hey, you guys, look over there. It's the Pokemon Center.
context: Okay, I think I've got it.\Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center. response:	The one on the map. Route 24 can't be too far.
context: Pikachu says that Charmander's waiting on that rock\for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far. response:	-Pi. Pikachu. - Hurry!
context: for somebody to come and get it.\- You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry! response:	- Here's some nice hot soup. - Thanks, Misty.
context: - You mean it belongs to somebody? - Well, I'm not exactly sure.\If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty. response:	Have some soup, Brock. Huh? What's wrong?
context: If it's waiting for someone, I think we better leave it.\It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong? response:	I wonder, do you think anybody picked up that Charmander yet?
context: It's probably best if its own trainer takes care of it.\I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet? response:	What if its trainer left it there?
context: I hope its trainer comes back soon.\Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there? response:	I don't think the Charmander would wait around this long, do you?
context: Hey, you guys, look over there. It's the Pokemon Center.\The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you? response:	I don't either, Ash. Its trainer must have gotten it by now.
context: The one on the map. Route 24 can't be too far.\-Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now. response:	-Sure got a lot of them. -For sure.
context: -Pi. Pikachu. - Hurry!\- Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure. response:	Just look at them. It's a pretty cool collection.
context: - Here's some nice hot soup. - Thanks, Misty.\Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection. response:	Heh, way cool.
context: Have some soup, Brock. Huh? What's wrong?\I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool. response:	You're the man, Damian.
context: I wonder, do you think anybody picked up that Charmander yet?\What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian. response:	Yo, I thought you had a Charmander too.
context: What if its trainer left it there?\I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too. response:	Yeah, I had one but that puny thing was so weak,
context: I don't think the Charmander would wait around this long, do you?\I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too.\Yeah, I had one but that puny thing was so weak, response:	it couldn't even beat the weakest opponents.
context: I don't either, Ash. Its trainer must have gotten it by now.\-Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too.\Yeah, I had one but that puny thing was so weak,\it couldn't even beat the weakest opponents. response:	I don't like his attitude.
context: -Sure got a lot of them. -For sure.\Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too.\Yeah, I had one but that puny thing was so weak,\it couldn't even beat the weakest opponents.\I don't like his attitude. response:	Charmander may be weak against water Pokemon,
context: Just look at them. It's a pretty cool collection.\Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too.\Yeah, I had one but that puny thing was so weak,\it couldn't even beat the weakest opponents.\I don't like his attitude.\Charmander may be weak against water Pokemon, response:	but if their trainers work hard, they can be strong.
context: Heh, way cool.\You're the man, Damian.\Yo, I thought you had a Charmander too.\Yeah, I had one but that puny thing was so weak,\it couldn't even beat the weakest opponents.\I don't like his attitude.\Charmander may be weak against water Pokemon,\but if their trainers work hard, they can be strong. response:	So what did you do with the Charmander?
