context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Yeah, I'm fine.\How about Natsu?\Seems okay to me.\After using all that magical power...\All the members of the guild and the people of the city are safe as well.\Freed...\Not a single person has been killed.\That shouldn't be! response:	My Fairy Law was perfect!
context: How about Natsu?\Seems okay to me.\After using all that magical power...\All the members of the guild and the people of the city are safe as well.\Freed...\Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect! response:	It was your heart, Laxus.
context: Seems okay to me.\After using all that magical power...\All the members of the guild and the people of the city are safe as well.\Freed...\Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus. response:	You inherited more than just the master's strength and magical power.
context: After using all that magical power...\All the members of the guild and the people of the city are safe as well.\Freed...\Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power. response:	You also got a heart that feels for your friends!
context: All the members of the guild and the people of the city are safe as well.\Freed...\Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends! response:	Fairy Law only affects those the caster sees as his enemy.
context: Freed...\Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy. response:	You understand what this means, right Laxus?
context: Not a single person has been killed.\That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus? response:	The feelings he has deep down are revealed through his magic.
context: That shouldn't be!\My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic. response:	Magic never lies, Laxus.
context: My Fairy Law was perfect!\It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus. response:	This is what you really feel.
context: It was your heart, Laxus.\You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel. response:	No!
context: You inherited more than just the master's strength and magical power.\You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel.\No! response:	Everyone who gets in my way is my enemy!
context: You also got a heart that feels for your friends!\Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel.\No!\Everyone who gets in my way is my enemy! response:	My enemy!
context: Fairy Law only affects those the caster sees as his enemy.\You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel.\No!\Everyone who gets in my way is my enemy!\My enemy! response:	Just quit this already, Laxus.
context: You understand what this means, right Laxus?\The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel.\No!\Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus. response:	Go to the master.
context: The feelings he has deep down are revealed through his magic.\Magic never lies, Laxus.\This is what you really feel.\No!\Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus.\Go to the master. response:	Who gives a crap about that old man?
context: Magic never lies, Laxus.\This is what you really feel.\No!\Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man? response:	I am me! Not just some old man's grandson!
context: This is what you really feel.\No!\Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson! response:	I'm Laxus!
context: No!\Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus! response:	Laxus...
context: Everyone who gets in my way is my enemy!\My enemy!\Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus!\Laxus... response:	Everybody knows that.
context: My enemy!\Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus!\Laxus...\Everybody knows that. response:	Don't get so puffed up, you jerk!
context: Just quit this already, Laxus.\Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus!\Laxus...\Everybody knows that.\Don't get so puffed up, you jerk! response:	Does being Gramps' grandson make you so different from the rest of us?!
context: Go to the master.\Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus!\Laxus...\Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?! response:	Quit screaming about blood relatives!
context: Who gives a crap about that old man?\I am me! Not just some old man's grandson!\I'm Laxus!\Laxus...\Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives! response:	Everybody in the guild is in the same family!
context: I am me! Not just some old man's grandson!\I'm Laxus!\Laxus...\Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family! response:	And what the hell do you know?
context: I'm Laxus!\Laxus...\Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know? response:	So I don't know! Aren't we guildmates anyway?!
context: Laxus...\Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?! response:	None of us know! That's why we help each other out!
context: Everybody knows that.\Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out! response:	Laxus!
context: Don't get so puffed up, you jerk!\Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus! response:	Shut up, Natsu!
context: Does being Gramps' grandson make you so different from the rest of us?!\Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu! response:	Disappear off the face of the earth!
context: Quit screaming about blood relatives!\Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu!\Disappear off the face of the earth! response:	I'll be the one to stop you!
context: Everybody in the guild is in the same family!\And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you! response:	Even if the guild dies, it'll never be yours.
context: And what the hell do you know?\So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours. response:	Because it's our home to return to!
context: So I don't know! Aren't we guildmates anyway?!\None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to! response:	Can't you even die right?!
context: None of us know! That's why we help each other out!\Laxus!\Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?! response:	Do you honestly think you could beat me?
context: Laxus!\Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me? response:	Natsu!
context: Shut up, Natsu!\Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me?\Natsu! response:	The guild isn't yours.
context: Disappear off the face of the earth!\I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me?\Natsu!\The guild isn't yours. response:	Just think about it, Laxus.
context: I'll be the one to stop you!\Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me?\Natsu!\The guild isn't yours.\Just think about it, Laxus. response:	Shut up!
context: Even if the guild dies, it'll never be yours.\Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me?\Natsu!\The guild isn't yours.\Just think about it, Laxus.\Shut up! response:	Breakdown Fist of the Thunder Dragon!
context: Because it's our home to return to!\Can't you even die right?!\Do you honestly think you could beat me?\Natsu!\The guild isn't yours.\Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon! response:	It's 100 years too early for you to be preaching to me, pipsqueak.
context: Can't you even die right?!\Do you honestly think you could beat me?\Natsu!\The guild isn't yours.\Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak. response:	He can still stand?
context: Do you honestly think you could beat me?\Natsu!\The guild isn't yours.\Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand? response:	That's enough, Natsu...
context: Natsu!\The guild isn't yours.\Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu... response:	You damned brat!
context: The guild isn't yours.\Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu...\You damned brat! response:	I'll make sure there's not even a trace left!
context: Just think about it, Laxus.\Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left! response:	Stop it, Laxus!
context: Shut up!\Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus! response:	If you use that magic while Natsu is like this...
context: Breakdown Fist of the Thunder Dragon!\It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this... response:	Halberd of the Thunder Dragon!
context: It's 100 years too early for you to be preaching to me, pipsqueak.\He can still stand?\That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon! response:	Don't!
context: He can still stand?\That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't! response:	Gajeel!
context: That's enough, Natsu...\You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't!\Gajeel! response:	Iron... Did he use himself as a lightning rod?
context: You damned brat!\I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't!\Gajeel!\Iron... Did he use himself as a lightning rod? response:	Go!
context: I'll make sure there's not even a trace left!\Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't!\Gajeel!\Iron... Did he use himself as a lightning rod?\Go! response:	How dare you!
context: Stop it, Laxus!\If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't!\Gajeel!\Iron... Did he use himself as a lightning rod?\Go!\How dare you! response:	Iron Fist...
context: If you use that magic while Natsu is like this...\Halberd of the Thunder Dragon!\Don't!\Gajeel!\Iron... Did he use himself as a lightning rod?\Go!\How dare you!\Iron Fist... response:	Damn you!
context: Halberd of the Thunder Dragon!\Don't!\Gajeel!\Iron... Did he use himself as a lightning rod?\Go!\How dare you!\Iron Fist...\Damn you! response:	Talons!
context: Don't!\Gajeel!\Iron... Did he use himself as a lightning rod?\Go!\How dare you!\Iron Fist...\Damn you!\Talons! response:	Wing Slash!
context: Gajeel!\Iron... Did he use himself as a lightning rod?\Go!\How dare you!\Iron Fist...\Damn you!\Talons!\Wing Slash! response:	Sword Edge!
context: Iron... Did he use himself as a lightning rod?\Go!\How dare you!\Iron Fist...\Damn you!\Talons!\Wing Slash!\Sword Edge! response:	Flaming Elbow!
context: Go!\How dare you!\Iron Fist...\Damn you!\Talons!\Wing Slash!\Sword Edge!\Flaming Elbow! response:	That magic will shatter a dragon's scales, crush its innards,
context: How dare you!\Iron Fist...\Damn you!\Talons!\Wing Slash!\Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards, response:	and cut down its very soul.
context: Iron Fist...\Damn you!\Talons!\Wing Slash!\Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul. response:	True dragon-killing attacks...
context: Damn you!\Talons!\Wing Slash!\Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks... response:	Blazing Flashover Blade!
context: Talons!\Wing Slash!\Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade! response:	Laxus...
context: Wing Slash!\Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade!\Laxus... response:	Why have you come, Grandeenay?
context: Sword Edge!\Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay? response:	It's been a while.
context: Flaming Elbow!\That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay?\It's been a while. response:	I thought coming here or meddling were forbidden!
context: That magic will shatter a dragon's scales, crush its innards,\and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden! response:	That child really goes overboard, you know.
context: and cut down its very soul.\True dragon-killing attacks...\Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know. response:	I wonder who he takes after?
context: True dragon-killing attacks...\Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after? response:	But his luck won't last him forever.
context: Blazing Flashover Blade!\Laxus...\Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever. response:	He might die.
context: Laxus...\Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever.\He might die. response:	Get out!
context: Why have you come, Grandeenay?\It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever.\He might die.\Get out! response:	Do not interfere with the humans!
context: It's been a while.\I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever.\He might die.\Get out!\Do not interfere with the humans! response:	Do you wish to anger me? Anger Igneel?!
context: I thought coming here or meddling were forbidden!\That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever.\He might die.\Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?! response:	Yes. No matter how we may be worried, there is not a thing we can do.
context: That child really goes overboard, you know.\I wonder who he takes after?\But his luck won't last him forever.\He might die.\Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do. response:	All we can do is believe in the power of the humans.
context: I wonder who he takes after?\But his luck won't last him forever.\He might die.\Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans. response:	Zeref is... Never mind, let it be.
context: But his luck won't last him forever.\He might die.\Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be. response:	So Fantasia's been postponed until tomorrow night?
context: He might die.\Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night? response:	Does their master not feel well?
context: Get out!\Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well? response:	He might be retiring.
context: Do not interfere with the humans!\Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring. response:	I wonder who the next master will be?
context: Do you wish to anger me? Anger Igneel?!\Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring.\I wonder who the next master will be? response:	It'll probably be Laxus...
context: Yes. No matter how we may be worried, there is not a thing we can do.\All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus... response:	That problem-child?
context: All we can do is believe in the power of the humans.\Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus...\That problem-child? response:	It sorta makes you think, huh?
context: Zeref is... Never mind, let it be.\So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh? response:	I known him since he was a kid.
context: So Fantasia's been postponed until tomorrow night?\Does their master not feel well?\He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh?\I known him since he was a kid. response:	But we all get older, don't we?
context: Does their master not feel well?\He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we? response:	Thanks to Poluchka, it seems his life has been saved for now.
context: He might be retiring.\I wonder who the next master will be?\It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now. response:	Worry not. The master is safe.
context: I wonder who the next master will be?\It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe. response:	Thank goodness! I didn't know what was going to happen for a little while there.
context: It'll probably be Laxus...\That problem-child?\It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there. response:	That old man isn't gonna kick the bucket so easily!
context: That problem-child?\It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there.\That old man isn't gonna kick the bucket so easily! response:	But the master is quite old. Stressing his heart more will only make his health worse.
context: It sorta makes you think, huh?\I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there.\That old man isn't gonna kick the bucket so easily!\But the master is quite old. Stressing his heart more will only make his health worse. response:	Don't forget that, everyone.
context: I known him since he was a kid.\But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there.\That old man isn't gonna kick the bucket so easily!\But the master is quite old. Stressing his heart more will only make his health worse.\Don't forget that, everyone. response:	Aye, sir!
context: But we all get older, don't we?\Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there.\That old man isn't gonna kick the bucket so easily!\But the master is quite old. Stressing his heart more will only make his health worse.\Don't forget that, everyone.\Aye, sir! response:	But are we really doing the Fantasia under these conditions?
context: Thanks to Poluchka, it seems his life has been saved for now.\Worry not. The master is safe.\Thank goodness! I didn't know what was going to happen for a little while there.\That old man isn't gonna kick the bucket so easily!\But the master is quite old. Stressing his heart more will only make his health worse.\Don't forget that, everyone.\Aye, sir!\But are we really doing the Fantasia under these conditions? response:	It's what the master wants. It's precisely at times like this that we should do it.
