context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	Drying Happiness
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Drying Happiness response:	To Whom do
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Drying Happiness\To Whom do response:	you Shed Tears in the Moonlight Shine?
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine? response:	Holy Legendary Sword 3
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3 response:	Shibusen's Gang Leader Tale?
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale? response:	Good morning, Crona!
context: I believe in the way of life.\Yeah.\Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona! response:	G-Good morning...
context: Yeah.\Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning... response:	Okay, let's go.
context: Drying Happiness\To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning...\Okay, let's go. response:	Okay! Everyone, please have a look at the chart on page 108 of the textbook.
context: To Whom do\you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook. response:	Although we briefly talked about this yesterday,
context: you Shed Tears in the Moonlight Shine?\Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday, response:	the study of souls, as shown in this chart, can be divided into several schools.
context: Holy Legendary Sword 3\Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools. response:	Why...?
context: Shibusen's Gang Leader Tale?\Good morning, Crona!\G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...? response:	Let's continue to get along, Crona.
context: Good morning, Crona!\G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona. response:	Yeah.
context: G-Good morning...\Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona.\Yeah. response:	Here, take a look, Crona...
context: Okay, let's go.\Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona... response:	It won't be scary.
context: Okay! Everyone, please have a look at the chart on page 108 of the textbook.\Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona...\It won't be scary. response:	Why...?
context: Although we briefly talked about this yesterday,\the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona...\It won't be scary.\Why...? response:	Why is everyone being so kind to someone like me?
context: the study of souls, as shown in this chart, can be divided into several schools.\Why...?\Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona...\It won't be scary.\Why...?\Why is everyone being so kind to someone like me? response:	Why?
context: Why...?\Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona...\It won't be scary.\Why...?\Why is everyone being so kind to someone like me?\Why? response:	Pass!
context: Let's continue to get along, Crona.\Yeah.\Here, take a look, Crona...\It won't be scary.\Why...?\Why is everyone being so kind to someone like me?\Why?\Pass! response:	Alright! Come on, Crona!
context: Yeah.\Here, take a look, Crona...\It won't be scary.\Why...?\Why is everyone being so kind to someone like me?\Why?\Pass!\Alright! Come on, Crona! response:	Wait...
context: Here, take a look, Crona...\It won't be scary.\Why...?\Why is everyone being so kind to someone like me?\Why?\Pass!\Alright! Come on, Crona!\Wait... response:	She seems to be doing better, huh?
context: It won't be scary.\Why...?\Why is everyone being so kind to someone like me?\Why?\Pass!\Alright! Come on, Crona!\Wait...\She seems to be doing better, huh? response:	Yeah, one step at a time.
context: Why...?\Why is everyone being so kind to someone like me?\Why?\Pass!\Alright! Come on, Crona!\Wait...\She seems to be doing better, huh?\Yeah, one step at a time. response:	Soul.
context: Why is everyone being so kind to someone like me?\Why?\Pass!\Alright! Come on, Crona!\Wait...\She seems to be doing better, huh?\Yeah, one step at a time.\Soul. response:	How about you?
context: Why?\Pass!\Alright! Come on, Crona!\Wait...\She seems to be doing better, huh?\Yeah, one step at a time.\Soul.\How about you? response:	Huh?
context: Pass!\Alright! Come on, Crona!\Wait...\She seems to be doing better, huh?\Yeah, one step at a time.\Soul.\How about you?\Huh? response:	I'm talking about this wound.
context: Alright! Come on, Crona!\Wait...\She seems to be doing better, huh?\Yeah, one step at a time.\Soul.\How about you?\Huh?\I'm talking about this wound. response:	It's fine.
context: Wait...\She seems to be doing better, huh?\Yeah, one step at a time.\Soul.\How about you?\Huh?\I'm talking about this wound.\It's fine. response:	It ain't cool clinging to the past.
context: She seems to be doing better, huh?\Yeah, one step at a time.\Soul.\How about you?\Huh?\I'm talking about this wound.\It's fine.\It ain't cool clinging to the past. response:	If it's about a fight we lost, then I can get over it.
context: Yeah, one step at a time.\Soul.\How about you?\Huh?\I'm talking about this wound.\It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it. response:	That's how it is, huh?
context: Soul.\How about you?\Huh?\I'm talking about this wound.\It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh? response:	Maka's working really hard, you know?
context: How about you?\Huh?\I'm talking about this wound.\It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know? response:	Now's not the time to be fussing over minor details, right?
context: Huh?\I'm talking about this wound.\It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right? response:	That's for sure.
context: I'm talking about this wound.\It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure. response:	Alright, might as well play one game.
context: It's fine.\It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game. response:	Pass it here for a second.
context: It ain't cool clinging to the past.\If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game.\Pass it here for a second. response:	You have a high center of gravity, so lower your hips more,
context: If it's about a fight we lost, then I can get over it.\That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more, response:	and shoot with your shoulders relaxed.
context: That's how it is, huh?\Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed. response:	There, give it a try.
context: Maka's working really hard, you know?\Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try. response:	Yes.
context: Now's not the time to be fussing over minor details, right?\That's for sure.\Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try.\Yes. response:	Maybe we should have a party...
context: That's for sure.\Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try.\Yes.\Maybe we should have a party... response:	Drying Happiness
context: Alright, might as well play one game.\Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try.\Yes.\Maybe we should have a party...\Drying Happiness response:	To Whom do you Shed Tears in the Moonlight Shine?
context: Pass it here for a second.\You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try.\Yes.\Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine? response:	Soul, thanks for bringing your records.
context: You have a high center of gravity, so lower your hips more,\and shoot with your shoulders relaxed.\There, give it a try.\Yes.\Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records. response:	Well, is this stuff okay?
context: and shoot with your shoulders relaxed.\There, give it a try.\Yes.\Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay? response:	I brought funk music because it's easier to get in the mood,
context: There, give it a try.\Yes.\Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood, response:	but it doesn't match the room's ambiance.
context: Yes.\Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance. response:	Really?
context: Maybe we should have a party...\Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really? response:	Well then, play the piano! There's one right there.
context: Drying Happiness\To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there. response:	Why, all of a sudden?
context: To Whom do you Shed Tears in the Moonlight Shine?\Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there.\Why, all of a sudden? response:	I've wanted to hear it ever since last time!
context: Soul, thanks for bringing your records.\Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time! response:	Give me a break.
context: Well, is this stuff okay?\I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break. response:	I'm going to the washroom...
context: I brought funk music because it's easier to get in the mood,\but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom... response:	Ah, he got away.
context: but it doesn't match the room's ambiance.\Really?\Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom...\Ah, he got away. response:	Anyway, he can play the piano?
context: Really?\Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano? response:	When Soul became my partner, he played it for me once.
context: Well then, play the piano! There's one right there.\Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once. response:	What kind of piece was it?
context: Why, all of a sudden?\I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it? response:	It was a really gloomy and weird piece...
context: I've wanted to hear it ever since last time!\Give me a break.\I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece... response:	He went, This is the kind of person I am. and suddenly played the piece.
context: Give me a break.\I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece. response:	But I thought that his anxiousness made him an interesting guy, so we soon became partners.
context: I'm going to the washroom...\Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners. response:	I missed the chance to hear him play, huh?
context: Ah, he got away.\Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh? response:	Tsubaki, get me some more, please.
context: Anyway, he can play the piano?\When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please. response:	Okay.
context: When Soul became my partner, he played it for me once.\What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay. response:	Sorry about this...
context: What kind of piece was it?\It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay.\Sorry about this... response:	You must feel uncomfortable with this noisy bunch, right?
context: It was a really gloomy and weird piece...\He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right? response:	A- Although I'm still not used to it, I-I don't feel uncomfortable...
context: He went, This is the kind of person I am. and suddenly played the piece.\But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable... response:	A-Although I'm still not used to it, I-I don't feel uncomfortable...
context: But I thought that his anxiousness made him an interesting guy, so we soon became partners.\I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable... response:	A-Although I'm still not used to it, I- I don't feel uncomfortable...
context: I missed the chance to hear him play, huh?\Tsubaki, get me some more, please.\Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable... response:	A-Although I'm still not used to it, I-I don't feel uncomfortable...
context: Tsubaki, get me some more, please.\Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable... response:	No one's going to run away or anything, so you'll fit in at your own pace.
context: Okay.\Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\No one's going to run away or anything, so you'll fit in at your own pace. response:	There's no reason to rush.
context: Sorry about this...\You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\No one's going to run away or anything, so you'll fit in at your own pace.\There's no reason to rush. response:	Yo!
context: You must feel uncomfortable with this noisy bunch, right?\A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\No one's going to run away or anything, so you'll fit in at your own pace.\There's no reason to rush.\Yo! response:	Why are you all quiet over here?
context: A- Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\A-Although I'm still not used to it, I- I don't feel uncomfortable...\A-Although I'm still not used to it, I-I don't feel uncomfortable...\No one's going to run away or anything, so you'll fit in at your own pace.\There's no reason to rush.\Yo!\Why are you all quiet over here? response:	This is a party, so let's have fun!
