context: The Second Plate response:	Episode 13
context: No, no!\Final Day of Pre-Open\That's not how you time the suer process.\Watch.\Don't rush.\Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here. response:	Yep.
context: Final Day of Pre-Open\That's not how you time the suer process.\Watch.\Don't rush.\Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here.\Yep. response:	French cuisine is really interesting.
context: That's not how you time the suer process.\Watch.\Don't rush.\Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting. response:	It uses a completely different thought process from traditional Japanese cuisine.
context: Watch.\Don't rush.\Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine. response:	You're right.
context: Don't rush.\Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right. response:	Japanese cuisine tends to emphasize
context: Visualize the process as though you're making the vegetables sweat.\Here.\Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize response:	minimal handling and processing of ingredients to keep them raw,
context: Here.\Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw, response:	but French cuisine spends copious time and effort on processing ingredients.
context: Don't forget what this surface looks like right here.\Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients. response:	Even making a single stock requires an extremely long time.
context: Yep.\French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time. response:	It's entirely different from, say, the use of dried bonito in Japanese cuisine
context: French cuisine is really interesting.\It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine response:	What?
context: It uses a completely different thought process from traditional Japanese cuisine.\You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What? response:	Oh, just thinking that you're a really good teacher.
context: You're right.\Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher. response:	That's because you have zero basic knowledge of French cuisine!
context: Japanese cuisine tends to emphasize\minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine! response:	Do you even get that?
context: minimal handling and processing of ingredients to keep them raw,\but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that? response:	Sure.
context: but French cuisine spends copious time and effort on processing ingredients.\Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure. response:	Yukihira, have you memorized the recette for the fish dish today?
context: Even making a single stock requires an extremely long time.\It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today? response:	Yup!
context: It's entirely different from, say, the use of dried bonito in Japanese cuisine\What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup! response:	I'm all good.
context: What?\Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good. response:	So, how's it going, Yukihira?
context: Oh, just thinking that you're a really good teacher.\That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good.\So, how's it going, Yukihira? response:	Did you figure out what you're going to make in tonight's competition?
context: That's because you have zero basic knowledge of French cuisine!\Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition? response:	Yeah, I have the basic idea,
context: Do you even get that?\Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea, response:	but I haven't managed to finalize it, I guess.
context: Sure.\Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess. response:	Ready?
context: Yukihira, have you memorized the recette for the fish dish today?\Yup!\I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready? response:	Don't let your guard down on the last day.
context: Yup!\I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day. response:	Let's go.
context: I'm all good.\So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day.\Let's go. response:	Oui, chef!
context: So, how's it going, Yukihira?\Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day.\Let's go.\Oui, chef! response:	The specialty... a dish that I alone can make...
context: Did you figure out what you're going to make in tonight's competition?\Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day.\Let's go.\Oui, chef!\The specialty... a dish that I alone can make... response:	I'll make it tonight for sure!
context: Yeah, I have the basic idea,\but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day.\Let's go.\Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure! response:	Pomp and Circumstance
context: but I haven't managed to finalize it, I guess.\Ready?\Don't let your guard down on the last day.\Let's go.\Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance response:	Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!
context: Ready?\Don't let your guard down on the last day.\Let's go.\Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success! response:	So, do you have any plans to open a third restaurant?
context: Don't let your guard down on the last day.\Let's go.\Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant? response:	Let's not make any assumptions.
context: Let's go.\Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions. response:	I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.
context: Oui, chef!\The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris. response:	Yukihira, next up is Table 3! Hurry!
context: The specialty... a dish that I alone can make...\I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry! response:	Got it.
context: I'll make it tonight for sure!\Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it. response:	Yukihira, I need help here, too.
context: Pomp and Circumstance\Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too. response:	Table 6 will be showing up late.
context: Chef Shinomiya, the pre-open at SHINO's Tokyo is a huge success!\So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late. response:	Then I'll work on the fish dish for Table 5 first!
context: So, do you have any plans to open a third restaurant?\Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first! response:	Thank you.
context: Let's not make any assumptions.\I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you. response:	Please take care.
context: I first have to make SHINO's Tokyo as established as my flagship restaurant in Paris.\Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care. response:	Well, I guess it's finally over.
context: Yukihira, next up is Table 3! Hurry!\Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care.\Well, I guess it's finally over. response:	So you only close this early when it's the last day of the pre-open.
context: Got it.\Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open. response:	We're not closed yet.
context: Yukihira, I need help here, too.\Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet. response:	I've invited one more group of guests and reserved the whole place for them.
context: Table 6 will be showing up late.\Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them. response:	Oh.
context: Then I'll work on the fish dish for Table 5 first!\Thank you.\Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh. response:	Evening!
context: Thank you.\Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening! response:	Oh, Yukihira-kun?
context: Please take care.\Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening!\Oh, Yukihira-kun? response:	Why are you here?
context: Well, I guess it's finally over.\So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening!\Oh, Yukihira-kun?\Why are you here? response:	Oh, I'm here for the Stagiaire!
context: So you only close this early when it's the last day of the pre-open.\We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening!\Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire! response:	Jeez, you called Yukihira-kun, but not me?
context: We're not closed yet.\I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening!\Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me? response:	Why won't you let me help you?
context: I've invited one more group of guests and reserved the whole place for them.\Oh.\Evening!\Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you? response:	You have your own restaurant, stupid.
context: Oh.\Evening!\Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid. response:	It's been a while, everyone.
context: Evening!\Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone. response:	Yukihira Soma.
context: Oh, Yukihira-kun?\Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma. response:	Sushi Restaurant Ginza Hinowa Sekimori Hitoshi
context: Why are you here?\Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi response:	Totsuki Academy French Cuisine Division Head Roland Chapelle
context: Oh, I'm here for the Stagiaire!\Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle response:	I see. So this was your training site.
context: Jeez, you called Yukihira-kun, but not me?\Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site. response:	Hmm.
context: Why won't you let me help you?\You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm. response:	Italian Restaurant Ristorante F Mizuhara Fuyumi
context: You have your own restaurant, stupid.\It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi response:	Auberge Tesoro Donato Gotoda
context: It's been a while, everyone.\Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda response:	I haven't seen you since camp.
context: Yukihira Soma.\Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp. response:	Good work on the Autumn Elections.
context: Sushi Restaurant Ginza Hinowa Sekimori Hitoshi\Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections. response:	Thanks.
context: Totsuki Academy French Cuisine Division Head Roland Chapelle\I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks. response:	Japanese Restaurant Kirinoya Inui Hinako
context: I see. So this was your training site.\Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako response:	Chapelle-sensei came to Totsuki when we were still students there.
context: Hmm.\Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there. response:	Huh.
context: Italian Restaurant Ristorante F Mizuhara Fuyumi\Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh. response:	It's been a while, Chapelle-sensei.
context: Auberge Tesoro Donato Gotoda\I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei. response:	Cheers to your eyes.
context: I haven't seen you since camp.\Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes. response:	Shinomiya Kojiro, you were always full of energy, even as a student.
context: Good work on the Autumn Elections.\Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student. response:	Thank you.
context: Thanks.\Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you. response:	Um... er...
context: Japanese Restaurant Kirinoya Inui Hinako\Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er... response:	Sorry.
context: Chapelle-sensei came to Totsuki when we were still students there.\Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er...\Sorry. response:	You had some fragility to you back then,
context: Huh.\It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er...\Sorry.\You had some fragility to you back then, response:	but I see no trace of that now.
context: It's been a while, Chapelle-sensei.\Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er...\Sorry.\You had some fragility to you back then,\but I see no trace of that now. response:	I am proud of you.
context: Cheers to your eyes.\Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er...\Sorry.\You had some fragility to you back then,\but I see no trace of that now.\I am proud of you. response:	Advance yourself.
context: Shinomiya Kojiro, you were always full of energy, even as a student.\Thank you.\Um... er...\Sorry.\You had some fragility to you back then,\but I see no trace of that now.\I am proud of you.\Advance yourself. response:	Thank you.
context: Thank you.\Um... er...\Sorry.\You had some fragility to you back then,\but I see no trace of that now.\I am proud of you.\Advance yourself.\Thank you. response:	This way in, please.
context: Um... er...\Sorry.\You had some fragility to you back then,\but I see no trace of that now.\I am proud of you.\Advance yourself.\Thank you.\This way in, please. response:	I am the head chef for SHINO's Tokyo.
context: Sorry.\You had some fragility to you back then,\but I see no trace of that now.\I am proud of you.\Advance yourself.\Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo. response:	Oh, my. Your staff look like French dolls.
context: You had some fragility to you back then,\but I see no trace of that now.\I am proud of you.\Advance yourself.\Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls. response:	Don't call me that!
context: but I see no trace of that now.\I am proud of you.\Advance yourself.\Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that! response:	Don't tease me, Kojiro.
context: I am proud of you.\Advance yourself.\Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro. response:	Shinomiya-senpai's...
context: Advance yourself.\Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's... response:	You're always so selfish!
context: Thank you.\This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish! response:	After years of not even visiting me,
context: This way in, please.\I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me, response:	why'd you invite me out here in Tokyo?!
context: I am the head chef for SHINO's Tokyo.\Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?! response:	I feel bad about that, okay?
context: Oh, my. Your staff look like French dolls.\Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay? response:	That's why I invited you.
context: Don't call me that!\Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you. response:	I'm not used to coming out to a place like this.
context: Don't tease me, Kojiro.\Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this. response:	I'm uncomfortable.
context: Shinomiya-senpai's...\You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable. response:	Just relax.
context: You're always so selfish!\After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax. response:	That's... Japanese, right?
context: After years of not even visiting me,\why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax.\That's... Japanese, right? response:	Make yourself at home.
context: why'd you invite me out here in Tokyo?!\I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax.\That's... Japanese, right?\Make yourself at home. response:	Wow.
context: I feel bad about that, okay?\That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax.\That's... Japanese, right?\Make yourself at home.\Wow. response:	No way!
context: That's why I invited you.\I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax.\That's... Japanese, right?\Make yourself at home.\Wow.\No way! response:	I can hardly believe he's the same person.
context: I'm not used to coming out to a place like this.\I'm uncomfortable.\Just relax.\That's... Japanese, right?\Make yourself at home.\Wow.\No way!\I can hardly believe he's the same person. response:	Delicious...
context: I'm uncomfortable.\Just relax.\That's... Japanese, right?\Make yourself at home.\Wow.\No way!\I can hardly believe he's the same person.\Delicious... response:	Um, Shinomiya-senpai.
context: Just relax.\That's... Japanese, right?\Make yourself at home.\Wow.\No way!\I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai. response:	I've always wanted to ask this,
context: That's... Japanese, right?\Make yourself at home.\Wow.\No way!\I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this, response:	but why did you choose to specialize in French cuisine?
context: Make yourself at home.\Wow.\No way!\I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine? response:	It was to celebrate my starting elementary school.
context: Wow.\No way!\I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school. response:	Just that one time, I went with my parents to a local French restaurant.
context: No way!\I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant. response:	We wore our best clothes,
context: I can hardly believe he's the same person.\Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes, response:	and practiced how to use a knife and fork at home...
context: Delicious...\Um, Shinomiya-senpai.\I've always wanted to ask this,\but why did you choose to specialize in French cuisine?\It was to celebrate my starting elementary school.\Just that one time, I went with my parents to a local French restaurant.\We wore our best clothes,\and practiced how to use a knife and fork at home... response:	Now that I think about it, the restaurant wasn't anything special.
