context: They seem strange and alien. response:	Primitive and peculiar,
context: When we were alone\When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you response:	Like I used to
context: When we were alone\And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to response:	Hm?
context: And I'll shiver like I used to\And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Hm? response:	I hear birds singing.
context: And I'll leave him just for you\And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Hm?\I hear birds singing. response:	But where are they?
context: And I'll shiver like I used to\Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Hm?\I hear birds singing.\But where are they? response:	What?
context: Mushi-Shi\Mushi-Shi\Just for you\Like I used to\Hm?\I hear birds singing.\But where are they?\What? response:	It's coming from the sand?
context: Mushi-Shi\Just for you\Like I used to\Hm?\I hear birds singing.\But where are they?\What?\It's coming from the sand? response:	This is a...
context: Just for you\Like I used to\Hm?\I hear birds singing.\But where are they?\What?\It's coming from the sand?\This is a... response:	The Warbling Seashell
context: Like I used to\Hm?\I hear birds singing.\But where are they?\What?\It's coming from the sand?\This is a...\The Warbling Seashell response:	Oh, are you collecting seashells too?
context: Hm?\I hear birds singing.\But where are they?\What?\It's coming from the sand?\This is a...\The Warbling Seashell\Oh, are you collecting seashells too? response:	Then, here. You take it.
context: I hear birds singing.\But where are they?\What?\It's coming from the sand?\This is a...\The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it. response:	You live above the cliffs, don't you?
context: But where are they?\What?\It's coming from the sand?\This is a...\The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you? response:	I bet it's really hard finding seashells there.
context: What?\It's coming from the sand?\This is a...\The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there. response:	Th-Thank you.
context: It's coming from the sand?\This is a...\The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you. response:	Oh? So you can talk.
context: This is a...\The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk. response:	Hey, want to come with me to somewhere that has even more seashells?
context: The Warbling Seashell\Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells? response:	'Kay.
context: Oh, are you collecting seashells too?\Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay. response:	Did you know?
context: Then, here. You take it.\You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know? response:	If you put your ear to a seashell, you can hear the waves.
context: You live above the cliffs, don't you?\I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves. response:	Wow, you're right!
context: I bet it's really hard finding seashells there.\Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right! response:	See you again sometime, okay?
context: Th-Thank you.\Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay? response:	Yeah!
context: Oh? So you can talk.\Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay?\Yeah! response:	Let's play again!
context: Hey, want to come with me to somewhere that has even more seashells?\'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay?\Yeah!\Let's play again! response:	Mina.
context: 'Kay.\Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay?\Yeah!\Let's play again!\Mina. response:	Mina!
context: Did you know?\If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay?\Yeah!\Let's play again!\Mina.\Mina! response:	Go to the village and trade these for some rice.
context: If you put your ear to a seashell, you can hear the waves.\Wow, you're right!\See you again sometime, okay?\Yeah!\Let's play again!\Mina.\Mina!\Go to the village and trade these for some rice. response:	Okay.
context: Wow, you're right!\See you again sometime, okay?\Yeah!\Let's play again!\Mina.\Mina!\Go to the village and trade these for some rice.\Okay. response:	Make sure you don't talk to the shore folk.
context: See you again sometime, okay?\Yeah!\Let's play again!\Mina.\Mina!\Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk. response:	I know.
context: Yeah!\Let's play again!\Mina.\Mina!\Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk.\I know. response:	Excuse me. Do you have a minute?
context: Let's play again!\Mina.\Mina!\Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute? response:	Who's asking?
context: Mina.\Mina!\Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute?\Who's asking? response:	Just a mushi-shi who's passing through.
context: Mina!\Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through. response:	My name is Ginko.
context: Go to the village and trade these for some rice.\Okay.\Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko. response:	The sea is showing signs of an impending disaster,
context: Okay.\Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster, response:	so I thought I should alert the nearby village.
context: Make sure you don't talk to the shore folk.\I know.\Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village. response:	An impending disaster?
context: I know.\Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster? response:	No one's here.
context: Excuse me. Do you have a minute?\Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster?\No one's here. response:	Maybe I could take a small break.
context: Who's asking?\Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster?\No one's here.\Maybe I could take a small break. response:	Wow!
context: Just a mushi-shi who's passing through.\My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster?\No one's here.\Maybe I could take a small break.\Wow! response:	This one's so pretty.
context: My name is Ginko.\The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster?\No one's here.\Maybe I could take a small break.\Wow!\This one's so pretty. response:	I wonder if I can hear the waves in this one too.
context: The sea is showing signs of an impending disaster,\so I thought I should alert the nearby village.\An impending disaster?\No one's here.\Maybe I could take a small break.\Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too. response:	Huh?
context: so I thought I should alert the nearby village.\An impending disaster?\No one's here.\Maybe I could take a small break.\Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh? response:	Birds singing?
context: An impending disaster?\No one's here.\Maybe I could take a small break.\Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh?\Birds singing? response:	Well, I say impending disaster,
context: No one's here.\Maybe I could take a small break.\Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh?\Birds singing?\Well, I say impending disaster, response:	but I'm not exactly sure what the disaster will be.
context: Maybe I could take a small break.\Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh?\Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be. response:	But I can assure you that one will happenand soon.
context: Wow!\This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh?\Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon. response:	You should tell the other villagers to be prepared for it.
context: This one's so pretty.\I wonder if I can hear the waves in this one too.\Huh?\Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it. response:	I'll protect my own family.
context: I wonder if I can hear the waves in this one too.\Huh?\Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family. response:	The villagers can worry about themselves.
context: Huh?\Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves. response:	They've got nothing to do with me.
context: Birds singing?\Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me. response:	Mina.
context: Well, I say impending disaster,\but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me.\Mina. response:	Mina!
context: but I'm not exactly sure what the disaster will be.\But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me.\Mina.\Mina! response:	What's the matter?
context: But I can assure you that one will happenand soon.\You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me.\Mina.\Mina!\What's the matter? response:	You seem out of it.
context: You should tell the other villagers to be prepared for it.\I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me.\Mina.\Mina!\What's the matter?\You seem out of it. response:	Are you okay?
context: I'll protect my own family.\The villagers can worry about themselves.\They've got nothing to do with me.\Mina.\Mina!\What's the matter?\You seem out of it.\Are you okay? response:	Do you want me to take you home?
context: The villagers can worry about themselves.\They've got nothing to do with me.\Mina.\Mina!\What's the matter?\You seem out of it.\Are you okay?\Do you want me to take you home? response:	Hey, Shima, you sure this girl can talk?
context: They've got nothing to do with me.\Mina.\Mina!\What's the matter?\You seem out of it.\Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk? response:	Yeah, she's not saying anything.
context: Mina.\Mina!\What's the matter?\You seem out of it.\Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything. response:	She can!
context: Mina!\What's the matter?\You seem out of it.\Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can! response:	What are you doing?
context: What's the matter?\You seem out of it.\Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can!\What are you doing? response:	We're going home!
context: You seem out of it.\Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can!\What are you doing?\We're going home! response:	Why don't you ever listen to me?
context: Are you okay?\Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can!\What are you doing?\We're going home!\Why don't you ever listen to me? response:	And of all people, why would you talk to her?
context: Do you want me to take you home?\Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can!\What are you doing?\We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her? response:	I told you never to speak to that girl again.
context: Hey, Shima, you sure this girl can talk?\Yeah, she's not saying anything.\She can!\What are you doing?\We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again. response:	What's wrong?
context: Yeah, she's not saying anything.\She can!\What are you doing?\We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong? response:	Spit it out.
context: She can!\What are you doing?\We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong?\Spit it out. response:	Did you hear the song of the seashell?
context: What are you doing?\We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong?\Spit it out.\Did you hear the song of the seashell? response:	Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.
context: We're going home!\Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong?\Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it. response:	It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.
context: Why don't you ever listen to me?\And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong?\Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell. response:	While they normally spend their time eating seaweed and flying over the sea,
context: And of all people, why would you talk to her?\I told you never to speak to that girl again.\What's wrong?\Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea, response:	they come ashore when they sense an impending disaster.
context: I told you never to speak to that girl again.\What's wrong?\Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster. response:	They then hide in seashells and wait for the disaster to pass.
context: What's wrong?\Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass. response:	And in that faint voice you heard, they sing, calling their family to safety.
context: Spit it out.\Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety. response:	But when a person puts one of their shells to their ears,
context: Did you hear the song of the seashell?\Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears, response:	that person forgets how to speak.
context: Although it's called the song of the seashell, the song actually comes from a mushi living inside of it.\It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak. response:	Is there a cure?
context: It's called Yadokaridori or Saezurigai, which means Hermit-Crab Bird or Warbling Shell.\While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure? response:	Don't worry about it.
context: While they normally spend their time eating seaweed and flying over the sea,\they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure?\Don't worry about it. response:	As long as she hears others talk each day, she'll get her speech back.
context: they come ashore when they sense an impending disaster.\They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back. response:	I see.
context: They then hide in seashells and wait for the disaster to pass.\And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see. response:	This only happened because you didn't listen.
context: And in that faint voice you heard, they sing, calling their family to safety.\But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen. response:	You'd better not do it again, ever.
context: But when a person puts one of their shells to their ears,\that person forgets how to speak.\Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen.\You'd better not do it again, ever. response:	Anyway, that's the long and short of it.
context: that person forgets how to speak.\Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it. response:	The bigger issue is the disaster I mentioned.
context: Is there a cure?\Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned. response:	I'll alert the village myself,
context: Don't worry about it.\As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself, response:	but you guys should be careful too.
context: As long as she hears others talk each day, she'll get her speech back.\I see.\This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too. response:	There'll be a disaster at sea?
context: I see.\This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea? response:	What do you mean?
context: This only happened because you didn't listen.\You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea?\What do you mean? response:	Like, a tidal wave?
context: You'd better not do it again, ever.\Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea?\What do you mean?\Like, a tidal wave? response:	Are you saying there's going to be a big storm?
context: Anyway, that's the long and short of it.\The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea?\What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm? response:	Yes. There are records of both of those happening.
context: The bigger issue is the disaster I mentioned.\I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea?\What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening. response:	You should all try to prepare yourselves.
context: I'll alert the village myself,\but you guys should be careful too.\There'll be a disaster at sea?\What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves. response:	We're always prepared.
context: but you guys should be careful too.\There'll be a disaster at sea?\What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared. response:	There's no way of knowing what might happen at sea.
context: There'll be a disaster at sea?\What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea. response:	So we prepare ourselves in every possible way.
context: What do you mean?\Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way. response:	Thank you for the warning,
context: Like, a tidal wave?\Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning, response:	but there's nothing else to be done.
context: Are you saying there's going to be a big storm?\Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done. response:	That's good, then.
context: Yes. There are records of both of those happening.\You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done.\That's good, then. response:	Everyone, stay sharp tomorrow too!
context: You should all try to prepare yourselves.\We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too! response:	Right!
context: We're always prepared.\There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too!\Right! response:	He always tells us to stay sharp,
context: There's no way of knowing what might happen at sea.\So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp, response:	but all we ever do is tend to the fish cages.
context: So we prepare ourselves in every possible way.\Thank you for the warning,\but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages. response:	Man, I'm bored.
context: Thank you for the warning,\but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored. response:	I want to go back to diving for fish, not farming them.
context: but there's nothing else to be done.\That's good, then.\Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them. response:	Mind your tongue.
context: That's good, then.\Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue. response:	The chief fisherman had good reason to change things.
context: Everyone, stay sharp tomorrow too!\Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things. response:	If the fish farm works out, he can make sure we're fed and safe.
context: Right!\He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe. response:	That way, this village will never see another tragedy.
context: He always tells us to stay sharp,\but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy. response:	A tragedy?
context: but all we ever do is tend to the fish cages.\Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy? response:	What was it, again?
context: Man, I'm bored.\I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy?\What was it, again? response:	Hmm... I'd say it's been nearly ten years now.
context: I want to go back to diving for fish, not farming them.\Mind your tongue.\The chief fisherman had good reason to change things.\If the fish farm works out, he can make sure we're fed and safe.\That way, this village will never see another tragedy.\A tragedy?\What was it, again?\Hmm... I'd say it's been nearly ten years now. response:	One of the divers from the chief's ship was eaten by a shark.
