context: Late Night Show response:	Late Night Show
context: It's about time to get up!\B-Blair?!\Or e- l-s-e...\Or e-l- s-e...\Or e-l-s- e...\Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair? response:	Soul, it's time to go to school. Hurry up and eat breakfast.
context: B-Blair?!\Or e- l-s-e...\Or e-l- s-e...\Or e-l-s- e...\Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast. response:	Ah. Good morning, Maka.
context: Or e- l-s-e...\Or e-l- s-e...\Or e-l-s- e...\Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka. response:	This morning...
context: Or e-l- s-e...\Or e-l-s- e...\Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning... response:	This love-comedy...
context: Or e-l-s- e...\Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning...\This love-comedy... response:	Soul... You jerk!!
context: Or e-l-s-e...\Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning...\This love-comedy...\Soul... You jerk!! response:	Soul... You jerk!!
context: Alright, it's done.\Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning...\This love-comedy...\Soul... You jerk!!\Soul... You jerk!! response:	It's not cool at all...
context: Would you rather do something fun with Blair?\Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning...\This love-comedy...\Soul... You jerk!!\Soul... You jerk!!\It's not cool at all... response:	How many souls did you collect?
context: Soul, it's time to go to school. Hurry up and eat breakfast.\Ah. Good morning, Maka.\This morning...\This love-comedy...\Soul... You jerk!!\Soul... You jerk!!\It's not cool at all...\How many souls did you collect? response:	Twelve, and what about you?
context: Ah. Good morning, Maka.\This morning...\This love-comedy...\Soul... You jerk!!\Soul... You jerk!!\It's not cool at all...\How many souls did you collect?\Twelve, and what about you? response:	Hey, Maka?
context: This morning...\This love-comedy...\Soul... You jerk!!\Soul... You jerk!!\It's not cool at all...\How many souls did you collect?\Twelve, and what about you?\Hey, Maka? response:	Shush. I'm reading a book right now.
context: This love-comedy...\Soul... You jerk!!\Soul... You jerk!!\It's not cool at all...\How many souls did you collect?\Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now. response:	Don't be a nuisance.
context: Soul... You jerk!!\Soul... You jerk!!\It's not cool at all...\How many souls did you collect?\Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance. response:	What are you so mad about, you bookworm?
context: Soul... You jerk!!\It's not cool at all...\How many souls did you collect?\Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm? response:	Maka... Chop!!
context: It's not cool at all...\How many souls did you collect?\Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!! response:	Maka... Chop!!
context: How many souls did you collect?\Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!! response:	Well, what was it you wanted to tell me?
context: Twelve, and what about you?\Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me? response:	It's something I overheard just then.
context: Hey, Maka?\Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then. response:	What was the name of our ex-teacher again?
context: Shush. I'm reading a book right now.\Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again? response:	The one who died.
context: Don't be a nuisance.\What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died. response:	They said he had the Goddess of Freedom stuck to his forehead.
context: What are you so mad about, you bookworm?\Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead. response:	Oh, Sid-sensei.
context: Maka... Chop!!\Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei. response:	The Goddess on the Middle of The Forehead Incident.
context: Maka... Chop!!\Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident. response:	What about it?
context: Well, what was it you wanted to tell me?\It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it? response:	Did you know?
context: It's something I overheard just then.\What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know? response:	Lately, Shibusen students have been getting attacked by some weird guy.
context: What was the name of our ex-teacher again?\The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy. response:	I heard the guy in the next class got beat up bad.
context: The one who died.\They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad. response:	And the people who saw the culprit all said the same thing...
context: They said he had the Goddess of Freedom stuck to his forehead.\Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing... response:	That the culprit was a zombie who had a hole in the middle of his forehead!!
context: Oh, Sid-sensei.\The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!! response:	You didn't have to hit me...
context: The Goddess on the Middle of The Forehead Incident.\What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me... response:	And you're saying that's Sid-sensei?
context: What about it?\Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei? response:	No way, it's just someone's made up story.
context: Did you know?\Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story. response:	Hey, quiet down. Class is about to start.
context: Lately, Shibusen students have been getting attacked by some weird guy.\I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start. response:	I won't take attendance because it's a hassle.
context: I heard the guy in the next class got beat up bad.\And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle. response:	And I'll tell you now.
context: And the people who saw the culprit all said the same thing...\That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now. response:	The bell doesn't decide when class is over...
context: That the culprit was a zombie who had a hole in the middle of his forehead!!\You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over... response:	How's that, Maka? Wasn't that cool?
context: You didn't have to hit me...\And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool? response:	Say...
context: And you're saying that's Sid-sensei?\No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say... response:	That stupid father of yours.
context: No way, it's just someone's made up story.\Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours. response:	It feels as if he's looking at us with a strange face...
context: Hey, quiet down. Class is about to start.\I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face... response:	And besides, he is not my papa.
context: I won't take attendance because it's a hassle.\And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa. response:	Oi, Death Scythe. Are you going to be our teacher?
context: And I'll tell you now.\The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher? response:	I'm just a substitute,
context: The bell doesn't decide when class is over...\How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute, response:	And also, it's supposed to be Death Scythe -sensei.
context: How's that, Maka? Wasn't that cool?\Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei. response:	Add -sensei, you dumbass.
context: Say...\That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass. response:	Alright, I'll take attendance now.
context: That stupid father of yours.\It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now. response:	Didn't you say you weren't gonna take roll?
context: It feels as if he's looking at us with a strange face...\And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll? response:	I said I wasn't taking it for the guys...
context: And besides, he is not my papa.\Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys... response:	Don't mess around, old man!
context: Oi, Death Scythe. Are you going to be our teacher?\I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man! response:	He's so low.
context: I'm just a substitute,\And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low. response:	Tsk, he's so damn noisy.
context: And also, it's supposed to be Death Scythe -sensei.\Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy. response:	Soul Eater... Soul Eater...
context: Add -sensei, you dumbass.\Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater... response:	Soul Eater... Soul Eater...
context: Alright, I'll take attendance now.\Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater... response:	Soul Eater
context: Didn't you say you weren't gonna take roll?\I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater response:	<Evaluation>
context: I said I wasn't taking it for the guys...\Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater\<Evaluation> response:	Oh, here it is.
context: Don't mess around, old man!\He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater\<Evaluation>\Oh, here it is. response:	Evaluation... lowest grade.
context: He's so low.\Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater\<Evaluation>\Oh, here it is.\Evaluation... lowest grade. response:	Evaluation... lowest grade.
context: Tsk, he's so damn noisy.\Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater\<Evaluation>\Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade. response:	Well then, let's start class.
context: Soul Eater... Soul Eater...\Soul Eater... Soul Eater...\Soul Eater\<Evaluation>\Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class. response:	Oi, you, what did you write just now?!
context: Soul Eater... Soul Eater...\Soul Eater\<Evaluation>\Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?! response:	Oh, that's right.
context: Soul Eater\<Evaluation>\Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right. response:	Maka and Soul.
context: <Evaluation>\Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul. response:	What is it, old man?
context: Oh, here it is.\Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul.\What is it, old man? response:	Shinigami-sama is calling for you guys.
context: Evaluation... lowest grade.\Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys. response:	You don't have to worry about class, so get going. Shoo Shoo.
context: Evaluation... lowest grade.\Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo. response:	Shinigami-sama is?
context: Well then, let's start class.\Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is? response:	Invoking Witch Hunting!
context: Oi, you, what did you write just now?!\Oh, that's right.\Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting! response:	Heart
context: Oh, that's right.\Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting!\Heart response:	Supplementary Lessons in the
context: Maka and Soul.\What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting!\Heart\Supplementary Lessons in the response:	Graveyard?
context: What is it, old man?\Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting!\Heart\Supplementary Lessons in the\Graveyard? response:	Invoking Witch Hunting!
context: Shinigami-sama is calling for you guys.\You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting!\Heart\Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting! response:	Supplementary Lessons In The Graveyard?
context: You don't have to worry about class, so get going. Shoo Shoo.\Shinigami-sama is?\Invoking Witch Hunting!\Heart\Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard? response:	Excuse me.
context: Shinigami-sama is?\Invoking Witch Hunting!\Heart\Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me. response:	I wonder what he wants from us.
context: Invoking Witch Hunting!\Heart\Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us. response:	Who knows.
context: Heart\Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us.\Who knows. response:	It's Soul and Maka.
context: Supplementary Lessons in the\Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us.\Who knows.\It's Soul and Maka. response:	Showing their backs to me, eh?
context: Graveyard?\Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us.\Who knows.\It's Soul and Maka.\Showing their backs to me, eh? response:	Let's go, Tsubaki.
context: Invoking Witch Hunting!\Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us.\Who knows.\It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki. response:	Ok.
context: Supplementary Lessons In The Graveyard?\Excuse me.\I wonder what he wants from us.\Who knows.\It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki.\Ok. response:	Laws of the Assassin, number 1!
context: Excuse me.\I wonder what he wants from us.\Who knows.\It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1! response:	Conceal yourself in darkness, quiet your breath...
context: I wonder what he wants from us.\Who knows.\It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath... response:	Ah, it's Black Star.
context: Who knows.\It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star. response:	What are you doing yelling up there?
context: It's Soul and Maka.\Showing their backs to me, eh?\Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there? response:	They found us too easily...
context: Showing their backs to me, eh?\Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily... response:	My shining splendour that I couldn't hold back put me at a disadvantage.
context: Let's go, Tsubaki.\Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage. response:	Oh well, it's my time to shine in these dark and dangerous times!
context: Ok.\Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times! response:	Got you didn't I, Tsubaki?
context: Laws of the Assassin, number 1!\Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki? response:	Um, yeah...
context: Conceal yourself in darkness, quiet your breath...\Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah... response:	Really?
context: Ah, it's Black Star.\What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah...\Really? response:	What? Were you two also called in by Shinigami-sama?
context: What are you doing yelling up there?\They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama? response:	Maybe.
context: They found us too easily...\My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama?\Maybe. response:	I'll call him.
context: My shining splendour that I couldn't hold back put me at a disadvantage.\Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him. response:	42-42-564.
context: Oh well, it's my time to shine in these dark and dangerous times!\Got you didn't I, Tsubaki?\Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him.\42-42-564. response:	Hello, hello, Shinigami-sama?
context: Got you didn't I, Tsubaki?\Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him.\42-42-564.\Hello, hello, Shinigami-sama? response:	Yup. Yup.
context: Um, yeah...\Really?\What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him.\42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup. response:	Hi! Hello! What's up?! Thanks for coming.
context: Really?\What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him.\42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup.\Hi! Hello! What's up?! Thanks for coming. response:	This is Scythe Technician, Maka.
context: What? Were you two also called in by Shinigami-sama?\Maybe.\I'll call him.\42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup.\Hi! Hello! What's up?! Thanks for coming.\This is Scythe Technician, Maka. response:	And Demon Blade Technician, Black Star.
context: Maybe.\I'll call him.\42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup.\Hi! Hello! What's up?! Thanks for coming.\This is Scythe Technician, Maka.\And Demon Blade Technician, Black Star. response:	His partner, Tsubaki.
context: I'll call him.\42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup.\Hi! Hello! What's up?! Thanks for coming.\This is Scythe Technician, Maka.\And Demon Blade Technician, Black Star.\His partner, Tsubaki. response:	Well, what did you want?
context: 42-42-564.\Hello, hello, Shinigami-sama?\Yup. Yup.\Hi! Hello! What's up?! Thanks for coming.\This is Scythe Technician, Maka.\And Demon Blade Technician, Black Star.\His partner, Tsubaki.\Well, what did you want? response:	Right, there's something I want you guys to take.
