context: Speed: 20 knots Heading out to Open Sea response:	Don't die, brat!
context: but I don't even need to use mine at this point.\Get up.\The party's just getting started.\You're not the Port Mafia's top martial artist for nothing.\Whoops.\I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks. response:	We've known each other a long time.
context: Get up.\The party's just getting started.\You're not the Port Mafia's top martial artist for nothing.\Whoops.\I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time. response:	I'm totally familiar with your moves, pacing, and habits.
context: The party's just getting started.\You're not the Port Mafia's top martial artist for nothing.\Whoops.\I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits. response:	I wouldn't have been a proper partner otherwise, right?
context: You're not the Port Mafia's top martial artist for nothing.\Whoops.\I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right? response:	He's fast!
context: Whoops.\I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast! response:	Then I bet you saw this coming, too!
context: I thought my blocking arm'd get torn off.\He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too! response:	This is how you throw a punch!
context: He blocked my strike with his arm at the last second?\He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch! response:	You thought you could beat me just because you can predict my moves?
context: He's predicting my attacks.\We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves? response:	Tell me before you die.
context: We've known each other a long time.\I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die. response:	Why'd you let yourself get caught?
context: I'm totally familiar with your moves, pacing, and habits.\I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught? response:	What were you waiting for here?
context: I wouldn't have been a proper partner otherwise, right?\He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here? response:	Heh, the silent treatment?
context: He's fast!\Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment? response:	Fine.
context: Then I bet you saw this coming, too!\This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment?\Fine. response:	I'll just have more fun torturing you.
context: This is how you throw a punch!\You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment?\Fine.\I'll just have more fun torturing you. response:	The main reason...
context: You thought you could beat me just because you can predict my moves?\Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment?\Fine.\I'll just have more fun torturing you.\The main reason... response:	is Atsushi-kun.
context: Tell me before you die.\Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment?\Fine.\I'll just have more fun torturing you.\The main reason...\is Atsushi-kun. response:	Atsushi?
context: Why'd you let yourself get caught?\What were you waiting for here?\Heh, the silent treatment?\Fine.\I'll just have more fun torturing you.\The main reason...\is Atsushi-kun.\Atsushi? response:	The weretiger you're all obsessed with.
context: What were you waiting for here?\Heh, the silent treatment?\Fine.\I'll just have more fun torturing you.\The main reason...\is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with. response:	I wanted to know who put the seven billion yen price tag on his head.
context: Heh, the silent treatment?\Fine.\I'll just have more fun torturing you.\The main reason...\is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head. response:	You wanted to know badly enough to put your own life on the line?
context: Fine.\I'll just have more fun torturing you.\The main reason...\is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line? response:	I'd like to say that's heartwarming...
context: I'll just have more fun torturing you.\The main reason...\is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming... response:	but look where you ended up.
context: The main reason...\is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up. response:	Guess even geniuses end up less than average, eh,
context: is Atsushi-kun.\Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh, response:	youngest executive in the mafia's history?
context: Atsushi?\The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history? response:	Well, you've been deserted by lady luck.
context: The weretiger you're all obsessed with.\I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck. response:	After all, you got caught the very day I got back
context: I wanted to know who put the seven billion yen price tag on his head.\You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back response:	from suppressing squabbles in the West.
context: You wanted to know badly enough to put your own life on the line?\I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West. response:	From my perspective, it was a stroke of luck.
context: I'd like to say that's heartwarming...\but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck. response:	What's so funny?
context: but look where you ended up.\Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny? response:	Let me tell you something that's good to know.
context: Guess even geniuses end up less than average, eh,\youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know. response:	There will be a meeting between the top five executives tomorrow.
context: youngest executive in the mafia's history?\Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow. response:	Impossible.
context: Well, you've been deserted by lady luck.\After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible. response:	That's a meeting of critical importance that only occurs once every several years,
context: After all, you got caught the very day I got back\from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years, response:	to determine what direction to take as an organization.
context: from suppressing squabbles in the West.\From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization. response:	If there were going to be one,
context: From my perspective, it was a stroke of luck.\What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one, response:	I would've been notified.
context: What's so funny?\Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one,\I would've been notified. response:	The reason it's happening is a certain letter I sent the other day to
context: Let me tell you something that's good to know.\There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to response:	the upper echelons of the organization.
context: There will be a meeting between the top five executives tomorrow.\Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization. response:	So, I'm going to predict this now.
context: Impossible.\That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now. response:	You're not going to kill me.
context: That's a meeting of critical importance that only occurs once every several years,\to determine what direction to take as an organization.\If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me. response:	Moreover, you'll tell me where to find information on who's paying
context: to determine what direction to take as an organization.\If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying response:	the weretiger bounty before leaving this room.
context: If there were going to be one,\I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room. response:	And when you leave, you'll walk and talk like a little rich girl.
context: I would've been notified.\The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl. response:	What?
context: The reason it's happening is a certain letter I sent the other day to\the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What? response:	My predictions always come true.
context: the upper echelons of the organization.\So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true. response:	I think you know that.
context: So, I'm going to predict this now.\You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true.\I think you know that. response:	What can you even hope for in this situation?
context: You're not going to kill me.\Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true.\I think you know that.\What can you even hope for in this situation? response:	A letter?
context: Moreover, you'll tell me where to find information on who's paying\the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true.\I think you know that.\What can you even hope for in this situation?\A letter? response:	You mentioned a letter?
context: the weretiger bounty before leaving this room.\And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true.\I think you know that.\What can you even hope for in this situation?\A letter?\You mentioned a letter? response:	Should Dazai fall, all of your secrets will come to light.
context: And when you leave, you'll walk and talk like a little rich girl.\What?\My predictions always come true.\I think you know that.\What can you even hope for in this situation?\A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light. response:	Should Dazai fall,
context: What?\My predictions always come true.\I think you know that.\What can you even hope for in this situation?\A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall, response:	all of your secrets will come to light.
context: My predictions always come true.\I think you know that.\What can you even hope for in this situation?\A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light. response:	You bastard, you didn't...
context: I think you know that.\What can you even hope for in this situation?\A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't... response:	So now you've caught a former executive turned traitor.
context: What can you even hope for in this situation?\A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor. response:	But the package included a letter to the upper echelons
context: A letter?\You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons response:	that, if I die, all of the organization's secrets will be disclosed.
context: You mentioned a letter?\Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed. response:	If the public prosecutor's office gets a hold of those secrets,
context: Should Dazai fall, all of your secrets will come to light.\Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets, response:	all the Port Mafia executives can be executed a hundred times over.
context: Should Dazai fall,\all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over. response:	That's more than enough of a threat to trigger the meeting.
context: all of your secrets will come to light.\You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting. response:	The Port Mafia aren't so feeble that a threat like
context: You bastard, you didn't...\So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like response:	that'd make them wait and see what happens.
context: So now you've caught a former executive turned traitor.\But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens. response:	You'll die!
context: But the package included a letter to the upper echelons\that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die! response:	There will be an execution!
context: that, if I die, all of the organization's secrets will be disclosed.\If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die!\There will be an execution! response:	Probably.
context: If the public prosecutor's office gets a hold of those secrets,\all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die!\There will be an execution!\Probably. response:	But that'll be the council's decision.
context: all the Port Mafia executives can be executed a hundred times over.\That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die!\There will be an execution!\Probably.\But that'll be the council's decision. response:	If you execute me before that decision without permission,
context: That's more than enough of a threat to trigger the meeting.\The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die!\There will be an execution!\Probably.\But that'll be the council's decision.\If you execute me before that decision without permission, response:	your unsanctioned act will be considered an act of betrayal.
context: The Port Mafia aren't so feeble that a threat like\that'd make them wait and see what happens.\You'll die!\There will be an execution!\Probably.\But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal. response:	You'll be discharged or, at worst, executed.
context: that'd make them wait and see what happens.\You'll die!\There will be an execution!\Probably.\But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed. response:	And even if I look past all of those factors and kill you,
context: You'll die!\There will be an execution!\Probably.\But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you, response:	you'll just be happy because you managed to die.
context: There will be an execution!\Probably.\But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die. response:	So yeah, go ahead if you want.
context: Probably.\But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want. response:	Come on, hurry.
context: But that'll be the council's decision.\If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry. response:	Come onnn.
context: If you execute me before that decision without permission,\your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry.\Come onnn. response:	Oh...
context: your unsanctioned act will be considered an act of betrayal.\You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry.\Come onnn.\Oh... response:	You're not going to?
context: You'll be discharged or, at worst, executed.\And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry.\Come onnn.\Oh...\You're not going to? response:	Chuuya driven out of the organization because of me
context: And even if I look past all of those factors and kill you,\you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry.\Come onnn.\Oh...\You're not going to?\Chuuya driven out of the organization because of me response:	had a nice ring to it, too.
context: you'll just be happy because you managed to die.\So yeah, go ahead if you want.\Come on, hurry.\Come onnn.\Oh...\You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too. response:	Don't tell me...
context: So yeah, go ahead if you want.\Come on, hurry.\Come onnn.\Oh...\You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me... response:	The greatest reason...
context: Come on, hurry.\Come onnn.\Oh...\You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me...\The greatest reason... response:	is Atsushi-kun.
context: Come onnn.\Oh...\You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me...\The greatest reason...\is Atsushi-kun. response:	So your second reason was to force me to make that impossible choice just now?
context: Oh...\You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me...\The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now? response:	Besides, why'd you come here in the first place?
context: You're not going to?\Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me...\The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place? response:	To harass you.
context: Chuuya driven out of the organization because of me\had a nice ring to it, too.\Don't tell me...\The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you. response:	In actuality, you were waiting to harass me.
context: had a nice ring to it, too.\Don't tell me...\The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me. response:	It's a reunion long in the making.
context: Don't tell me...\The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making. response:	A surprise of this caliber is only fair.
context: The greatest reason...\is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair. response:	I'll have you die...
context: is Atsushi-kun.\So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die... response:	I'll have you die someday, I swear.
context: So your second reason was to force me to make that impossible choice just now?\Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear. response:	By the way...
context: Besides, why'd you come here in the first place?\To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear.\By the way... response:	You're the one who broke my chains and freed me.
context: To harass you.\In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me. response:	If I just run away now,
context: In actuality, you were waiting to harass me.\It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me.\If I just run away now, response:	you'll be suspected of aiding my escape.
context: It's a reunion long in the making.\A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape. response:	You bastard!
context: A surprise of this caliber is only fair.\I'll have you die...\I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape.\You bastard! response:	I could make it look like someone from the Agency came to rescue me.
context: I'll have you die...\I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me. response:	Why should I believe you?!
context: I'll have you die someday, I swear.\By the way...\You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?! response:	I don't lie in these kinds of negotiations.
context: By the way...\You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations. response:	I think you know that.
context: You're the one who broke my chains and freed me.\If I just run away now,\you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that. response:	Bastard...
context: If I just run away now,\you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that.\Bastard... response:	What do you want?
context: you'll be suspected of aiding my escape.\You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that.\Bastard...\What do you want? response:	I said it earlier.
context: You bastard!\I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that.\Bastard...\What do you want?\I said it earlier. response:	If it's about that weretiger,
context: I could make it look like someone from the Agency came to rescue me.\Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that.\Bastard...\What do you want?\I said it earlier.\If it's about that weretiger, response:	Akutagawa's leading the operation.
context: Why should I believe you?!\I don't lie in these kinds of negotiations.\I think you know that.\Bastard...\What do you want?\I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation. response:	He should have records in the communications storage room on the second floor.
context: I don't lie in these kinds of negotiations.\I think you know that.\Bastard...\What do you want?\I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor. response:	I see.
context: I think you know that.\Bastard...\What do you want?\I said it earlier.\If it's about that weretiger,\Akutagawa's leading the operation.\He should have records in the communications storage room on the second floor.\I see. response:	Well, I had my guesses about that.
