context: Late Night Show response:	Late Night Show
context: Shinigami-sama\I wonder why it's an Academy.\Oh well.\So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but... response:	Those on air are...
context: I wonder why it's an Academy.\Oh well.\So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are... response:	And so, to celebrate, we present Episode 2.
context: Oh well.\So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2. response:	Watch away!
context: So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2.\Watch away! response:	I am the Star!
context: So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2.\Watch away!\I am the Star! response:	Has the
context: This is a free fansub. Not for sale or rent.\Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2.\Watch away!\I am the Star!\Has the response:	BIGGEST man arrived?
context: Commemorative production for 10 whole years of Bones!!\Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2.\Watch away!\I am the Star!\Has the\BIGGEST man arrived? response:	I am the Star!
context: Bones will also broadcast many other productions, but...\Those on air are...\And so, to celebrate, we present Episode 2.\Watch away!\I am the Star!\Has the\BIGGEST man arrived?\I am the Star! response:	Has the BIGGEST man arrived?
context: Those on air are...\And so, to celebrate, we present Episode 2.\Watch away!\I am the Star!\Has the\BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived? response:	Exterminate all the trash who oppose me.
context: And so, to celebrate, we present Episode 2.\Watch away!\I am the Star!\Has the\BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me. response:	You know?
context: Watch away!\I am the Star!\Has the\BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know? response:	Tsubaki...
context: I am the Star!\Has the\BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know?\Tsubaki... response:	Are they our target this time?
context: Has the\BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know?\Tsubaki...\Are they our target this time? response:	Yeah, Al Capone and his friends, numbering up to roughly a hundred.
context: BIGGEST man arrived?\I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know?\Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred. response:	sake
context: I am the Star!\Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know?\Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake response:	sake
context: Has the BIGGEST man arrived?\Exterminate all the trash who oppose me.\You know?\Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake response:	sake
context: Exterminate all the trash who oppose me.\You know?\Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake\sake response:	sake
context: You know?\Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake\sake\sake response:	sake
context: Tsubaki...\Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake\sake\sake\sake response:	Two vs. a hundred, huh?
context: Are they our target this time?\Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake\sake\sake\sake\Two vs. a hundred, huh? response:	Fair enough.
context: Yeah, Al Capone and his friends, numbering up to roughly a hundred.\sake\sake\sake\sake\sake\Two vs. a hundred, huh?\Fair enough. response:	Black Star...
context: sake\sake\sake\sake\sake\Two vs. a hundred, huh?\Fair enough.\Black Star... response:	We'll retrieve all the empty souls that have become Kishin soul eggs.
context: sake\sake\sake\sake\Two vs. a hundred, huh?\Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs. response:	Law of the assassin, number 1.
context: sake\sake\sake\Two vs. a hundred, huh?\Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1. response:	Conceal yourself in darkness... quiet your breath...
context: sake\sake\Two vs. a hundred, huh?\Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath... response:	Law of the assassin, number 2.
context: sake\Two vs. a hundred, huh?\Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2. response:	Know your target.
context: Two vs. a hundred, huh?\Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target. response:	Be able to foresee his thoughts, his movements!
context: Fair enough.\Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements! response:	Law of the assassin, number 3.
context: Black Star...\We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3. response:	Defeat your target before he becomes aware of your existence.
context: We'll retrieve all the empty souls that have become Kishin soul eggs.\Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence. response:	Let's go.
context: Law of the assassin, number 1.\Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go. response:	I am the great Black Star!!
context: Conceal yourself in darkness... quiet your breath...\Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!! response:	I've come to assassinate you!!
context: Law of the assassin, number 2.\Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!!\I've come to assassinate you!! response:	I've nailed it.
context: Know your target.\Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!!\I've come to assassinate you!!\I've nailed it. response:	Hey!
context: Be able to foresee his thoughts, his movements!\Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!!\I've come to assassinate you!!\I've nailed it.\Hey! response:	I'm not a microphone!!
context: Law of the assassin, number 3.\Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!!\I've come to assassinate you!!\I've nailed it.\Hey!\I'm not a microphone!! response:	I'm a weapon!
context: Defeat your target before he becomes aware of your existence.\Let's go.\I am the great Black Star!!\I've come to assassinate you!!\I've nailed it.\Hey!\I'm not a microphone!!\I'm a weapon! response:	A Chain-Scythe!
context: Let's go.\I am the great Black Star!!\I've come to assassinate you!!\I've nailed it.\Hey!\I'm not a microphone!!\I'm a weapon!\A Chain-Scythe! response:	Do you even understand what an assassination is?!
context: I am the great Black Star!!\I've come to assassinate you!!\I've nailed it.\Hey!\I'm not a microphone!!\I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?! response:	Who the hell are you guys?
context: I've come to assassinate you!!\I've nailed it.\Hey!\I'm not a microphone!!\I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys? response:	Die!
context: I've nailed it.\Hey!\I'm not a microphone!!\I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys?\Die! response:	Let's retreat as soon as possible, Tsubaki!!
context: Hey!\I'm not a microphone!!\I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!! response:	Man, this again?
context: I'm not a microphone!!\I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again? response:	Smoke Bomb mode!!
context: I'm a weapon!\A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!! response:	Right!
context: A Chain-Scythe!\Do you even understand what an assassination is?!\Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!!\Right! response:	Break time!
context: Do you even understand what an assassination is?!\Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!!\Right!\Break time! response:	Were they Japanese ninjas?
context: Who the hell are you guys?\Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!!\Right!\Break time!\Were they Japanese ninjas? response:	Don Al Capone.
context: Die!\Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!!\Right!\Break time!\Were they Japanese ninjas?\Don Al Capone. response:	What now?
context: Let's retreat as soon as possible, Tsubaki!!\Man, this again?\Smoke Bomb mode!!\Right!\Break time!\Were they Japanese ninjas?\Don Al Capone.\What now? response:	We've discovered the whereabouts of the witch.
context: Man, this again?\Smoke Bomb mode!!\Right!\Break time!\Were they Japanese ninjas?\Don Al Capone.\What now?\We've discovered the whereabouts of the witch. response:	Once we get our hands on the power of a witch, the family will be unstoppable!
context: Smoke Bomb mode!!\Right!\Break time!\Were they Japanese ninjas?\Don Al Capone.\What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable! response:	You know?
context: Right!\Break time!\Were they Japanese ninjas?\Don Al Capone.\What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know? response:	That was a great stage today! I was really big!
context: Break time!\Were they Japanese ninjas?\Don Al Capone.\What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big! response:	I can't believe I haven't retrieved a single Kishin egg yet...
context: Were they Japanese ninjas?\Don Al Capone.\What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet... response:	I'm gonna start losing faith in everything thanks to him.
context: Don Al Capone.\What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him. response:	Are you playing on the words Kishin and Gishin?
context: What now?\We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin? response:	Gishin is doubtful or unfaithful in Japanese.
context: We've discovered the whereabouts of the witch.\Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese. response:	A lame joke like that will never make it big!
context: Once we get our hands on the power of a witch, the family will be unstoppable!\You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big! response:	Really? Sorry.
context: You know?\That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry. response:	Really? Sorry.
context: That was a great stage today! I was really big!\I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry. response:	But hey, no lame comedian could compete with a big guy like me!
context: I can't believe I haven't retrieved a single Kishin egg yet...\I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me! response:	They're all too naIve!
context: I'm gonna start losing faith in everything thanks to him.\Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve! response:	Do you know the difference between them and me?
context: Are you playing on the words Kishin and Gishin?\Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me? response:	They suck so bad it's really sad!!
context: Gishin is doubtful or unfaithful in Japanese.\A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!! response:	Just try to beat a joke like that!
context: A lame joke like that will never make it big!\Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that! response:	That wasn't even a joke...
context: Really? Sorry.\Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke... response:	How'd you like that? Did your eyes shrivel up in surprise?
context: Really? Sorry.\But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise? response:	Totally! I was so surprised!
context: But hey, no lame comedian could compete with a big guy like me!\They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised! response:	The rate we're going, I can't face Shinigami-sama...
context: They're all too naIve!\Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama... response:	Hm, isn't there anything worthwhile here?
context: Do you know the difference between them and me?\They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here? response:	What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.
context: They suck so bad it's really sad!!\Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends. response:	But if we carry on failing our missions like we're doing now,
context: Just try to beat a joke like that!\That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now, response:	Yo.
context: That wasn't even a joke...\How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo. response:	Was yesterday's mission a failure, too?
context: How'd you like that? Did your eyes shrivel up in surprise?\Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too? response:	What're you saying?
context: Totally! I was so surprised!\The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too?\What're you saying? response:	Yesterday was my greatest performance on stage!
context: The rate we're going, I can't face Shinigami-sama...\Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage! response:	You just weren't able to cleanse and release the Kishin souls.
context: Hm, isn't there anything worthwhile here?\What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls. response:	Well, that's exactly what happened.
context: What are you saying? Luck just wasn't on our side when it came to finishing off Al Capone and friends.\But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened. response:	And how did it go for the two of you?
context: But if we carry on failing our missions like we're doing now,\Yo.\Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you? response:	Please, don't ask.
context: Yo.\Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask. response:	I become depressed just thinking about it.
context: Was yesterday's mission a failure, too?\What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it. response:	Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,
context: What're you saying?\Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san, response:	What?
context: Yesterday was my greatest performance on stage!\You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What? response:	I repeat.
context: You just weren't able to cleanse and release the Kishin souls.\Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat. response:	Well, well, well. Hello, hello.
context: Well, that's exactly what happened.\And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat.\Well, well, well. Hello, hello. response:	Well, well, well. Hello, hello.
context: And how did it go for the two of you?\Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello. response:	I heard you were unable to kill Al Capone?
context: Please, don't ask.\I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone? response:	S-Sorry.
context: I become depressed just thinking about it.\Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry. response:	No worries, sir!
context: Attention, the Crescent Pair, Black Star-kun and Tsubaki-san,\What?\I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir! response:	I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.
context: What?\I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon. response:	In the meantime, I'll let you have my signature.
context: I repeat.\Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature. response:	How's that?
context: Well, well, well. Hello, hello.\Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that? response:	You don't need a weapon anymore, right?
context: Well, well, well. Hello, hello.\I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right? response:	For you, Sir
context: I heard you were unable to kill Al Capone?\S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right?\For you, Sir response:	For you, Sir
context: S-Sorry.\No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right?\For you, Sir\For you, Sir response:	For you, Sir
context: No worries, sir!\I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right?\For you, Sir\For you, Sir\For you, Sir response:	I'm terribly sorry.
context: I'll be sure to turn Tsubaki into a Death Scythe and make her Shinigama-sama's weapon.\In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right?\For you, Sir\For you, Sir\For you, Sir\I'm terribly sorry. response:	You two possess the skills, but I get the feeling you're having it a bit too hard.
context: In the meantime, I'll let you have my signature.\How's that?\You don't need a weapon anymore, right?\For you, Sir\For you, Sir\For you, Sir\I'm terribly sorry.\You two possess the skills, but I get the feeling you're having it a bit too hard. response:	Yes...
context: How's that?\You don't need a weapon anymore, right?\For you, Sir\For you, Sir\For you, Sir\I'm terribly sorry.\You two possess the skills, but I get the feeling you're having it a bit too hard.\Yes... response:	I would personally like to keep you at your own pace, but we have a few problems to solve.
context: You don't need a weapon anymore, right?\For you, Sir\For you, Sir\For you, Sir\I'm terribly sorry.\You two possess the skills, but I get the feeling you're having it a bit too hard.\Yes...\I would personally like to keep you at your own pace, but we have a few problems to solve. response:	Problems?
