context: eye catch response:	Pre! Preparation!
context: A picture album?\This is...\Just what are you looking at?\T-Taiga, this is - !\Yeah, that's right!\They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura? response:	I-I can't help it! I always end up shaking!
context: This is...\Just what are you looking at?\T-Taiga, this is - !\Yeah, that's right!\They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking! response:	When I try to take pictures of Kitamura-kun, I...
context: Just what are you looking at?\T-Taiga, this is - !\Yeah, that's right!\They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I... response:	Want me to take one?
context: T-Taiga, this is - !\Yeah, that's right!\They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one? response:	Huh?
context: Yeah, that's right!\They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh? response:	A picture... of him.
context: They're pictures of Kitamura-kun! You have a problem with that?\Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh?\A picture... of him. response:	I won't say I'm good at it, but anything is better tha -
context: Even if you have a problem, there's no way in hell I'm going to listen to it.\This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha - response:	Wait a minute!
context: This... is supposed to be Kitamura?\I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute! response:	H-How many are you willing to take?
context: I-I can't help it! I always end up shaking!\When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take? response:	What kind of picture shall I get?
context: When I try to take pictures of Kitamura-kun, I...\Want me to take one?\Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get? response:	An extremely concentrated face?
context: Want me to take one?\Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face? response:	In the middle of softball practice?
context: Huh?\A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice? response:	Oh, can't forget to take one of him eating lunch!
context: A picture... of him.\I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch! response:	Like I said, I'll take as many as you want.
context: I won't say I'm good at it, but anything is better tha -\Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want. response:	You say As many as you want, but there's a limit, isn't there?!
context: Wait a minute!\H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?! response:	Okay, then take an infinite amount.
context: H-How many are you willing to take?\What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount. response:	Good morning.
context: What kind of picture shall I get?\An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning. response:	Oh, good morning. You're late today.
context: An extremely concentrated face?\In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today. response:	Yeah, it's because I went to student council first.
context: In the middle of softball practice?\Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first. response:	I see.
context: Oh, can't forget to take one of him eating lunch!\Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see. response:	Mornin'!
context: Like I said, I'll take as many as you want.\You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see.\Mornin'! response:	That's so old. Just way too old, Taiga.
context: You say As many as you want, but there's a limit, isn't there?!\Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see.\Mornin'!\That's so old. Just way too old, Taiga. response:	Uh, t-that was wrong! Um, uh - !
context: Okay, then take an infinite amount.\Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see.\Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - ! response:	Aisaka.
context: Good morning.\Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see.\Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka. response:	Mornin'!
context: Oh, good morning. You're late today.\Yeah, it's because I went to student council first.\I see.\Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'! response:	I'll go on ahead, then.
context: Yeah, it's because I went to student council first.\I see.\Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'!\I'll go on ahead, then. response:	Mornin'!
context: I see.\Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'!\I'll go on ahead, then.\Mornin'! response:	M-Mornin'?
context: Mornin'!\That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'!\I'll go on ahead, then.\Mornin'!\M-Mornin'? response:	Hey, did you get that?
context: That's so old. Just way too old, Taiga.\Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'!\I'll go on ahead, then.\Mornin'!\M-Mornin'?\Hey, did you get that? response:	Get what?
context: Uh, t-that was wrong! Um, uh - !\Aisaka.\Mornin'!\I'll go on ahead, then.\Mornin'!\M-Mornin'?\Hey, did you get that?\Get what? response:	Him saying Mornin'!, of course!
context: Aisaka.\Mornin'!\I'll go on ahead, then.\Mornin'!\M-Mornin'?\Hey, did you get that?\Get what?\Him saying Mornin'!, of course! response:	That came out of nowhere.
context: Mornin'!\I'll go on ahead, then.\Mornin'!\M-Mornin'?\Hey, did you get that?\Get what?\Him saying Mornin'!, of course!\That came out of nowhere. response:	How was I supposed to get that?
context: I'll go on ahead, then.\Mornin'!\M-Mornin'?\Hey, did you get that?\Get what?\Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that? response:	Useless mongrel.
context: Mornin'!\M-Mornin'?\Hey, did you get that?\Get what?\Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that?\Useless mongrel. response:	Hey, now...
context: M-Mornin'?\Hey, did you get that?\Get what?\Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that?\Useless mongrel.\Hey, now... response:	Maruo, look at this for a second.
context: Hey, did you get that?\Get what?\Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that?\Useless mongrel.\Hey, now...\Maruo, look at this for a second. response:	Hey, hey, look at this magazine model!
context: Get what?\Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that?\Useless mongrel.\Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model! response:	He looks just like you!
context: Him saying Mornin'!, of course!\That came out of nowhere.\How was I supposed to get that?\Useless mongrel.\Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you! response:	It's almost time for the morning assembly, you two.
context: That came out of nowhere.\How was I supposed to get that?\Useless mongrel.\Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two. response:	Stop the blabbering and get moving to the school yard.
context: How was I supposed to get that?\Useless mongrel.\Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard. response:	Aw, he won't play along.
context: Useless mongrel.\Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along. response:	He's too serious because he's the vice-president.
context: Hey, now...\Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president. response:	I wanted some sort of reaction, at least.
context: Maruo, look at this for a second.\Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least. response:	Yeah!
context: Hey, hey, look at this magazine model!\He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah! response:	Somehow, Kitamura seems to be really popular with the girls.
context: He looks just like you!\It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls. response:	What's with Maruo, huh?!
context: It's almost time for the morning assembly, you two.\Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?! response:	Want me to roll you up, huh?!
context: Stop the blabbering and get moving to the school yard.\Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?! response:	Everyone, line up!
context: Aw, he won't play along.\He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up! response:	Lately, a bunch of you morons have been forgetting your student handbooks!
context: He's too serious because he's the vice-president.\I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks! response:	We have proof too.
context: I wanted some sort of reaction, at least.\Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too. response:	According to the Disciplinary Officer's report,
context: Yeah!\Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report, response:	during last week's inspection of personal belongings, there were...
context: Somehow, Kitamura seems to be really popular with the girls.\What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were... response:	Uh, how many was it again?
context: What's with Maruo, huh?!\Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again? response:	Fifty-nine.
context: Want me to roll you up, huh?!\Everyone, line up!\Lately, a bunch of you morons have been forgetting your student handbooks!\We have proof too.\According to the Disciplinary Officer's report,\during last week's inspection of personal belongings, there were...\Uh, how many was it again?\Fifty-nine. response:	School-wide, a total of fifty-six people had forgott -
