context: OP response:	ED
context: vergence\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu response:	kako ni torawarete mirai wo nageku mo
context: Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo response:	chiri hitotsu gosan wo yurusanu hitsuzen
context: ->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen response:	mugen ni hirogaru yume mo egaku mirai mo
context: Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo response:	bokutachi ni yurusareta kyoei no genri
context: While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri response:	yuugen sore wa futatsu no hari ga shimesu
context: Part B\suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu response:	zankoku na yakujou to sentaku e
context: suujuuoku mono kodou no kazu sae\anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e response:	Hacking to the Gate
context: anata ni wa matataki teido no saji na toukyuu\kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: kako ni torawarete mirai wo nageku mo\chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	kimi no sono egao mamoritai no sa
context: chiri hitotsu gosan wo yurusanu hitsuzen\mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa response:	soshite mata kanashimi no nai jikan no ruupu e to
context: mugen ni hirogaru yume mo egaku mirai mo\bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to response:	nomikomarete yuku kodoku no kansokusha
context: bokutachi ni yurusareta kyoei no genri\yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha response:	Even the world's billions of heartbeats
context: yuugen sore wa futatsu no hari ga shimesu\zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats response:	Are nothing to you but a fleeting and insignificant question
context: zankoku na yakujou to sentaku e\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question response:	We may be trapped in the past or lament the future
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future response:	But predetermination does not allow the slightest mistake
context: dakara ima ichibyou goto ni sekaisen wo koete\kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake response:	The infinite dreams and imagined futures before us
context: kimi no sono egao mamoritai no sa\soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us response:	Are naught but vain theories we may hold
context: soshite mata kanashimi no nai jikan no ruupu e to\nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold response:	Finitude is what the two clock hands show
context: nomikomarete yuku kodoku no kansokusha\Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show response:	As they point toward a cruel destiny and choice
context: Even the world's billions of heartbeats\Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice response:	And now I cross the boundary between worlds each second
context: Are nothing to you but a fleeting and insignificant question\We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second response:	Because I want to protect that smile of yours
context: We may be trapped in the past or lament the future\But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours response:	And a loop in time without sadness will once again
context: But predetermination does not allow the slightest mistake\The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again response:	Engulf me, a lonely observer
context: The infinite dreams and imagined futures before us\Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer response:	kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai
context: Are naught but vain theories we may hold\Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai response:	ansoku no asu wo negattara
context: Finitude is what the two clock hands show\As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara response:	te no naka no toutoi jishou no chihei he
context: As they point toward a cruel destiny and choice\And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he response:	toraware shi meiyaku arawareta gishou no rinkaku
context: And now I cross the boundary between worlds each second\Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: Because I want to protect that smile of yours\And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda response:	seimei no tenshi wa moumoku na jikan wo kizanda
context: And a loop in time without sadness will once again\Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda response:	habatake butterfly
context: Engulf me, a lonely observer\kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly response:	kiseki no butterfly
context: kisei sareta chikai mujihi naru, juuni no shinri nogarerarenai\ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly response:	anata he sasageru
context: ansoku no asu wo negattara\te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly\anata he sasageru response:	namida no butterfly
context: te no naka no toutoi jishou no chihei he\toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly\anata he sasageru\namida no butterfly response:	mabushii butterfly
context: toraware shi meiyaku arawareta gishou no rinkaku\seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly\anata he sasageru\namida no butterfly\mabushii butterfly response:	subete ga ima kakikaerareru
context: seimei no tenshi wa moumoku na jikan wo kizanda\seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly\anata he sasageru\namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru response:	subete ga ima kakikaerareru
context: seimei no tenshi wa moumoku na jikan wo kizanda\habatake butterfly\kiseki no butterfly\anata he sasageru\namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru response:	We cannot escape the 12 merciless truths and the controlled oath we took
context: habatake butterfly\kiseki no butterfly\anata he sasageru\namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took response:	If we wish for a tomorrow full of rest
context: kiseki no butterfly\anata he sasageru\namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest response:	to be given to the precious event horizon in our hands
context: anata he sasageru\namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands response:	the promise we made in captivity turns out to be a phantom
context: namida no butterfly\mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom response:	The angel of life recorded a time of blindness
context: mabushii butterfly\subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness response:	The angel of life recorded a time of blindness
context: subete ga ima kakikaerareru\subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness response:	A flapping butterfly
context: subete ga ima kakikaerareru\We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly response:	A miraculous butterfly
context: We cannot escape the 12 merciless truths and the controlled oath we took\If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly response:	I will consecrate them to you
context: If we wish for a tomorrow full of rest\to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly\I will consecrate them to you response:	A butterfly of tears
context: to be given to the precious event horizon in our hands\the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly\I will consecrate them to you\A butterfly of tears response:	A radiant butterfly
context: the promise we made in captivity turns out to be a phantom\The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly\I will consecrate them to you\A butterfly of tears\A radiant butterfly response:	Everything may now be rewritten
context: The angel of life recorded a time of blindness\The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly\I will consecrate them to you\A butterfly of tears\A radiant butterfly\Everything may now be rewritten response:	Everything may now be rewritten
context: The angel of life recorded a time of blindness\A flapping butterfly\A miraculous butterfly\I will consecrate them to you\A butterfly of tears\A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten response:	Mail Received
context: A flapping butterfly\A miraculous butterfly\I will consecrate them to you\A butterfly of tears\A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten\Mail Received response:	Butterfly Effect's
context: A miraculous butterfly\I will consecrate them to you\A butterfly of tears\A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten\Mail Received\Butterfly Effect's response:	Butterfly Effect's
context: I will consecrate them to you\A butterfly of tears\A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten\Mail Received\Butterfly Effect's\Butterfly Effect's response:	Butterfly Effect's
context: A butterfly of tears\A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten\Mail Received\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's response:	Butterfly Effect's
context: A radiant butterfly\Everything may now be rewritten\Everything may now be rewritten\Mail Received\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's response:	Butterfly Effect's
context: Everything may now be rewritten\Everything may now be rewritten\Mail Received\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's response:	Butterfly Effect's
context: Everything may now be rewritten\Mail Received\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's response:	Butterfly Effect's
context: Mail Received\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's response:	Di
context: Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Di response:	Di
context: Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Di\Di response:	Di
context: Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Di\Di\Di response:	Di
context: Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Di\Di\Di\Di response:	Di
context: Butterfly Effect's\Butterfly Effect's\Butterfly Effect's\Di\Di\Di\Di\Di response:	Di
context: Butterfly Effect's\Butterfly Effect's\Di\Di\Di\Di\Di\Di response:	Di
context: Butterfly Effect's\Di\Di\Di\Di\Di\Di\Di response:	Di
context: Di\Di\Di\Di\Di\Di\Di\Di response:	vergence
context: Di\Di\Di\Di\Di\Di\Di\vergence response:	vergence
context: Di\Di\Di\Di\Di\Di\vergence\vergence response:	vergence
context: Di\Di\Di\Di\Di\vergence\vergence\vergence response:	vergence
context: Di\Di\Di\Di\vergence\vergence\vergence\vergence response:	vergence
context: Di\Di\Di\vergence\vergence\vergence\vergence\vergence response:	vergence
context: Di\Di\vergence\vergence\vergence\vergence\vergence\vergence response:	vergence
context: Di\vergence\vergence\vergence\vergence\vergence\vergence\vergence response:	vergence
context: vergence\vergence\vergence\vergence\vergence\vergence\vergence\vergence response:	Shining Finger Really!
context: vergence\vergence\vergence\vergence\vergence\vergence\vergence\Shining Finger Really! response:	Shining Finger Sorry!
context: vergence\vergence\vergence\vergence\vergence\vergence\Shining Finger Really!\Shining Finger Sorry! response:	Shining Finger Are you maybe...
context: vergence\vergence\vergence\vergence\vergence\Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe... response:	Shining Finger How've you been?
context: vergence\vergence\vergence\vergence\Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been? response:	Shining Finger?
context: vergence\vergence\vergence\Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger? response:	Shining Finger Well?
context: vergence\vergence\Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well? response:	Shining Finger Sorry!
context: vergence\Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Sorry! response:	Shining Finger Are you maybe...
context: Shining Finger Really!\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe... response:	Shining Finger How've you been?
context: Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been? response:	Shining Finger?
context: Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger? response:	Shining Finger Well?
context: Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well? response:	Shining Finger Hey
context: Shining Finger?\Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Hey response:	Shining Finger
context: Shining Finger Well?\Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Hey\Shining Finger response:	Hey
context: Shining Finger Sorry!\Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Hey\Shining Finger\Hey response:	How've you been? Okabe-kun
context: Shining Finger Are you maybe...\Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Hey\Shining Finger\Hey\How've you been? Okabe-kun response:	Well?
context: Shining Finger How've you been?\Shining Finger?\Shining Finger Well?\Shining Finger Hey\Shining Finger\Hey\How've you been? Okabe-kun\Well? response:	Find out anything about the IBN 5100 ?
context: Shining Finger?\Shining Finger Well?\Shining Finger Hey\Shining Finger\Hey\How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ? response:	Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)
context: Shining Finger Well?\Shining Finger Hey\Shining Finger\Hey\How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed) response:	->
context: Shining Finger Hey\Shining Finger\Hey\How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\-> response:	Electricity
context: Shining Finger\Hey\How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity response:	While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)
context: Hey\How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well) response:	Shining Finger You there?
context: How've you been? Okabe-kun\Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Shining Finger You there? response:	Shining Finger It's dark
context: Well?\Find out anything about the IBN 5100 ?\Send a modified command to the microwave's heading function (reverse spin) Open the microwave door while heating (Timing -> Unconfirmed)\->\Electricity\While the electricity is sparking, send message to the phone Prerequisites to making the electricity appear? (time between 12:00 PM and 18:00 PM?) Number of characters that can be sent with a D-mail -> (12 half-width, 6 full-width) x3 You can control the time the Phone Microwave (name subject to change) sends a message back. One second on the timer = One hour in reality At the same time, anything placed into the Phone Microwave becomes a jellyman (teleportation confirmed, as well)\Shining Finger You there?\Shining Finger It's dark response:	Shining Finger Wake up
