context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Come to think of it, I haven't seen her in a while.\You haven't even seen her?!\What, you got yourself another woman, did you?\Is that true, Hikaru?\The reason I joined the military was that I love women.\Protecting the woman you love...\Is that a great job or what?\Protect the woman you love... response:	A great job...
context: You haven't even seen her?!\What, you got yourself another woman, did you?\Is that true, Hikaru?\The reason I joined the military was that I love women.\Protecting the woman you love...\Is that a great job or what?\Protect the woman you love...\A great job... response:	The woman I love...
context: What, you got yourself another woman, did you?\Is that true, Hikaru?\The reason I joined the military was that I love women.\Protecting the woman you love...\Is that a great job or what?\Protect the woman you love...\A great job...\The woman I love... response:	The woman I love, huh?
context: Is that true, Hikaru?\The reason I joined the military was that I love women.\Protecting the woman you love...\Is that a great job or what?\Protect the woman you love...\A great job...\The woman I love...\The woman I love, huh? response:	Zero-g love, zero-g love!
context: The reason I joined the military was that I love women.\Protecting the woman you love...\Is that a great job or what?\Protect the woman you love...\A great job...\The woman I love...\The woman I love, huh?\Zero-g love, zero-g love! response:	Four, three, two, one!
context: Protecting the woman you love...\Is that a great job or what?\Protect the woman you love...\A great job...\The woman I love...\The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one! response:	Zero-g love!
context: Is that a great job or what?\Protect the woman you love...\A great job...\The woman I love...\The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love! response:	Minmay!
context: Protect the woman you love...\A great job...\The woman I love...\The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love!\Minmay! response:	My body floats up and I fly away on the wind
context: A great job...\The woman I love...\The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love!\Minmay!\My body floats up and I fly away on the wind response:	I heard she's on tour, going from city to city.
context: The woman I love...\The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love!\Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city. response:	I wonder how she's doing?
context: The woman I love, huh?\Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love!\Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing? response:	People of Grante City, thank you. Thank you!
context: Zero-g love, zero-g love!\Four, three, two, one!\Zero-g love!\Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you! response:	Grante? That's near here!
context: Four, three, two, one!\Zero-g love!\Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here! response:	Everyone, it's because of your hard work that day by day, this city is being rebuilt.
context: Zero-g love!\Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt. response:	Lynn Minmay has come here today to cheer on people like you.
context: Minmay!\My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you. response:	And she'll continue to sing her songs for you.
context: My body floats up and I fly away on the wind\I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you. response:	Not for those unforgivable fools in the military who've made such a mess of the Earth!
context: I heard she's on tour, going from city to city.\I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth! response:	Kaifun...
context: I wonder how she's doing?\People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun... response:	We must rebuild our cities without delay and become self-sufficient
context: People of Grante City, thank you. Thank you!\Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient response:	even if it means refusing those degrading supplies doled out by the military!
context: Grante? That's near here!\Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military! response:	And now, let Minmay's singing embody our hopes for the future
context: Everyone, it's because of your hard work that day by day, this city is being rebuilt.\Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future response:	as we present her next song, Silver Moon, Red Moon!
context: Lynn Minmay has come here today to cheer on people like you.\And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon! response:	On the cafe terrace, dyed crimson with the sunset
context: And she'll continue to sing her songs for you.\Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset response:	The fragrance of Turkish coffee fills the air
context: Not for those unforgivable fools in the military who've made such a mess of the Earth!\Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air response:	Along with a listless tango rhythm
context: Kaifun...\We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm response:	I'm alone and lonely, but if I dance
context: We must rebuild our cities without delay and become self-sufficient\even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance response:	A breeze will blow through my heart
context: even if it means refusing those degrading supplies doled out by the military!\And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart response:	I see, so she's at a city near here.
context: And now, let Minmay's singing embody our hopes for the future\as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here. response:	If you don't...
context: as we present her next song, Silver Moon, Red Moon!\On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here.\If you don't... response:	Leader, please come in.
context: On the cafe terrace, dyed crimson with the sunset\The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here.\If you don't...\Leader, please come in. response:	What's up?
context: The fragrance of Turkish coffee fills the air\Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here.\If you don't...\Leader, please come in.\What's up? response:	What's up?! What have you been doing this whole time?
context: Along with a listless tango rhythm\I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here.\If you don't...\Leader, please come in.\What's up?\What's up?! What have you been doing this whole time? response:	We've been calling you forever.
context: I'm alone and lonely, but if I dance\A breeze will blow through my heart\I see, so she's at a city near here.\If you don't...\Leader, please come in.\What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever. response:	Has something happened?
context: A breeze will blow through my heart\I see, so she's at a city near here.\If you don't...\Leader, please come in.\What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened? response:	No, but if you're going to leave your Valkyrie please take your radio with you.
context: I see, so she's at a city near here.\If you don't...\Leader, please come in.\What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you. response:	Sorry. But listen to this!
context: If you don't...\Leader, please come in.\What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this! response:	There are dandelions blooming in the Red Zone!
context: Leader, please come in.\What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone! response:	Out there in the wild? Come on, stop joking around.
context: What's up?\What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around. response:	See? You couldn't ask for better proof.
context: What's up?! What have you been doing this whole time?\We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof. response:	But wait a minute.
context: We've been calling you forever.\Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute. response:	This whole area's outside the Nature Reclamation Project zone.
context: Has something happened?\No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone. response:	Hey, I'm astonished, too!
context: No, but if you're going to leave your Valkyrie please take your radio with you.\Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too! response:	When I saw green from up in the air...
context: Sorry. But listen to this!\There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air... response:	Seeds from the Nature Reclamation Project must have blown out and taken root.
context: There are dandelions blooming in the Red Zone!\Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root. response:	That's amazing!
context: Out there in the wild? Come on, stop joking around.\See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing! response:	Anyway, sorry about this but you all keep flying patrol along your assigned course.
context: See? You couldn't ask for better proof.\But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course. response:	Where are you going?
context: But wait a minute.\This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going? response:	I'm going to Grante City for a bit.
context: This whole area's outside the Nature Reclamation Project zone.\Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going?\I'm going to Grante City for a bit. response:	I'll catch up with you soon. Call me if anything comes up.
context: Hey, I'm astonished, too!\When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going?\I'm going to Grante City for a bit.\I'll catch up with you soon. Call me if anything comes up. response:	But Leader!
context: When I saw green from up in the air...\Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going?\I'm going to Grante City for a bit.\I'll catch up with you soon. Call me if anything comes up.\But Leader! response:	Don't worry. I'll take the radio with me if I leave my plane.
context: Seeds from the Nature Reclamation Project must have blown out and taken root.\That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going?\I'm going to Grante City for a bit.\I'll catch up with you soon. Call me if anything comes up.\But Leader!\Don't worry. I'll take the radio with me if I leave my plane. response:	Thanks!
context: That's amazing!\Anyway, sorry about this but you all keep flying patrol along your assigned course.\Where are you going?\I'm going to Grante City for a bit.\I'll catch up with you soon. Call me if anything comes up.\But Leader!\Don't worry. I'll take the radio with me if I leave my plane.\Thanks! response:	Alone and lonely on Sunset Beach
