context: Is there something? response:	Is that?
context: Lato.. How many attendees to your party today, sir?\What?\Is it not strange that you ask how many attendees to your party, sir?\Otherwise this what you mean by saying that when preparing for your application?\- huh! I think they represent beautifully - this let us not shrink them put to\- and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it? response:	For what you sit here and according to what we do next Arna
context: What?\Is it not strange that you ask how many attendees to your party, sir?\Otherwise this what you mean by saying that when preparing for your application?\- huh! I think they represent beautifully - this let us not shrink them put to\- and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna response:	Kemeto-sama, please?
context: Is it not strange that you ask how many attendees to your party, sir?\Otherwise this what you mean by saying that when preparing for your application?\- huh! I think they represent beautifully - this let us not shrink them put to\- and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please? response:	Verse?
context: Otherwise this what you mean by saying that when preparing for your application?\- huh! I think they represent beautifully - this let us not shrink them put to\- and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse? response:	- No, I just can not
context: - huh! I think they represent beautifully - this let us not shrink them put to\- and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse?\- No, I just can not response:	Kajorzaka-sama is interested in maid?
context: - and serious - .. Ica-sama Leave you this\What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse?\- No, I just can not\Kajorzaka-sama is interested in maid? response:	- to make a savory taste, Mio-Mio
context: What kind of silly nonsense!?\Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse?\- No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio response:	Haku, you are interested in the game?
context: Ideas Bakatkm was strange too, is not it?\For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse?\- No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game? response:	No rule states that you play until you win the maid, okay?
context: For what you sit here and according to what we do next Arna\Kemeto-sama, please?\Verse?\- No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay? response:	Kemeto-sama, what we have to do now?
context: Kemeto-sama, please?\Verse?\- No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now? response:	Wah, Kemeto you had to say that, is not it?
context: Verse?\- No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it? response:	Huh?
context: - No, I just can not\Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh? response:	Please listen to Ava Maria
context: Kajorzaka-sama is interested in maid?\- to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria response:	Hey, what you are doing?
context: - to make a savory taste, Mio-Mio\Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria\Hey, what you are doing? response:	K-Kemeto-sama, what do you think?
context: Haku, you are interested in the game?\No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think? response:	How can I leave you care about it?
context: No rule states that you play until you win the maid, okay?\Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it? response:	What do you mean by this?
context: Kemeto-sama, what we have to do now?\Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this? response:	Huh?
context: Wah, Kemeto you had to say that, is not it?\Huh?\Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this?\Huh? response:	What about washing clothes and wear clothes and see you every morning?
context: Huh?\Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning? response:	And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?
context: Please listen to Ava Maria\Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never? response:	How can this?
context: Hey, what you are doing?\K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this? response:	You can be nicknamed even a servant?
context: K-Kemeto-sama, what do you think?\How can I leave you care about it?\What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant? response:	So, Kemeto-sama Do you like slang maids?
context: How can I leave you care about it?\What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids? response:	Kajorzaka-sama
context: What do you mean by this?\Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama response:	If approved, Can you come to see us at work?
context: Huh?\What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work? response:	To see this again this place is huge, huh
context: What about washing clothes and wear clothes and see you every morning?\And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh response:	So it is not clean everything requires a lot of work?
context: And play Mew-Mew and Kerr-Bio but women do not in any kind of personal care never?\How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work? response:	Well, let me show you everything about the facility, okay?
context: How can this?\You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay? response:	me too?
context: You can be nicknamed even a servant?\So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too? response:	Oh, yes?
context: So, Kemeto-sama Do you like slang maids?\Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too?\Oh, yes? response:	Haku-sama, what do you say to explain to the Kajorzaka-sama place?
context: Kajorzaka-sama\If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place? response:	Is this something she created, Haku?
context: If approved, Can you come to see us at work?\To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku? response:	Huh? Want to make something together?
context: To see this again this place is huge, huh\So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together? response:	What do you make?
context: So it is not clean everything requires a lot of work?\Well, let me show you everything about the facility, okay?\me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together?\What do you make? response:	Ummm? What speeches?
context: Well, let me show you everything about the facility, okay?\me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together?\What do you make?\Ummm? What speeches? response:	Do you have big hands?
context: me too?\Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together?\What do you make?\Ummm? What speeches?\Do you have big hands? response:	Haku, small hands, huh?
context: Oh, yes?\Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together?\What do you make?\Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh? response:	Is there something wrong?
context: Haku-sama, what do you say to explain to the Kajorzaka-sama place?\Is this something she created, Haku?\Huh? Want to make something together?\What do you make?\Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh?\Is there something wrong? response:	- What do you mean, b continued? - This teaser
context: Is this something she created, Haku?\Huh? Want to make something together?\What do you make?\Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser response:	Are you loved?
context: Huh? Want to make something together?\What do you make?\Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved? response:	Haku-sama, it's time to diet, right?
context: What do you make?\Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right? response:	Is the time limit for this late? Haku eating do you want?
context: Ummm? What speeches?\Do you have big hands?\Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want? response:	Haku Kemeto
context: Do you have big hands?\Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto response:	- but our names - this is normal
context: Haku, small hands, huh?\Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal response:	Well, do you Sospb a problem if asked individual dishes?
context: Is there something wrong?\- What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes? response:	- I apologize? - I said that we need individual dishes
context: - What do you mean, b continued? - This teaser\Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes response:	- Huh? But you Tmlkounam not it? A group of them were stacked in
context: Are you loved?\Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in response:	This was a deliberate clearly, is not it?
context: Haku-sama, it's time to diet, right?\Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it? response:	Is it good?
context: Is the time limit for this late? Haku eating do you want?\Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good? response:	What kind of this science fiction!?
context: Haku Kemeto\- but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!? response:	Ummm? Excuse me, can I get a spoon as well?
context: - but our names - this is normal\Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well? response:	- this please continued to kiss and ye not take part directly -
context: Well, do you Sospb a problem if asked individual dishes?\- I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly - response:	- Oh, it's there, I'll have one by
context: - I apologize? - I said that we need individual dishes\- Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by response:	If this is true, it has to see a doctor, is not it?
context: - Huh? But you Tmlkounam not it? A group of them were stacked in\This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it? response:	So do you want to eat?
context: This was a deliberate clearly, is not it?\Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat? response:	When this kind possessed anyway!?
context: Is it good?\What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!? response:	And you are there, those straws, right?
context: What kind of this science fiction!?\Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right? response:	Thus Raatkma two, not Konkma Habiba Habib seems?
context: Ummm? Excuse me, can I get a spoon as well?\- this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems? response:	Huh? How is that?
context: - this please continued to kiss and ye not take part directly -\- Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that? response:	Oh, for
context: - Oh, it's there, I'll have one by\If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for response:	But it has a beautiful face too, huh?
context: If this is true, it has to see a doctor, is not it?\So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for\But it has a beautiful face too, huh? response:	- What speeches
context: So do you want to eat?\When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for\But it has a beautiful face too, huh?\- What speeches response:	Huh? Head of the servants all of this influence?
context: When this kind possessed anyway!?\And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for\But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence? response:	Our top go too?
context: And you are there, those straws, right?\Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for\But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence?\Our top go too? response:	What?
context: Thus Raatkma two, not Konkma Habiba Habib seems?\Huh? How is that?\Oh, for\But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence?\Our top go too?\What? response:	So, what do you think? Do you understand a little more now?
context: Huh? How is that?\Oh, for\But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence?\Our top go too?\What?\So, what do you think? Do you understand a little more now? response:	To be slang sample?
context: Oh, for\But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence?\Our top go too?\What?\So, what do you think? Do you understand a little more now?\To be slang sample? response:	What can this? Do you felt something? Or something like that?
context: But it has a beautiful face too, huh?\- What speeches\Huh? Head of the servants all of this influence?\Our top go too?\What?\So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that? response:	Haku, you are interested in the game?
context: - What speeches\Huh? Head of the servants all of this influence?\Our top go too?\What?\So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game? response:	What are your intentions?
context: Huh? Head of the servants all of this influence?\Our top go too?\What?\So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions? response:	I thought I understood the ethics of all this world expanding
context: Our top go too?\What?\So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding response:	I thought so it's enough to follow what leads me to him daily
context: What?\So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily response:	Feelings that can not be predicted, and the usefulness of the guide
context: So, what do you think? Do you understand a little more now?\To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide response:	The dividing line between the cheek mixing red, dark blue
context: To be slang sample?\What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue response:	And before I know about it, it made it hard to say inside or outside my heart
context: What can this? Do you felt something? Or something like that?\Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart response:	Do not disappear in the twilight, near to see what it all I
context: Haku, you are interested in the game?\What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I response:	I'm sure that everything will be an opportunity to love
context: What are your intentions?\I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I\I'm sure that everything will be an opportunity to love response:	Bring your tears and your dreams, which are forced to hide your smile Well?
context: I thought I understood the ethics of all this world expanding\I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I\I'm sure that everything will be an opportunity to love\Bring your tears and your dreams, which are forced to hide your smile Well? response:	I will come to you days that you will Mhassoda everyone
context: I thought so it's enough to follow what leads me to him daily\Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I\I'm sure that everything will be an opportunity to love\Bring your tears and your dreams, which are forced to hide your smile Well?\I will come to you days that you will Mhassoda everyone response:	Translation of Vergil vergil-sub.blogspot.com
context: Feelings that can not be predicted, and the usefulness of the guide\The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I\I'm sure that everything will be an opportunity to love\Bring your tears and your dreams, which are forced to hide your smile Well?\I will come to you days that you will Mhassoda everyone\Translation of Vergil vergil-sub.blogspot.com response:	Translation of Vergil vergil-sub.blogspot.com
context: The dividing line between the cheek mixing red, dark blue\And before I know about it, it made it hard to say inside or outside my heart\Do not disappear in the twilight, near to see what it all I\I'm sure that everything will be an opportunity to love\Bring your tears and your dreams, which are forced to hide your smile Well?\I will come to you days that you will Mhassoda everyone\Translation of Vergil vergil-sub.blogspot.com\Translation of Vergil vergil-sub.blogspot.com response:	Spices yakiniku
