context: Water. response:	Earth.
context: Rotten cabbages! What kind of slum do you think this is?\Noo! My cabbages!\Just keep smiling...\State your business!\My business is my business, young man, and none of yours!\I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids. response:	Hi, June Pipinpadaloxicopolis. Nice to meet you.
context: Noo! My cabbages!\Just keep smiling...\State your business!\My business is my business, young man, and none of yours!\I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you. response:	You seem like a responsible young lady.
context: Just keep smiling...\State your business!\My business is my business, young man, and none of yours!\I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady. response:	See that your grandfather stays out of trouble. Enjoy Omashu!
context: State your business!\My business is my business, young man, and none of yours!\I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu! response:	We will.
context: My business is my business, young man, and none of yours!\I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will. response:	Wait a minute!
context: I've got half a mind to bend you over my knee and paddle your backside!\Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute! response:	You're a strong young boy.
context: Settle down, old timer. Just tell me who you are.\Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute!\You're a strong young boy. response:	Show some respect for the elderly and carry your grandfather's bag.
context: Name's Bonzu Pipinpadaloxicopolis, the Third, and these are my grandkids.\Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag. response:	Good idea!
context: Hi, June Pipinpadaloxicopolis. Nice to meet you.\You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea! response:	This is the Omashu delivery system. Miles and miles of tubes and chutes.
context: You seem like a responsible young lady.\See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes. response:	Earthbending brings the packages up and gravity brings them down.
context: See that your grandfather stays out of trouble. Enjoy Omashu!\We will.\Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down. response:	Great, so they get their mail on time.
context: We will.\Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time. response:	They do get their mail on time,...
context: Wait a minute!\You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,... response:	Look around you, what do you see?
context: You're a strong young boy.\Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see? response:	Umm... the mail system?
context: Show some respect for the elderly and carry your grandfather's bag.\Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system? response:	Instead of seeing what they want you to see,...
context: Good idea!\This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,... response:	A package sending system?
context: This is the Omashu delivery system. Miles and miles of tubes and chutes.\Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system? response:	The world's greatest super slide!
context: Earthbending brings the packages up and gravity brings them down.\Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide! response:	Bumi, you're a mad genius!
context: Great, so they get their mail on time.\They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius! response:	One ride, then we're off to the North Pole, Airbender's honor.
context: They do get their mail on time,...\Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor. response:	This sounded like fun at first, but now that I'm here,...
context: Look around you, what do you see?\Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,... response:	I'm on it!
context: Umm... the mail system?\Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it! response:	Men, you'll be going off to combat soon.
context: Instead of seeing what they want you to see,...\A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon. response:	It's important that you be prepared for anything.
context: A package sending system?\The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything. response:	Aang, do something! Use your airbending!
context: The world's greatest super slide!\Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending! response:	Yeh! Good idea! That'll make us go even faster!
context: Bumi, you're a mad genius!\One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster! response:	Sorry!
context: One ride, then we're off to the North Pole, Airbender's honor.\This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry! response:	My cabbages! You're gonna pay for this!
context: This sounded like fun at first, but now that I'm here,...\I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this! response:	Two cabbages please.
context: I'm on it!\Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please. response:	Your majesty, these juveniles were arrested for vandalism,...
context: Men, you'll be going off to combat soon.\It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,... response:	Off with their heads! One for each head of cabbage!
context: It's important that you be prepared for anything.\Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage! response:	Silence! Only the King can pass down judgment. What is your judgment, Sire?
context: Aang, do something! Use your airbending!\Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire? response:	Throw them... a feast!
context: Yeh! Good idea! That'll make us go even faster!\Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast! response:	Huh?
context: Sorry!\My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh? response:	The people in my city have gotten fat from too many feasts,...
context: My cabbages! You're gonna pay for this!\Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,... response:	Thanks, but I don't eat meat.
context: Two cabbages please.\Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat. response:	How about you? I bet you like meat.
context: Your majesty, these juveniles were arrested for vandalism,...\Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat. response:	Is it just me, or is this guy's crown a little crooked?
context: Off with their heads! One for each head of cabbage!\Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked? response:	So, tell me young bald one. Where are you from?
context: Silence! Only the King can pass down judgment. What is your judgment, Sire?\Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from? response:	I'm from... Kangaroo Island.
context: Throw them... a feast!\Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island. response:	Oh, Kangaroo Island, eh? I hear that place is really hoppin!
context: Huh?\The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin! response:	What? It was pretty funny.
context: The people in my city have gotten fat from too many feasts,...\Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny. response:	Well, all these good jokes are making me tired. Guess it's time to the hay.
context: Thanks, but I don't eat meat.\How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay. response:	There's an airbender in our presence and not just any airbender, the Avatar!
context: How about you? I bet you like meat.\Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar! response:	Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?
context: Is it just me, or is this guy's crown a little crooked?\So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis? response:	Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.
context: So, tell me young bald one. Where are you from?\I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe. response:	Everything checks out, no firebenders here. So, good work everybody.
context: I'm from... Kangaroo Island.\Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody. response:	Love each other, respect all life and don't run with your spears.
context: Oh, Kangaroo Island, eh? I hear that place is really hoppin!\What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears. response:	We'll see you next time!
context: What? It was pretty funny.\Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time! response:	You can't keep us here. Let us leave.
context: Well, all these good jokes are making me tired. Guess it's time to the hay.\There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave. response:	Lettuce leaf?
context: There's an airbender in our presence and not just any airbender, the Avatar!\Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf? response:	We're in serious trouble. This guy is nuts.
context: Now what do you have to say for yourself, Mr. Pipinpadaloxicopolis?\Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts. response:	Tomorrow the Avatar will face three deadly challenges.
context: Okay! You caught me. I'm the Avatar, doing my Avatar thing, keeping the world safe.\Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges. response:	But for now, the guards will show you to your chamber.
context: Everything checks out, no firebenders here. So, good work everybody.\Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber. response:	My liege, do you mean the good chamber, or the bad chamber?
context: Love each other, respect all life and don't run with your spears.\We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber? response:	The newly refurbished chamber.
context: We'll see you next time!\You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber?\The newly refurbished chamber. response:	Wait, which one are we talking about?
context: You can't keep us here. Let us leave.\Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber?\The newly refurbished chamber.\Wait, which one are we talking about? response:	The one that used to be the bad chamber, until the recent refurbishing that is.
context: Lettuce leaf?\We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber?\The newly refurbished chamber.\Wait, which one are we talking about?\The one that used to be the bad chamber, until the recent refurbishing that is. response:	Of course, we've been calling it the new chamber, but we really should number them.
context: We're in serious trouble. This guy is nuts.\Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber?\The newly refurbished chamber.\Wait, which one are we talking about?\The one that used to be the bad chamber, until the recent refurbishing that is.\Of course, we've been calling it the new chamber, but we really should number them. response:	Uh, take them to the refurbished chamber that was once bad!
context: Tomorrow the Avatar will face three deadly challenges.\But for now, the guards will show you to your chamber.\My liege, do you mean the good chamber, or the bad chamber?\The newly refurbished chamber.\Wait, which one are we talking about?\The one that used to be the bad chamber, until the recent refurbishing that is.\Of course, we've been calling it the new chamber, but we really should number them.\Uh, take them to the refurbished chamber that was once bad! response:	This is a prison cell? But it's so nice.
