context: All done response:	Big Brother, breakfast is ready!
context: It is written there because my birthday\comes one every four years.\Years when his birthday wasn't written on calendars,\mother used to big signs.\My birthday is written here too!\Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye. response:	I'm off!
context: comes one every four years.\Years when his birthday wasn't written on calendars,\mother used to big signs.\My birthday is written here too!\Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye.\I'm off! response:	Good morning!
context: Years when his birthday wasn't written on calendars,\mother used to big signs.\My birthday is written here too!\Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye.\I'm off!\Good morning! response:	Good morning!
context: mother used to big signs.\My birthday is written here too!\Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye.\I'm off!\Good morning!\Good morning! response:	Good morning!
context: My birthday is written here too!\Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye.\I'm off!\Good morning!\Good morning!\Good morning! response:	Good morning!
context: Thanks Mom.\' Thanks for the meal.' I've to go too.\Goodbye.\I'm off!\Good morning!\Good morning!\Good morning!\Good morning! response:	Good morning, Tomoyo.
context: ' Thanks for the meal.' I've to go too.\Goodbye.\I'm off!\Good morning!\Good morning!\Good morning!\Good morning!\Good morning, Tomoyo. response:	Good morning!
context: Goodbye.\I'm off!\Good morning!\Good morning!\Good morning!\Good morning!\Good morning, Tomoyo.\Good morning! response:	Good morning!
context: I'm off!\Good morning!\Good morning!\Good morning!\Good morning!\Good morning, Tomoyo.\Good morning!\Good morning! response:	Did something good happen?
context: Good morning!\Good morning!\Good morning!\Good morning!\Good morning, Tomoyo.\Good morning!\Good morning!\Did something good happen? response:	Can you tell?
context: Good morning!\Good morning!\Good morning!\Good morning, Tomoyo.\Good morning!\Good morning!\Did something good happen?\Can you tell? response:	I can guess if it's about you.
context: Good morning!\Good morning!\Good morning, Tomoyo.\Good morning!\Good morning!\Did something good happen?\Can you tell?\I can guess if it's about you. response:	It was a calendar that my mother used.
context: Good morning!\Good morning, Tomoyo.\Good morning!\Good morning!\Did something good happen?\Can you tell?\I can guess if it's about you.\It was a calendar that my mother used. response:	I see.
context: Good morning, Tomoyo.\Good morning!\Good morning!\Did something good happen?\Can you tell?\I can guess if it's about you.\It was a calendar that my mother used.\I see. response:	Calenders you see,
context: Good morning!\Good morning!\Did something good happen?\Can you tell?\I can guess if it's about you.\It was a calendar that my mother used.\I see.\Calenders you see, response:	A long time ago, there were written on the ground'
context: Good morning!\Did something good happen?\Can you tell?\I can guess if it's about you.\It was a calendar that my mother used.\I see.\Calenders you see,\A long time ago, there were written on the ground' response:	but as it was written on the ground,
context: Did something good happen?\Can you tell?\I can guess if it's about you.\It was a calendar that my mother used.\I see.\Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground, response:	the wind would blow over it and the rain would fall on top of it making it disappear.
context: Can you tell?\I can guess if it's about you.\It was a calendar that my mother used.\I see.\Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear. response:	Or a wandering dog or cat would
context: I can guess if it's about you.\It was a calendar that my mother used.\I see.\Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would response:	walk over it making the markings unreadable,
context: It was a calendar that my mother used.\I see.\Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable, response:	so it was troublesome.
context: I see.\Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome. response:	Therefore,
context: Calenders you see,\A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome.\Therefore, response:	in order to help preserve the calendar
context: A long time ago, there were written on the ground'\but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome.\Therefore,\in order to help preserve the calendar response:	employment for the so called Calendar Watch was created.
context: but as it was written on the ground,\the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome.\Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created. response:	There he goes with lies again.
context: the wind would blow over it and the rain would fall on top of it making it disappear.\Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome.\Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again. response:	' He has a creative imagination.' Good morning.
context: Or a wandering dog or cat would\walk over it making the markings unreadable,\so it was troublesome.\Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning. response:	' Good morning.' Good morning.
context: walk over it making the markings unreadable,\so it was troublesome.\Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning. response:	Good morning.
context: so it was troublesome.\Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning. response:	Good morning.
context: Therefore,\in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning.\Good morning. response:	Hiiragizawa, you know too, right?
context: in order to help preserve the calendar\employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning.\Good morning.\Hiiragizawa, you know too, right? response:	About the calendar.
context: employment for the so called Calendar Watch was created.\There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning.\Good morning.\Hiiragizawa, you know too, right?\About the calendar. response:	You know, Hiiragizawa-kun
context: There he goes with lies again.\' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning.\Good morning.\Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun response:	isn't like you so he doesn't lie.
context: ' He has a creative imagination.' Good morning.\' Good morning.' Good morning.\Good morning.\Good morning.\Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie. response:	I know about it very well.
context: ' Good morning.' Good morning.\Good morning.\Good morning.\Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well. response:	In ancient Europe,
context: Good morning.\Good morning.\Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe, response:	everyone yearned for a position in the Calender Watch.
context: Good morning.\Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch. response:	And then, anyone who tried to deface the calendar
context: Hiiragizawa, you know too, right?\About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar response:	would be severely punished, right?
context: About the calendar.\You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right? response:	Yes,
context: You know, Hiiragizawa-kun\isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes, response:	there are many account of the calendar in history books.
context: isn't like you so he doesn't lie.\I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes,\there are many account of the calendar in history books. response:	The most
context: I know about it very well.\In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes,\there are many account of the calendar in history books.\The most response:	famous calendar
context: In ancient Europe,\everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes,\there are many account of the calendar in history books.\The most\famous calendar response:	has to be the one in Egypt
context: everyone yearned for a position in the Calender Watch.\And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes,\there are many account of the calendar in history books.\The most\famous calendar\has to be the one in Egypt response:	which spans 100 km.
context: And then, anyone who tried to deface the calendar\would be severely punished, right?\Yes,\there are many account of the calendar in history books.\The most\famous calendar\has to be the one in Egypt\which spans 100 km. response:	That's probably the working of extraterrestrials.
context: would be severely punished, right?\Yes,\there are many account of the calendar in history books.\The most\famous calendar\has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials. response:	I think we'll be good friends,
context: Yes,\there are many account of the calendar in history books.\The most\famous calendar\has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends, response:	Hiragizawa-kun.
context: there are many account of the calendar in history books.\The most\famous calendar\has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun. response:	Likewise.
context: The most\famous calendar\has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun.\Likewise. response:	' So, it is true?' I don't think so.
context: famous calendar\has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so. response:	It looks like Hiiragizawa-kun
context: has to be the one in Egypt\which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun response:	and Yamazzaki-kun are the same type.
context: which spans 100 km.\That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type. response:	It must've been hard for people back then.
context: That's probably the working of extraterrestrials.\I think we'll be good friends,\Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then. response:	Why don't you try playing with me?
context: I think we'll be good friends,\Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me? response:	You're doing very well, Touya.
context: Hiragizawa-kun.\Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya. response:	You're pretty good, Touya.
context: Likewise.\' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya. response:	I don't think I've heard that piece before'
context: ' So, it is true?' I don't think so.\It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before' response:	It's a piece that my mother composed.
context: It looks like Hiiragizawa-kun\and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed. response:	It's a very beautiful melody.
context: and Yamazzaki-kun are the same type.\It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody. response:	' Yuki'' What's it?
context: It must've been hard for people back then.\Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it? response:	' I' I' That's so great!
context: Why don't you try playing with me?\You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great! response:	So great, so great!!
context: You're doing very well, Touya.\You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great!\So great, so great!! response:	Touya, you're so good at playing the piano!
context: You're pretty good, Touya.\I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano! response:	Ah, Tsukishiro-kun.
context: I don't think I've heard that piece before'\It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun. response:	The archery club president was calling for you.
context: It's a piece that my mother composed.\It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you. response:	There was something he wanted to ask you about the contest.
context: It's a very beautiful melody.\' Yuki'' What's it?\' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest. response:	Thanks.
context: ' Yuki'' What's it?\' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks. response:	Then I guess I'll be leaving, Touya.
context: ' I' I' That's so great!\So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya. response:	There's so many thing written here.
context: So great, so great!!\Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here. response:	I wonder if this one's for work.
context: Touya, you're so good at playing the piano!\Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work. response:	Brother's birthday is here.
context: Ah, Tsukishiro-kun.\The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here. response:	Tomoyo's mother's birthday!!
context: The archery club president was calling for you.\There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!! response:	If I had known about it earlier,
context: There was something he wanted to ask you about the contest.\Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier, response:	I could have given her a present.
context: Thanks.\Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present. response:	I'll remember next time and be sure to give her something!
context: Then I guess I'll be leaving, Touya.\There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something! response:	Grandfather' Mom's?
context: There's so many thing written here.\I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's? response:	That means, he's my great-grandfather?
context: I wonder if this one's for work.\Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather? response:	I wonder what
context: Brother's birthday is here.\Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what response:	he was like'
context: Tomoyo's mother's birthday!!\If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what\he was like' response:	' Dad, dad'' Yes'
context: If I had known about it earlier,\I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what\he was like'\' Dad, dad'' Yes' response:	Today is Great-grandfather's birthday, right?
context: I could have given her a present.\I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what\he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right? response:	Yes, it seems so.
context: I'll remember next time and be sure to give her something!\Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what\he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so. response:	Hey,
context: Grandfather' Mom's?\That means, he's my great-grandfather?\I wonder what\he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey, response:	mom gave him presents, right?
context: That means, he's my great-grandfather?\I wonder what\he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey,\mom gave him presents, right? response:	Mother's presents
context: I wonder what\he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey,\mom gave him presents, right?\Mother's presents response:	were always hand-made.
context: he was like'\' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey,\mom gave him presents, right?\Mother's presents\were always hand-made. response:	But I thought Mom
context: ' Dad, dad'' Yes'\Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey,\mom gave him presents, right?\Mother's presents\were always hand-made.\But I thought Mom response:	was bad at cooking and sewing'
context: Today is Great-grandfather's birthday, right?\Yes, it seems so.\Hey,\mom gave him presents, right?\Mother's presents\were always hand-made.\But I thought Mom\was bad at cooking and sewing' response:	Yes, but mother
context: Yes, it seems so.\Hey,\mom gave him presents, right?\Mother's presents\were always hand-made.\But I thought Mom\was bad at cooking and sewing'\Yes, but mother response:	put all her effort into making them.
context: Hey,\mom gave him presents, right?\Mother's presents\were always hand-made.\But I thought Mom\was bad at cooking and sewing'\Yes, but mother\put all her effort into making them. response:	Hey, is Grandfather still?
context: mom gave him presents, right?\Mother's presents\were always hand-made.\But I thought Mom\was bad at cooking and sewing'\Yes, but mother\put all her effort into making them.\Hey, is Grandfather still? response:	He's very lively,
context: Mother's presents\were always hand-made.\But I thought Mom\was bad at cooking and sewing'\Yes, but mother\put all her effort into making them.\Hey, is Grandfather still?\He's very lively, response:	but I still haven't had a chance to meet him.
context: were always hand-made.\But I thought Mom\was bad at cooking and sewing'\Yes, but mother\put all her effort into making them.\Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him. response:	Why not?
context: But I thought Mom\was bad at cooking and sewing'\Yes, but mother\put all her effort into making them.\Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him.\Why not? response:	Because Grandfather
context: was bad at cooking and sewing'\Yes, but mother\put all her effort into making them.\Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him.\Why not?\Because Grandfather response:	cherished Mother with all his heart.
context: Yes, but mother\put all her effort into making them.\Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him.\Why not?\Because Grandfather\cherished Mother with all his heart. response:	I'm
context: put all her effort into making them.\Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him.\Why not?\Because Grandfather\cherished Mother with all his heart.\I'm response:	the bad guy
context: Hey, is Grandfather still?\He's very lively,\but I still haven't had a chance to meet him.\Why not?\Because Grandfather\cherished Mother with all his heart.\I'm\the bad guy response:	who stole Mother away from him'
context: He's very lively,\but I still haven't had a chance to meet him.\Why not?\Because Grandfather\cherished Mother with all his heart.\I'm\the bad guy\who stole Mother away from him' response:	My Dad is not a bad guy!
context: but I still haven't had a chance to meet him.\Why not?\Because Grandfather\cherished Mother with all his heart.\I'm\the bad guy\who stole Mother away from him'\My Dad is not a bad guy! response:	I don't
context: Why not?\Because Grandfather\cherished Mother with all his heart.\I'm\the bad guy\who stole Mother away from him'\My Dad is not a bad guy!\I don't response:	remember anything about Mom at all
context: Because Grandfather\cherished Mother with all his heart.\I'm\the bad guy\who stole Mother away from him'\My Dad is not a bad guy!\I don't\remember anything about Mom at all response:	'but she always
context: cherished Mother with all his heart.\I'm\the bad guy\who stole Mother away from him'\My Dad is not a bad guy!\I don't\remember anything about Mom at all\'but she always response:	looks so happy in the photos!
context: I'm\the bad guy\who stole Mother away from him'\My Dad is not a bad guy!\I don't\remember anything about Mom at all\'but she always\looks so happy in the photos! response:	And if you two weren't here,
context: the bad guy\who stole Mother away from him'\My Dad is not a bad guy!\I don't\remember anything about Mom at all\'but she always\looks so happy in the photos!\And if you two weren't here, response:	I would've never been born'
context: who stole Mother away from him'\My Dad is not a bad guy!\I don't\remember anything about Mom at all\'but she always\looks so happy in the photos!\And if you two weren't here,\I would've never been born' response:	'and I wouldn't be so happy now!
context: My Dad is not a bad guy!\I don't\remember anything about Mom at all\'but she always\looks so happy in the photos!\And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now! response:	Thanks!
context: I don't\remember anything about Mom at all\'but she always\looks so happy in the photos!\And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now!\Thanks! response:	That's it!
context: remember anything about Mom at all\'but she always\looks so happy in the photos!\And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now!\Thanks!\That's it! response:	Is it alright if I make something for Grandfather?
context: 'but she always\looks so happy in the photos!\And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now!\Thanks!\That's it!\Is it alright if I make something for Grandfather? response:	A hand-made present like Mom used to do!
context: looks so happy in the photos!\And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now!\Thanks!\That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do! response:	Something I made might be no good.
context: And if you two weren't here,\I would've never been born'\'and I wouldn't be so happy now!\Thanks!\That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good. response:	' Of course not.' That's good.
context: I would've never been born'\'and I wouldn't be so happy now!\Thanks!\That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good. response:	Ah! I might not make it even if I start right now!
context: 'and I wouldn't be so happy now!\Thanks!\That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now! response:	If you do your best, you could have something
context: Thanks!\That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something response:	made by tonight.
context: That's it!\Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight. response:	But we won't be able to get it to him by tonight.
context: Is it alright if I make something for Grandfather?\A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight. response:	It is alright.
context: A hand-made present like Mom used to do!\Something I made might be no good.\' Of course not.' That's good.\Ah! I might not make it even if I start right now!\If you do your best, you could have something\made by tonight.\But we won't be able to get it to him by tonight.\It is alright. response:	There's a person who will be able to deliver the present.
