context: OP response:	ED
context: All right!\It's finally time, Rico!\Right!\Have you prepared the strategy?\Yes, there won't be a problem!\All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers! response:	The participation for Biscotti has reached 20,000 people!
context: It's finally time, Rico!\Right!\Have you prepared the strategy?\Yes, there won't be a problem!\All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people! response:	It's the biggest group over the past few years!
context: Right!\Have you prepared the strategy?\Yes, there won't be a problem!\All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years! response:	With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.
context: Have you prepared the strategy?\Yes, there won't be a problem!\All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows. response:	Franboise of Galette, how are things proceeding on your side?
context: Yes, there won't be a problem!\All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side? response:	Right! We're here in Galette's territory at the front of the Fortress of Wanlet!
context: All right! This is Biscotti's territory, the front of Frianno Castle!\Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet! response:	The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!
context: Starting today, the soldiers have begun their march to meet the great war with Galette!\Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing! response:	Prince Gaul's army will also participate!
context: Look at the number of soldiers!\The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate! response:	I see! Looks like everyone will arrive at the battlefield slightly before noon!
context: The participation for Biscotti has reached 20,000 people!\It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon! response:	Roger that! Next up, Galette's broadcaster, Franboise,
context: It's the biggest group over the past few years!\With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise, response:	and Biscotti's broadcaster, Houshi, will be reporting to you live!
context: With Laurent Martinozzi, the Leader of Knights Army as captain, the entire army follows.\Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live! response:	Noir, Jaune, apparently there will be an unprotected power zone.
context: Franboise of Galette, how are things proceeding on your side?\Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone. response:	Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.
context: Right! We're here in Galette's territory at the front of the Fortress of Wanlet!\The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem. response:	Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?
context: The Galette Army has managed to gather some 23,000 soldiers as well! Amazing!\Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana? response:	I don't like this! I'm only afraid of ghosts.
context: Prince Gaul's army will also participate!\I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts. response:	Are all of you fools?
context: I see! Looks like everyone will arrive at the battlefield slightly before noon!\Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools? response:	What ghosts?
context: Roger that! Next up, Galette's broadcaster, Franboise,\and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts? response:	As long as you cut it down the moment it appears, that's good enough, isn't it?
context: and Biscotti's broadcaster, Houshi, will be reporting to you live!\Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it? response:	Then it'll be done!
context: Noir, Jaune, apparently there will be an unprotected power zone.\Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done! response:	The general is so reliable!
context: Check it thoroughly, and we'll only fight where it's safe. There won't be a problem.\Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable! response:	Okay, let's put ghosts and phantoms aside.
context: Yeah, but didn't you hear that ghosts come out at the Fortress of Grana?\I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside. response:	The truth is that, where the protection level is weak, there is a high possibility of demons appearing.
context: I don't like this! I'm only afraid of ghosts.\Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing. response:	Demons?
context: Are all of you fools?\What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons? response:	It's neither human nor beast
context: What ghosts?\As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast response:	but a sinister species that feeds on Flonyard energy.
context: As long as you cut it down the moment it appears, that's good enough, isn't it?\Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy. response:	It's a monster that brings disaster and curses over everyone.
context: Then it'll be done!\The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone. response:	That's really scary!
context: The general is so reliable!\Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary! response:	Noir, horror stories are forbidden!
context: Okay, let's put ghosts and phantoms aside.\The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden! response:	That's simply absurd.
context: The truth is that, where the protection level is weak, there is a high possibility of demons appearing.\Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden!\That's simply absurd. response:	Isn't it said that the monster, or whatever it is, was sealed in the depths of the earth hundreds of years ago?
context: Demons?\It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden!\That's simply absurd.\Isn't it said that the monster, or whatever it is, was sealed in the depths of the earth hundreds of years ago? response:	Although it's reported that way by the theologian and observation teams,
context: It's neither human nor beast\but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden!\That's simply absurd.\Isn't it said that the monster, or whatever it is, was sealed in the depths of the earth hundreds of years ago?\Although it's reported that way by the theologian and observation teams, response:	there have been eyewitness accounts of demons.
context: but a sinister species that feeds on Flonyard energy.\It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden!\That's simply absurd.\Isn't it said that the monster, or whatever it is, was sealed in the depths of the earth hundreds of years ago?\Although it's reported that way by the theologian and observation teams,\there have been eyewitness accounts of demons. response:	But I've also heard that there are hunters who specialize in demon extermination.
context: It's a monster that brings disaster and curses over everyone.\That's really scary!\Noir, horror stories are forbidden!\That's simply absurd.\Isn't it said that the monster, or whatever it is, was sealed in the depths of the earth hundreds of years ago?\Although it's reported that way by the theologian and observation teams,\there have been eyewitness accounts of demons.\But I've also heard that there are hunters who specialize in demon extermination. response:	The hunters remain in darkness, searching for demons under the moonlight.
