context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Hey, are you okay?\I was saved by Ul and Lyon who just happened to pass by.\Deliora... I won't forgive you...\Deliora... One day I'll...\And for me, that's how it all started.\Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know. response:	Yeah! I'll do anything!
context: I was saved by Ul and Lyon who just happened to pass by.\Deliora... I won't forgive you...\Deliora... One day I'll...\And for me, that's how it all started.\Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything! response:	As long as I can get the power to defeat Deliora, I'll do anything!
context: Deliora... I won't forgive you...\Deliora... One day I'll...\And for me, that's how it all started.\Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything! response:	Sheesh...
context: Deliora... One day I'll...\And for me, that's how it all started.\Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh... response:	Okay then, let's start.
context: And for me, that's how it all started.\Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start. response:	Sure! I'm ready for you anytime!
context: Eternal Magic!\Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime! response:	What are you doing?!
context: Gray, sure you can keep up?\My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?! response:	Off with the clothes, now.
context: My training is harsh, you know.\Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now. response:	You've got to be kidding me!
context: Yeah! I'll do anything!\As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now.\You've got to be kidding me! response:	You think I'd strip in this snow?
context: As long as I can get the power to defeat Deliora, I'll do anything!\Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow? response:	Isn't that right, Lyon?
context: Sheesh...\Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon? response:	Not you too!
context: Okay then, let's start.\Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too! response:	Just hurry up and strip.
context: Sure! I'm ready for you anytime!\What are you doing?!\Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too!\Just hurry up and strip. response:	You want power, right?
context: What are you doing?!\Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too!\Just hurry up and strip.\You want power, right? response:	Fine, I got it already!
context: Off with the clothes, now.\You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too!\Just hurry up and strip.\You want power, right?\Fine, I got it already! response:	I'll strip! All I gotta do is strip, right?
context: You've got to be kidding me!\You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too!\Just hurry up and strip.\You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right? response:	That'll do.
context: You think I'd strip in this snow?\Isn't that right, Lyon?\Not you too!\Just hurry up and strip.\You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do. response:	If you're going to control the cold, then you need to become one with the cold.
context: Isn't that right, Lyon?\Not you too!\Just hurry up and strip.\You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold. response:	Everything starts from there.
context: Not you too!\Just hurry up and strip.\You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there. response:	I'm t-totally used it already.
context: Just hurry up and strip.\You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already. response:	Time to run, boys!
context: You want power, right?\Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already.\Time to run, boys! response:	Hey, teach us magic!
context: Fine, I got it already!\I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic! response:	Stop complaining and start running!
context: I'll strip! All I gotta do is strip, right?\That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic!\Stop complaining and start running! response:	See? I'm doing the basics, too.
context: That'll do.\If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too. response:	Listen up.
context: If you're going to control the cold, then you need to become one with the cold.\Everything starts from there.\I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too.\Listen up. response:	Among the many magics, Creation Magic is the magic with the greatest freedom...
context: Everything starts from there.\I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom... response:	Each individual's Creation Magic is unique.
context: I'm t-totally used it already.\Time to run, boys!\Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique. response:	Devote yourself.
context: Time to run, boys!\Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself. response:	And search out your own form...
context: Hey, teach us magic!\Stop complaining and start running!\See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form... response:	Hey, don't you have an extra pupil there?
context: Stop complaining and start running!\See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there? response:	His name's Gray.
context: See? I'm doing the basics, too.\Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray. response:	He's a rebel and quite the handful.
context: Listen up.\Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful. response:	And the other one is named Lyon, right?
context: Among the many magics, Creation Magic is the magic with the greatest freedom...\Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right? response:	Both of them seem like they'll be future hunks.
context: Each individual's Creation Magic is unique.\Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks. response:	You think?
context: Devote yourself.\And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think? response:	Hey... When they grow up, let me have one,'kay?
context: And search out your own form...\Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay? response:	Take both of'em.
context: Hey, don't you have an extra pupil there?\His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em. response:	Their constant noise is driving me nuts.
context: His name's Gray.\He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts. response:	You look like you've got children, so no man'll come near you.
context: He's a rebel and quite the handful.\And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you. response:	I don't need any love advice, thanks.
context: And the other one is named Lyon, right?\Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks. response:	You're not getting any younger, Ul...
context: Both of them seem like they'll be future hunks.\You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul... response:	Shouldn't you be thinking about your own happiness a bit?
context: You think?\Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit? response:	Yeah, yeah...
context: Hey... When they grow up, let me have one,'kay?\Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah... response:	Say, Gray.
context: Take both of'em.\Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray. response:	How long do you think until we get better than Ul?
context: Their constant noise is driving me nuts.\You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul? response:	I don't care.
context: You look like you've got children, so no man'll come near you.\I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul?\I don't care. response:	Ul's my goal! My dream is to beat her one day.
context: I don't need any love advice, thanks.\You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day. response:	If I've told you once, I've told you a thousand times, I don't care.
context: You're not getting any younger, Ul...\Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care. response:	You're so dark.
context: Shouldn't you be thinking about your own happiness a bit?\Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark. response:	And you're too cheerful and keep blabbing on about Ul all the time.
context: Yeah, yeah...\Say, Gray.\How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time. response:	She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.
context: Say, Gray.\How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness. response:	After seeing what I saw, how could I be not be?
context: How long do you think until we get better than Ul?\I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be? response:	She said she wanted to drive away the darkness.
context: I don't care.\Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness. response:	I'll do that myself... By my own hands...
context: Ul's my goal! My dream is to beat her one day.\If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands... response:	As long... As long as I defeat Deliora, that's good enough for me.
context: If I've told you once, I've told you a thousand times, I don't care.\You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me. response:	The minute I get the power, I'll say sayonara to that ice queen!
context: You're so dark.\And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen! response:	What did you call your teacher?!
context: And you're too cheerful and keep blabbing on about Ul all the time.\She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?! response:	Sorry...
context: She told me that the reason she accepted you as her pupil was that you were wrapped in darkness.\After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry... response:	When are you gonna teach me some powerful magic?
context: After seeing what I saw, how could I be not be?\She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic? response:	I already did.
context: She said she wanted to drive away the darkness.\I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic?\I already did. response:	How is Creation Magic strong?
context: I'll do that myself... By my own hands...\As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong? response:	It's no use at all.
context: As long... As long as I defeat Deliora, that's good enough for me.\The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong?\It's no use at all. response:	Look here.
context: The minute I get the power, I'll say sayonara to that ice queen!\What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong?\It's no use at all.\Look here. response:	Gray!
context: What did you call your teacher?!\Sorry...\When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong?\It's no use at all.\Look here.\Gray! response:	I told you, remember?
context: Sorry...\When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong?\It's no use at all.\Look here.\Gray!\I told you, remember? response:	Creation Magic is the magic with the greatest freedom.
context: When are you gonna teach me some powerful magic?\I already did.\How is Creation Magic strong?\It's no use at all.\Look here.\Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom. response:	When you find your own form, it can be as powerful as you want.
context: I already did.\How is Creation Magic strong?\It's no use at all.\Look here.\Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want. response:	You're just saying the same old stuff.
context: How is Creation Magic strong?\It's no use at all.\Look here.\Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff. response:	Why are you stripping here?
context: It's no use at all.\Look here.\Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here? response:	It's all your fault I have this weird habit!
context: Look here.\Gray!\I told you, remember?\Creation Magic is the magic with the greatest freedom.\When you find your own form, it can be as powerful as you want.\You're just saying the same old stuff.\Why are you stripping here?\It's all your fault I have this weird habit! response:	It's my fault?!
