context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Who brought Deliora here, and for what reason?\Well, it's pretty simple.\We should just chase after those guys from before.\Yeah.\No.\We wait here.\For what?\We wait until the moon comes out. response:	The moon?
context: Well, it's pretty simple.\We should just chase after those guys from before.\Yeah.\No.\We wait here.\For what?\We wait until the moon comes out.\The moon? response:	But it's still noon!
context: We should just chase after those guys from before.\Yeah.\No.\We wait here.\For what?\We wait until the moon comes out.\The moon?\But it's still noon! response:	No way, no how! I'd be bored to death!
context: Yeah.\No.\We wait here.\For what?\We wait until the moon comes out.\The moon?\But it's still noon!\No way, no how! I'd be bored to death! response:	Gray, what are you talking about?
context: No.\We wait here.\For what?\We wait until the moon comes out.\The moon?\But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about? response:	I think that this island's curse and Deliora are both connected somehow with the moon.
context: We wait here.\For what?\We wait until the moon comes out.\The moon?\But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon. response:	And those guys also said, Soon we'll have collected enough moonlight.
context: For what?\We wait until the moon comes out.\The moon?\But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight. response:	I see.
context: We wait until the moon comes out.\The moon?\But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see. response:	I am curious about what'll happen and what they're up to.
context: The moon?\But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to. response:	I can't stand it!
context: But it's still noon!\No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to.\I can't stand it! response:	I'm going after them!
context: No way, no how! I'd be bored to death!\Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them! response:	That was fast.
context: Gray, what are you talking about?\I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them!\That was fast. response:	Aye!
context: I think that this island's curse and Deliora are both connected somehow with the moon.\And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them!\That was fast.\Aye! response:	Moon Drip!
context: And those guys also said, Soon we'll have collected enough moonlight.\I see.\I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them!\That was fast.\Aye!\Moon Drip! response:	This guy really just lives on instinct, you know?
context: I see.\I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them!\That was fast.\Aye!\Moon Drip!\This guy really just lives on instinct, you know? response:	Aye. That's Natsu for you.
context: I am curious about what'll happen and what they're up to.\I can't stand it!\I'm going after them!\That was fast.\Aye!\Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you. response:	I'm almost kind of jealous.
context: I can't stand it!\I'm going after them!\That was fast.\Aye!\Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous. response:	Gray, can you keep up?
context: I'm going after them!\That was fast.\Aye!\Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up? response:	My training is harsh.
context: That was fast.\Aye!\Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh. response:	You bet! I'll do anything!
context: Aye!\Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh.\You bet! I'll do anything! response:	Waiting is pretty boring.
context: Moon Drip!\This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring. response:	Aye.
context: This guy really just lives on instinct, you know?\Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring.\Aye. response:	That's it!
context: Aye. That's Natsu for you.\I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring.\Aye.\That's it! response:	Gate of the Harp, I open thee!
context: I'm almost kind of jealous.\Gray, can you keep up?\My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring.\Aye.\That's it!\Gate of the Harp, I open thee! response:	Lyra!
context: Gray, can you keep up?\My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring.\Aye.\That's it!\Gate of the Harp, I open thee!\Lyra! response:	Heya! Long time no see, Lucy!
context: My training is harsh.\You bet! I'll do anything!\Waiting is pretty boring.\Aye.\That's it!\Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy! response:	Hi, Lyra!
context: You bet! I'll do anything!\Waiting is pretty boring.\Aye.\That's it!\Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra! response:	Why don't you call me more often?
context: Waiting is pretty boring.\Aye.\That's it!\Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often? response:	I want to be lots and lots more helpful to you!
context: Aye.\That's it!\Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you! response:	Lucy, you're such a meanie!
context: That's it!\Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie! response:	A meanie?
context: Gate of the Harp, I open thee!\Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie? response:	But I can only call you three days a month!
context: Lyra!\Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month! response:	Oh, really?
context: Heya! Long time no see, Lucy!\Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month!\Oh, really? response:	We got another weirdo here.
context: Hi, Lyra!\Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month!\Oh, really?\We got another weirdo here. response:	So, what kind of song would you like me to sing today?
context: Why don't you call me more often?\I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month!\Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today? response:	Whatever you want. Your choice.
context: I want to be lots and lots more helpful to you!\Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month!\Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice. response:	I'd like a song about fish!
context: Lucy, you're such a meanie!\A meanie?\But I can only call you three days a month!\Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish! response:	Then I'll play whatever comes to mind!
context: A meanie?\But I can only call you three days a month!\Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind! response:	Lyra is very good at singing.
context: But I can only call you three days a month!\Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing. response:	Mira is also a good singer. She sings me songs about fish, too.
context: Oh, really?\We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too. response:	Words given birth...
context: We got another weirdo here.\So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth... response:	Words dieing out...
context: So, what kind of song would you like me to sing today?\Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out... response:	The words living on inside of you...
context: Whatever you want. Your choice.\I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out...\The words living on inside of you... response:	Time seems to stand still, changes into courage...
context: I'd like a song about fish!\Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage... response:	Now, step out...
context: Then I'll play whatever comes to mind!\Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out... response:	You'll become stronger than you were.
context: Lyra is very good at singing.\Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were. response:	Be lost no longer.
context: Mira is also a good singer. She sings me songs about fish, too.\Words given birth...\Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were.\Be lost no longer. response:	Believe in those words back then.
context: Words given birth...\Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were.\Be lost no longer.\Believe in those words back then. response:	Hey, uh... Gray?
context: Words dieing out...\The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were.\Be lost no longer.\Believe in those words back then.\Hey, uh... Gray? response:	What?
context: The words living on inside of you...\Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were.\Be lost no longer.\Believe in those words back then.\Hey, uh... Gray?\What? response:	You're crying?
context: Time seems to stand still, changes into courage...\Now, step out...\You'll become stronger than you were.\Be lost no longer.\Believe in those words back then.\Hey, uh... Gray?\What?\You're crying? response:	It's true that Lyra has the power to sing songs that reflect what's in people's hearts.
context: Now, step out...\You'll become stronger than you were.\Be lost no longer.\Believe in those words back then.\Hey, uh... Gray?\What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts. response:	Gray was crying.
context: You'll become stronger than you were.\Be lost no longer.\Believe in those words back then.\Hey, uh... Gray?\What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying. response:	No, I wasn't!
context: Be lost no longer.\Believe in those words back then.\Hey, uh... Gray?\What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't! response:	Sing a happier song, Lyra!
context: Believe in those words back then.\Hey, uh... Gray?\What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't!\Sing a happier song, Lyra! response:	Oh! Then tell me that before hand.
context: Hey, uh... Gray?\What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand. response:	Now that I think about it, what if someone comes along?
context: What?\You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along? response:	Be quiet.
context: You're crying?\It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet. response:	What's that noise?
context: It's true that Lyra has the power to sing songs that reflect what's in people's hearts.\Gray was crying.\No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet.\What's that noise? response:	It's night?
context: Gray was crying.\No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet.\What's that noise?\It's night? response:	Light's coming down from...
context: No, I wasn't!\Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet.\What's that noise?\It's night?\Light's coming down from... response:	Purple light!
context: Sing a happier song, Lyra!\Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet.\What's that noise?\It's night?\Light's coming down from...\Purple light! response:	It's light from the moon!
context: Oh! Then tell me that before hand.\Now that I think about it, what if someone comes along?\Be quiet.\What's that noise?\It's night?\Light's coming down from...\Purple light!\It's light from the moon! response:	What the heck?
context: Now that I think about it, what if someone comes along?\Be quiet.\What's that noise?\It's night?\Light's coming down from...\Purple light!\It's light from the moon!\What the heck? response:	What's going on?
context: Be quiet.\What's that noise?\It's night?\Light's coming down from...\Purple light!\It's light from the moon!\What the heck?\What's going on? response:	It's landing on Deliora.
context: What's that noise?\It's night?\Light's coming down from...\Purple light!\It's light from the moon!\What the heck?\What's going on?\It's landing on Deliora. response:	This ain't no coincidence!
context: It's night?\Light's coming down from...\Purple light!\It's light from the moon!\What the heck?\What's going on?\It's landing on Deliora.\This ain't no coincidence! response:	Let's go!
context: Light's coming down from...\Purple light!\It's light from the moon!\What the heck?\What's going on?\It's landing on Deliora.\This ain't no coincidence!\Let's go! response:	We'll search for where the light is coming from!
context: Purple light!\It's light from the moon!\What the heck?\What's going on?\It's landing on Deliora.\This ain't no coincidence!\Let's go!\We'll search for where the light is coming from! response:	Aye!
context: It's light from the moon!\What the heck?\What's going on?\It's landing on Deliora.\This ain't no coincidence!\Let's go!\We'll search for where the light is coming from!\Aye! response:	A magic circle is spread over the center of the ruin!
context: What the heck?\What's going on?\It's landing on Deliora.\This ain't no coincidence!\Let's go!\We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin! response:	It's farther above!
context: What's going on?\It's landing on Deliora.\This ain't no coincidence!\Let's go!\We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin!\It's farther above! response:	Zeram...sem... Deioluna!
context: It's landing on Deliora.\This ain't no coincidence!\Let's go!\We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna! response:	What's that?
context: This ain't no coincidence!\Let's go!\We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna!\What's that? response:	Kuupelar Kulrakar Zeram...sem... Deioluna!
context: Let's go!\We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna! response:	Kuupelar Kulrakar...
context: We'll search for where the light is coming from!\Aye!\A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar... response:	The moon!
context: Aye!\A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon! response:	They're really collecting the light from the moon.
context: A magic circle is spread over the center of the ruin!\It's farther above!\Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon. response:	What are they trying to do by shining it on Deliora?
context: It's farther above!\Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora? response:	It's a spell in Belianese... Moon Drip!
context: Zeram...sem... Deioluna!\What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip! response:	Wait, you're still here?
context: What's that?\Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here? response:	I see. So that's it.
context: Kuupelar Kulrakar Zeram...sem... Deioluna!\Kuupelar Kulrakar...\The moon!\They're really collecting the light from the moon.\What are they trying to do by shining it on Deliora?\It's a spell in Belianese... Moon Drip!\Wait, you're still here?\I see. So that's it. response:	What? What is it?
