context: Shuichi response:	Are we there yet?
context: Sorry,\they really want me to take over today.\I should be back by night.\But what about cleaning and shopping?\Thanks.\I'm not doing it alone.\There's no way!\Now... response:	Nonoka.
context: they really want me to take over today.\I should be back by night.\But what about cleaning and shopping?\Thanks.\I'm not doing it alone.\There's no way!\Now...\Nonoka. response:	Nonoka!
context: I should be back by night.\But what about cleaning and shopping?\Thanks.\I'm not doing it alone.\There's no way!\Now...\Nonoka.\Nonoka! response:	Ow.
context: But what about cleaning and shopping?\Thanks.\I'm not doing it alone.\There's no way!\Now...\Nonoka.\Nonoka!\Ow. response:	Nonoka!
context: Thanks.\I'm not doing it alone.\There's no way!\Now...\Nonoka.\Nonoka!\Ow.\Nonoka! response:	Wait.
context: I'm not doing it alone.\There's no way!\Now...\Nonoka.\Nonoka!\Ow.\Nonoka!\Wait. response:	Hey, wait.
context: There's no way!\Now...\Nonoka.\Nonoka!\Ow.\Nonoka!\Wait.\Hey, wait. response:	Nonoka! Nonoka!
context: Now...\Nonoka.\Nonoka!\Ow.\Nonoka!\Wait.\Hey, wait.\Nonoka! Nonoka! response:	Who are you?
context: Nonoka.\Nonoka!\Ow.\Nonoka!\Wait.\Hey, wait.\Nonoka! Nonoka!\Who are you? response:	Noel.
context: Nonoka!\Ow.\Nonoka!\Wait.\Hey, wait.\Nonoka! Nonoka!\Who are you?\Noel. response:	Noel?
context: Ow.\Nonoka!\Wait.\Hey, wait.\Nonoka! Nonoka!\Who are you?\Noel.\Noel? response:	Come.
context: Nonoka!\Wait.\Hey, wait.\Nonoka! Nonoka!\Who are you?\Noel.\Noel?\Come. response:	This'll keep me in the fight for a while.
context: Wait.\Hey, wait.\Nonoka! Nonoka!\Who are you?\Noel.\Noel?\Come.\This'll keep me in the fight for a while. response:	Wait, bus!
context: Hey, wait.\Nonoka! Nonoka!\Who are you?\Noel.\Noel?\Come.\This'll keep me in the fight for a while.\Wait, bus! response:	Hey, driver!
context: Nonoka! Nonoka!\Who are you?\Noel.\Noel?\Come.\This'll keep me in the fight for a while.\Wait, bus!\Hey, driver! response:	Hey!
context: Who are you?\Noel.\Noel?\Come.\This'll keep me in the fight for a while.\Wait, bus!\Hey, driver!\Hey! response:	What the heck? You cheapo!
context: Noel.\Noel?\Come.\This'll keep me in the fight for a while.\Wait, bus!\Hey, driver!\Hey!\What the heck? You cheapo! response:	That's such an insult.
context: Noel?\Come.\This'll keep me in the fight for a while.\Wait, bus!\Hey, driver!\Hey!\What the heck? You cheapo!\That's such an insult. response:	Your name's Noel?
context: Come.\This'll keep me in the fight for a while.\Wait, bus!\Hey, driver!\Hey!\What the heck? You cheapo!\That's such an insult.\Your name's Noel? response:	Yep.
context: This'll keep me in the fight for a while.\Wait, bus!\Hey, driver!\Hey!\What the heck? You cheapo!\That's such an insult.\Your name's Noel?\Yep. response:	There's lots I want to ask you.
context: Wait, bus!\Hey, driver!\Hey!\What the heck? You cheapo!\That's such an insult.\Your name's Noel?\Yep.\There's lots I want to ask you. response:	I want to talk to you lots, too.
context: Hey, driver!\Hey!\What the heck? You cheapo!\That's such an insult.\Your name's Noel?\Yep.\There's lots I want to ask you.\I want to talk to you lots, too. response:	Um, why were you in my room?
context: Hey!\What the heck? You cheapo!\That's such an insult.\Your name's Noel?\Yep.\There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room? response:	Because I wanted to see you.
context: What the heck? You cheapo!\That's such an insult.\Your name's Noel?\Yep.\There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you. response:	I was at that spot forever, but I got tired of waiting.
context: That's such an insult.\Your name's Noel?\Yep.\There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting. response:	That spot?
context: Your name's Noel?\Yep.\There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot? response:	Where we met.
context: Yep.\There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot?\Where we met. response:	I don't know what you're talking about.
context: There's lots I want to ask you.\I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot?\Where we met.\I don't know what you're talking about. response:	But I get the sense that I know you.
context: I want to talk to you lots, too.\Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot?\Where we met.\I don't know what you're talking about.\But I get the sense that I know you. response:	Why?
context: Um, why were you in my room?\Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot?\Where we met.\I don't know what you're talking about.\But I get the sense that I know you.\Why? response:	Because we were together.
context: Because I wanted to see you.\I was at that spot forever, but I got tired of waiting.\That spot?\Where we met.\I don't know what you're talking about.\But I get the sense that I know you.\Why?\Because we were together. response:	Together?
context: I was at that spot forever, but I got tired of waiting.\That spot?\Where we met.\I don't know what you're talking about.\But I get the sense that I know you.\Why?\Because we were together.\Together? response:	Yep, a long time ago.
context: That spot?\Where we met.\I don't know what you're talking about.\But I get the sense that I know you.\Why?\Because we were together.\Together?\Yep, a long time ago. response:	A long time ago, huh?
context: Where we met.\I don't know what you're talking about.\But I get the sense that I know you.\Why?\Because we were together.\Together?\Yep, a long time ago.\A long time ago, huh? response:	Nonoka?
context: I don't know what you're talking about.\But I get the sense that I know you.\Why?\Because we were together.\Together?\Yep, a long time ago.\A long time ago, huh?\Nonoka? response:	Aren't you hungry?
context: But I get the sense that I know you.\Why?\Because we were together.\Together?\Yep, a long time ago.\A long time ago, huh?\Nonoka?\Aren't you hungry? response:	I'll go shopping.
context: Why?\Because we were together.\Together?\Yep, a long time ago.\A long time ago, huh?\Nonoka?\Aren't you hungry?\I'll go shopping. response:	I'll go with you.
context: Because we were together.\Together?\Yep, a long time ago.\A long time ago, huh?\Nonoka?\Aren't you hungry?\I'll go shopping.\I'll go with you. response:	I'll be back right away, wait here.
context: Together?\Yep, a long time ago.\A long time ago, huh?\Nonoka?\Aren't you hungry?\I'll go shopping.\I'll go with you.\I'll be back right away, wait here. response:	I'll be waiting.
context: Yep, a long time ago.\A long time ago, huh?\Nonoka?\Aren't you hungry?\I'll go shopping.\I'll go with you.\I'll be back right away, wait here.\I'll be waiting. response:	Why is it?
context: A long time ago, huh?\Nonoka?\Aren't you hungry?\I'll go shopping.\I'll go with you.\I'll be back right away, wait here.\I'll be waiting.\Why is it? response:	Maybe Nonoka can't talk because she's busy.
context: Nonoka?\Aren't you hungry?\I'll go shopping.\I'll go with you.\I'll be back right away, wait here.\I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy. response:	Wait there, I'll be back right away.
context: Aren't you hungry?\I'll go shopping.\I'll go with you.\I'll be back right away, wait here.\I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away. response:	I'll be waiting.
context: I'll go shopping.\I'll go with you.\I'll be back right away, wait here.\I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting. response:	Why did you bother coming back now?
context: I'll go with you.\I'll be back right away, wait here.\I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now? response:	Huh?
context: I'll be back right away, wait here.\I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now?\Huh? response:	Hey
context: I'll be waiting.\Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now?\Huh?\Hey response:	Me?
context: Why is it?\Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now?\Huh?\Hey\Me? response:	Ta-da!
context: Maybe Nonoka can't talk because she's busy.\Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now?\Huh?\Hey\Me?\Ta-da! response:	I've got this.
context: Wait there, I'll be back right away.\I'll be waiting.\Why did you bother coming back now?\Huh?\Hey\Me?\Ta-da!\I've got this. response:	Here we go.
context: I'll be waiting.\Why did you bother coming back now?\Huh?\Hey\Me?\Ta-da!\I've got this.\Here we go. response:	That scared me.
context: Why did you bother coming back now?\Huh?\Hey\Me?\Ta-da!\I've got this.\Here we go.\That scared me. response:	See, it didn't work.
context: Huh?\Hey\Me?\Ta-da!\I've got this.\Here we go.\That scared me.\See, it didn't work. response:	It was fun, but I got nervous.
context: Hey\Me?\Ta-da!\I've got this.\Here we go.\That scared me.\See, it didn't work.\It was fun, but I got nervous. response:	Wait.
context: Me?\Ta-da!\I've got this.\Here we go.\That scared me.\See, it didn't work.\It was fun, but I got nervous.\Wait. response:	Aren't we going now?
context: Ta-da!\I've got this.\Here we go.\That scared me.\See, it didn't work.\It was fun, but I got nervous.\Wait.\Aren't we going now? response:	Just once more.
context: I've got this.\Here we go.\That scared me.\See, it didn't work.\It was fun, but I got nervous.\Wait.\Aren't we going now?\Just once more. response:	It's getting late.
context: Here we go.\That scared me.\See, it didn't work.\It was fun, but I got nervous.\Wait.\Aren't we going now?\Just once more.\It's getting late. response:	We have to get home before it gets deep.
context: That scared me.\See, it didn't work.\It was fun, but I got nervous.\Wait.\Aren't we going now?\Just once more.\It's getting late.\We have to get home before it gets deep. response:	Next time.
context: See, it didn't work.\It was fun, but I got nervous.\Wait.\Aren't we going now?\Just once more.\It's getting late.\We have to get home before it gets deep.\Next time. response:	Let's go.
context: It was fun, but I got nervous.\Wait.\Aren't we going now?\Just once more.\It's getting late.\We have to get home before it gets deep.\Next time.\Let's go. response:	Pretty soon, I'm...
context: Wait.\Aren't we going now?\Just once more.\It's getting late.\We have to get home before it gets deep.\Next time.\Let's go.\Pretty soon, I'm... response:	What's wrong?
context: Aren't we going now?\Just once more.\It's getting late.\We have to get home before it gets deep.\Next time.\Let's go.\Pretty soon, I'm...\What's wrong? response:	Next time.
context: Just once more.\It's getting late.\We have to get home before it gets deep.\Next time.\Let's go.\Pretty soon, I'm...\What's wrong?\Next time. response:	Yeah.
context: It's getting late.\We have to get home before it gets deep.\Next time.\Let's go.\Pretty soon, I'm...\What's wrong?\Next time.\Yeah. response:	I'm...
context: We have to get home before it gets deep.\Next time.\Let's go.\Pretty soon, I'm...\What's wrong?\Next time.\Yeah.\I'm... response:	moving.
context: Next time.\Let's go.\Pretty soon, I'm...\What's wrong?\Next time.\Yeah.\I'm...\moving. response:	Huh?
context: Let's go.\Pretty soon, I'm...\What's wrong?\Next time.\Yeah.\I'm...\moving.\Huh? response:	I'm home.
context: Pretty soon, I'm...\What's wrong?\Next time.\Yeah.\I'm...\moving.\Huh?\I'm home. response:	Maybe he's back.
context: What's wrong?\Next time.\Yeah.\I'm...\moving.\Huh?\I'm home.\Maybe he's back. response:	What is this?
context: Next time.\Yeah.\I'm...\moving.\Huh?\I'm home.\Maybe he's back.\What is this? response:	Noel.
context: Yeah.\I'm...\moving.\Huh?\I'm home.\Maybe he's back.\What is this?\Noel. response:	Nonoka.
context: I'm...\moving.\Huh?\I'm home.\Maybe he's back.\What is this?\Noel.\Nonoka. response:	Noel.
context: moving.\Huh?\I'm home.\Maybe he's back.\What is this?\Noel.\Nonoka.\Noel. response:	Why did you do such a thing?
context: Huh?\I'm home.\Maybe he's back.\What is this?\Noel.\Nonoka.\Noel.\Why did you do such a thing? response:	What thing?
context: I'm home.\Maybe he's back.\What is this?\Noel.\Nonoka.\Noel.\Why did you do such a thing?\What thing? response:	I thought you'd like it.
context: Maybe he's back.\What is this?\Noel.\Nonoka.\Noel.\Why did you do such a thing?\What thing?\I thought you'd like it. response:	Get out.
context: What is this?\Noel.\Nonoka.\Noel.\Why did you do such a thing?\What thing?\I thought you'd like it.\Get out. response:	What about dinner?
context: Noel.\Nonoka.\Noel.\Why did you do such a thing?\What thing?\I thought you'd like it.\Get out.\What about dinner? response:	I don't know who you are,
context: Nonoka.\Noel.\Why did you do such a thing?\What thing?\I thought you'd like it.\Get out.\What about dinner?\I don't know who you are, response:	but never show up in front of me again.
context: Noel.\Why did you do such a thing?\What thing?\I thought you'd like it.\Get out.\What about dinner?\I don't know who you are,\but never show up in front of me again. response:	Noel.
context: Why did you do such a thing?\What thing?\I thought you'd like it.\Get out.\What about dinner?\I don't know who you are,\but never show up in front of me again.\Noel. response:	But still...
context: What thing?\I thought you'd like it.\Get out.\What about dinner?\I don't know who you are,\but never show up in front of me again.\Noel.\But still... response:	I'm home.
context: I thought you'd like it.\Get out.\What about dinner?\I don't know who you are,\but never show up in front of me again.\Noel.\But still...\I'm home. response:	I feel bad, running off today.
context: Get out.\What about dinner?\I don't know who you are,\but never show up in front of me again.\Noel.\But still...\I'm home.\I feel bad, running off today. response:	Dad...
context: What about dinner?\I don't know who you are,\but never show up in front of me again.\Noel.\But still...\I'm home.\I feel bad, running off today.\Dad... response:	What's wrong?
context: I don't know who you are,\but never show up in front of me again.\Noel.\But still...\I'm home.\I feel bad, running off today.\Dad...\What's wrong? response:	Sorry, I was being careless.
context: but never show up in front of me again.\Noel.\But still...\I'm home.\I feel bad, running off today.\Dad...\What's wrong?\Sorry, I was being careless. response:	Oh, you found it.
context: Noel.\But still...\I'm home.\I feel bad, running off today.\Dad...\What's wrong?\Sorry, I was being careless.\Oh, you found it. response:	I did that by accident while we were packing in Tokyo.
context: But still...\I'm home.\I feel bad, running off today.\Dad...\What's wrong?\Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo. response:	I bought one on my way home from work
context: I'm home.\I feel bad, running off today.\Dad...\What's wrong?\Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work response:	to fix it before you'd noticed.
context: I feel bad, running off today.\Dad...\What's wrong?\Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed. response:	Noel.
context: Dad...\What's wrong?\Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed.\Noel. response:	Please.
context: What's wrong?\Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed.\Noel.\Please. response:	What's going on?
context: Sorry, I was being careless.\Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed.\Noel.\Please.\What's going on? response:	I'm going out.
context: Oh, you found it.\I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed.\Noel.\Please.\What's going on?\I'm going out. response:	It's almost dark.
context: I did that by accident while we were packing in Tokyo.\I bought one on my way home from work\to fix it before you'd noticed.\Noel.\Please.\What's going on?\I'm going out.\It's almost dark. response:	I have to apologize.
context: I bought one on my way home from work\to fix it before you'd noticed.\Noel.\Please.\What's going on?\I'm going out.\It's almost dark.\I have to apologize. response:	I have to apologize lots to Noel.
context: to fix it before you'd noticed.\Noel.\Please.\What's going on?\I'm going out.\It's almost dark.\I have to apologize.\I have to apologize lots to Noel. response:	Motor boats
context: Noel.\Please.\What's going on?\I'm going out.\It's almost dark.\I have to apologize.\I have to apologize lots to Noel.\Motor boats response:	Noel.
context: Please.\What's going on?\I'm going out.\It's almost dark.\I have to apologize.\I have to apologize lots to Noel.\Motor boats\Noel. response:	Noel!
context: What's going on?\I'm going out.\It's almost dark.\I have to apologize.\I have to apologize lots to Noel.\Motor boats\Noel.\Noel! response:	Noel.
context: I'm going out.\It's almost dark.\I have to apologize.\I have to apologize lots to Noel.\Motor boats\Noel.\Noel!\Noel. response:	Noel!
